Date,DHI
2015-08-03,26.576623916625977
2015-08-04,26.11996078491211
2015-08-05,25.763694763183594
2015-08-06,25.682933807373047
2015-08-07,25.584218978881836
2015-08-10,26.077781677246094
2015-08-11,26.36493492126465
2015-08-12,26.885419845581055
2015-08-13,27.531530380249023
2015-08-14,27.495630264282227
2015-08-17,28.007139205932617
2015-08-18,28.410951614379883
2015-08-19,28.904516220092773
2015-08-20,28.410951614379883
2015-08-21,27.827665328979492
2015-08-24,26.49954605102539
2015-08-25,25.37782859802246
2015-08-26,26.490568161010742
2015-08-27,27.208477020263672
2015-08-28,27.037967681884766
2015-08-31,27.25334358215332
2015-09-01,26.616207122802734
2015-09-02,27.531530380249023
2015-09-03,28.06995391845703
2015-09-04,27.271289825439453
2015-09-08,28.249431610107422
2015-09-09,27.74689483642578
2015-09-10,27.621267318725586
2015-09-11,28.123796463012695
2015-09-14,28.20456314086914
2015-09-15,28.105850219726562
2015-09-16,28.33916473388672
2015-09-17,28.85067367553711
2015-09-18,28.366086959838867
2015-09-21,27.540508270263672
2015-09-22,26.87644386291504
2015-09-23,27.05591583251953
2015-09-24,27.352054595947266
2015-09-25,27.495630264282227
2015-09-28,26.311094284057617
2015-09-29,25.862409591674805
2015-09-30,26.34699249267578
2015-10-01,26.54440689086914
2015-10-02,26.679025650024414
2015-10-05,27.881500244140625
2015-10-06,26.921310424804688
2015-10-07,27.44179344177246
2015-10-08,27.504602432250977
2015-10-09,27.504602432250977
2015-10-12,27.75587272644043
2015-10-13,27.29821014404297
2015-10-14,26.2841796875
2015-10-15,26.849519729614258
2015-10-16,26.95720672607422
2015-10-19,27.25334358215332
2015-10-20,27.926372528076172
2015-10-21,28.114824295043945
2015-10-22,27.773818969726562
2015-10-23,27.935346603393555
2015-10-26,27.74689483642578
2015-10-27,26.975154876708984
2015-10-28,27.29821014404297
2015-10-29,26.18546485900879
2015-10-30,26.41878318786621
2015-11-02,26.78670310974121
2015-11-03,26.894393920898438
2015-11-04,26.741836547851562
2015-11-05,26.382888793945312
2015-11-06,26.382888793945312
2015-11-09,25.817543029785156
2015-11-10,27.95329475402832
2015-11-11,28.73402214050293
2015-11-12,27.809715270996094
2015-11-13,27.522552490234375
2015-11-16,28.16866683959961
2015-11-17,28.096874237060547
2015-11-18,28.59940528869629
2015-11-19,28.76991081237793
2015-11-20,28.92246437072754
2015-11-23,28.949382781982422
2015-11-24,29.3801326751709
2015-11-25,29.452098846435547
2015-11-27,29.47907829284668
2015-11-30,29.06527328491211
2015-12-01,29.712968826293945
2015-12-02,29.06527328491211
2015-12-03,28.480546951293945
2015-12-04,29.676986694335938
2015-12-07,29.614009857177734
2015-12-08,29.218212127685547
2015-12-09,28.642471313476562
2015-12-10,29.101253509521484
2015-12-11,28.741430282592773
2015-12-14,28.021764755249023
2015-12-15,28.300634384155273
2015-12-16,29.020292282104492
2015-12-17,28.354604721069336
2015-12-18,27.66193199157715
2015-12-21,28.255657196044922
2015-12-22,28.678455352783203
2015-12-23,28.903345108032227
2015-12-24,28.930334091186523
2015-12-28,29.047285079956055
2015-12-29,29.33514404296875
2015-12-30,29.182218551635742
2015-12-31,28.813392639160156
2016-01-04,27.338092803955078
2016-01-05,27.365074157714844
2016-01-06,26.681406021118164
