Date,MORI.BA
2015-08-24,1.7423301935195923
2015-08-25,1.7613719701766968
2015-08-26,1.6661632061004639
2015-08-27,1.7804147005081177
2015-08-28,1.7613719701766968
2015-08-31,1.7423301935195923
2015-09-01,1.7423301935195923
2015-09-02,1.6852048635482788
2015-09-03,1.6852048635482788
2015-09-04,1.6852048635482788
2015-09-07,1.6852048635482788
2015-09-08,1.6947258710861206
2015-09-09,1.6947258710861206
2015-09-10,1.9041861295700073
2015-09-11,1.9041861295700073
2015-09-14,1.8089772462844849
2015-09-15,1.8089772462844849
2015-09-16,1.8089772462844849
2015-09-17,1.8089772462844849
2015-09-18,1.8089772462844849
2015-09-21,1.8089772462844849
2015-09-22,1.7137675285339355
2015-09-23,1.6661632061004639
2015-09-24,1.6661632061004639
2015-09-25,1.6661632061004639
2015-09-28,1.6661632061004639
2015-09-29,1.6661632061004639
2015-09-30,1.6661632061004639
2015-10-01,1.6661632061004639
2015-10-02,1.6661632061004639
2015-10-05,1.6661632061004639
2015-10-06,1.7613719701766968
2015-10-07,1.8089772462844849
2015-10-08,1.8089772462844849
2015-10-09,1.8089772462844849
2015-10-13,1.8089772462844849
2015-10-14,1.8089772462844849
2015-10-15,1.8089772462844849
2015-10-16,1.8089772462844849
2015-10-19,1.8089772462844849
2015-10-20,1.8089772462844849
2015-10-21,1.8089772462844849
2015-10-22,1.9041861295700073
2015-10-23,1.9517914056777954
2015-10-26,1.9517914056777954
2015-10-27,1.9517914056777954
2015-10-28,2.142210006713867
2015-10-29,2.2850241661071777
2015-10-30,2.665860891342163
2015-11-02,3.5989129543304443
2015-11-03,3.7798104286193848
2015-11-04,3.570350170135498
2015-11-05,3.4656195640563965
2015-11-09,3.808373212814331
2015-11-10,4.084480285644531
2015-11-11,4.284420013427734
2015-11-12,4.274899005889893
2015-11-13,4.255857467651367
2015-11-16,4.417713165283203
2015-11-17,4.236815452575684
2015-11-18,3.903582811355591
2015-11-19,3.894062042236328
2015-11-20,3.960707902908325
2015-11-24,4.284420013427734
2015-11-25,4.141605854034424
2015-11-26,4.208252906799316
2015-11-27,4.208252906799316
2015-11-30,4.236815452575684
2015-12-01,4.379629611968994
2015-12-02,4.236815452575684
2015-12-03,4.379629611968994
2015-12-04,4.4748382568359375
2015-12-09,4.5700483322143555
2015-12-10,4.4748382568359375
2015-12-11,4.379629611968994
2015-12-14,4.370108604431152
2015-12-15,4.284420013427734
2015-12-16,4.094001293182373
2015-12-17,4.284420013427734
2015-12-18,3.998791456222534
2015-12-21,3.903582811355591
2015-12-22,3.9511873722076416
2015-12-23,4.036876201629639
2015-12-28,3.9511873722076416
2015-12-29,3.9511873722076416
2015-12-30,3.903582811355591
2016-01-04,3.6941215991973877
2016-01-05,3.6941215991973877
2016-01-06,3.5798709392547607
2016-01-07,3.4751405715942383
2016-01-08,3.570350170135498
2016-01-11,3.379931926727295
2016-01-12,3.3323264122009277
2016-01-13,3.3037636280059814
2016-01-14,3.1704704761505127
2016-01-15,3.084782600402832
2016-01-18,2.989572763442993
2016-01-19,2.989572763442993
2016-01-20,2.989572763442993
2016-01-21,2.989572763442993
2016-01-22,3.0943033695220947
2016-01-25,3.3132846355438232
2016-01-26,3.3323264122009277
2016-01-27,3.3894526958465576
2016-01-28,3.3894526958465576
2016-01-29,3.3323264122009277
2016-02-01,3.2371177673339844
2016-02-02,3.1038243770599365
2016-02-03,3.1419076919555664
2016-02-04,3.1704704761505127
2016-02-05,3.2275965213775635
2016-02-10,3.189512252807617
2016-02-11,3.2371177673339844
