Date,NEXI.MI
2019-04-18,7.9120049476623535
2019-04-23,8.007329940795898
2019-04-24,8.122673988342285
2019-04-25,8.009237289428711
2019-04-26,7.7251667976379395
2019-04-29,7.797614574432373
2019-04-30,7.662252426147461
2019-05-02,7.835744380950928
2019-05-03,7.788081645965576
2019-05-06,7.8309783935546875
2019-05-07,7.752811431884766
2019-05-08,7.705148696899414
2019-05-09,7.7213544845581055
2019-05-10,8.040694236755371
2019-05-13,7.943462371826172
2019-05-14,7.9672932624816895
2019-05-15,8.016861915588379
2019-05-16,8.326669692993164
2019-05-17,8.360033988952637
2019-05-20,8.217045783996582
2019-05-21,8.388631820678711
2019-05-22,8.436294555664062
2019-05-23,8.445826530456543
2019-05-24,8.484910011291504
2019-05-27,8.5792818069458
2019-05-28,8.48681640625
2019-05-29,8.407695770263672
2019-05-30,8.384818077087402
2019-05-31,8.293305397033691
2019-06-03,8.384818077087402
2019-06-04,8.474424362182617
2019-06-05,8.533525466918945
2019-06-06,8.766119956970215
2019-06-07,8.88718318939209
2019-06-10,8.893856048583984
2019-06-11,8.722270011901855
2019-06-12,8.626944541931152
2019-06-13,8.831894874572754
2019-06-14,8.779465675354004
2019-06-17,8.742287635803223
2019-06-18,8.832847595214844
2019-06-19,8.73752212524414
2019-06-20,8.75086784362793
2019-06-21,8.687952995300293
2019-06-24,8.621225357055664
2019-06-25,8.409602165222168
2019-06-26,8.511601448059082
2019-06-27,8.586908340454102
2019-06-28,8.637430191040039
2019-07-01,8.667935371398926
2019-07-02,8.646963119506836
2019-07-03,8.711784362792969
2019-07-04,8.648869514465332
2019-07-05,8.688905715942383
2019-07-08,8.803296089172363
2019-07-09,8.922452926635742
2019-07-10,9.08641242980957
2019-07-11,9.24465274810791
2019-07-12,9.27515697479248
2019-07-15,9.264671325683594
2019-07-16,9.27515697479248
2019-07-17,9.254185676574707
2019-07-18,9.214149475097656
2019-07-19,9.124543190002441
2019-07-22,9.084506034851074
2019-07-23,9.135028839111328
2019-07-24,9.200803756713867
2019-07-25,9.272297859191895
2019-07-26,9.344744682312012
2019-07-29,9.301848411560059
2019-07-30,9.103571891784668
2019-07-31,9.22177505493164
2019-08-01,9.376202583312988
2019-08-02,9.246559143066406
2019-08-05,9.189364433288574
2019-08-06,9.15123462677002
2019-08-07,9.265625
2019-08-08,9.484872817993164
2019-08-09,9.315194129943848
2019-08-12,9.398127555847168
2019-08-13,9.41147232055664
2019-08-14,9.341885566711426
2019-08-16,9.341885566711426
2019-08-19,9.470574378967285
2019-08-20,9.47724723815918
2019-08-21,9.59163761138916
2019-08-22,9.484872817993164
2019-08-23,9.365715980529785
2019-08-26,9.42481803894043
2019-08-27,9.484872817993164
2019-08-28,9.40384578704834
2019-08-29,9.484872817993164
2019-08-30,9.448649406433105
2019-09-02,9.43339729309082
2019-09-03,9.461041450500488
2019-09-04,9.473433494567871
2019-09-05,9.308521270751953
2019-09-06,9.19127082824707
2019-09-09,9.242746353149414
2019-09-10,8.850958824157715
2019-09-11,9.055909156799316
2019-09-12,9.074974060058594
2019-09-13,8.960582733154297
2019-09-16,8.900528907775879
2019-09-17,9.017778396606445
2019-09-18,9.210335731506348
2019-09-19,9.332352638244629
2019-09-20,9.427678108215332
2019-09-23,9.27420425415039
2019-09-24,9.264671325683594
2019-09-25,9.23702621459961
2019-09-26,8.937705993652344
2019-09-27,8.941518783569336
2019-09-30,8.91864013671875
2019-10-01,8.850958824157715
2019-10-02,8.730850219726562
2019-10-03,8.84238052368164
2019-10-04,8.917686462402344
2019-10-07,8.817595481872559
2019-10-08,8.786138534545898
2019-10-09,8.91006088256836
2019-10-10,9.075926780700684
2019-10-11,9.034936904907227
2019-10-14,8.97202205657959
2019-10-15,8.989181518554688
2019-10-16,9.227495193481445
2019-10-17,9.087366104125977
2019-10-18,9.246559143066406
2019-10-21,9.294221878051758
2019-10-22,9.341885566711426
2019-10-23,9.228447914123535
2019-10-24,9.040657043457031
2019-10-25,8.97964859008789
2019-10-28,9.023497581481934
2019-10-29,9.055909156799316
2019-10-30,8.951051712036133
2019-10-31,8.838567733764648
2019-11-01,8.985367774963379
2019-11-04,8.975835800170898
2019-11-05,8.91864013671875
2019-11-06,8.94819164276123
2019-11-07,9.007293701171875
2019-11-08,8.820455551147461
2019-11-11,8.697484970092773
2019-11-12,8.75086784362793
2019-11-13,8.768026351928711
2019-11-14,8.855725288391113
2019-11-15,8.846193313598633
2019-11-18,8.908154487609863
2019-11-19,8.931985855102539
2019-11-20,9.370482444763184
2019-11-21,9.459135055541992
2019-11-22,9.532535552978516
2019-11-25,9.574478149414062
2019-11-26,9.671710968017578
2019-11-27,10.011069297790527
2019-11-28,10.06826400756836
2019-11-29,10.199812889099121
2019-12-02,9.83376407623291
2019-12-03,9.89477252960205
2019-12-04,9.850921630859375
2019-12-05,9.837576866149902
2019-12-06,9.978658676147461
2019-12-09,9.913836479187012
2019-12-10,10.09876823425293
2019-12-11,10.48578929901123
2019-12-12,10.743167877197266
2019-12-13,10.684065818786621
2019-12-16,11.038676261901855
2019-12-17,10.65737533569336
2019-12-18,10.430500984191895
2019-12-19,10.870903968811035
2019-12-20,11.126375198364258
2019-12-23,11.29605484008789
2019-12-27,11.648758888244629
2019-12-30,11.801279067993164
2020-01-02,12.010994911193848
2020-01-03,11.988117218017578
2020-01-06,11.51720905303955
2020-01-07,11.585844039916992
2020-01-08,11.618254661560059
2020-01-09,11.805091857910156
2020-01-10,11.55152702331543
2020-01-13,11.732644081115723
2020-01-14,11.887072563171387
2020-01-15,12.016714096069336
2020-01-16,12.201645851135254
2020-01-17,12.201645851135254
2020-01-20,12.201645851135254
2020-01-21,12.010994911193848
2020-01-22,12.192112922668457
2020-01-23,12.108226776123047
2020-01-24,12.335101127624512
2020-01-27,12.085349082946777
2020-01-28,12.573413848876953
2020-01-29,12.878456115722656
2020-01-30,12.592479705810547
2020-01-31,12.20355224609375
2020-02-03,12.804101943969727
2020-02-04,12.630609512329102
2020-02-05,12.695430755615234
2020-02-06,12.602012634277344
2020-02-07,12.712590217590332
2020-02-10,13.154899597167969
2020-02-11,13.4065580368042
2020-02-12,13.351268768310547
2020-02-13,13.955632209777832
2020-02-14,14.592405319213867
2020-02-17,15.156731605529785
2020-02-18,15.294000625610352
2020-02-19,15.620012283325195
2020-02-20,15.17198371887207
2020-02-21,15.391231536865234
2020-02-24,14.066208839416504
2020-02-25,14.230169296264648
2020-02-26,14.72204875946045
2020-02-27,14.00520133972168
2020-02-28,13.86793327331543
2020-03-02,14.127217292785645
2020-03-03,14.23398208618164
2020-03-04,13.822176933288574
2020-03-05,13.433249473571777
2020-03-06,13.555266380310059
2020-03-09,12.092974662780762
2020-03-10,11.467639923095703
2020-03-11,11.723113059997559
2020-03-12,9.437210083007812
2020-03-13,10.237942695617676
2020-03-16,9.505845069885254
2020-03-17,9.228447914123535
2020-03-18,8.453453063964844
2020-03-19,8.217045783996582
2020-03-20,8.809016227722168
2020-03-23,9.820418357849121
2020-03-24,11.49814510345459
2020-03-25,11.587750434875488
2020-03-26,11.60490894317627
2020-03-27,10.739354133605957
2020-03-30,11.324652671813965
2020-03-31,11.303680419921875
2020-04-01,11.181663513183594
2020-04-02,11.629693031311035
2020-04-03,11.729784965515137
2020-04-06,12.535284042358398
2020-04-07,12.492387771606445
2020-04-08,12.23500919342041
2020-04-09,12.368465423583984
2020-04-14,13.09770393371582
2020-04-15,12.049125671386719
2020-04-16,12.373230934143066
2020-04-17,12.86892318725586
2020-04-20,12.621076583862305
2020-04-21,12.420893669128418
2020-04-22,12.597246170043945
2020-04-23,12.740233421325684
2020-04-24,13.011910438537598
2020-04-27,13.512369155883789
2020-04-28,13.135833740234375
2020-04-29,13.250224113464355
2020-04-30,13.178730010986328
2020-05-04,12.549583435058594
2020-05-05,12.616311073303223
2020-05-06,12.678272247314453
2020-05-07,13.164432525634766
2020-05-08,13.307419776916504
2020-05-11,13.293120384216309
2020-05-12,13.879372596740723
2020-05-13,13.397978782653809
