Date,CVH.BA
2017-08-30,418.5723571777344
2017-08-31,427.0763244628906
2017-09-01,429.8945007324219
2017-09-04,419.2645568847656
2017-09-05,419.2645568847656
2017-09-06,419.2645568847656
2017-09-07,419.2645568847656
2017-09-08,419.2645568847656
2017-09-11,419.2645568847656
2017-09-12,419.2645568847656
2017-09-13,419.2645568847656
2017-09-14,419.2645568847656
2017-09-15,419.2645568847656
2017-09-18,419.2645568847656
2017-09-19,419.2645568847656
2017-09-20,419.2645568847656
2017-09-21,419.2645568847656
2017-09-22,419.2645568847656
2017-09-25,398.9935302734375
2017-09-26,395.5325927734375
2017-09-27,390.58843994140625
2017-09-28,395.5325927734375
2017-09-29,403.4432678222656
2017-10-02,398.4991149902344
2017-10-03,393.554931640625
2017-10-04,391.5772705078125
2017-10-05,390.19293212890625
2017-10-06,390.7862243652344
2017-10-10,390.58843994140625
2017-10-11,399.4879455566406
2017-10-12,401.4656066894531
2017-10-13,395.5325927734375
2017-10-17,390.7862243652344
2017-10-18,390.0940246582031
2017-10-19,385.644287109375
2017-10-20,386.1387023925781
2017-10-23,392.56610107421875
2017-10-24,394.0493469238281
2017-10-25,402.20721435546875
2017-10-26,398.4991149902344
2017-10-27,395.5325927734375
2017-10-30,400.4767761230469
2017-10-31,402.1578063964844
2017-11-01,402.20721435546875
2017-11-02,409.1290283203125
2017-11-03,427.6696472167969
2017-11-07,427.9168395996094
2017-11-08,419.2645568847656
2017-11-09,417.3363342285156
2017-11-10,418.2757263183594
2017-11-13,415.3092346191406
2017-11-14,408.3874206542969
2017-11-15,409.96954345703125
2017-11-16,413.3315734863281
2017-11-17,412.3427429199219
2017-11-21,415.80364990234375
2017-11-22,415.3092346191406
2017-11-23,415.75421142578125
2017-11-24,417.2868957519531
2017-11-28,410.0684509277344
2017-11-29,411.4527893066406
2017-11-30,410.3156433105469
2017-12-01,417.68243408203125
2017-12-04,413.3315734863281
2017-12-05,408.18963623046875
2017-12-06,404.926513671875
2017-12-07,410.5628662109375
2017-12-11,412.837158203125
2017-12-12,410.3650817871094
2017-12-13,408.9312744140625
2017-12-14,410.3650817871094
2017-12-15,413.82598876953125
2017-12-18,440.0794677734375
2017-12-19,447.940673828125
2017-12-20,462.7731628417969
2017-12-21,461.7843322753906
2017-12-22,459.8066711425781
2017-12-26,469.4971923828125
2017-12-27,462.7731628417969
2017-12-28,467.222900390625
2018-01-01,465.7396545410156
2018-01-02,475.6279602050781
2018-01-03,474.6391296386719
2018-01-04,484.47802734375
2018-01-05,480.1766052246094
2018-01-08,477.6056213378906
2018-01-09,474.6391296386719
2018-01-10,467.7173156738281
2018-01-11,470.6838073730469
2018-01-12,484.5274353027344
2018-01-15,493.3280334472656
2018-01-16,502.8208312988281
2018-01-17,519.1365356445312
2018-01-18,525.0695190429688
2018-01-19,527.0471801757812
2018-01-22,523.0424194335938
2018-01-23,520.9164428710938
2018-01-24,538.9132080078125
2018-01-25,535.9466552734375
2018-01-26,528.0360107421875
2018-01-29,521.1141967773438
2018-01-30,508.4077453613281
2018-01-31,517.1588745117188
2018-02-01,516.1700439453125
2018-02-02,493.42694091796875
2018-02-05,478.5944519042969
2018-02-06,456.64239501953125
2018-02-07,459.8066711425781
2018-02-08,465.2452392578125
2018-02-09,453.8736572265625
2018-02-14,461.7843322753906
2018-02-15,454.86248779296875
2018-02-16,452.0443115234375
2018-02-19,477.6056213378906
2018-02-20,463.7619934082031
2018-02-21,488.4827575683594
2018-02-22,479.5832824707031
2018-02-23,478.00115966796875
2018-02-26,484.5274353027344
2018-02-27,464.7013854980469
2018-02-28,464.7013854980469
2018-03-01,454.86248779296875
2018-03-02,453.0826110839844
2018-03-05,450.90716552734375
2018-03-06,444.97418212890625
2018-03-07,449.9183349609375
2018-03-08,454.86248779296875
2018-03-09,462.0809631347656
2018-03-12,451.6488037109375
2018-03-13,444.4797668457031
2018-03-14,444.97418212890625
2018-03-15,440.030029296875
2018-03-16,438.8434143066406
2018-03-19,442.0076904296875
2018-03-20,472.16705322265625
2018-03-21,462.7237243652344
2018-03-22,462.7731628417969
2018-03-23,462.7237243652344
2018-03-26,466.23406982421875
2018-03-27,463.7619934082031
2018-03-28,464.65191650390625
2018-04-03,450.90716552734375
2018-04-04,449.0284118652344
2018-04-05,452.2420959472656
2018-04-06,449.77001953125
2018-04-09,452.34100341796875
2018-04-10,455.1097106933594
2018-04-11,447.6934814453125
2018-04-12,448.1878967285156
2018-04-13,439.7828063964844
2018-04-16,434.640869140625
2018-04-17,427.71905517578125
2018-04-18,420.5500183105469
2018-04-19,413.52935791015625
2018-04-20,419.8578796386719
2018-04-23,412.837158203125
2018-04-24,406.6569519042969
2018-04-25,395.58203125
2018-04-26,393.6538391113281
2018-04-27,404.7287292480469
2018-05-02,394.9393005371094
2018-05-03,390.0940246582031
2018-05-04,377.733642578125
2018-05-07,359.34136962890625
2018-05-08,331.060791015625
2018-05-09,336.1532897949219
2018-05-10,349.1069641113281
2018-05-11,345.7944030761719
2018-05-14,334.917236328125
2018-05-15,331.85186767578125
2018-05-16,327.5504455566406
2018-05-17,342.8279113769531
2018-05-18,343.61895751953125
2018-05-21,336.2027282714844
2018-05-22,335.4116516113281
2018-05-23,334.5216979980469
2018-05-24,324.9794616699219
2018-05-28,308.0704345703125
2018-05-29,296.2539367675781
2018-05-30,293.633544921875
2018-05-31,288.93658447265625
2018-06-01,297.3910827636719
2018-06-04,295.2651062011719
2018-06-05,316.0799865722656
2018-06-06,318.8487243652344
2018-06-07,317.8598937988281
2018-06-08,330.26971435546875
2018-06-11,336.1532897949219
2018-06-12,331.5057678222656
2018-06-13,315.6350402832031
2018-06-14,311.778564453125
2018-06-15,314.49786376953125
2018-06-18,282.4102783203125
2018-06-19,309.8997802734375
2018-06-21,337.93316650390625
2018-06-22,346.1404724121094
2018-06-25,328.29205322265625
2018-06-26,325.3255615234375
2018-06-27,279.7898864746094
2018-06-28,293.7818603515625
2018-06-29,298.3304748535156
2018-07-02,289.7770690917969
2018-07-03,300.3575744628906
2018-07-04,302.3846740722656
2018-07-05,295.01788330078125
2018-07-06,285.9206237792969
2018-07-10,275.68621826171875
2018-07-11,272.6702880859375
2018-07-12,265.89678955078125
2018-07-13,252.89366149902344
2018-07-16,250.86654663085938
2018-07-17,249.48219299316406
2018-07-18,276.8728332519531
2018-07-19,273.60968017578125
2018-07-20,309.2076416015625
2018-07-23,327.0560302734375
2018-07-24,317.7610168457031
2018-07-25,324.33673095703125
2018-07-26,322.9029235839844
2018-07-27,331.95074462890625
2018-07-30,332.29681396484375
2018-07-31,341.1468811035156
2018-08-01,342.2345886230469
2018-08-02,328.04486083984375
2018-08-03,320.7275085449219
2018-08-06,304.80731201171875
2018-08-07,288.4916076660156
2018-08-08,274.9940490722656
2018-08-09,267.4789123535156
2018-08-10,260.11212158203125
2018-08-13,242.85702514648438
2018-08-14,273.0163879394531
2018-08-15,290.1231689453125
2018-08-16,299.12152099609375
2018-08-17,293.3863220214844
2018-08-21,292.4469299316406
2018-08-22,283.44854736328125
2018-08-23,266.2923278808594
2018-08-24,249.185546875
2018-08-27,256.05792236328125
2018-08-28,255.51405334472656
2018-08-29,250.17437744140625
2018-08-30,251.9542694091797
2018-08-31,286.316162109375
2018-09-03,287.8982849121094
2018-09-04,285.9206237792969
2018-09-05,285.57452392578125
2018-09-06,296.7977600097656
2018-09-07,303.5712890625
2018-09-10,296.5011291503906
2018-09-11,301.544189453125
2018-09-12,302.3846740722656
2018-09-13,296.6988830566406
2018-09-14,293.5346374511719
2018-09-17,305.4500427246094
2018-09-18,315.5361328125
2018-09-19,329.330322265625
2018-09-20,344.9044189453125
2018-09-21,353.0128479003906
2018-09-24,332.4945983886719
2018-09-25,344.45947265625
2018-09-26,354.792724609375
2018-09-27,342.6795654296875
2018-09-28,333.97784423828125
2018-10-01,320.52972412109375
2018-10-02,313.3607177734375
2018-10-03,298.3304748535156
2018-10-04,291.3097839355469
2018-10-05,279.59210205078125
2018-10-08,283.20135498046875
2018-10-09,270.8904113769531
2018-10-10,262.8314208984375
2018-10-11,256.997314453125
2018-10-12,281.0753479003906
2018-10-16,292.6941223144531
2018-10-17,287.8488464355469
2018-10-18,282.9046936035156
2018-10-19,283.8935241699219
2018-10-22,276.37841796875
2018-10-23,266.5889892578125
2018-10-24,255.41517639160156
2018-10-25,281.2236633300781
2018-10-26,281.8169860839844
2018-10-29,283.20135498046875
2018-10-30,281.56976318359375
2018-10-31,285.42620849609375
2018-11-01,297.6877136230469
2018-11-02,296.4022521972656
2018-11-05,294.6717834472656
2018-11-07,300.5058898925781
2018-11-08,290.4692687988281
2018-11-09,278.8010559082031
2018-11-12,267.4789123535156
2018-11-13,257.93670654296875
2018-11-14,267.57781982421875
2018-11-15,272.6702880859375
2018-11-16,273.0163879394531
2018-11-20,262.08978271484375
2018-11-21,269.9510192871094
2018-11-22,266.8856201171875
2018-11-23,264.4135437011719
2018-11-26,265.2046203613281
2018-11-27,262.04034423828125
2018-11-28,259.81549072265625
2018-11-29,262.6830749511719
2018-11-30,262.6830749511719
2018-12-03,265.3034973144531
2018-12-04,264.8585205078125
2018-12-05,266.9350891113281
2018-12-06,259.3210754394531
2018-12-07,258.82666015625
2018-12-10,251.7565155029297
2018-12-11,255.66238403320312
2018-12-12,258.9749755859375
2018-12-13,257.4422912597656
2018-12-14,258.5299987792969
