Date,HSCL.NS
2015-08-21,16.510578155517578
2015-08-24,15.134696960449219
2015-08-25,15.527807235717773
2015-08-26,15.232975006103516
2015-08-27,15.724360466003418
2015-08-28,15.576946258544922
2015-08-31,15.626083374023438
2015-09-01,14.889004707336426
2015-09-02,15.036420822143555
2015-09-03,15.478667259216309
2015-09-04,14.938142776489258
2015-09-07,14.495895385742188
2015-09-08,14.545034408569336
2015-09-09,14.839865684509277
2015-09-10,14.938142776489258
2015-09-11,15.331252098083496
2015-09-14,15.380391120910645
2015-09-15,15.724360466003418
2015-09-16,15.134696960449219
2015-09-18,15.331252098083496
2015-09-21,15.675223350524902
2015-09-22,15.626083374023438
2015-09-23,14.987281799316406
2015-09-24,15.134696960449219
2015-09-28,15.134696960449219
2015-09-29,15.036420822143555
2015-09-30,15.085558891296387
2015-10-01,15.232975006103516
2015-10-05,15.576946258544922
2015-10-06,16.01919174194336
2015-10-07,16.117467880249023
2015-10-08,15.724360466003418
2015-10-09,15.478667259216309
2015-10-12,17.935598373413086
2015-10-13,17.296796798706055
2015-10-14,17.100238800048828
2015-10-15,16.903690338134766
2015-10-16,16.95282745361328
2015-10-19,16.657995223999023
2015-10-20,16.215749740600586
2015-10-21,16.264890670776367
2015-10-23,15.920917510986328
2015-10-26,15.576946258544922
2015-10-27,16.412302017211914
2015-10-28,16.70713233947754
2015-10-29,16.55971908569336
2015-10-30,16.215749740600586
2015-11-02,15.576946258544922
2015-11-03,15.724360466003418
2015-11-04,15.429530143737793
2015-11-05,15.183835983276367
2015-11-06,14.938142776489258
2015-11-09,15.478667259216309
2015-11-10,14.987281799316406
2015-11-13,15.527807235717773
2015-11-16,15.871777534484863
2015-11-17,15.724360466003418
2015-11-18,15.380391120910645
2015-11-19,15.724360466003418
2015-11-20,15.77349853515625
2015-11-23,15.134696960449219
2015-11-24,14.938142776489258
2015-11-26,14.741588592529297
2015-11-27,14.790727615356445
2015-11-30,14.692451477050781
2015-12-01,14.741588592529297
2015-12-02,14.741588592529297
2015-12-03,14.741588592529297
2015-12-04,14.692451477050781
2015-12-07,14.299341201782227
2015-12-08,13.807954788208008
2015-12-09,12.82518196105957
2015-12-10,12.333796501159668
2015-12-11,12.530349731445312
2015-12-14,13.709676742553711
2015-12-15,13.758817672729492
2015-12-16,12.677765846252441
2015-12-17,12.82518196105957
2015-12-18,12.776042938232422
2015-12-21,13.61140251159668
2015-12-22,14.299341201782227
2015-12-23,15.724360466003418
2015-12-24,16.01919174194336
2015-12-28,15.724360466003418
2015-12-29,15.77349853515625
2015-12-30,15.282112121582031
2015-12-31,14.790727615356445
2016-01-01,14.741588592529297
2016-01-04,13.709676742553711
2016-01-05,13.709676742553711
2016-01-06,15.626083374023438
2016-01-07,13.07087516784668
2016-01-08,13.709676742553711
2016-01-11,13.120015144348145
2016-01-12,13.120015144348145
2016-01-13,13.758817672729492
2016-01-14,13.758817672729492
2016-01-15,13.513123512268066
2016-01-18,12.874320983886719
2016-01-19,13.218291282653809
2016-01-20,13.365707397460938
2016-01-21,13.513123512268066
2016-01-22,13.414844512939453
2016-01-25,13.562262535095215
2016-01-27,13.267430305480957
2016-01-28,13.414844512939453
2016-01-29,14.053647994995117
2016-02-01,16.70713233947754
2016-02-02,16.117467880249023
2016-02-03,16.01919174194336
2016-02-04,16.46143913269043
2016-02-05,16.805410385131836
2016-02-08,16.608856201171875
2016-02-09,16.903690338134766
2016-02-10,16.657995223999023
2016-02-11,14.299341201782227
2016-02-12,15.282112121582031
2016-02-15,16.215749740600586
2016-02-16,15.232975006103516
2016-02-17,15.085558891296387
2016-02-18,15.183835983276367
2016-02-19,15.920917510986328
2016-02-22,16.264890670776367
2016-02-23,15.822639465332031
2016-02-24,15.085558891296387
2016-02-25,15.134696960449219
2016-02-26,14.643312454223633
2016-02-29,14.495895385742188
2016-03-01,14.839865684509277
2016-03-02,15.822639465332031
2016-03-03,16.01919174194336
2016-03-04,15.675223350524902
2016-03-08,15.282112121582031
2016-03-09,15.331252098083496
2016-03-10,15.085558891296387
2016-03-11,15.134696960449219
2016-03-14,14.987281799316406
2016-03-15,15.134696960449219
2016-03-16,15.085558891296387
2016-03-17,15.036420822143555
2016-03-18,14.889004707336426
2016-03-21,15.183835983276367
2016-03-22,14.839865684509277
2016-03-23,15.77349853515625
2016-03-28,15.478667259216309
2016-03-29,15.282112121582031
2016-03-30,15.724360466003418
2016-03-31,15.478667259216309
2016-04-01,15.478667259216309
2016-04-04,15.429530143737793
2016-04-05,15.085558891296387
2016-04-06,15.77349853515625
2016-04-07,15.232975006103516
2016-04-08,15.576946258544922
2016-04-11,16.510578155517578
2016-04-12,17.149383544921875
2016-04-13,17.49335289001465
2016-04-18,17.984737396240234
2016-04-20,18.869234085083008
2016-04-21,17.837324142456055
2016-04-22,17.542491912841797
2016-04-25,17.395076751708984
2016-04-26,17.68990707397461
2016-04-27,17.68990707397461
2016-04-28,17.591629028320312
2016-04-29,17.837324142456055
2016-05-02,18.08301544189453
2016-05-03,17.68990707397461
2016-05-04,17.640766143798828
2016-05-05,17.88646125793457
2016-05-06,17.68990707397461
2016-05-09,17.984737396240234
2016-05-10,17.788183212280273
2016-05-11,17.837324142456055
2016-05-12,17.739042282104492
2016-05-13,17.68990707397461
2016-05-16,17.739042282104492
2016-05-17,18.033876419067383
2016-05-18,18.91836929321289
2016-05-19,19.262340545654297
2016-05-20,19.999422073364258
2016-05-23,20.44167137145996
2016-05-24,19.409757614135742
2016-05-25,19.409757614135742
2016-05-26,19.95028305053711
2016-05-27,19.802867889404297
2016-05-30,19.50803565979004
2016-05-31,19.114927291870117
2016-06-01,19.409757614135742
2016-06-02,19.901142120361328
2016-06-03,19.360620498657227
2016-06-06,19.409757614135742
2016-06-07,20.29425621032715
2016-06-08,22.849462509155273
2016-06-09,22.702049255371094
2016-06-10,22.89859962463379
2016-06-13,24.17620849609375
2016-06-14,26.09261131286621
2016-06-15,28.69696044921875
2016-06-16,28.94265365600586
2016-06-17,28.549543380737305
2016-06-20,28.009016036987305
2016-06-21,27.370216369628906
2016-06-22,28.795238494873047
2016-06-23,28.50040626525879
2016-06-24,28.598682403564453
2016-06-27,29.925426483154297
2016-06-28,32.92287826538086
2016-06-29,33.16857147216797
2016-06-30,32.43149948120117
2016-07-01,32.82460403442383
2016-07-04,33.021156311035156
2016-07-05,34.54446029663086
2016-07-07,35.23239517211914
2016-07-08,36.01861572265625
2016-07-11,37.05052947998047
2016-07-12,35.67464828491211
2016-07-13,35.37981414794922
2016-07-14,35.723785400390625
2016-07-15,34.93757247924805
2016-07-18,33.512542724609375
2016-07-19,34.24962615966797
2016-07-20,34.83928680419922
2016-07-21,34.29876708984375
2016-07-22,34.05307388305664
2016-07-25,33.41426467895508
2016-07-26,32.48063659667969
2016-07-27,33.21771240234375
2016-07-28,33.021156311035156
2016-07-29,32.677188873291016
2016-08-01,33.90565490722656
2016-08-02,33.021156311035156
2016-08-03,33.11943817138672
2016-08-04,35.183258056640625
2016-08-05,37.640193939208984
2016-08-08,37.935020446777344
2016-08-09,39.85142517089844
2016-08-10,38.229854583740234
2016-08-11,37.689327239990234
2016-08-12,36.51000213623047
2016-08-16,34.44617462158203
2016-08-17,35.478084564208984
2016-08-18,35.5272331237793
2016-08-19,36.51000213623047
2016-08-22,35.723785400390625
2016-08-23,35.723785400390625
2016-08-24,33.31599044799805
2016-08-25,33.36512756347656
2016-08-26,33.266849517822266
2016-08-29,33.16857147216797
2016-08-30,35.03584671020508
