Date,MAR
2015-08-03,65.8329849243164
2015-08-04,65.51549530029297
2015-08-05,64.13658142089844
2015-08-06,64.34525299072266
2015-08-07,64.7444076538086
2015-08-10,65.81483459472656
2015-08-11,65.44290924072266
2015-08-12,65.56083679199219
2015-08-13,65.58806610107422
2015-08-14,65.17982482910156
2015-08-17,66.16864013671875
2015-08-18,65.8864517211914
2015-08-19,65.4586181640625
2015-08-20,63.719970703125
2015-08-21,63.11005401611328
2015-08-24,60.7069206237793
2015-08-25,60.588584899902344
2015-08-26,63.64713668823242
2015-08-27,64.73040008544922
2015-08-28,65.158203125
2015-08-31,64.32073974609375
2015-09-01,62.8916015625
2015-09-02,64.55744171142578
2015-09-03,64.69395446777344
2015-09-04,63.7381706237793
2015-09-08,65.9228744506836
2015-09-09,64.80322265625
2015-09-10,65.78632354736328
2015-09-11,66.45991516113281
2015-09-14,66.44173431396484
2015-09-15,65.75901794433594
2015-09-16,66.25968170166016
2015-09-17,65.68618774414062
2015-09-18,63.428680419921875
2015-09-21,63.920249938964844
2015-09-22,61.94491958618164
2015-09-23,61.64453887939453
2015-09-24,62.081451416015625
2015-09-25,62.35454177856445
2015-09-28,60.233585357666016
2015-09-29,59.56907272338867
2015-09-30,62.081451416015625
2015-10-01,63.82008743286133
2015-10-02,65.0489730834961
2015-10-05,66.23238372802734
2015-10-06,65.4586181640625
2015-10-07,67.515869140625
2015-10-08,69.69144439697266
2015-10-09,69.60952758789062
2015-10-12,69.5549087524414
2015-10-13,68.52626037597656
2015-10-14,67.515869140625
2015-10-15,68.1257553100586
2015-10-16,67.20638275146484
2015-10-19,66.79674530029297
2015-10-20,68.17125701904297
2015-10-21,67.22457122802734
2015-10-22,69.97364044189453
2015-10-23,68.54448699951172
2015-10-26,69.73696899414062
2015-10-27,70.99314880371094
2015-10-28,69.9918441772461
2015-10-29,70.07376098632812
2015-10-30,69.89170837402344
2015-11-02,70.51069641113281
2015-11-03,69.82799530029297
2015-11-04,70.11017608642578
2015-11-05,69.83708190917969
2015-11-06,69.80067443847656
2015-11-09,68.96321105957031
2015-11-10,69.655029296875
2015-11-11,68.69011688232422
2015-11-12,67.83444213867188
2015-11-13,66.21414184570312
2015-11-16,67.1062240600586
2015-11-17,66.46686553955078
2015-11-18,65.9736328125
2015-11-19,66.28418731689453
2015-11-20,66.04671478271484
2015-11-23,66.12889099121094
2015-11-24,64.83190155029297
2015-11-25,65.6174087524414
2015-11-27,65.28860473632812
2015-11-30,64.7679672241211
2015-12-01,66.00102996826172
2015-12-02,65.48041534423828
2015-12-03,62.822471618652344
2015-12-04,64.88672637939453
2015-12-07,63.48011016845703
2015-12-08,63.55318069458008
2015-12-09,62.128292083740234
2015-12-10,62.32011413574219
