Date,MTS.MC
2015-08-24,12.429332733154297
2015-08-25,12.840296745300293
2015-08-26,12.416316986083984
2015-08-27,13.135968208312988
2015-08-28,13.463250160217285
2015-08-31,12.884926795959473
2015-09-01,12.566940307617188
2015-09-02,12.416316986083984
2015-09-03,12.840296745300293
2015-09-04,12.105767250061035
2015-09-07,12.120645523071289
2015-09-08,12.274988174438477
2015-09-09,12.349371910095215
2015-09-10,11.884479522705078
2015-09-11,11.71526050567627
2015-09-14,11.352643966674805
2015-09-15,11.612984657287598
2015-09-16,11.704102516174316
2015-09-17,11.564635276794434
2015-09-18,11.0235013961792
2015-09-21,10.802213668823242
2015-09-22,10.147645950317383
2015-09-23,9.814783096313477
2015-09-24,9.52469253540039
2015-09-25,9.368490219116211
2015-09-28,8.61722469329834
2015-09-29,8.715781211853027
2015-09-30,8.659994125366211
2015-10-01,8.312254905700684
2015-10-02,8.871983528137207
2015-10-05,9.595355033874512
2015-10-06,9.626968383789062
2015-10-07,10.28525447845459
2015-10-08,10.452614784240723
2015-10-09,11.075569152832031
2015-10-12,10.738987922668457
2015-10-13,10.530716896057129
2015-10-14,10.592081069946289
2015-10-15,10.601381301879883
2015-10-16,10.482368469238281
2015-10-19,10.177400588989258
2015-10-20,9.881730079650879
2015-10-21,9.783170700073242
2015-10-22,10.02491569519043
2015-10-23,10.153223991394043
2015-10-26,9.939375877380371
2015-10-27,9.427995681762695
2015-10-28,9.762717247009277
2015-10-29,9.344314575195312
2015-10-30,9.45402717590332
2015-11-02,9.80734634399414
2015-11-03,10.184837341308594
2015-11-04,9.703210830688477
2015-11-05,9.2476167678833
2015-11-06,9.288525581359863
2015-11-09,9.37034797668457
2015-11-10,9.037485122680664
2015-11-11,9.160218238830566
2015-11-12,8.591190338134766
2015-11-13,8.433127403259277
2015-11-16,8.3680419921875
2015-11-17,8.585613250732422
2015-11-18,8.959383010864258
2015-11-19,9.202988624572754
2015-11-20,8.96496295928955
2015-11-23,8.581892967224121
2015-11-24,8.546560287475586
2015-11-25,8.302958488464355
2015-11-26,8.773428916931152
2015-11-27,8.5075101852417
2015-11-30,8.609786987304688
2015-12-01,8.5632963180542
2015-12-02,7.836206912994385
2015-12-03,7.570289611816406
2015-12-04,7.375034332275391
2015-12-07,7.107258319854736
2015-12-08,6.729765892028809
2015-12-09,7.003121852874756
2015-12-10,7.131431579589844
2015-12-11,6.711170196533203
2015-12-14,6.261155605316162
2015-12-15,6.633068084716797
2015-12-16,6.512196063995361
2015-12-17,6.419218063354492
2015-12-18,6.694433689117432
2015-12-21,6.580999374389648
2015-12-22,6.991964817047119
2015-12-23,7.7041778564453125
2015-12-24,7.763682842254639
