Date,RECLTD.NS
2015-08-03,46.430389404296875
2015-08-04,47.67673110961914
2015-08-05,46.797462463378906
2015-08-06,45.89259338378906
2015-08-07,45.43162155151367
2015-08-10,45.98647689819336
2015-08-11,46.242591857910156
2015-08-12,43.476749420166016
2015-08-13,42.96454620361328
2015-08-14,44.30478286743164
2015-08-17,44.97065353393555
2015-08-18,45.14990997314453
2015-08-19,43.920631408691406
2015-08-20,43.39136505126953
2015-08-21,43.254791259765625
2015-08-24,37.77431106567383
2015-08-25,39.916988372802734
2015-08-26,40.915767669677734
2015-08-27,43.212120056152344
2015-08-28,42.58041000366211
2015-08-31,43.237709045410156
2015-09-01,42.60601806640625
2015-09-02,41.63283157348633
2015-09-03,43.160888671875
2015-09-04,40.48040771484375
2015-09-07,40.59138107299805
2015-09-08,41.530399322509766
2015-09-09,43.22234344482422
2015-09-10,43.38637161254883
2015-09-11,42.65260696411133
2015-09-14,43.52448654174805
2015-09-15,42.81663513183594
2015-09-16,43.731666564941406
2015-09-18,45.32866287231445
2015-09-21,47.434959411621094
2015-09-22,46.39907455444336
2015-09-23,45.924293518066406
2015-09-24,46.20914840698242
2015-09-28,44.897029876708984
2015-09-29,45.57036209106445
2015-09-30,47.31410598754883
2015-10-01,47.35725784301758
2015-10-05,50.71524429321289
2015-10-06,48.444950103759766
2015-10-07,46.830684661865234
2015-10-08,46.269588470458984
2015-10-09,45.466773986816406
2015-10-12,45.35455322265625
2015-10-13,45.49267578125
2015-10-14,44.07696533203125
2015-10-15,44.707115173339844
2015-10-16,44.310028076171875
2015-10-19,44.404991149902344
2015-10-20,44.836605072021484
2015-10-21,45.05240249633789
2015-10-23,44.8538818359375
2015-10-26,43.507225036621094
2015-10-27,44.16327667236328
2015-10-28,43.70576858520508
2015-10-29,42.5058708190918
2015-10-30,43.092864990234375
2015-11-02,42.94612121582031
2015-11-03,44.46541213989258
2015-11-04,45.87248992919922
2015-11-05,45.95018768310547
2015-11-06,41.14194869995117
2015-11-09,40.53768539428711
2015-11-10,40.6757926940918
2015-11-13,41.33185577392578
2015-11-16,40.70169448852539
2015-11-17,40.78801727294922
2015-11-18,39.42409896850586
2015-11-19,39.36367416381836
2015-11-20,39.622642517089844
2015-11-23,38.98385238647461
2015-11-24,39.07880401611328
2015-11-26,39.22555923461914
2015-11-27,40.3736572265625
2015-11-30,40.33049392700195
2015-12-01,39.96794509887695
2015-12-02,39.8902473449707
2015-12-03,39.7693977355957
2015-12-04,39.009735107421875
2015-12-07,38.750770568847656
2015-12-08,37.07610321044922
2015-12-09,37.14516067504883
2015-12-10,35.97114944458008
2015-12-11,36.42866134643555
2015-12-14,37.4559211730957
2015-12-15,37.09335708618164
2015-12-16,37.40412902832031
2015-12-17,38.30188751220703
2015-12-18,38.05154800415039
2015-12-21,38.83709716796875
2015-12-22,38.34504318237305
2015-12-23,38.69034957885742
2015-12-24,38.53496170043945
2015-12-28,38.6385612487793
2015-12-29,38.578125
2015-12-30,38.88888168334961
2015-12-31,39.11333084106445
2016-01-01,39.38957595825195
2016-01-04,38.595394134521484
2016-01-05,39.34640884399414
2016-01-06,39.415470123291016
2016-01-07,36.99840545654297
2016-01-08,37.13652420043945
2016-01-11,36.75669860839844
2016-01-12,36.42866134643555
2016-01-13,36.28191375732422
2016-01-14,35.5308952331543
2016-01-15,33.71809387207031
2016-01-18,31.965715408325195
2016-01-19,31.81032943725586
2016-01-20,30.71402359008789
2016-01-21,30.101119995117188
2016-01-22,31.689483642578125
2016-01-25,32.207427978515625
2016-01-27,32.285118103027344
2016-01-28,32.405975341796875
2016-01-29,33.28648376464844
2016-02-01,33.424591064453125
2016-02-02,32.069305419921875
2016-02-03,30.886672973632812
2016-02-04,31.525466918945312
2016-02-05,32.915287017822266
2016-02-08,33.24331283569336
2016-02-09,31.853496551513672
2016-02-10,29.73856544494629
2016-02-11,28.702680587768555
2016-02-12,27.977550506591797
2016-02-15,29.514131546020508
2016-02-16,29.22062110900879
2016-02-17,30.01966094970703
2016-02-18,28.960466384887695
2016-02-19,29.64801025390625
2016-02-22,29.52722930908203
2016-02-23,29.01621437072754
2016-02-24,28.477333068847656
2016-02-25,29.025503158569336
2016-02-26,29.071956634521484
2016-02-29,28.96976661682129
2016-03-01,29.64801025390625
2016-03-02,30.465635299682617
2016-03-03,30.818695068359375
2016-03-04,31.915054321289062
2016-03-08,31.032398223876953
2016-03-09,31.515531539916992
2016-03-10,31.134597778320312
2016-03-11,30.911603927612305
2016-03-14,31.106727600097656
2016-03-15,31.06026840209961
2016-03-16,30.67003631591797
2016-03-17,31.27395248413086
2016-03-18,31.376171112060547
2016-03-21,31.64560890197754
2016-03-22,31.441200256347656
2016-03-23,31.23679542541504
2016-03-28,30.71649742126465
2016-03-29,30.18690299987793
2016-03-30,30.985933303833008
2016-03-31,30.88373374938965
2016-04-01,30.725780487060547
2016-04-04,30.595712661743164
2016-04-05,29.731630325317383
2016-04-06,29.638721466064453
2016-04-07,29.88029670715332
2016-04-08,29.926748275756836
2016-04-11,30.05681800842285
