Date,AKRBP.OL
2015-08-24,23.26579475402832
2015-08-25,24.531055450439453
2015-08-26,24.9643611907959
2015-08-27,25.767427444458008
2015-08-28,28.4250545501709
2015-08-31,27.951303482055664
2015-09-01,28.529041290283203
2015-09-02,28.384620666503906
2015-09-03,29.840524673461914
2015-09-04,28.540613174438477
2015-09-07,27.593103408813477
2015-09-08,27.64510154724121
2015-09-09,28.367280960083008
2015-09-10,27.32733726501465
2015-09-11,26.218074798583984
2015-09-14,25.755874633789062
2015-09-15,26.946025848388672
2015-09-16,27.535322189331055
2015-09-17,27.858861923217773
2015-09-18,27.084680557250977
2015-09-21,27.442893981933594
2015-09-22,27.425565719604492
2015-09-23,26.50116729736328
2015-09-24,25.536334991455078
2015-09-25,26.038972854614258
2015-09-28,25.270570755004883
2015-09-29,25.99852752685547
2015-09-30,27.442893981933594
2015-10-01,30.04273796081543
2015-10-02,30.273836135864258
2015-10-05,30.851585388183594
2015-10-06,31.34267234802246
2015-10-07,32.29595184326172
2015-10-08,31.862634658813477
2015-10-09,32.151519775390625
2015-10-12,31.05379867553711
2015-10-13,31.169349670410156
2015-10-14,31.660417556762695
2015-10-15,32.5848274230957
2015-10-16,32.353721618652344
2015-10-19,31.256004333496094
2015-10-20,31.1115665435791
2015-10-21,30.47606086730957
2015-10-22,29.984970092773438
2015-10-23,30.360496520996094
2015-10-26,30.1294002532959
2015-10-27,28.742809295654297
2015-10-28,30.47606086730957
2015-10-29,30.187175750732422
2015-10-30,30.1294002532959
2015-11-02,30.01384925842285
2015-11-03,31.775978088378906
2015-11-04,32.49815368652344
2015-11-05,32.931480407714844
2015-11-06,34.260276794433594
2015-11-09,34.953575134277344
2015-11-10,34.63581466674805
2015-11-11,34.37583923339844
2015-11-12,31.74709701538086
2015-11-13,32.931480407714844
2015-11-16,33.075904846191406
2015-11-17,32.96035385131836
2015-11-18,34.549156188964844
2015-11-19,34.260276794433594
2015-11-20,34.058074951171875
2015-11-23,33.94252014160156
2015-11-24,33.220333099365234
2015-11-25,32.064849853515625
2015-11-26,31.775978088378906
2015-11-27,32.469268798828125
2015-11-30,33.16257095336914
2015-12-01,34.02918243408203
2015-12-02,34.953575134277344
2015-12-03,34.57804870605469
2015-12-04,33.7980842590332
2015-12-07,32.353721618652344
2015-12-08,32.6425895690918
2015-12-09,32.931480407714844
2015-12-10,32.96035385131836
2015-12-11,31.34267234802246
2015-12-14,29.92718505859375
2015-12-15,30.360496520996094
2015-12-16,30.562719345092773
2015-12-17,29.522775650024414
2015-12-18,29.522775650024414
2015-12-21,29.4072322845459
2015-12-22,30.2160701751709
2015-12-23,31.660417556762695
2015-12-28,31.978187561035156
2015-12-29,32.18040466308594
2015-12-30,31.92041015625
2016-01-04,33.30699920654297
2016-01-05,33.769195556640625
2016-01-06,30.7071533203125
2016-01-07,27.506446838378906
2016-01-08,25.99852752685547
2016-01-11,25.0163631439209
2016-01-12,25.99852752685547
2016-01-13,25.30522918701172
2016-01-14,25.062585830688477
2016-01-15,25.813644409179688
2016-01-18,25.079910278320312
2016-01-19,25.391891479492188
2016-01-20,24.565725326538086
2016-01-21,25.663436889648438
2016-01-22,27.725984573364258
2016-01-25,26.57627296447754
2016-01-26,26.720705032348633
2016-01-27,26.177631378173828
2016-01-28,28.945024490356445
2016-01-29,30.389394760131836
2016-02-01,28.916139602661133
2016-02-02,27.356225967407227
2016-02-03,28.887252807617188
2016-02-04,30.100528717041016
2016-02-05,30.967132568359375
2016-02-08,29.176122665405273
2016-02-09,30.6204833984375
2016-02-10,29.37833595275879
2016-02-11,29.233898162841797
2016-02-12,30.244949340820312
2016-02-15,30.50494384765625
2016-02-16,30.04273796081543
2016-02-17,32.353721618652344
2016-02-18,33.624755859375
2016-02-19,32.26705551147461
2016-02-22,33.94252014160156
2016-02-23,33.7980842590332
2016-02-24,32.209285736083984
2016-02-25,32.78703308105469
2016-02-26,33.68252944946289
2016-02-29,35.2424430847168
2016-03-01,34.66469955444336
2016-03-02,34.14472198486328
2016-03-03,34.66469955444336
2016-03-04,35.09800720214844
2016-03-07,36.28238296508789
2016-03-08,36.340171813964844
2016-03-09,35.12689971923828
2016-03-10,35.04022979736328
2016-03-11,35.79130172729492
2016-03-14,34.66469955444336
2016-03-15,34.202510833740234
2016-03-16,34.66469955444336
2016-03-17,35.38689041137695
2016-03-18,36.91790008544922
2016-03-21,36.45571517944336
2016-03-22,36.3979377746582
2016-03-23,36.166839599609375
2016-03-29,34.60693359375
2016-03-30,35.5024299621582
2016-03-31,35.820194244384766
2016-04-01,34.953575134277344
2016-04-04,33.30699920654297
2016-04-05,32.873695373535156
2016-04-06,33.913639068603516
2016-04-07,34.69358825683594
2016-04-08,35.820194244384766
2016-04-11,36.051300048828125
2016-04-12,35.99352264404297
2016-04-13,37.26455307006836
2016-04-14,38.246707916259766
2016-04-15,37.46676254272461
2016-04-18,36.311283111572266
2016-04-19,39.60443115234375
2016-04-20,39.48887634277344
2016-04-21,40.15327453613281
2016-04-22,39.719974517822266
2016-04-25,39.48887634277344
2016-04-26,38.651145935058594
2016-04-27,40.268821716308594
2016-04-28,40.55769348144531
2016-04-29,41.53986358642578
2016-05-02,41.07767105102539
2016-05-03,40.87546157836914
2016-05-04,40.759910583496094
2016-05-06,40.78879928588867
2016-05-09,41.36654281616211
2016-05-10,41.71318817138672
2016-05-11,42.117618560791016
2016-05-12,43.359764099121094
2016-05-13,42.08872604370117
2016-05-18,44.48637771606445
2016-05-19,42.37759780883789
2016-05-20,43.27311325073242
2016-05-23,43.41754150390625
2016-05-24,44.54414367675781
2016-05-25,46.277374267578125
2016-05-26,45.064117431640625
2016-05-27,45.29521179199219
2016-05-30,45.93073654174805
2016-05-31,45.15077209472656
2016-06-01,44.22637939453125
2016-06-02,44.68858337402344
2016-06-03,47.143985748291016
2016-06-06,48.935001373291016
2016-06-07,49.39719772338867
2016-06-08,50.1193733215332
2016-06-09,48.41503143310547
2016-06-10,52.170379638671875
2016-06-13,56.416812896728516
2016-06-14,54.481361389160156
2016-06-15,53.70139694213867
2016-06-16,53.47029113769531
2016-06-17,53.47029113769531
2016-06-20,54.16360092163086
2016-06-21,55.23243713378906
2016-06-22,55.20354080200195
2016-06-23,55.867950439453125
2016-06-24,54.94355392456055
2016-06-27,53.239200592041016
2016-06-28,54.30802917480469
2016-06-29,55.896812438964844
2016-06-30,58.58333969116211
2016-07-01,59.33441925048828
2016-07-04,60.08547592163086
2016-07-05,58.467796325683594
2016-07-06,58.00560760498047
2016-07-07,60.489898681640625
2016-07-08,60.6054573059082
2016-07-11,60.66323471069336
2016-07-12,62.56978225708008
2016-07-13,62.916439056396484
2016-07-14,64.64969635009766
2016-07-15,63.55195617675781
2016-07-18,62.85865783691406
2016-07-19,62.39649200439453
2016-07-20,60.66323471069336
2016-07-21,63.55195617675781
2016-07-22,61.414306640625
2016-07-25,59.623294830322266
2016-07-26,60.4321403503418
2016-07-27,61.70317077636719
2016-07-28,61.183197021484375
