Date,GMRAIRPORT.NS
2015-08-21,11.306652069091797
2015-08-24,9.730027198791504
2015-08-25,10.180492401123047
2015-08-26,10.766095161437988
2015-08-27,11.03637409210205
2015-08-28,10.495816230773926
2015-08-31,10.495816230773926
2015-09-01,10.180492401123047
2015-09-02,10.090398788452148
2015-09-03,10.090398788452148
2015-09-04,10.0453519821167
2015-09-07,9.910213470458984
2015-09-08,10.315630912780762
2015-09-09,10.901233673095703
2015-09-10,10.85618782043457
2015-09-11,10.901233673095703
2015-09-14,11.216559410095215
2015-09-15,11.081419944763184
2015-09-16,11.03637409210205
2015-09-18,11.261606216430664
2015-09-21,11.757116317749023
2015-09-22,11.486838340759277
2015-09-23,12.117487907409668
2015-09-24,11.802163124084473
2015-09-28,11.847208976745605
2015-09-29,11.982349395751953
2015-09-30,12.20758056640625
2015-10-01,11.892255783081055
2015-10-05,12.297673225402832
2015-10-06,12.20758056640625
2015-10-07,12.612998008728027
2015-10-08,12.567952156066895
2015-10-09,12.342720031738281
2015-10-12,12.387765884399414
2015-10-13,12.20758056640625
2015-10-14,12.20758056640625
2015-10-15,12.387765884399414
2015-10-16,12.432812690734863
2015-10-19,12.432812690734863
2015-10-20,12.612998008728027
2015-10-21,12.20758056640625
2015-10-23,11.982349395751953
2015-10-26,11.892255783081055
2015-10-27,12.20758056640625
2015-10-28,11.937301635742188
2015-10-29,11.892255783081055
2015-10-30,11.802163124084473
2015-11-02,11.486838340759277
2015-11-03,11.441790580749512
2015-11-04,11.351698875427246
2015-11-05,10.85618782043457
2015-11-06,10.630955696105957
2015-11-09,10.766095161437988
2015-11-10,10.495816230773926
2015-11-13,10.721049308776855
2015-11-16,12.072441101074219
2015-11-17,11.982349395751953
2015-11-18,12.838231086730957
2015-11-19,12.973369598388672
2015-11-20,12.70309066772461
2015-11-23,12.748138427734375
2015-11-24,13.378787994384766
2015-11-26,14.18962287902832
2015-11-27,14.23466968536377
2015-11-30,15.000458717346191
2015-12-01,14.820273399353027
2015-12-02,15.901387214660645
2015-12-03,16.306804656982422
2015-12-04,13.919344902038574
2015-12-07,14.595041275024414
2015-12-08,13.829252243041992
2015-12-09,13.468880653381348
2015-12-10,14.23466968536377
2015-12-11,13.649065971374512
2015-12-14,13.649065971374512
2015-12-15,13.513927459716797
2015-12-16,13.513927459716797
2015-12-17,13.964390754699707
2015-12-18,13.694112777709961
2015-12-21,13.78420639038086
2015-12-22,14.009437561035156
2015-12-23,14.009437561035156
2015-12-24,14.459901809692383
2015-12-28,14.504947662353516
2015-12-29,14.549995422363281
2015-12-30,14.414855003356934
2015-12-31,14.775226593017578
2016-01-01,14.820273399353027
2016-01-04,14.3698091506958
2016-01-05,14.3698091506958
2016-01-06,14.324763298034668
2016-01-07,13.378787994384766
2016-01-08,13.739158630371094
2016-01-11,13.604020118713379
2016-01-12,13.378787994384766
2016-01-13,12.838231086730957
2016-01-14,12.522906303405762
2016-01-15,11.982349395751953
2016-01-18,11.396744728088379
2016-01-19,11.71207046508789
2016-01-20,11.171512603759766
2016-01-21,11.351698875427246
2016-01-22,11.71207046508789
2016-01-25,11.441790580749512
2016-01-27,11.621976852416992
2016-01-28,11.351698875427246
2016-01-29,11.71207046508789
2016-02-01,11.667023658752441
2016-02-02,11.441790580749512
2016-02-03,10.85618782043457
2016-02-04,10.766095161437988
2016-02-05,11.081419944763184
2016-02-08,11.261606216430664
2016-02-09,11.081419944763184
2016-02-10,10.811141014099121
2016-02-11,9.459749221801758
2016-02-12,9.910213470458984
2016-02-15,10.315630912780762
2016-02-16,9.865166664123535
2016-02-17,10.000306129455566
2016-02-18,10.000306129455566
2016-02-19,10.090398788452148
2016-02-22,10.000306129455566
2016-02-23,10.135444641113281
2016-02-24,10.540863037109375
2016-02-25,10.090398788452148
2016-02-26,10.0453519821167
2016-02-29,9.820119857788086
2016-03-01,10.270584106445312
2016-03-02,10.405723571777344
2016-03-03,10.450770378112793
2016-03-04,10.67600154876709
2016-03-08,10.811141014099121
2016-03-09,10.946281433105469
2016-03-10,10.67600154876709
2016-03-11,10.67600154876709
2016-03-14,10.405723571777344
2016-03-15,10.450770378112793
2016-03-16,10.495816230773926
2016-03-17,10.405723571777344
2016-03-18,10.405723571777344
2016-03-21,10.630955696105957
2016-03-22,10.811141014099121
2016-03-23,10.585908889770508
2016-03-28,10.270584106445312
2016-03-29,10.180492401123047
2016-03-30,10.360676765441895
2016-03-31,10.450770378112793
2016-04-01,10.811141014099121
2016-04-04,10.766095161437988
2016-04-05,10.270584106445312
2016-04-06,10.315630912780762
2016-04-07,10.22553825378418
2016-04-08,10.270584106445312
2016-04-11,10.450770378112793
2016-04-12,10.405723571777344
2016-04-13,10.67600154876709
2016-04-18,10.67600154876709
2016-04-20,11.216559410095215
2016-04-21,11.03637409210205
2016-04-22,10.946281433105469
2016-04-25,10.991327285766602
2016-04-26,11.126465797424316
2016-04-27,11.216559410095215
2016-04-28,10.811141014099121
2016-04-29,11.351698875427246
2016-05-02,11.441790580749512
2016-05-03,11.081419944763184
2016-05-04,10.721049308776855
2016-05-05,10.766095161437988
2016-05-06,11.126465797424316
2016-05-09,11.261606216430664
2016-05-10,11.126465797424316
2016-05-11,10.766095161437988
2016-05-12,10.811141014099121
2016-05-13,10.495816230773926
2016-05-16,10.495816230773926
2016-05-17,10.585908889770508
2016-05-18,10.585908889770508
2016-05-19,10.315630912780762
2016-05-20,10.135444641113281
2016-05-23,9.865166664123535
2016-05-24,9.730027198791504
2016-05-25,10.090398788452148
2016-05-26,10.22553825378418
2016-05-27,10.315630912780762
2016-05-30,10.360676765441895
2016-05-31,10.135444641113281
2016-06-01,10.135444641113281
2016-06-02,10.0453519821167
2016-06-03,10.000306129455566
2016-06-06,10.090398788452148
2016-06-07,10.360676765441895
2016-06-08,10.67600154876709
2016-06-09,10.67600154876709
2016-06-10,10.901233673095703
2016-06-13,11.126465797424316
2016-06-14,11.216559410095215
2016-06-15,11.306652069091797
2016-06-16,11.486838340759277
2016-06-17,11.53188419342041
2016-06-20,11.53188419342041
2016-06-21,11.53188419342041
2016-06-22,11.216559410095215
2016-06-23,11.306652069091797
2016-06-24,10.811141014099121
2016-06-27,11.216559410095215
2016-06-28,11.441790580749512
2016-06-29,11.441790580749512
2016-06-30,12.027395248413086
2016-07-01,11.847208976745605
2016-07-04,11.982349395751953
2016-07-05,12.567952156066895
2016-07-07,12.387765884399414
2016-07-08,12.117487907409668
2016-07-11,12.342720031738281
2016-07-12,12.70309066772461
2016-07-13,13.333741188049316
2016-07-14,13.198601722717285
2016-07-15,12.973369598388672
2016-07-18,12.748138427734375
2016-07-19,12.658044815063477
2016-07-20,12.793184280395508
2016-07-21,12.658044815063477
2016-07-22,12.838231086730957
2016-07-25,13.108509063720703
2016-07-26,12.88327693939209
2016-07-27,12.793184280395508
2016-07-28,13.153555870056152
2016-07-29,12.88327693939209
2016-08-01,12.567952156066895
2016-08-02,12.342720031738281
2016-08-03,12.2526273727417
2016-08-04,12.387765884399414
2016-08-05,12.522906303405762
2016-08-08,12.838231086730957
2016-08-09,12.612998008728027
2016-08-10,11.757116317749023
2016-08-11,11.847208976745605
2016-08-12,11.802163124084473
2016-08-16,11.621976852416992
2016-08-17,11.667023658752441
2016-08-18,11.757116317749023
2016-08-19,11.847208976745605
2016-08-22,11.757116317749023
2016-08-23,12.072441101074219
2016-08-24,12.117487907409668
2016-08-25,11.937301635742188
2016-08-26,11.847208976745605
2016-08-29,11.982349395751953
2016-08-30,11.982349395751953
2016-08-31,12.2526273727417
