Date,FCX
2015-08-03,10.156161308288574
2015-08-04,10.011072158813477
2015-08-05,9.911325454711914
2015-08-06,10.165228843688965
2015-08-07,9.548605918884277
2015-08-10,10.564221382141113
2015-08-11,9.267497062683105
2015-08-12,9.29470157623291
2015-08-13,9.131477355957031
2015-08-14,9.09520435333252
2015-08-17,9.285632133483887
2015-08-18,8.995457649230957
2015-08-19,8.823164939880371
2015-08-20,8.80502986907959
2015-08-21,8.687146186828613
2015-08-24,7.871026992797852
2015-08-25,7.472032070159912
2015-08-26,7.181856632232666
2015-08-27,9.240293502807617
2015-08-28,9.521401405334473
2015-08-31,9.648353576660156
2015-09-01,8.859437942504883
2015-09-02,8.977322578430176
2015-09-03,9.185885429382324
2015-09-04,8.80502986907959
2015-09-08,9.430719375610352
2015-09-09,9.729965209960938
2015-09-10,10.219637870788574
2015-09-11,10.337522506713867
2015-09-14,10.119891166687012
2015-09-15,10.237775802612305
2015-09-16,10.736510276794434
2015-09-17,10.92694091796875
2015-09-18,9.865985870361328
2015-09-21,9.548605918884277
2015-09-22,9.603014945983887
2015-09-23,9.068001747131348
2015-09-24,9.058931350708008
2015-09-25,8.886641502380371
2015-09-28,8.079587936401367
2015-09-29,8.260948181152344
2015-09-30,8.786890983581543
2015-10-01,8.904776573181152
2015-10-02,9.630216598510742
2015-10-05,10.138025283813477
2015-10-06,10.727447509765625
2015-10-07,11.797470092773438
2015-10-08,12.205530166625977
2015-10-09,12.232735633850098
2015-10-12,11.733991622924805
2015-10-13,11.588342666625977
2015-10-14,11.888750076293945
2015-10-15,11.834126472473145
2015-10-16,11.324349403381348
2015-10-19,10.951120376586914
2015-10-20,11.142285346984863
2015-10-21,10.878294944763184
2015-10-22,10.9420166015625
2015-10-23,11.042150497436523
2015-10-26,10.9420166015625
2015-10-27,10.56878662109375
2015-10-28,10.723538398742676
2015-10-29,10.586996078491211
2015-10-30,10.714442253112793
2015-11-02,10.759954452514648
2015-11-03,11.297039985656738
2015-11-04,10.9420166015625
2015-11-05,10.450446128845215
2015-11-06,9.78591537475586
2015-11-09,9.549232482910156
2015-11-10,8.9484224319458
2015-11-11,8.475059509277344
2015-11-12,7.983487606048584
2015-11-13,7.9015583992004395
2015-11-16,8.065411567687988
2015-11-17,7.637561798095703
2015-11-18,7.983487606048584
2015-11-19,7.655772686004639
2015-11-20,7.510119915008545
2015-11-23,7.282541275024414
2015-11-24,7.555636882781982
2015-11-25,7.373571395874023
2015-11-27,7.373571395874023
2015-11-30,7.446396827697754
2015-12-01,7.582947731018066
2015-12-02,7.127785682678223
2015-12-03,6.991238594055176
2015-12-04,7.145992755889893
2015-12-07,6.581596851348877
2015-12-08,6.1355414390563965
2015-12-09,6.3631205558776855
2015-12-10,6.699937343597412
2015-12-11,6.281191825866699
2015-12-14,5.88065242767334
2015-12-15,5.9352707862854
2015-12-16,6.090024471282959
2015-12-17,5.571142673492432
2015-12-18,5.653072357177734
2015-12-21,5.680381774902344
2015-12-22,5.844239234924316
2015-12-23,6.78186559677124
2015-12-24,6.891104698181152
2015-12-28,6.235676288604736
2015-12-29,6.344913482666016
2015-12-30,6.162850856781006
2015-12-31,6.162850856781006
2016-01-04,5.962580680847168
2016-01-05,6.108230113983154
2016-01-06,5.616657733917236
2016-01-07,5.106881618499756
2016-01-08,4.9248175621032715
2016-01-11,3.923468828201294
2016-01-12,3.7414050102233887
2016-01-13,3.404587745666504
2016-01-14,3.823333501815796
2016-01-15,3.9598801136016846
2016-01-19,3.6048574447631836
2016-01-20,3.7049920558929443
2016-01-21,3.9416756629943848
2016-01-22,3.58665132522583
2016-01-25,3.58665132522583
2016-01-26,3.823333501815796
2016-01-27,4.23297643661499
2016-01-28,4.023604869842529
2016-01-29,4.187460899353027
2016-02-01,4.314905166625977
2016-02-02,3.9598801136016846
2016-02-03,4.415040016174316
2016-02-04,5.207016468048096
2016-02-05,5.170602321624756
2016-02-08,4.797374725341797
2016-02-09,4.551588535308838
2016-02-10,4.533381462097168
2016-02-11,4.451452255249023
2016-02-12,5.034056663513184
2016-02-16,5.7987236976623535
2016-02-17,6.517873764038086
2016-02-18,6.5087714195251465
2016-02-19,6.2993974685668945
2016-02-22,7.218817234039307
2016-02-23,6.5906982421875
2016-02-24,6.554286956787109
2016-02-25,6.4814605712890625
2016-02-26,6.7636590003967285
2016-02-29,6.945724010467529
2016-03-01,7.0640645027160645
2016-03-02,8.165550231933594
2016-03-03,8.29299259185791
2016-03-04,8.866493225097656
2016-03-07,8.975728988647461
2016-03-08,7.8833513259887695
2016-03-09,8.329408645629883
2016-03-10,8.73905086517334
2016-03-11,8.693531036376953
2016-03-14,9.0758638381958
2016-03-15,8.43864631652832
2016-03-16,9.303444862365723
2016-03-17,9.922462463378906
2016-03-18,9.795018196105957
2016-03-21,9.831429481506348
2016-03-22,10.004390716552734
2016-03-23,8.875596046447754
2016-03-24,9.2033109664917
2016-03-28,9.230623245239258
2016-03-29,9.230623245239258
2016-03-30,9.367165565490723
2016-03-31,9.412683486938477
2016-04-01,9.003040313720703
2016-04-04,8.575189590454102
2016-04-05,8.502366065979004
2016-04-06,8.748153686523438
2016-04-07,8.056310653686523
2016-04-08,8.493263244628906
2016-04-11,8.884696960449219
2016-04-12,9.494611740112305
2016-04-13,9.849635124206543
2016-04-14,9.767707824707031
2016-04-15,9.886048316955566
2016-04-18,10.031700134277344
2016-04-19,10.932913780212402
2016-04-20,11.251523971557617
2016-04-21,10.486858367919922
2016-04-22,10.623406410217285
2016-04-25,10.33210563659668
2016-04-26,10.450446128845215
2016-04-27,11.515517234802246
2016-04-28,11.524619102478027
2016-04-29,12.744447708129883
2016-05-02,12.334803581237793
2016-05-03,10.932913780212402
2016-05-04,10.741747856140137
2016-05-05,10.277488708496094
2016-05-06,10.732645034790039
2016-05-09,9.57654094696045
2016-05-10,9.886048316955566
2016-05-11,10.56878662109375
2016-05-12,10.040802001953125
2016-05-13,9.47640609741211
2016-05-16,10.049904823303223
2016-05-17,10.47775650024414
2016-05-18,9.594749450683594
2016-05-19,9.995287895202637
2016-05-20,10.086318016052246
2016-05-23,10.35941219329834
2016-05-24,10.113628387451172
2016-05-25,10.605199813842773
2016-05-26,10.323001861572266
2016-05-27,10.140937805175781
2016-05-31,10.086318016052246
2016-06-01,9.649369239807129
2016-06-02,9.703987121582031
2016-06-03,10.113628387451172
2016-06-06,10.605199813842773
2016-06-07,10.231966972351074
2016-06-08,10.541476249694824
2016-06-09,9.922462463378906
2016-06-10,9.430891036987305
2016-06-13,9.467301368713379
2016-06-14,9.294339179992676
2016-06-15,10.013494491577148
2016-06-16,9.81322193145752
2016-06-17,10.140937805175781
2016-06-20,10.514167785644531
2016-06-21,10.56878662109375
2016-06-22,10.46865177154541
2016-06-23,10.714442253112793
2016-06-24,9.631156921386719
2016-06-27,9.221517562866211
2016-06-28,9.731293678283691
2016-06-29,9.804122924804688
2016-06-30,10.140937805175781
2016-07-01,10.33210563659668
2016-07-05,9.558334350585938
2016-07-06,9.913359642028809
2016-07-07,9.713092803955078
2016-07-08,10.195557594299316
2016-07-11,10.605199813842773
2016-07-12,11.743097305297852
2016-07-13,11.797717094421387
2016-07-14,11.788613319396973
2016-07-15,11.93426513671875
2016-07-18,11.961576461791992
2016-07-19,11.333453178405762
2016-07-20,11.196904182434082
2016-07-21,11.715785026550293
2016-07-22,11.533723831176758
2016-07-25,11.269730567932129
2016-07-26,11.542825698852539
2016-07-27,11.888750076293945
2016-07-28,11.779507637023926
2016-07-29,11.797717094421387
2016-08-01,11.360763549804688
2016-08-02,11.287936210632324
2016-08-03,11.27883529663086
2016-08-04,11.215113639831543
2016-08-05,11.133183479309082
2016-08-08,11.187804222106934
2016-08-09,11.005741119384766
2016-08-10,10.9420166015625
2016-08-11,11.023946762084961
