Date,KINV-B.ST
2016-07-08,94.685546875
2016-07-11,96.41133880615234
2016-07-12,97.4374771118164
2016-07-13,97.1109848022461
2016-07-14,97.99720001220703
2016-07-15,98.0438461303711
2016-07-18,97.67070007324219
2016-07-19,100.98236083984375
2016-07-20,102.42829895019531
2016-07-21,101.72864532470703
2016-07-22,100.98236083984375
2016-07-25,100.88906860351562
2016-07-26,101.72864532470703
2016-07-27,102.56822967529297
2016-07-28,101.30886840820312
2016-07-29,101.7752914428711
2016-08-01,100.14278411865234
2016-08-02,98.23041534423828
2016-08-03,98.0438461303711
2016-08-04,99.4431381225586
2016-08-05,100.42263793945312
2016-08-08,100.00285339355469
2016-08-09,99.53642272949219
2016-08-10,99.11663055419922
2016-08-11,99.81629180908203
2016-08-12,99.9095687866211
2016-08-15,100.28271484375
2016-08-16,99.62971496582031
2016-08-17,99.58306884765625
2016-08-18,100.09613800048828
2016-08-19,99.81629180908203
2016-08-22,98.79014587402344
2016-08-23,99.11663055419922
2016-08-24,99.16327667236328
2016-08-25,97.67070007324219
2016-08-26,98.32369232177734
2016-08-29,98.32369232177734
2016-08-30,98.3703384399414
2016-08-31,98.32369232177734
2016-09-01,97.5774154663086
2016-09-02,96.69119262695312
2016-09-05,97.81061553955078
2016-09-06,96.92440795898438
2016-09-07,97.62405395507812
2016-09-08,96.97105407714844
2016-09-09,96.4579849243164
2016-09-12,94.26575469970703
2016-09-13,94.685546875
2016-09-14,94.77882385253906
2016-09-15,96.22476959228516
2016-09-16,95.19861602783203
2016-09-19,97.67070007324219
2016-09-20,98.93006134033203
2016-09-21,99.25657653808594
2016-09-22,101.68201446533203
2016-09-23,101.91522216796875
2016-09-26,101.30886840820312
2016-09-27,100.23606872558594
2016-09-28,100.60920715332031
2016-09-29,101.40215301513672
2016-09-30,102.05516052246094
2016-10-03,102.19508361816406
2016-10-04,104.94702911376953
2016-10-05,105.22687530517578
2016-10-06,105.64666748046875
2016-10-07,105.5067367553711
2016-10-10,107.3724594116211
2016-10-11,106.2063980102539
2016-10-12,105.69330596923828
2016-10-13,103.73431396484375
2016-10-14,105.22687530517578
2016-10-17,104.3873062133789
2016-10-18,105.18023681640625
2016-10-19,106.06645965576172
2016-10-20,106.71946716308594
2016-10-21,107.27918243408203
2016-10-24,108.1187515258789
2016-10-25,108.02547454833984
2016-10-26,107.27918243408203
2016-10-27,108.07211303710938
2016-10-28,107.51239776611328
2016-10-31,106.53289031982422
2016-11-01,105.13359069824219
2016-11-02,104.06080627441406
2016-11-03,104.01416015625
2016-11-04,101.68201446533203
2016-11-07,102.84809112548828
2016-11-08,103.50108337402344
2016-11-09,102.80144500732422
2016-11-10,102.14844512939453
2016-11-11,100.60920715332031
2016-11-14,100.60920715332031
2016-11-15,101.6353759765625
2016-11-16,100.98236083984375
2016-11-17,102.05516052246094
2016-11-18,102.80144500732422
2016-11-21,102.70816040039062
2016-11-22,103.26787567138672
2016-11-23,103.68766784667969
2016-11-24,104.24737548828125
2016-11-25,104.52723693847656
2016-11-28,104.3873062133789
2016-11-29,104.52723693847656
2016-11-30,105.41345977783203
2016-12-01,104.48059844970703
2016-12-02,102.9880142211914
2016-12-05,104.24737548828125
2016-12-06,103.78095245361328
2016-12-07,103.96752166748047
2016-12-08,103.26787567138672
2016-12-09,104.5738754272461
2016-12-12,104.01416015625
2016-12-13,105.36681365966797
2016-12-14,105.08695220947266
2016-12-15,105.78659057617188
2016-12-16,106.11310577392578
2016-12-19,106.2063980102539
2016-12-20,106.57953643798828
2016-12-21,102.47494506835938
2016-12-22,101.0756607055664
2016-12-23,102.00851440429688
2016-12-27,102.84809112548828
2016-12-28,102.80144500732422
2016-12-29,102.14844512939453
2016-12-30,101.82194519042969
2017-01-02,102.94136810302734
2017-01-03,104.01416015625
2017-01-04,103.73431396484375
2017-01-05,103.36116027832031
2017-01-09,103.64102172851562
2017-01-10,102.80144500732422
2017-01-11,103.31452178955078
2017-01-12,102.66151428222656
2017-01-13,104.71380615234375
2017-01-16,103.54773712158203
2017-01-17,102.5215835571289
2017-01-18,103.73431396484375
2017-01-19,103.96752166748047
2017-01-20,104.4339599609375
2017-01-23,103.54773712158203
2017-01-24,104.5738754272461
2017-01-25,105.36681365966797
2017-01-26,106.01982116699219
2017-01-27,106.62617492675781
2017-01-30,105.5067367553711
2017-01-31,104.62052154541016
2017-02-01,105.64666748046875
2017-02-02,106.29967498779297
2017-02-03,107.1392593383789
2017-02-06,107.55902862548828
2017-02-07,107.97882843017578
2017-02-08,108.30532836914062
2017-02-09,109.14490509033203
2017-02-10,107.97882843017578
2017-02-13,110.21769714355469
2017-02-14,110.68413543701172
2017-02-15,111.10392761230469
2017-02-16,111.10392761230469
2017-02-17,110.450927734375
2017-02-20,111.47708129882812
2017-02-21,114.36893463134766
2017-02-22,114.92865753173828
2017-02-23,114.69544219970703
2017-02-24,113.99580383300781
2017-02-27,113.85586547851562
2017-02-28,113.85586547851562
2017-03-01,113.52935791015625
2017-03-02,112.40992736816406
2017-03-03,110.91735076904297
2017-03-06,110.63748931884766
2017-03-07,110.35763549804688
2017-03-08,110.35763549804688
2017-03-09,110.63748931884766
2017-03-10,110.87069702148438
2017-03-13,110.91735076904297
2017-03-14,110.31098937988281
2017-03-15,110.68413543701172
2017-03-16,111.24385833740234
2017-03-17,111.0106201171875
2017-03-20,111.15057373046875
2017-03-21,110.77740478515625
2017-03-22,109.4247817993164
2017-03-23,110.96398162841797
2017-03-24,110.31098937988281
2017-03-27,109.65798950195312
2017-03-28,110.450927734375
2017-03-29,111.10392761230469
2017-03-30,111.43042755126953
2017-03-31,111.47708129882812
2017-04-03,111.0106201171875
2017-04-04,112.17671966552734
2017-04-05,112.13006591796875
2017-04-06,112.64313507080078
2017-04-07,112.68977355957031
2017-04-10,112.31664276123047
2017-04-11,111.57035064697266
2017-04-12,111.8035659790039
2017-04-13,112.27000427246094
2017-04-18,111.24385833740234
2017-04-19,110.96398162841797
2017-04-20,111.15057373046875
2017-04-21,111.75692749023438
2017-04-24,114.22901153564453
2017-04-25,115.34844207763672
2017-04-26,116.14136505126953
2017-04-27,111.47708129882812
2017-04-28,110.26435089111328
2017-05-02,111.0572738647461
2017-05-03,111.94349670410156
2017-05-04,113.57598876953125
2017-05-05,113.57598876953125
2017-05-08,115.161865234375
2017-05-09,116.51454162597656
2017-05-10,116.98094940185547
2017-05-11,120.01940155029297
2017-05-12,120.61258697509766
2017-05-15,121.30461883544922
2017-05-16,122.39212036132812
2017-05-17,119.9205322265625
2017-05-18,118.43759155273438
2017-05-19,117.84442138671875
2017-05-22,117.89384460449219
2017-05-23,119.129638671875
2017-05-24,119.03076934814453
2017-05-26,118.0915756225586
2017-05-29,119.17906188964844
2017-05-30,119.9205322265625
2017-05-31,123.38074493408203
2017-06-01,122.88641357421875
2017-06-02,124.76480865478516
2017-06-05,126.05003356933594
2017-06-06,126.05003356933594
2017-06-07,125.70399475097656
2017-06-08,126.19832611083984
2017-06-09,128.12612915039062
2017-06-12,127.38467407226562
2017-06-13,128.8181915283203
2017-06-14,130.10340881347656
2017-06-15,130.0045623779297
2017-06-16,130.7460174560547
2017-06-19,131.19088745117188
2017-06-20,130.89430236816406
2017-06-21,129.5596466064453
2017-06-22,129.90567016601562
2017-06-23,129.90567016601562
2017-06-26,130.35055541992188
2017-06-27,129.51022338867188
2017-06-28,129.0653533935547
2017-06-29,126.9397964477539
2017-06-30,127.48352813720703
2017-07-03,127.97785949707031
2017-07-04,127.03865814208984
2017-07-05,126.8409423828125
2017-07-06,125.90174102783203
2017-07-07,125.20970153808594
2017-07-10,125.80286407470703
2017-07-11,125.25911712646484
2017-07-12,127.13751220703125
2017-07-13,126.890380859375
2017-07-14,126.8409423828125
2017-07-17,127.43409729003906
2017-07-18,125.45686340332031
2017-07-19,126.39604949951172
2017-07-20,124.56709289550781
2017-07-21,123.13357543945312
2017-07-24,122.34268188476562
2017-07-25,122.73812866210938
2017-07-26,123.9244613647461
2017-07-27,123.77618408203125
2017-07-28,121.7000732421875
2017-07-31,122.58982849121094
2017-08-01,124.91310119628906
2017-08-02,124.91310119628906
2017-08-03,123.9738998413086
2017-08-04,125.1602783203125
2017-08-07,124.96253204345703
2017-08-08,124.76480865478516
2017-08-09,124.27049255371094
2017-08-10,122.09551239013672
2017-08-11,120.36540985107422
2017-08-14,121.00802612304688
2017-08-15,120.61258697509766
2017-08-16,121.45291900634766
2017-08-17,120.85972595214844
2017-08-18,119.969970703125
2017-08-21,119.72281646728516
2017-08-22,120.41483306884766
2017-08-23,120.21712493896484
2017-08-24,119.129638671875
2017-08-25,118.83303833007812
2017-08-28,118.53645324707031
2017-08-29,117.35010528564453
2017-08-30,117.44895935058594
2017-08-31,118.19043731689453
2017-09-01,119.03076934814453
2017-09-04,117.94329071044922
2017-09-05,117.15237426757812
2017-09-06,117.00408935546875
2017-09-07,117.99270629882812
2017-09-08,117.99270629882812
2017-09-11,120.51371002197266
2017-09-12,123.23243713378906
2017-09-13,123.33129119873047
2017-09-14,123.5784683227539
2017-09-15,123.62789154052734
2017-09-18,124.27049255371094
2017-09-19,125.60514068603516
2017-09-20,125.40742492675781
2017-09-21,125.95115661621094
2017-09-22,126.09944915771484
2017-09-25,126.54434204101562
2017-09-26,126.49491882324219
2017-09-27,127.18695068359375
2017-09-28,129.51022338867188
2017-09-29,131.28973388671875
2017-10-02,130.84487915039062
2017-10-03,132.42669677734375
2017-10-04,132.57496643066406
2017-10-05,132.27838134765625
2017-10-06,132.27838134765625
2017-10-09,132.77272033691406
2017-10-10,132.8221435546875
2017-10-11,132.92098999023438
2017-10-12,133.2670135498047
2017-10-13,133.1186981201172
2017-10-16,133.3658905029297
2017-10-17,132.9704132080078
2017-10-18,132.5255584716797
2017-10-19,133.1681365966797
2017-10-20,133.31643676757812
2017-10-23,134.1567840576172
2017-10-24,133.31643676757812
2017-10-25,132.27838134765625
2017-10-26,135.7385711669922
2017-10-27,136.52947998046875
2017-10-30,134.8488006591797
2017-10-31,135.7880096435547
2017-11-01,136.18345642089844
2017-11-02,135.7880096435547
2017-11-03,136.08460998535156
2017-11-06,137.3203887939453
2017-11-07,135.24427795410156
2017-11-08,134.4039306640625
2017-11-09,133.51417541503906
2017-11-10,134.99710083007812
2017-11-13,133.81076049804688
2017-11-14,132.3278045654297
2017-11-15,132.37722778320312
2017-11-16,134.60166931152344
2017-11-17,134.1073455810547
2017-11-20,134.30506896972656
2017-11-21,135.293701171875
2017-11-22,133.31643676757812
2017-11-23,132.9704132080078
2017-11-24,133.613037109375
2017-11-27,132.57496643066406
2017-11-28,132.9704132080078
2017-11-29,132.8221435546875
2017-11-30,132.673828125
2017-12-01,131.48748779296875
2017-12-04,133.76132202148438
2017-12-05,133.51417541503906
2017-12-06,131.98179626464844
2017-12-07,132.4761199951172
2017-12-08,133.76132202148438
2017-12-11,137.5181121826172
2017-12-12,139.8413848876953
2017-12-13,139.94024658203125
2017-12-14,138.6055908203125
2017-12-15,139.19879150390625
2017-12-18,140.38511657714844
2017-12-19,139.94024658203125
2017-12-20,138.21014404296875
2017-12-21,139.00103759765625
2017-12-22,137.3698272705078
2017-12-27,137.07322692871094
2017-12-28,136.134033203125
2017-12-29,137.07322692871094
2018-01-02,136.9249267578125
2018-01-03,139.44593811035156
2018-01-04,141.96694946289062
2018-01-05,143.59817504882812
2018-01-08,144.93280029296875
2018-01-09,143.25213623046875
2018-01-10,142.3623809814453
2018-01-11,142.5601348876953
2018-01-12,142.21409606933594
2018-01-15,142.0657958984375
2018-01-16,142.01637268066406
2018-01-17,144.09246826171875
2018-01-18,143.4004669189453
2018-01-19,144.14190673828125
2018-01-22,144.63623046875
2018-01-23,145.4271240234375
2018-01-24,145.62486267089844
2018-01-25,143.3015899658203
2018-01-26,144.14190673828125
2018-01-29,144.58677673339844
2018-01-30,142.9061279296875
2018-01-31,142.0657958984375
2018-02-01,147.75039672851562
2018-02-02,146.0697479248047
2018-02-05,139.24819946289062
2018-02-06,137.0238037109375
2018-02-07,142.75782775878906
2018-02-08,138.8033447265625
2018-02-09,134.05789184570312
2018-02-12,140.63229370117188
2018-02-13,140.73114013671875
2018-02-14,141.17604064941406
2018-02-15,140.6817169189453
2018-02-16,141.67034912109375
2018-02-19,140.92886352539062
2018-02-20,144.48794555664062
2018-02-21,146.46519470214844
2018-02-22,147.30552673339844
2018-02-23,147.40438842773438
2018-02-26,149.33221435546875
2018-02-27,150.4691162109375
2018-02-28,150.3208465576172
2018-03-01,146.91006469726562
2018-03-02,143.4498748779297
2018-03-05,146.6134796142578
2018-03-06,148.68959045410156
2018-03-07,149.7276611328125
2018-03-08,149.28277587890625
2018-03-09,149.08505249023438
2018-03-12,149.28277587890625
2018-03-13,147.60211181640625
2018-03-14,149.28277587890625
2018-03-15,150.6668701171875
2018-03-16,151.21060180664062
2018-03-19,149.92539978027344
2018-03-20,150.41969299316406
2018-03-21,149.3816375732422
2018-03-22,145.67428588867188
2018-03-23,143.49929809570312
2018-03-26,143.64761352539062
2018-03-27,146.415771484375
2018-03-28,146.71234130859375
2018-03-29,148.49188232421875
2018-04-03,146.91006469726562
2018-04-04,144.8833770751953
2018-04-05,149.3816375732422
2018-04-06,150.5679931640625
2018-04-09,149.92539978027344
2018-04-10,151.60606384277344
2018-04-11,150.81515502929688
2018-04-12,152.69354248046875
2018-04-13,152.8418426513672
2018-04-16,152.49581909179688
2018-04-17,153.978759765625
2018-04-18,154.32476806640625
2018-04-19,154.37420654296875
2018-04-20,153.7316131591797
2018-04-23,154.5719451904297
2018-04-24,154.4236602783203
2018-04-25,152.39694213867188
2018-04-26,155.90658569335938
2018-04-27,157.78497314453125
2018-04-30,156.74691772460938
2018-05-02,156.89520263671875
2018-05-03,152.54525756835938
2018-05-04,153.83047485351562
2018-05-07,156.40089416503906
2018-05-08,158.7241668701172
2018-05-09,158.32872009277344
2018-05-11,158.6253204345703
2018-05-14,156.10430908203125
2018-05-15,157.93325805664062
2018-05-16,157.8838348388672
2018-05-17,159.11962890625
2018-05-18,159.86109924316406
2018-05-21,161.69004821777344
2018-05-22,160.94859313964844
2018-05-23,156.89520263671875
2018-05-24,158.9619598388672
2018-05-25,158.4956512451172
2018-05-28,158.6510772705078
2018-05-29,157.66664123535156
2018-05-30,157.5111846923828
2018-05-31,159.16921997070312
2018-06-01,160.77540588378906
2018-06-04,160.72360229492188
2018-06-05,159.11740112304688
2018-06-06,159.11740112304688
2018-06-07,158.4956512451172
2018-06-08,157.82208251953125
2018-06-11,159.27284240722656
2018-06-12,158.8065185546875
2018-06-13,159.73915100097656
2018-06-14,164.29869079589844
2018-06-15,164.97225952148438
2018-06-18,163.6251220703125
2018-06-19,162.4334259033203
2018-06-20,161.91531372070312
2018-06-21,159.37648010253906
2018-06-22,159.37648010253906
2018-06-25,156.37130737304688
2018-06-26,155.5423126220703
2018-06-27,156.7340087890625
2018-06-28,154.29879760742188
2018-06-29,159.01377868652344
2018-07-02,158.0293426513672
2018-07-03,158.3402099609375
2018-07-04,157.45938110351562
2018-07-05,157.6148223876953
2018-07-06,158.4956512451172
2018-07-09,159.84278869628906
2018-07-10,161.75985717773438
2018-07-11,159.22103881835938
2018-07-12,160.87904357910156
2018-07-13,161.75985717773438
2018-07-16,163.26243591308594
2018-07-17,162.69248962402344
2018-07-18,164.8168182373047
2018-07-19,164.0914306640625
2018-07-20,163.6251220703125
2018-07-23,155.90499877929688
2018-07-24,155.74957275390625
2018-07-25,155.64593505859375
2018-07-26,156.78582763671875
2018-07-27,157.45938110351562
2018-07-30,157.30397033691406
2018-07-31,157.35577392578125
2018-08-01,158.3402099609375
2018-08-02,156.47494506835938
2018-08-03,159.37648010253906
2018-08-06,158.91015625
2018-08-07,159.37648010253906
2018-08-08,160.87904357910156
2018-08-09,160.7534942626953
2018-08-10,159.2256317138672
2018-08-13,158.2979736328125
2018-08-14,156.0607452392578
2018-08-15,152.29563903808594
2018-08-16,153.49612426757812
2018-08-17,154.42376708984375
2018-08-20,155.3513946533203
2018-08-21,155.6242218017578
2018-08-22,158.51625061035156
2018-08-23,161.24459838867188
2018-08-24,161.62655639648438
2018-08-27,163.75466918945312
2018-08-28,164.62774658203125
2018-08-29,165.5008087158203
2018-08-30,166.1555938720703
2018-08-31,163.91836547851562
2018-09-03,165.2825469970703
2018-09-04,162.99073791503906
2018-09-05,157.152099609375
2018-09-06,157.09754943847656
2018-09-07,156.11532592773438
2018-09-10,156.3335723876953
2018-09-11,158.5708465576172
2018-09-12,159.3893280029297
2018-09-13,158.73452758789062
2018-09-14,158.78909301757812
2018-09-17,157.75233459472656
2018-09-18,145.69308471679688
2018-09-19,149.56732177734375
2018-09-20,151.31346130371094
2018-09-21,149.4036102294922
2018-09-24,148.2577362060547
2018-09-25,148.20314025878906
2018-09-26,145.91134643554688
2018-09-27,147.93031311035156
2018-09-28,146.8389892578125
2018-10-01,147.4937744140625
2018-10-02,146.40245056152344
2018-10-03,147.98487854003906
2018-10-04,146.7298583984375
2018-10-05,145.4748077392578
2018-10-08,144.32891845703125
2018-10-09,143.83782958984375
2018-10-10,141.05491638183594
2018-10-11,136.6895751953125
2018-10-12,135.37997436523438
2018-10-15,134.77976989746094
2018-10-16,137.50808715820312
2018-10-17,137.28981018066406
2018-10-18,137.01698303222656
2018-10-19,138.05374145507812
2018-10-22,136.416748046875
2018-10-23,134.6160430908203
2018-10-24,134.6706085205078
2018-10-25,134.50692749023438
2018-10-26,134.17950439453125
2018-10-29,132.16053771972656
2018-10-30,134.6706085205078
2018-10-31,138.54486083984375
2018-11-01,135.37997436523438
2018-11-02,137.67178344726562
2018-11-05,131.2874755859375
2018-11-06,131.0146484375
2018-11-07,131.83314514160156
2018-11-08,131.5057373046875
2018-11-09,131.1783447265625
2018-11-12,131.83314514160156
2018-11-13,132.9244842529297
2018-11-14,133.41558837890625
2018-11-15,131.996826171875
2018-11-16,131.83314514160156
2018-11-19,128.55914306640625
2018-11-20,125.33971405029297
2018-11-21,125.33971405029297
2018-11-22,124.24838256835938
2018-11-23,124.6303482055664
2018-11-26,128.61370849609375
2018-11-27,128.12261962890625
2018-11-28,128.61370849609375
2018-11-29,129.48678588867188
2018-11-30,125.99451446533203
2018-12-03,128.34088134765625
2018-12-04,127.57693481445312
2018-12-05,124.13922882080078
2018-12-06,118.90084075927734
2018-12-07,120.64697265625
2018-12-10,118.13691711425781
2018-12-11,120.5924072265625
2018-12-12,122.77508544921875
2018-12-13,122.12026977539062
2018-12-14,120.91980743408203
2018-12-17,115.95423126220703
2018-12-18,116.11793518066406
2018-12-19,117.80950164794922
2018-12-20,115.68141174316406
2018-12-21,115.6268310546875
2018-12-27,113.66243743896484
2018-12-28,116.60903930664062
2019-01-02,115.84510040283203
2019-01-03,115.5177001953125
2019-01-04,118.62800598144531
2019-01-07,119.50106811523438
2019-01-08,121.13807678222656
2019-01-09,123.26617431640625
2019-01-10,123.75727081298828
2019-01-11,122.77508544921875
2019-01-14,121.08351135253906
2019-01-15,123.75727081298828
2019-01-16,124.08467102050781
2019-01-17,124.6303482055664
2019-01-18,123.15703582763672
2019-01-21,121.5200424194336
2019-01-22,122.93878173828125
2019-01-23,120.5924072265625
2019-01-24,122.72051239013672
2019-01-25,123.48444366455078
2019-01-28,121.79287719726562
2019-01-29,121.8474349975586
2019-01-30,122.12026977539062
2019-01-31,120.37413787841797
2019-02-01,120.42871856689453
2019-02-04,120.21043395996094
2019-02-05,121.5200424194336
2019-02-06,121.46548461914062
2019-02-07,118.68257141113281
2019-02-08,116.82730865478516
2019-02-11,119.17366790771484
2019-02-12,118.73714447021484
2019-02-13,119.33737182617188
2019-02-14,116.77274322509766
2019-02-15,118.68257141113281
2019-02-18,120.48328399658203
2019-02-19,121.35633850097656
2019-02-20,122.99334716796875
2019-02-21,121.95657348632812
2019-02-22,123.59356689453125
2019-02-25,122.88420867919922
2019-02-26,124.57576751708984
2019-02-27,122.33854675292969
2019-02-28,127.68607330322266
2019-03-01,127.2495346069336
2019-03-04,127.41325378417969
2019-03-05,127.14041137695312
2019-03-06,128.2317352294922
2019-03-07,127.52237701416016
2019-03-08,126.97671508789062
2019-03-11,128.45001220703125
2019-03-12,129.43222045898438
2019-03-13,129.70504760742188
2019-03-14,131.66944885253906
2019-03-15,131.342041015625
2019-03-18,134.0703887939453
2019-03-19,133.52471923828125
2019-03-20,132.05142211914062
2019-03-21,132.10598754882812
2019-03-22,129.3230743408203
2019-03-25,128.1771697998047
2019-03-26,128.2863006591797
2019-03-27,129.9778594970703
2019-03-28,130.08702087402344
2019-03-29,131.39662170410156
2019-04-01,132.8699188232422
2019-04-02,133.0336151123047
2019-04-03,136.03477478027344
2019-04-04,135.92562866210938
2019-04-05,136.36216735839844
2019-04-08,135.05258178710938
2019-04-09,133.2518768310547
2019-04-10,133.90667724609375
2019-04-11,135.16171264648438
2019-04-12,136.416748046875
2019-04-15,136.96243286132812
2019-04-16,140.3455352783203
2019-04-17,140.56381225585938
2019-04-18,140.50926208496094
2019-04-23,139.7453155517578
2019-04-24,141.5460205078125
2019-04-25,143.3467254638672
2019-04-26,147.05726623535156
2019-04-29,149.7310333251953
2019-04-30,150.87692260742188
2019-05-02,148.7488250732422
2019-05-03,150.60409545898438
