Date,JKTYRE.NS
2015-08-21,101.35205841064453
2015-08-24,86.76253509521484
2015-08-25,91.58267211914062
2015-08-26,92.61555480957031
2015-08-27,94.1648941040039
2015-08-28,94.25096130371094
2015-08-31,93.0029067993164
2015-09-01,88.6991958618164
2015-09-02,90.72193145751953
2015-09-03,91.15230560302734
2015-09-04,87.40808868408203
2015-09-07,85.04106140136719
2015-09-08,85.42838287353516
2015-09-09,88.61312103271484
2015-09-10,91.58267211914062
2015-09-11,93.34719848632812
2015-09-14,91.68883514404297
2015-09-15,88.9831314086914
2015-09-16,87.7175521850586
2015-09-18,90.2923355102539
2015-09-21,91.86341857910156
2015-09-22,89.15769958496094
2015-09-23,89.02677154541016
2015-09-24,89.33226013183594
2015-09-28,87.58663177490234
2015-09-29,88.37217712402344
2015-09-30,88.9831314086914
2015-10-01,88.50308227539062
2015-10-05,90.77239227294922
2015-10-06,92.38709259033203
2015-10-07,91.60155487060547
2015-10-08,90.46690368652344
2015-10-09,89.5940933227539
2015-10-12,89.50682067871094
2015-10-13,89.81231689453125
2015-10-14,89.68138885498047
2015-10-15,89.89958953857422
2015-10-16,92.08161926269531
2015-10-19,92.6489486694336
2015-10-20,94.96188354492188
2015-10-21,94.2636489868164
2015-10-23,93.25989532470703
2015-10-26,91.68883514404297
2015-10-27,91.68883514404297
2015-10-28,91.99433135986328
2015-10-29,91.51428985595703
2015-10-30,88.50308227539062
2015-11-02,87.15023040771484
2015-11-03,86.32105255126953
2015-11-04,85.84101104736328
2015-11-05,83.1789321899414
2015-11-06,81.21511840820312
2015-11-09,81.4769515991211
2015-11-10,80.34229278564453
2015-11-13,80.56050872802734
2015-11-16,84.44450378417969
2015-11-17,87.01929473876953
2015-11-18,84.74999237060547
2015-11-19,85.49188232421875
2015-11-20,84.00810241699219
2015-11-23,85.31732177734375
2015-11-24,84.61907958984375
2015-11-26,83.96446990966797
2015-11-27,84.40086364746094
2015-11-30,87.7175521850586
2015-12-01,92.29981994628906
2015-12-02,97.79852294921875
2015-12-03,94.13272094726562
2015-12-04,91.25244903564453
2015-12-07,93.21627044677734
2015-12-08,92.25617218017578
2015-12-09,90.99059295654297
2015-12-10,93.12898254394531
2015-12-11,91.25244903564453
2015-12-14,91.42700958251953
2015-12-15,95.04917907714844
2015-12-16,94.00180053710938
2015-12-17,95.31101989746094
2015-12-18,93.95816040039062
2015-12-21,97.3184814453125
2015-12-22,98.14765930175781
2015-12-23,97.929443359375
2015-12-24,98.06037902832031
2015-12-28,97.66761016845703
2015-12-29,95.39830017089844
2015-12-30,93.95816040039062
2015-12-31,96.96936798095703
2016-01-01,101.2024917602539
2016-01-04,98.75862121582031
2016-01-05,101.11519622802734
2016-01-06,100.1987533569336
2016-01-07,93.25989532470703
2016-01-08,92.43073272705078
2016-01-11,91.99433135986328
2016-01-12,90.85966491699219
2016-01-13,88.24124908447266
2016-01-14,85.18640899658203
2016-01-15,82.39340209960938
2016-01-18,76.19645690917969
2016-01-19,76.98197937011719
2016-01-20,74.7999267578125
2016-01-21,73.62165069580078
2016-01-22,75.10543060302734
2016-01-25,77.76750183105469
2016-01-27,78.37847137451172
2016-01-28,79.77497100830078
2016-01-29,79.29492950439453
2016-02-01,79.818603515625
2016-02-02,78.55303192138672
2016-02-03,75.80368041992188
2016-02-04,76.5019302368164
2016-02-05,76.5019302368164
2016-02-08,77.9857177734375
2016-02-09,75.80368041992188
2016-02-10,75.01814270019531
2016-02-11,71.00321960449219
2016-02-12,69.60671997070312
2016-02-15,71.57054901123047
2016-02-16,70.21768188476562
2016-02-17,70.6104507446289
2016-02-18,71.22142028808594
2016-02-19,70.30496978759766
2016-02-22,71.13414001464844
2016-02-23,69.2575912475586
2016-02-24,67.20648956298828
2016-02-25,66.42095184326172
2016-02-26,66.0281982421875
2016-02-29,65.06809997558594
2016-03-01,66.85736083984375
2016-03-02,69.69400024414062
2016-03-03,71.3086929321289
2016-03-04,71.8323745727539
2016-03-08,70.43588256835938
2016-03-09,70.87227630615234
2016-03-10,70.91593170166016
2016-03-11,70.91593170166016
2016-03-14,70.56680297851562
2016-03-15,70.0867691040039
2016-03-16,68.90847778320312
2016-03-17,69.17031860351562
2016-03-18,72.22515106201172
2016-03-21,72.74884033203125
2016-03-22,73.01069641113281
2016-03-23,74.27625274658203
2016-03-28,72.87976837158203
2016-03-29,72.48699188232422
2016-03-30,73.53437042236328
2016-03-31,73.49073028564453
2016-04-01,73.01069641113281
2016-04-04,73.22887420654297
2016-04-05,72.39970397949219
2016-04-06,73.1416015625
2016-04-07,72.44336700439453
