Date,ACC.NS
2015-08-21,1270.923828125
2015-08-24,1235.410888671875
2015-08-25,1230.847412109375
2015-08-26,1229.3115234375
2015-08-27,1237.9410400390625
2015-08-28,1231.47998046875
2015-08-31,1206.223388671875
2015-09-01,1203.8284912109375
2015-09-02,1225.6514892578125
2015-09-03,1260.1705322265625
2015-09-04,1215.7567138671875
2015-09-07,1215.3499755859375
2015-09-08,1216.1181640625
2015-09-09,1247.06787109375
2015-09-10,1246.0286865234375
2015-09-11,1234.86865234375
2015-09-14,1254.8389892578125
2015-09-15,1246.57080078125
2015-09-16,1244.5826416015625
2015-09-18,1242.68505859375
2015-09-21,1250.0950927734375
2015-09-22,1223.1214599609375
2015-09-23,1215.982666015625
2015-09-24,1213.63330078125
2015-09-28,1207.9403076171875
2015-09-29,1199.5362548828125
2015-09-30,1216.9765625
2015-10-01,1231.7509765625
2015-10-05,1237.71484375
2015-10-06,1220.2747802734375
2015-10-07,1221.9466552734375
2015-10-08,1225.51611328125
2015-10-09,1217.5186767578125
2015-10-12,1214.807861328125
2015-10-13,1221.9014892578125
2015-10-14,1243.6339111328125
2015-10-15,1239.11572265625
2015-10-16,1258.77001953125
2015-10-19,1261.435546875
2015-10-20,1246.39013671875
2015-10-21,1246.0736083984375
2015-10-23,1265.2760009765625
2015-10-26,1259.4476318359375
2015-10-27,1252.2637939453125
2015-10-28,1266.044189453125
2015-10-29,1251.9022216796875
2015-10-30,1246.6612548828125
2015-11-02,1263.649658203125
2015-11-03,1288.499755859375
2015-11-04,1270.2462158203125
2015-11-05,1254.929443359375
2015-11-06,1250.6822509765625
2015-11-09,1235.9078369140625
2015-11-10,1194.7015380859375
2015-11-13,1198.8585205078125
2015-11-16,1196.825439453125
2015-11-17,1197.7744140625
2015-11-18,1205.726318359375
2015-11-19,1204.4158935546875
2015-11-20,1210.6512451171875
2015-11-23,1214.1304931640625
2015-11-24,1212.2322998046875
2015-11-26,1225.2900390625
2015-11-27,1222.80517578125
2015-11-30,1215.3951416015625
2015-12-01,1227.05224609375
2015-12-02,1228.8143310546875
2015-12-03,1220.00390625
2015-12-04,1206.223388671875
2015-12-07,1223.031005859375
2015-12-08,1210.154296875
2015-12-09,1187.15673828125
2015-12-10,1196.825439453125
2015-12-11,1192.261962890625
2015-12-14,1212.5037841796875
2015-12-15,1208.753662109375
2015-12-16,1219.099853515625
2015-12-17,1225.51611328125
2015-12-18,1219.0096435546875
2015-12-21,1222.62451171875
2015-12-22,1218.9195556640625
2015-12-23,1212.7293701171875
2015-12-24,1214.6270751953125
2015-12-28,1202.608642578125
2015-12-29,1220.3199462890625
2015-12-30,1219.732666015625
2015-12-31,1229.5369873046875
2016-01-01,1241.28466796875
2016-01-04,1214.49169921875
2016-01-05,1212.052001953125
2016-01-06,1193.1202392578125
2016-01-07,1175.1834716796875
2016-01-08,1170.9361572265625
2016-01-11,1172.517578125
2016-01-12,1157.02001953125
2016-01-13,1158.4205322265625
2016-01-14,1146.7637939453125
2016-01-15,1111.115234375
2016-01-18,1106.2806396484375
2016-01-19,1116.26611328125
2016-01-20,1095.437255859375
2016-01-21,1110.07568359375
2016-01-22,1121.4166259765625
2016-01-25,1125.03125
2016-01-27,1111.793212890625
2016-01-28,1097.876953125
2016-01-29,1120.558349609375
2016-02-01,1149.294189453125
2016-02-02,1139.8057861328125
2016-02-03,1128.600830078125
2016-02-04,1147.9837646484375
2016-02-05,1148.8873291015625
2016-02-08,1157.200927734375
2016-02-09,1155.84521484375
2016-02-10,1143.8719482421875
2016-02-11,1115.09130859375
2016-02-12,1103.3892822265625
2016-02-15,1135.468505859375
2016-02-16,1109.4888916015625
2016-02-17,1107.9073486328125
2016-02-18,1140.7095947265625
2016-02-19,1154.851318359375
2016-02-22,1163.476318359375
2016-02-23,1129.339111328125
2016-02-24,1119.5794677734375
2016-02-25,1089.34619140625
2016-02-26,1081.2205810546875
2016-02-29,1083.9442138671875
2016-03-01,1119.3524169921875
2016-03-02,1128.7491455078125
2016-03-03,1138.6453857421875
2016-03-04,1125.208251953125
2016-03-08,1126.8424072265625
2016-03-09,1129.2030029296875
2016-03-10,1117.037353515625
2016-03-11,1113.768798828125
2016-03-14,1121.9854736328125
2016-03-15,1125.8890380859375
2016-03-16,1122.3031005859375
2016-03-17,1156.394775390625
2016-03-18,1214.046630859375
2016-03-21,1247.775146484375
2016-03-22,1239.740234375
2016-03-23,1246.23193359375
2016-03-28,1250.6805419921875
2016-03-29,1240.2396240234375
2016-03-30,1258.0797119140625
2016-03-31,1254.6297607421875
2016-04-01,1283.5919189453125
2016-04-04,1282.0484619140625
2016-04-05,1262.664794921875
2016-04-06,1296.211669921875
2016-04-07,1286.9967041015625
2016-04-08,1309.05859375
2016-04-11,1313.870361328125
2016-04-12,1315.2777099609375
2016-04-13,1334.570556640625
2016-04-18,1329.3048095703125
2016-04-20,1332.482421875
2016-04-21,1301.296142578125
2016-04-22,1283.9095458984375
2016-04-25,1291.853759765625
2016-04-26,1295.4853515625
2016-04-27,1297.8912353515625
2016-04-28,1305.4268798828125
2016-04-29,1310.23876953125
2016-05-02,1289.72021484375
2016-05-03,1289.3570556640625
2016-05-04,1274.421875
2016-05-05,1266.386962890625
2016-05-06,1294.1688232421875
2016-05-09,1307.1519775390625
2016-05-10,1328.5782470703125
2016-05-11,1332.119140625
2016-05-12,1327.7159423828125
2016-05-13,1322.904052734375
2016-05-16,1323.9027099609375
2016-05-17,1315.9130859375
2016-05-18,1301.9769287109375
2016-05-19,1280.005615234375
2016-05-20,1265.115966796875
2016-05-23,1287.4049072265625
2016-05-24,1312.9625244140625
2016-05-25,1339.200927734375
2016-05-26,1365.530029296875
2016-05-27,1382.689208984375
2016-05-30,1395.5816650390625
2016-05-31,1388.2275390625
2016-06-01,1409.4271240234375
2016-06-02,1403.8890380859375
2016-06-03,1398.1690673828125
2016-06-06,1393.357177734375
2016-06-07,1398.57763671875
2016-06-08,1404.2974853515625
2016-06-09,1391.8138427734375
2016-06-10,1412.3779296875
2016-06-13,1404.3427734375
2016-06-14,1398.1236572265625
2016-06-15,1416.46337890625
2016-06-16,1402.6630859375
2016-06-17,1412.15087890625
2016-06-20,1425.54248046875
2016-06-21,1415.419189453125
2016-06-22,1426.3594970703125
2016-06-23,1426.8587646484375
2016-06-24,1423.6812744140625
2016-06-27,1453.5511474609375
2016-06-28,1451.1903076171875
2016-06-29,1451.68994140625
2016-06-30,1467.2152099609375
2016-07-01,1468.440673828125
2016-07-04,1457.7275390625
2016-07-05,1442.9285888671875
2016-07-07,1456.91015625
2016-07-08,1450.509765625
2016-07-11,1467.89599609375
2016-07-12,1470.8922119140625
2016-07-13,1468.2591552734375
2016-07-14,1476.4302978515625
2016-07-15,1464.44580078125
2016-07-18,1448.5577392578125
2016-07-19,1454.95849609375
2016-07-20,1481.5146484375
2016-07-21,1550.8780517578125
2016-07-22,1526.682861328125
2016-07-25,1521.3262939453125
2016-07-26,1521.2352294921875
2016-07-27,1511.7933349609375
2016-07-28,1529.90576171875
2016-07-29,1533.1739501953125
2016-08-01,1533.3104248046875
2016-08-02,1526.8218994140625
2016-08-03,1525.0399169921875
2016-08-04,1522.70947265625
2016-08-05,1572.7889404296875
2016-08-08,1567.3970947265625
2016-08-09,1540.7125244140625
2016-08-10,1479.438720703125
2016-08-11,1478.9818115234375
2016-08-12,1510.1441650390625
2016-08-16,1520.516357421875
2016-08-17,1530.705810546875
2016-08-18,1546.8809814453125
2016-08-19,1545.5101318359375
2016-08-22,1517.8660888671875
2016-08-23,1512.10888671875
2016-08-24,1505.4835205078125
2016-08-25,1504.021484375
2016-08-26,1497.075927734375
2016-08-29,1494.1058349609375
2016-08-30,1543.1341552734375
2016-08-31,1562.508056640625
2016-09-01,1542.174560546875
2016-09-02,1525.725341796875
2016-09-06,1552.501220703125
2016-09-07,1550.216552734375
2016-09-08,1546.9266357421875
2016-09-09,1510.9208984375
2016-09-12,1446.0828857421875
2016-09-14,1480.44384765625
2016-09-15,1472.401611328125
2016-09-16,1486.201171875
2016-09-19,1510.37255859375
2016-09-20,1491.684326171875
2016-09-21,1488.89697265625
2016-09-22,1522.526611328125
2016-09-23,1477.702392578125
2016-09-26,1472.17333984375
2016-09-27,1469.84326171875
2016-09-28,1476.9256591796875
2016-09-29,1451.5660400390625
2016-09-30,1462.029541015625
2016-10-03,1491.364501953125
2016-10-04,1496.07080078125
2016-10-05,1496.8931884765625
2016-10-06,1489.353759765625
2016-10-07,1485.3787841796875
2016-10-10,1524.765869140625
2016-10-13,1491.4559326171875
2016-10-14,1498.949462890625
2016-10-17,1466.461669921875
2016-10-18,1476.7884521484375
2016-10-19,1471.8079833984375
2016-10-20,1470.8028564453125
2016-10-21,1431.2327880859375
2016-10-24,1431.0042724609375
2016-10-25,1417.9818115234375
2016-10-26,1410.076904296875
2016-10-27,1393.627685546875
2016-10-28,1386.042724609375
2016-11-01,1374.299560546875
2016-11-02,1359.9520263671875
2016-11-03,1380.0111083984375
2016-11-04,1361.6885986328125
2016-11-07,1359.4952392578125
2016-11-08,1378.0008544921875
2016-11-09,1329.840576171875
2016-11-10,1331.3026123046875
2016-11-11,1279.80712890625
2016-11-15,1219.5841064453125
2016-11-16,1223.513671875
2016-11-17,1189.2896728515625
2016-11-18,1196.874755859375
2016-11-21,1162.6510009765625
2016-11-22,1181.6134033203125
2016-11-23,1190.5235595703125
2016-11-24,1210.9937744140625
2016-11-25,1196.600830078125
2016-11-28,1204.1856689453125
2016-11-29,1206.28759765625
2016-11-30,1226.758056640625
2016-12-01,1222.737060546875
2016-12-02,1211.49658203125
2016-12-05,1224.5648193359375
2016-12-06,1234.2060546875
2016-12-07,1233.703125
2016-12-08,1241.6077880859375
2016-12-09,1260.3421630859375
2016-12-12,1229.95654296875
2016-12-13,1224.3363037109375
2016-12-14,1200.3018798828125
2016-12-15,1201.6724853515625
2016-12-16,1182.66455078125
2016-12-19,1167.631591796875
2016-12-20,1183.5784912109375
2016-12-21,1188.0103759765625
2016-12-22,1182.8929443359375
2016-12-23,1184.629150390625
2016-12-26,1173.4801025390625
2016-12-27,1183.2584228515625
2016-12-28,1183.2584228515625
2016-12-29,1197.103271484375
2016-12-30,1216.3857421875
2017-01-02,1235.439453125
2017-01-03,1227.808837890625
2017-01-04,1205.7392578125
2017-01-05,1218.0306396484375
2017-01-06,1218.9901123046875
2017-01-09,1213.4613037109375
2017-01-10,1205.9219970703125
2017-01-11,1232.51513671875
2017-01-12,1226.0267333984375
2017-01-13,1214.96923828125
2017-01-16,1216.340087890625
2017-01-17,1214.4210205078125
2017-01-18,1233.4290771484375
2017-01-19,1243.80126953125
2017-01-20,1212.1820068359375
2017-01-23,1219.7210693359375
2017-01-24,1241.562255859375
2017-01-25,1278.84765625
2017-01-27,1307.405517578125
2017-01-30,1305.3494873046875
2017-01-31,1291.73291015625
2017-02-01,1342.0406494140625
2017-02-02,1308.501953125
2017-02-03,1301.2371826171875
2017-02-06,1352.6412353515625
2017-02-07,1330.7545166015625
2017-02-08,1368.131103515625
2017-02-09,1357.530517578125
2017-02-10,1358.8553466796875
2017-02-13,1359.40380859375
2017-02-14,1339.2991943359375
2017-02-15,1318.60009765625
2017-02-16,1330.4344482421875
2017-02-17,1339.43603515625
2017-02-20,1334.8212890625
2017-02-21,1341.0352783203125
2017-02-22,1322.8951416015625
2017-02-23,1314.2137451171875
2017-02-27,1295.3883056640625
2017-02-28,1289.9052734375
2017-03-01,1287.574951171875
2017-03-02,1286.569580078125
2017-03-03,1273.6385498046875
2017-03-06,1273.4100341796875
2017-03-07,1267.835693359375
2017-03-08,1277.5224609375
2017-03-09,1281.1778564453125
2017-03-10,1279.3958740234375
2017-03-14,1293.4693603515625
2017-03-15,1298.0384521484375
2017-03-16,1305.0133056640625
2017-03-17,1295.377197265625
2017-03-20,1292.807373046875
2017-03-21,1296.799560546875
2017-03-22,1272.3421630859375
2017-03-23,1285.511474609375
2017-03-24,1281.5654296875
2017-03-27,1281.886474609375
2017-03-28,1300.6082763671875
2017-03-29,1306.252197265625
2017-03-30,1302.21435546875
2017-03-31,1327.0848388671875
2017-04-03,1341.6766357421875
2017-04-05,1349.247802734375
2017-04-06,1367.1895751953125
2017-04-07,1347.3206787109375
2017-04-10,1352.5516357421875
2017-04-11,1367.3271484375
2017-04-12,1371.5948486328125
2017-04-13,1371.2275390625
2017-04-17,1379.532958984375
2017-04-18,1370.0345458984375
2017-04-19,1387.012451171875
2017-04-20,1386.7374267578125
2017-04-21,1372.420654296875
