Date,CELLO.NS
2024-09-25,874.5391845703125
2024-09-26,871.7960815429688
2024-09-27,878.32958984375
2024-09-30,911.2962036132812
2024-10-01,899.8251953125
2024-10-03,887.0076293945312
2024-10-04,890.4988403320312
2024-10-07,875.1376342773438
2024-10-08,871.3472290039062
2024-10-09,870.4495239257812
2024-10-10,889.9003295898438
2024-10-11,883.26708984375
2024-10-14,891.69580078125
2024-10-15,891.8953247070312
2024-10-16,884.4640502929688
2024-10-17,873.7910766601562
2024-10-18,867.5069580078125
2024-10-21,853.7916259765625
2024-10-22,846.0611572265625
2024-10-23,838.1312255859375
2024-10-24,819.5281982421875
2024-10-25,823.1690063476562
2024-10-28,814.840087890625
2024-10-29,808.9549560546875
2024-10-30,823.5680541992188
2024-10-31,826.460693359375
2024-11-01,831.8471069335938
2024-11-04,818.6803588867188
2024-11-05,819.428466796875
2024-11-06,856.0858154296875
2024-11-07,861.4223022460938
2024-11-08,859.0283813476562
2024-11-11,848.604736328125
2024-11-12,841.4727172851562
2024-11-13,814.3912353515625
2024-11-14,804.7655029296875
2024-11-18,789.0552368164062
2024-11-19,780.9258422851562
2024-11-21,755.390380859375
2024-11-22,742.8720092773438
2024-11-25,748.8568725585938
2024-11-26,753.3455200195312
2024-11-27,766.2628784179688
2024-11-28,765.3651123046875
2024-11-29,788.1575317382812
2024-12-02,805.513671875
2024-12-03,815.189208984375
2024-12-04,824.715087890625
2024-12-05,826.1614379882812
2024-12-06,837.333251953125
2024-12-09,829.453125
2024-12-10,850.1009521484375
2024-12-11,846.310546875
2024-12-12,826.3609619140625
2024-12-13,828.0567016601562
2024-12-16,820.5256958007812
2024-12-17,804.8652954101562
2024-12-18,787.2099609375
2024-12-19,790.1026000976562
2024-12-20,773.694091796875
2024-12-23,756.9364624023438
2024-12-24,762.4724731445312
2024-12-26,759.8790283203125
2024-12-27,753.295654296875
2024-12-30,737.3359985351562
2024-12-31,754.7420043945312
2025-01-01,755.2407836914062
2025-01-02,762.6719360351562
2025-01-03,767.9586181640625
2025-01-06,740.1788330078125
2025-01-07,732.5481567382812
2025-01-08,720.7279663085938
2025-01-09,715.7406005859375
2025-01-10,706.5637817382812
2025-01-13,694.5940551757812
2025-01-14,683.2228393554688
2025-01-15,670.2057495117188
2025-01-16,673.8464965820312
2025-01-17,672.0011596679688
2025-01-20,676.8887939453125
2025-01-21,669.1084594726562
2025-01-22,653.8470458984375
2025-01-23,661.6273803710938
2025-01-24,643.2738037109375
2025-01-27,629.7080688476562
2025-01-28,644.07177734375
2025-01-29,639.8823852539062
2025-01-30,637.9871215820312
2025-01-31,651.253662109375
2025-02-01,639.5831298828125
2025-02-03,653.049072265625
2025-02-04,650.7050170898438
2025-02-05,647.064208984375
2025-02-06,653.398193359375
2025-02-07,642.9246826171875
2025-02-10,634.6456298828125
2025-02-11,618.1871948242188
2025-02-12,616.8406372070312
2025-02-13,615.4940185546875
2025-02-14,610.6063842773438
2025-02-17,618.8356323242188
2025-02-18,612.5514526367188
2025-02-19,603.9232788085938
2025-02-20,600.1328735351562
2025-02-21,597.5394287109375
2025-02-24,587.0159912109375
2025-02-25,577.739501953125
2025-02-27,559.136474609375
2025-02-28,552.5032958984375
2025-03-03,539.4861450195312
2025-03-04,562.627685546875
2025-03-05,560.2836303710938
2025-03-06,545.919921875
2025-03-07,548.9622192382812
2025-03-10,540.3839111328125
2025-03-11,535.546142578125
2025-03-12,534.7481079101562
2025-03-13,536.1944580078125
2025-03-17,533.6509399414062
2025-03-18,533.6509399414062
2025-03-19,548.7128295898438
2025-03-20,543.126953125
2025-03-21,576.4427490234375
2025-03-24,571.255859375
2025-03-25,548.9622192382812
2025-03-26,556.3435668945312
2025-03-27,561.4805908203125
2025-03-28,544.87255859375
2025-04-01,544.6231689453125
2025-04-02,543.5758666992188
2025-04-03,542.578369140625
2025-04-04,531.1572265625
2025-04-07,516.195068359375
2025-04-08,523.1275634765625
2025-04-09,518.0902709960938
2025-04-11,522.4293212890625
2025-04-15,543.9747924804688
2025-04-16,560.6326904296875
2025-04-17,589.4598388671875
2025-04-21,582.8265991210938
2025-04-22,583.3751831054688
2025-04-23,580.1832885742188
2025-04-24,581.43017578125
2025-04-25,561.6301879882812
2025-04-28,558.3385009765625
2025-04-29,556.5929565429688
2025-04-30,548.3138427734375
2025-05-02,540.134521484375
2025-05-05,566.866943359375
2025-05-06,551.3063354492188
2025-05-07,553.0518798828125
2025-05-08,536.5436401367188
2025-05-09,533.0025634765625
2025-05-12,557.2413330078125
2025-05-13,567.565185546875
2025-05-14,584.7218017578125
2025-05-15,596.8411254882812
2025-05-16,598.6865234375
2025-05-19,619.8330688476562
2025-05-20,602.3272705078125
2025-05-21,605.2698364257812
2025-05-22,612.252197265625
2025-05-23,612.7509765625
2025-05-26,621.5786743164062
2025-05-27,628.9100952148438
2025-05-28,620.9302978515625
2025-05-29,639.8823852539062
2025-05-30,614.4965209960938
2025-06-02,622.9252319335938
2025-06-03,599.584228515625
2025-06-04,600.3822631835938
2025-06-05,605.1203002929688
2025-06-06,609.3595581054688
2025-06-09,609.5590209960938
2025-06-10,619.633544921875
2025-06-11,623.1746215820312
2025-06-12,607.0653076171875
2025-06-13,598.9359130859375
2025-06-16,605.0703735351562
2025-06-17,597.3898315429688
2025-06-18,601.8784790039062
2025-06-19,582.7268676757812
2025-06-20,569.8095092773438
2025-06-23,575.7445068359375
2025-06-24,572.30322265625
2025-06-25,578.7369384765625
2025-06-26,604.6215209960938
2025-06-27,600.1328735351562
2025-06-30,608.711181640625
2025-07-01,604.0728759765625
2025-07-02,606.4169921875
2025-07-03,619.3343505859375
2025-07-04,639.7826538085938
2025-07-07,646.3161010742188
2025-07-08,641.1292114257812
2025-07-09,633.5982666015625
2025-07-10,637.0396118164062
2025-07-11,624.0723876953125
2025-07-14,625.4688110351562
2025-07-15,636.7902221679688
2025-07-16,625.967529296875
2025-07-17,631.1544189453125
2025-07-18,619.3842163085938
2025-07-21,611.3544921875
2025-07-22,608.362060546875
2025-07-23,603.1253051757812
2025-07-24,607.0154418945312
2025-07-25,593.8486938476562
2025-07-28,589.0608520507812
2025-07-29,590.60693359375
2025-07-30,589.8089599609375
2025-07-31,593.3499755859375
2025-08-01,591.8499755859375
2025-08-04,580.3499755859375
2025-08-05,580.5
2025-08-06,573.7999877929688
2025-08-07,578.0499877929688
2025-08-08,570.4500122070312
2025-08-11,569.0999755859375
2025-08-12,563.3499755859375
2025-08-13,541.9000244140625
2025-08-14,530.4000244140625
2025-08-18,529.75
2025-08-19,539.4000244140625
2025-08-20,549.2999877929688
2025-08-21,541.7999877929688
