Date,JIOFIN.NS
2024-07-26,331.8999938964844
2024-07-29,330.20001220703125
2024-07-30,329.3500061035156
2024-07-31,328.5
2024-08-01,328.70001220703125
2024-08-02,326.25
2024-08-05,317.04998779296875
2024-08-06,311.3500061035156
2024-08-07,329.75
2024-08-08,326.3999938964844
2024-08-09,325.6000061035156
2024-08-12,329.1499938964844
2024-08-13,323.29998779296875
2024-08-14,320.20001220703125
2024-08-16,328.1499938964844
2024-08-19,331.45001220703125
2024-08-20,334.1499938964844
2024-08-21,331.1000061035156
2024-08-22,329.6000061035156
2024-08-23,327.1499938964844
2024-08-26,323.25
2024-08-28,322.25
2024-08-29,325.6499938964844
2024-08-30,321.70001220703125
2024-09-02,344.8999938964844
2024-09-03,350.20001220703125
2024-09-04,347.20001220703125
2024-09-05,345.3500061035156
2024-09-06,336.8500061035156
2024-09-09,341.70001220703125
2024-09-10,351.5
2024-09-11,344.29998779296875
2024-09-12,349.79998779296875
2024-09-13,351.8999938964844
2024-09-16,348.79998779296875
2024-09-17,351.6499938964844
2024-09-18,346.8999938964844
2024-09-19,346.6499938964844
2024-09-20,353.8999938964844
2024-09-23,354.25
2024-09-24,352.45001220703125
2024-09-25,352.79998779296875
2024-09-26,349.8500061035156
2024-09-27,359.1499938964844
2024-09-30,350.6000061035156
2024-10-01,351.0
2024-10-03,345.6000061035156
2024-10-04,338.79998779296875
2024-10-07,336.3500061035156
2024-10-08,345.6000061035156
2024-10-09,343.0
2024-10-10,343.79998779296875
2024-10-11,341.5
2024-10-14,340.04998779296875
2024-10-15,336.75
2024-10-16,333.6499938964844
2024-10-17,329.1499938964844
2024-10-18,330.3500061035156
2024-10-21,327.20001220703125
2024-10-22,314.04998779296875
2024-10-23,314.70001220703125
2024-10-24,316.1000061035156
2024-10-25,311.20001220703125
2024-10-28,316.6499938964844
2024-10-29,326.20001220703125
2024-10-31,322.29998779296875
2024-11-01,326.20001220703125
2024-11-04,319.8500061035156
2024-11-06,326.04998779296875
2024-11-07,321.54998779296875
2024-11-08,316.04998779296875
2024-11-11,312.0
2024-11-12,310.25
2024-11-13,299.3999938964844
2024-11-14,318.3500061035156
2024-11-18,318.79998779296875
2024-11-19,319.3500061035156
2024-11-21,314.20001220703125
2024-11-22,313.79998779296875
2024-11-25,323.25
2024-11-26,326.04998779296875
2024-11-27,328.8999938964844
2024-11-28,325.45001220703125
2024-11-29,328.3500061035156
2024-12-02,329.70001220703125
2024-12-03,340.3500061035156
2024-12-04,345.20001220703125
2024-12-05,341.5
2024-12-06,338.8999938964844
2024-12-09,336.8500061035156
2024-12-10,335.1000061035156
2024-12-11,343.0
2024-12-12,338.29998779296875
2024-12-13,339.75
2024-12-16,340.3500061035156
2024-12-17,337.1000061035156
2024-12-18,324.6000061035156
2024-12-19,313.0
2024-12-20,304.29998779296875
2024-12-23,304.70001220703125
2024-12-24,304.70001220703125
2024-12-26,305.54998779296875
2024-12-27,304.95001220703125
2024-12-30,306.25
2024-12-31,298.70001220703125
2025-01-01,304.45001220703125
2025-01-02,304.70001220703125
2025-01-03,307.45001220703125
2025-01-06,296.70001220703125
2025-01-07,299.1499938964844
2025-01-08,298.6000061035156
2025-01-09,289.25
2025-01-10,280.54998779296875
2025-01-13,266.1499938964844
2025-01-14,272.8500061035156
2025-01-15,272.3999938964844
2025-01-16,276.79998779296875
2025-01-17,279.0
2025-01-20,275.70001220703125
2025-01-21,260.1000061035156
2025-01-22,262.79998779296875
2025-01-23,255.85000610351562
2025-01-24,244.4499969482422
2025-01-27,233.3000030517578
2025-01-28,233.39999389648438
2025-01-29,238.3000030517578
2025-01-30,234.8000030517578
2025-01-31,241.64999389648438
2025-02-01,241.50999450683594
2025-02-03,233.97000122070312
2025-02-04,245.10000610351562
2025-02-05,249.82000732421875
2025-02-06,250.47999572753906
2025-02-07,249.4499969482422
2025-02-10,242.9600067138672
2025-02-11,235.94000244140625
2025-02-12,227.6199951171875
2025-02-13,228.05999755859375
2025-02-14,222.2899932861328
2025-02-17,222.4499969482422
2025-02-18,221.02000427246094
2025-02-19,228.9199981689453
2025-02-20,235.27000427246094
2025-02-21,233.6699981689453
2025-02-24,228.4499969482422
2025-02-25,226.32000732421875
2025-02-27,221.6999969482422
2025-02-28,207.61000061035156
2025-03-03,200.9199981689453
2025-03-04,206.3800048828125
2025-03-05,217.10000610351562
2025-03-06,219.94000244140625
2025-03-07,221.80999755859375
2025-03-10,216.5
2025-03-11,217.55999755859375
2025-03-12,225.52999877929688
2025-03-13,222.60000610351562
2025-03-17,219.52000427246094
2025-03-18,225.17999267578125
2025-03-19,228.83999633789062
2025-03-20,231.69000244140625
2025-03-21,229.1199951171875
2025-03-24,232.67999267578125
2025-03-25,227.52999877929688
2025-03-26,222.6699981689453
2025-03-27,225.77999877929688
2025-03-28,227.50999450683594
2025-04-01,230.4199981689453
2025-04-02,229.77999877929688
2025-04-03,230.41000366210938
2025-04-04,222.32000732421875
2025-04-07,213.52000427246094
2025-04-08,224.80999755859375
2025-04-09,220.9199981689453
2025-04-11,230.02000427246094
2025-04-15,238.57000732421875
2025-04-16,242.27999877929688
2025-04-17,246.47000122070312
2025-04-21,246.3800048828125
2025-04-22,250.55999755859375
2025-04-23,258.1400146484375
2025-04-24,258.7799987792969
2025-04-25,253.0500030517578
2025-04-28,257.8999938964844
2025-04-29,257.6300048828125
2025-04-30,260.4200134277344
2025-05-02,258.79998779296875
2025-05-05,260.6000061035156
2025-05-06,251.1999969482422
2025-05-07,256.1000061035156
2025-05-08,251.4499969482422
2025-05-09,248.35000610351562
2025-05-12,262.8999938964844
2025-05-13,267.3999938964844
2025-05-14,267.5
2025-05-15,273.70001220703125
2025-05-16,277.0
2025-05-19,277.04998779296875
2025-05-20,271.45001220703125
2025-05-21,274.3500061035156
2025-05-22,274.54998779296875
2025-05-23,281.75
2025-05-26,281.75
2025-05-27,291.3999938964844
2025-05-28,290.3500061035156
2025-05-29,287.8500061035156
2025-05-30,286.6499938964844
2025-06-02,286.45001220703125
2025-06-03,283.8999938964844
2025-06-04,290.3500061035156
2025-06-05,291.5
2025-06-06,294.0
2025-06-09,304.25
2025-06-10,302.79998779296875
2025-06-11,302.6499938964844
2025-06-12,296.0
2025-06-13,294.04998779296875
2025-06-16,294.1499938964844
2025-06-17,289.79998779296875
2025-06-18,288.1499938964844
2025-06-19,284.1000061035156
2025-06-20,294.25
2025-06-23,293.1499938964844
2025-06-24,300.79998779296875
2025-06-25,303.29998779296875
2025-06-26,312.5
2025-06-27,323.45001220703125
2025-06-30,326.75
2025-07-01,329.6000061035156
2025-07-02,326.70001220703125
2025-07-03,325.04998779296875
2025-07-04,324.95001220703125
2025-07-07,328.04998779296875
2025-07-08,328.8500061035156
2025-07-09,329.8500061035156
2025-07-10,331.6499938964844
2025-07-11,325.79998779296875
2025-07-14,319.1000061035156
2025-07-15,321.20001220703125
2025-07-16,319.54998779296875
2025-07-17,318.1499938964844
2025-07-18,316.8500061035156
2025-07-21,317.25
2025-07-22,310.79998779296875
2025-07-23,314.45001220703125
2025-07-24,316.45001220703125
2025-07-25,311.25
2025-07-28,307.3500061035156
2025-07-29,321.1000061035156
2025-07-30,320.29998779296875
2025-07-31,329.25
2025-08-01,329.5
