Date,INTU
2015-08-03,96.97792053222656
2015-08-04,97.4764404296875
2015-08-05,98.57500457763672
2015-08-06,96.16557312011719
2015-08-07,97.33796691894531
2015-08-10,96.92254638671875
2015-08-11,96.58100891113281
2015-08-12,96.67330169677734
2015-08-13,96.83946228027344
2015-08-14,97.5041275024414
2015-08-17,97.44873809814453
2015-08-18,97.5964584350586
2015-08-19,98.10420989990234
2015-08-20,95.02083587646484
2015-08-21,82.41968536376953
2015-08-24,77.77619934082031
2015-08-25,73.7327880859375
2015-08-26,76.88996887207031
2015-08-27,79.94566345214844
2015-08-28,79.58560180664062
2015-08-31,79.16097259521484
2015-09-01,77.63773345947266
2015-09-02,79.23477935791016
2015-09-03,79.42866516113281
2015-09-04,78.58860778808594
2015-09-08,80.99801635742188
2015-09-09,79.98258209228516
2015-09-10,81.5150146484375
2015-09-11,82.4474105834961
2015-09-14,81.99504852294922
2015-09-15,82.15199279785156
2015-09-16,82.5951156616211
2015-09-17,79.1794204711914
2015-09-18,78.92093658447266
2015-09-21,80.13949584960938
2015-09-22,80.17644500732422
2015-09-23,80.85957336425781
2015-09-24,81.10881805419922
2015-09-25,81.12728118896484
2015-09-28,79.59484100341797
2015-09-29,80.15797424316406
2015-09-30,81.9304428100586
2015-10-01,82.03196716308594
2015-10-02,82.62281799316406
2015-10-05,84.29371643066406
2015-10-06,83.83213806152344
2015-10-07,84.24893951416016
2015-10-08,85.48082733154297
2015-10-09,85.86056518554688
2015-10-12,86.33293914794922
2015-10-13,84.61941528320312
2015-10-14,83.73950958251953
2015-10-15,85.61051177978516
2015-10-16,86.71269226074219
2015-10-19,87.13873291015625
2015-10-20,87.34251403808594
2015-10-21,86.94425201416016
2015-10-22,89.71365356445312
2015-10-23,90.71392822265625
2015-10-26,90.50091552734375
2015-10-27,90.79732513427734
2015-10-28,90.76026153564453
2015-10-29,90.53794860839844
2015-10-30,90.24160766601562
2015-11-02,90.31568145751953
2015-11-03,90.50091552734375
2015-11-04,91.55683135986328
2015-11-05,90.5657730102539
2015-11-06,91.02886199951172
2015-11-09,90.31568145751953
2015-11-10,91.58460235595703
2015-11-11,92.05696105957031
2015-11-12,90.8158187866211
2015-11-13,89.4079818725586
2015-11-16,89.75066375732422
2015-11-17,89.31536102294922
2015-11-18,89.4913558959961
2015-11-19,90.23231506347656
2015-11-20,95.58586883544922
2015-11-23,93.57598876953125
2015-11-24,92.39968872070312
2015-11-25,92.48302459716797
2015-11-27,92.78868865966797
2015-11-30,92.80720520019531
2015-12-01,94.2799072265625
2015-12-02,92.15882873535156
2015-12-03,89.26905059814453
2015-12-04,91.3530502319336
2015-12-07,91.53828430175781
2015-12-08,91.06591033935547
2015-12-09,90.51018524169922
2015-12-10,89.83403778076172
2015-12-11,89.02822875976562
2015-12-14,89.19493865966797
2015-12-15,90.75101470947266
2015-12-16,91.74203491210938
2015-12-17,90.6491470336914
2015-12-18,88.51880645751953
2015-12-21,88.62068939208984
2015-12-22,90.03779602050781
2015-12-23,90.76952362060547
2015-12-24,90.38978576660156
2015-12-28,90.97330474853516
2015-12-29,92.01067352294922
2015-12-30,91.02886199951172
2015-12-31,89.38020324707031
2016-01-04,87.41661071777344
2016-01-05,88.87075805664062
2016-01-06,89.1856918334961
2016-01-07,87.74557495117188
2016-01-08,86.53771209716797
2016-01-11,87.33673095703125
2016-01-12,88.1264877319336
2016-01-13,85.19978332519531
2016-01-14,87.63408660888672
2016-01-15,85.00466918945312
2016-01-19,84.43791198730469
2016-01-20,85.46923828125
2016-01-21,85.43207550048828
2016-01-22,86.97438049316406
2016-01-25,85.2276611328125
2016-01-26,86.07316589355469
2016-01-27,84.33570861816406
2016-01-28,85.50640869140625
2016-01-29,88.73973083496094
2016-02-01,89.53873443603516
2016-02-02,87.47615051269531
2016-02-03,89.0927734375
2016-02-04,89.891845703125
2016-02-05,85.28340148925781
2016-02-08,84.47508239746094
2016-02-09,83.74107360839844
2016-02-10,83.86186981201172
2016-02-11,84.93034362792969
2016-02-12,87.85704803466797
2016-02-16,88.60037994384766
2016-02-17,91.38771057128906
2016-02-18,89.6316909790039
2016-02-19,90.30064392089844
2016-02-22,91.28548431396484
2016-02-23,90.45858764648438
2016-02-24,91.82437896728516
2016-02-25,92.97649383544922
2016-02-26,88.96271514892578
2016-02-29,89.78961944580078
2016-03-01,91.85226440429688
2016-03-02,91.63856506347656
2016-03-03,90.78376007080078
2016-03-04,92.14956665039062
2016-03-07,92.33539581298828
2016-03-08,92.233154296875
2016-03-09,92.41902923583984
2016-03-10,91.07179260253906
2016-03-11,92.87428283691406
2016-03-14,92.38186645507812
2016-03-15,92.28893280029297
2016-03-16,93.18087768554688
2016-03-17,93.68260955810547
2016-03-18,94.7789535522461
2016-03-21,94.7789535522461
2016-03-22,94.9090347290039
2016-03-23,94.49095153808594
2016-03-24,94.66747283935547
2016-03-28,94.81611633300781
2016-03-29,95.29926300048828
2016-03-30,95.86602020263672
2016-03-31,96.63719177246094
2016-04-01,97.26898956298828
2016-04-04,97.51984405517578
2016-04-05,96.53500366210938
2016-04-06,97.67778015136719
2016-04-07,96.13105010986328
2016-04-08,96.32673645019531
2016-04-11,95.61858367919922
2016-04-12,95.70244598388672
2016-04-13,96.2614974975586
2016-04-14,95.90744018554688
2016-04-15,95.81428527832031
2016-04-18,96.7087631225586
2016-04-19,96.82987976074219
2016-04-20,96.66216278076172
2016-04-21,95.32044219970703
2016-04-22,95.34834289550781
2016-04-25,95.37632751464844
2016-04-26,96.82987976074219
2016-04-27,96.4478530883789
2016-04-28,94.45384979248047
2016-04-29,94.00663757324219
2016-05-02,95.23656463623047
2016-05-03,94.4818115234375
2016-05-04,93.07483673095703
2016-05-05,93.55003356933594
2016-05-06,94.14637756347656
2016-05-09,94.73339080810547
2016-05-10,95.78630065917969
2016-05-11,95.33903503417969
2016-05-12,95.23656463623047
2016-05-13,95.06880950927734
2016-05-16,96.65283966064453
2016-05-17,95.18065643310547
2016-05-18,95.69312286376953
2016-05-19,94.50045013427734
2016-05-20,96.00061798095703
2016-05-23,97.48212432861328
2016-05-24,99.98860168457031
2016-05-25,97.85485076904297
2016-05-26,99.54135131835938
2016-05-27,100.52903747558594
2016-05-31,99.38294982910156
2016-06-01,99.8861083984375
2016-06-02,100.74335479736328
2016-06-03,100.11907196044922
2016-06-06,100.75263214111328
2016-06-07,101.05081176757812
2016-06-08,100.10041809082031
2016-06-09,100.18427276611328
2016-06-10,99.17797088623047
2016-06-13,98.4511947631836
2016-06-14,98.97295379638672
2016-06-15,99.02886962890625
2016-06-16,99.22456359863281
2016-06-17,98.1716537475586
2016-06-20,100.02587890625
2016-06-21,100.53834533691406
2016-06-22,99.18724822998047
2016-06-23,101.51671600341797
2016-06-24,98.14368438720703
2016-06-27,97.0721664428711
2016-06-28,98.75865173339844
2016-06-29,101.8335189819336
2016-06-30,103.9952163696289
2016-07-01,104.27477264404297
2016-07-05,105.0481185913086
2016-07-06,105.55127716064453
2016-07-07,106.45511627197266
2016-07-08,107.88446807861328
2016-07-11,108.02462005615234
2016-07-12,108.68790435791016
2016-07-13,108.29551696777344
2016-07-14,108.73462677001953
2016-07-15,107.41734313964844
2016-07-18,107.66960144042969
2016-07-19,107.23052215576172
2016-07-20,107.23986053466797
2016-07-21,105.74507904052734
2016-07-22,106.55786895751953
2016-07-25,106.45508575439453
2016-07-26,106.1468276977539
2016-07-27,105.13784790039062
2016-07-28,104.67074584960938
2016-07-29,103.68978881835938
2016-08-01,103.47493743896484
2016-08-02,102.03620910644531
2016-08-03,102.6060791015625
2016-08-04,102.67150115966797
2016-08-05,104.15692138671875
2016-08-08,104.65206146240234
2016-08-09,104.75481414794922
2016-08-10,105.43680572509766
2016-08-11,105.70771026611328
2016-08-12,104.71742248535156
2016-08-15,105.86653900146484
2016-08-16,105.07247161865234
2016-08-17,105.32469177246094
2016-08-18,105.13784790039062
2016-08-19,105.3807601928711
2016-08-22,105.13784790039062
2016-08-23,106.35234832763672
2016-08-24,102.6247787475586
2016-08-25,102.7649154663086
2016-08-26,103.0638427734375
2016-08-29,103.47493743896484
2016-08-30,103.83927154541016
2016-08-31,104.11955261230469
2016-09-01,104.9510269165039
2016-09-02,104.69876098632812
2016-09-06,104.04481506347656
2016-09-07,104.60531616210938
2016-09-08,103.66177368164062
2016-09-09,102.06423950195312
2016-09-12,102.33515930175781
2016-09-13,99.68194580078125
2016-09-14,100.99923706054688
2016-09-15,102.54068756103516
