Date,BAJFINANCE.NS
2015-08-21,51.800193786621094
2015-08-24,47.210289001464844
2015-08-25,47.644039154052734
2015-08-26,48.1451416015625
2015-08-27,49.431339263916016
2015-08-28,48.971431732177734
2015-08-31,48.668060302734375
2015-09-01,47.833038330078125
2015-09-02,48.67532730102539
2015-09-03,50.422393798828125
2015-09-04,49.1953239440918
2015-09-07,48.84105682373047
2015-09-08,48.57500457763672
2015-09-09,48.946712493896484
2015-09-10,48.99275207519531
2015-09-11,48.81973648071289
2015-09-14,49.90530014038086
2015-09-15,50.74031066894531
2015-09-16,50.40203857421875
2015-09-18,48.12914276123047
2015-09-21,47.84128189086914
2015-09-22,46.73148727416992
2015-09-23,46.95926284790039
2015-09-24,47.18412399291992
2015-09-28,46.74457550048828
2015-09-29,49.5379524230957
2015-09-30,49.73471450805664
2015-10-01,49.505001068115234
2015-10-05,50.4742546081543
2015-10-06,50.06570816040039
2015-10-07,49.62664794921875
2015-10-08,48.86432647705078
2015-10-09,48.42719268798828
2015-10-12,48.107826232910156
2015-10-13,48.23624801635742
2015-10-14,47.88005065917969
2015-10-15,48.310882568359375
2015-10-16,48.44318389892578
2015-10-19,48.6123161315918
2015-10-20,51.47549057006836
2015-10-21,51.93297576904297
2015-10-23,51.10911178588867
2015-10-26,51.446895599365234
2015-10-27,51.571929931640625
2015-10-28,50.48103332519531
2015-10-29,50.03372573852539
2015-10-30,50.617706298828125
2015-11-02,50.625938415527344
2015-11-03,50.91865539550781
2015-11-04,51.805999755859375
2015-11-05,51.61894226074219
2015-11-06,51.34463882446289
2015-11-09,51.81763458251953
2015-11-10,51.77934265136719
2015-11-13,51.473548889160156
2015-11-16,51.09990692138672
2015-11-17,50.69573211669922
2015-11-18,51.13575744628906
2015-11-19,52.50434494018555
2015-11-20,52.80724334716797
2015-11-23,53.277809143066406
2015-11-24,53.7430534362793
2015-11-26,53.79829788208008
2015-11-27,54.07793045043945
2015-11-30,53.706214904785156
2015-12-01,54.31490707397461
2015-12-02,54.01298904418945
2015-12-03,53.75613784790039
2015-12-04,52.79609298706055
2015-12-07,53.0829963684082
2015-12-08,53.66938781738281
2015-12-09,53.35195541381836
2015-12-10,53.674713134765625
2015-12-11,53.54726028442383
2015-12-14,52.70740509033203
2015-12-15,54.335269927978516
2015-12-16,54.3580436706543
2015-12-17,55.6040153503418
2015-12-18,56.35033416748047
2015-12-21,56.893123626708984
2015-12-22,57.141727447509766
2015-12-23,57.29730224609375
2015-12-24,57.194557189941406
2015-12-28,57.247379302978516
2015-12-29,58.02326202392578
2015-12-30,57.90502166748047
2015-12-31,58.251522064208984
2016-01-01,59.084110260009766
2016-01-04,58.66345977783203
2016-01-05,58.13425064086914
2016-01-06,59.19459915161133
2016-01-07,59.185401916503906
2016-01-08,61.203372955322266
2016-01-11,61.12294006347656
2016-01-12,60.17887496948242
2016-01-13,58.90964889526367
2016-01-14,58.890743255615234
2016-01-15,57.915672302246094
2016-01-18,53.339847564697266
2016-01-19,54.71327590942383
2016-01-20,54.659969329833984
2016-01-21,55.65489959716797
2016-01-22,56.4167366027832
2016-01-25,56.762271881103516
2016-01-27,57.54397201538086
2016-01-28,55.98444747924805
2016-01-29,57.46110153198242
2016-02-01,58.18561553955078
2016-02-02,56.32707977294922
2016-02-03,61.8358154296875
2016-02-04,61.488338470458984
2016-02-05,64.9238510131836
2016-02-08,64.55360412597656
2016-02-09,63.81599426269531
2016-02-10,62.79391860961914
2016-02-11,59.89198684692383
2016-02-12,58.12357711791992
2016-02-15,60.19002151489258
2016-02-16,58.26558303833008
2016-02-17,59.23047637939453
2016-02-18,59.744171142578125
2016-02-19,58.62129592895508
2016-02-22,58.178836822509766
2016-02-23,57.13591384887695
2016-02-24,56.354217529296875
2016-02-25,55.760066986083984
2016-02-26,56.298484802246094
2016-02-29,57.49647521972656
2016-03-01,60.17936706542969
2016-03-02,61.750038146972656
2016-03-03,60.168216705322266
2016-03-04,61.3977165222168
2016-03-08,60.99547576904297
2016-03-09,62.26277160644531
2016-03-10,62.07958221435547
2016-03-11,62.03596496582031
2016-03-14,63.163692474365234
2016-03-15,62.75079345703125
2016-03-16,63.005435943603516
2016-03-17,63.9696159362793
2016-03-18,64.4638442993164
2016-03-21,64.67379760742188
2016-03-22,64.22232055664062
2016-03-23,66.81404876708984
2016-03-28,65.12284088134766
2016-03-29,64.70052337646484
2016-03-30,65.97380065917969
2016-03-31,67.2995376586914
2016-04-01,66.84610748291016
2016-04-04,66.77030181884766
2016-04-05,66.3217544555664
2016-04-06,67.52696990966797
2016-04-07,67.86763763427734
2016-04-08,69.33432006835938
2016-04-11,69.9145736694336
2016-04-12,71.29768371582031
2016-04-13,72.22005462646484
2016-04-18,71.08772277832031
2016-04-20,70.11091613769531
2016-04-21,67.9055404663086
2016-04-22,67.75634765625
2016-04-25,66.61624908447266
2016-04-26,68.07904052734375
2016-04-27,67.50848388671875
2016-04-28,67.71697998046875
2016-04-29,66.37569427490234
2016-05-02,68.55918884277344
2016-05-03,67.89582824707031
2016-05-04,67.59160614013672
2016-05-05,69.54814147949219
2016-05-06,70.60708618164062
2016-05-09,71.71705627441406
2016-05-10,72.04412841796875
2016-05-11,72.72984313964844
2016-05-12,74.55030822753906
2016-05-13,74.12263488769531
2016-05-16,75.531494140625
2016-05-17,75.40805053710938
2016-05-18,75.25399780273438
2016-05-19,75.21171569824219
2016-05-20,75.52566528320312
2016-05-23,74.39042663574219
2016-05-24,74.11680603027344
2016-05-25,71.3146743774414
2016-05-26,72.49169921875
2016-05-27,74.5284423828125
2016-05-30,74.29080200195312
2016-05-31,73.75962829589844
2016-06-01,74.28060150146484
2016-06-02,77.41173553466797
2016-06-03,76.77997589111328
2016-06-06,75.56065368652344
2016-06-07,74.71649932861328
2016-06-08,75.30648040771484
2016-06-09,75.02461242675781
2016-06-10,73.82620239257812
2016-06-13,72.90234375
2016-06-14,72.81779479980469
2016-06-15,74.36612701416016
2016-06-16,73.83204650878906
2016-06-17,73.18956756591797
2016-06-20,73.28385162353516
2016-06-21,73.92728424072266
2016-06-22,73.8592529296875
2016-06-23,74.810302734375
2016-06-24,73.75281524658203
2016-06-27,74.79766845703125
2016-06-28,74.80787658691406
2016-06-29,74.7024154663086
2016-06-30,77.7242202758789
2016-07-01,79.38140106201172
2016-07-04,79.74249267578125
2016-07-05,79.40861511230469
2016-07-07,78.68596649169922
2016-07-08,79.77601623535156
2016-07-11,83.27213287353516
2016-07-12,83.8519058227539
2016-07-13,83.34794616699219
2016-07-14,84.33869171142578
2016-07-15,84.62955474853516
2016-07-18,85.60861206054688
2016-07-19,84.07506561279297
2016-07-20,84.04637145996094
2016-07-21,84.70541381835938
2016-07-22,85.9695053100586
2016-07-25,87.38825988769531
2016-07-26,95.79959106445312
2016-07-27,95.26556396484375
2016-07-28,100.35643005371094
2016-07-29,100.89971160888672
2016-08-01,109.20307922363281
2016-08-02,106.45848083496094
2016-08-03,97.3292465209961
2016-08-04,96.98003387451172
2016-08-05,98.19596099853516
2016-08-08,97.60890197753906
2016-08-09,99.02377319335938
2016-08-10,97.25824737548828
2016-08-11,97.34579467773438
2016-08-12,98.77669525146484
2016-08-16,99.25528717041016
2016-08-17,99.30587768554688
2016-08-18,98.58360290527344
2016-08-19,99.05587768554688
2016-08-22,98.8909912109375
2016-08-23,97.67019653320312
2016-08-24,97.7961654663086
2016-08-25,100.09233856201172
2016-08-26,101.95270538330078
2016-08-29,104.50812530517578
2016-08-30,104.8369140625
2016-08-31,107.11022186279297
2016-09-01,108.5669174194336
2016-09-02,108.36215209960938
2016-09-06,109.58829498291016
2016-09-07,110.82806396484375
2016-09-08,113.11111450195312
2016-09-09,112.2113037109375
2016-09-12,106.45751953125
2016-09-14,107.10440063476562
2016-09-15,106.90497589111328
2016-09-16,105.82035827636719
2016-09-19,104.65792083740234
2016-09-20,104.57524108886719
2016-09-21,104.10832977294922
2016-09-22,109.7210693359375
2016-09-23,109.58002471923828
2016-09-26,109.2201156616211
2016-09-27,106.8660659790039
2016-09-28,107.59561920166016
2016-09-29,100.8885269165039
2016-09-30,102.71243286132812
2016-10-03,105.70850372314453
2016-10-04,105.42153930664062
2016-10-05,104.49742889404297
2016-10-06,104.78925323486328
2016-10-07,105.2999496459961
2016-10-10,104.4682388305664
2016-10-13,102.52273559570312
2016-10-14,103.23771667480469
2016-10-17,104.94488525390625
2016-10-18,108.68995666503906
2016-10-19,108.83588409423828
2016-10-20,109.08393096923828
2016-10-21,110.33877563476562
2016-10-24,109.81835174560547
2016-10-25,111.05860137939453
2016-10-26,111.7103500366211
2016-10-27,107.46916198730469
2016-10-28,104.33206176757812
2016-11-01,103.18907165527344
2016-11-02,99.20568084716797
2016-11-03,100.27568817138672
2016-11-04,96.60844421386719
2016-11-07,96.34092712402344
2016-11-08,95.68920135498047
2016-11-09,90.38286590576172
2016-11-10,90.3877182006836
2016-11-11,83.47147369384766
2016-11-15,79.28379821777344
2016-11-16,87.5278549194336
2016-11-17,84.74091339111328
2016-11-18,85.4461669921875
2016-11-21,80.95206451416016
2016-11-22,83.46175384521484
2016-11-23,82.70787811279297
2016-11-24,79.83340454101562
