Date,EBAY
2015-08-03,25.38091468811035
2015-08-04,25.452585220336914
2015-08-05,25.58696746826172
2015-08-06,25.228612899780273
2015-08-07,25.57801055908203
2015-08-10,25.676563262939453
2015-08-11,25.210693359375
2015-08-12,25.094228744506836
2015-08-13,25.076311111450195
2015-08-14,25.318204879760742
2015-08-17,25.345073699951172
2015-08-18,24.879215240478516
2015-08-19,24.574602127075195
2015-08-20,23.759334564208984
2015-08-21,23.08740997314453
2015-08-24,22.33485221862793
2015-08-25,22.603618621826172
2015-08-26,23.445768356323242
2015-08-27,24.278953552246094
2015-08-28,24.413341522216797
2015-08-31,24.287914276123047
2015-09-01,23.723495483398438
2015-09-02,24.07289695739746
2015-09-03,24.225200653076172
2015-09-04,23.723495483398438
2015-09-08,23.615991592407227
2015-09-09,23.472646713256836
2015-09-10,23.42784881591797
2015-09-11,23.580150604248047
2015-09-14,23.06948471069336
2015-09-15,23.275543212890625
2015-09-16,23.956430435180664
2015-09-17,23.535358428955078
2015-09-18,23.311382293701172
2015-09-21,23.22178840637207
2015-09-22,22.944059371948242
2015-09-23,22.926143646240234
2015-09-24,22.944059371948242
2015-09-25,22.693206787109375
2015-09-28,21.62708282470703
2015-09-29,21.573331832885742
2015-09-30,21.895854949951172
2015-10-01,22.31692886352539
2015-10-02,22.87238883972168
2015-10-05,23.060529708862305
2015-10-06,23.006776809692383
2015-10-07,23.006776809692383
2015-10-08,21.636043548583984
2015-10-09,21.77042579650879
2015-10-12,22.003360748291016
2015-10-13,22.057113647460938
2015-10-14,21.501657485961914
2015-10-15,21.958568572998047
2015-10-16,21.994403839111328
2015-10-19,22.003360748291016
2015-10-20,21.877939224243164
2015-10-21,21.689794540405273
2015-10-22,24.708988189697266
2015-10-23,25.228612899780273
2015-10-26,25.237571716308594
2015-10-27,25.4167537689209
2015-10-28,25.309242248535156
2015-10-29,25.24652862548828
2015-10-30,24.99567413330078
2015-11-02,25.533218383789062
2015-11-03,25.89158058166504
2015-11-04,26.24993896484375
2015-11-05,26.24993896484375
2015-11-06,26.339527130126953
2015-11-09,26.142433166503906
2015-11-10,26.10659408569336
2015-11-11,25.936370849609375
2015-11-12,25.58696746826172
2015-11-13,25.255489349365234
2015-11-16,25.51529312133789
2015-11-17,25.488422393798828
2015-11-18,25.75719451904297
2015-11-19,25.775110244750977
2015-11-20,26.03492546081543
2015-11-23,25.83782386779785
2015-11-24,25.981170654296875
2015-11-25,25.981170654296875
2015-11-27,26.070758819580078
2015-11-30,26.509748458862305
2015-12-01,26.02596092224121
2015-12-02,25.954294204711914
2015-12-03,25.613847732543945
2015-12-04,26.294736862182617
2015-12-07,26.02596092224121
2015-12-08,25.79302978515625
2015-12-09,25.389873504638672
2015-12-10,25.595928192138672
2015-12-11,25.05838394165039
2015-12-14,25.121105194091797
2015-12-15,25.362998962402344
2015-12-16,25.595928192138672
2015-12-17,25.130062103271484
2015-12-18,24.601484298706055
2015-12-21,24.71794319152832
2015-12-22,24.986719131469727
2015-12-23,24.88816261291504
2015-12-24,24.780654907226562
2015-12-28,24.762741088867188
2015-12-29,25.004640579223633
2015-12-30,24.86128807067871
2015-12-31,24.61939811706543
2016-01-04,23.678699493408203
2016-01-05,23.400968551635742
2016-01-06,23.66077995300293
2016-01-07,23.01573371887207
2016-01-08,23.06948471069336
2016-01-11,23.3830509185791
2016-01-12,23.481603622436523
2016-01-13,22.76487922668457
2016-01-14,23.168039321899414
2016-01-15,22.630491256713867
2016-01-19,23.08740997314453
2016-01-20,23.132198333740234
2016-01-21,23.37409210205078
2016-01-22,23.678699493408203
2016-01-25,23.418888092041016
2016-01-26,23.87579917907715
2016-01-27,23.669742584228516
2016-01-28,20.722219467163086
2016-01-29,21.017873764038086
2016-02-01,21.447900772094727
2016-02-02,20.86556625366211
2016-02-03,21.0537109375
2016-02-04,21.04474639892578
2016-02-05,20.784934997558594
2016-02-08,20.1398868560791
2016-02-09,19.71881103515625
2016-02-10,19.996540069580078
2016-02-11,19.781524658203125
2016-02-12,20.148845672607422
2016-02-16,20.56096076965332
2016-02-17,20.80284881591797
2016-02-18,21.08057975769043
2016-02-19,21.331432342529297
2016-02-22,21.716676712036133
2016-02-23,21.16121482849121
2016-02-24,21.465824127197266
2016-02-25,21.662919998168945
2016-02-26,21.662919998168945
2016-02-29,21.322479248046875
2016-03-01,21.72563934326172
2016-03-02,21.250802993774414
2016-03-03,21.447900772094727
2016-03-04,21.868976593017578
2016-03-07,21.73459243774414
2016-03-08,21.564369201660156
2016-03-09,21.456863403320312
2016-03-10,21.223926544189453
2016-03-11,21.519575119018555
2016-03-14,21.752506256103516
2016-03-15,21.125377655029297
2016-03-16,21.214963912963867
2016-03-17,21.28664207458496
2016-03-18,21.29560089111328
2016-03-21,21.806262969970703
2016-03-22,21.618122100830078
2016-03-23,21.65396499633789
2016-03-24,21.797304153442383
2016-03-28,21.609169006347656
2016-03-29,21.591251373291016
2016-03-30,21.53749656677246
2016-03-31,21.376232147216797
2016-04-01,21.394153594970703
2016-04-04,21.528535842895508
2016-04-05,21.851058959960938
2016-04-06,22.782794952392578
2016-04-07,21.591251373291016
2016-04-08,21.564369201660156
2016-04-11,21.55541229248047
2016-04-12,21.877939224243164
2016-04-13,22.46923065185547
2016-04-14,22.5856990814209
2016-04-15,22.59465789794922
2016-04-18,22.67528533935547
2016-04-19,21.77042579650879
2016-04-20,22.09295654296875
2016-04-21,22.119829177856445
2016-04-22,21.860021591186523
2016-04-25,21.698755264282227
2016-04-26,21.940650939941406
2016-04-27,22.63945198059082
2016-04-28,22.057113647460938
2016-04-29,21.88689422607422
2016-05-02,21.73459243774414
2016-05-03,21.483745574951172
2016-05-04,21.322479248046875
2016-05-05,21.331432342529297
2016-05-06,21.340396881103516
2016-05-09,21.519575119018555
2016-05-10,21.64500617980957
2016-05-11,21.26872444152832
2016-05-12,21.125377655029297
2016-05-13,21.304553985595703
2016-05-16,21.322479248046875
2016-05-17,20.84764862060547
2016-05-18,21.223926544189453
2016-05-19,20.982036590576172
2016-05-20,21.188093185424805
2016-05-23,21.017873764038086
2016-05-24,21.54644775390625
2016-05-25,21.53749656677246
2016-05-26,21.609169006347656
2016-05-27,21.824180603027344
2016-05-31,21.913766860961914
2016-06-01,21.564369201660156
2016-06-02,21.72563934326172
2016-06-03,21.483745574951172
2016-06-06,21.49269676208496
2016-06-07,21.752506256103516
2016-06-08,21.707717895507812
2016-06-09,21.797304153442383
2016-06-10,21.564369201660156
2016-06-13,21.40311050415039
2016-06-14,21.394153594970703
2016-06-15,21.465824127197266
2016-06-16,21.36726951599121
2016-06-17,21.313520431518555
2016-06-20,22.012319564819336
2016-06-21,22.128787994384766
2016-06-22,21.806262969970703
2016-06-23,22.2631778717041
2016-06-24,20.722219467163086
2016-06-27,20.35490608215332
2016-06-28,20.5967960357666
2016-06-29,20.883487701416016
2016-06-30,20.97307586669922
2016-07-01,21.304553985595703
2016-07-05,21.28664207458496
2016-07-06,21.349353790283203
2016-07-07,21.43894386291504
2016-07-08,22.04815673828125
2016-07-11,22.272130966186523
2016-07-12,22.514026641845703
2016-07-13,22.50507354736328
2016-07-14,23.365135192871094
2016-07-15,23.598068237304688
2016-07-18,23.732454299926758
2016-07-19,23.741411209106445
2016-07-20,24.180408477783203
2016-07-21,26.814361572265625
2016-07-22,27.31606674194336
2016-07-25,27.486286163330078
2016-07-26,28.131332397460938
2016-07-27,28.050704956054688
2016-07-28,27.92527961730957
2016-07-29,27.91631507873535
2016-08-01,27.9969482421875
2016-08-02,27.5848331451416
2016-08-03,27.72817611694336
2016-08-04,27.82672691345215
2016-08-05,28.122371673583984
2016-08-08,27.90735626220703
2016-08-09,27.87152099609375
2016-08-10,27.880481719970703
2016-08-11,27.952157974243164
2016-08-12,27.67442512512207
2016-08-15,27.81777000427246
2016-08-16,27.62067222595215
2016-08-17,27.42357063293457
2016-08-18,27.34294319152832
2016-08-19,27.441492080688477
2016-08-22,27.43253517150879
2016-08-23,27.47732162475586
2016-08-24,27.9969482421875
2016-08-25,28.07758140563965
2016-08-26,28.050704956054688
2016-08-29,28.131332397460938
2016-08-30,28.46281623840332
2016-08-31,28.812223434448242
2016-09-01,28.785343170166016
2016-09-02,28.919727325439453
2016-09-06,29.036197662353516
2016-09-07,29.125782012939453
2016-09-08,29.296003341674805
2016-09-09,28.570323944091797
2016-09-12,29.107872009277344
2016-09-13,28.588245391845703
2016-09-14,28.489696502685547
2016-09-15,28.65096092224121
2016-09-16,28.46281623840332
2016-09-19,28.28363800048828
2016-09-20,28.095495223999023
2016-09-21,28.641996383666992
2016-09-22,28.919727325439453
2016-09-23,28.73158836364746
2016-09-26,28.37322998046875
2016-09-27,28.615123748779297
2016-09-28,28.534488677978516
2016-09-29,28.93764877319336
2016-09-30,29.475191116333008
2016-10-03,29.1616153717041
2016-10-04,29.170581817626953
2016-10-05,28.803264617919922
2016-10-06,28.785343170166016
2016-10-07,28.328433990478516
2016-10-10,28.62408447265625
2016-10-11,28.185089111328125
2016-10-12,28.220924377441406
2016-10-13,28.229887008666992
2016-10-14,28.570323944091797
2016-10-17,28.4986515045166
2016-10-18,28.34635353088379
2016-10-19,29.13474464416504
2016-10-20,25.999088287353516
2016-10-21,26.03492546081543
2016-10-24,26.178268432617188
2016-10-25,26.02596092224121
2016-10-26,25.81990623474121
2016-10-27,25.81094741821289
2016-10-28,25.6228084564209
2016-10-31,25.542179107666016
2016-11-01,25.42571258544922
2016-11-02,25.318204879760742
2016-11-03,25.139020919799805
2016-11-04,25.040477752685547
2016-11-07,25.300281524658203
2016-11-08,25.112144470214844
2016-11-09,25.345073699951172
2016-11-10,25.228612899780273
2016-11-11,25.658641815185547
2016-11-14,24.986719131469727
2016-11-15,25.524255752563477
2016-11-16,25.38091468811035
2016-11-17,25.864702224731445
2016-11-18,25.70343780517578
2016-11-21,25.981170654296875
2016-11-22,26.03492546081543
2016-11-23,25.89158058166504
2016-11-25,25.936370849609375
2016-11-28,25.595928192138672
2016-11-29,25.542179107666016
2016-11-30,24.9150447845459
2016-12-01,24.538768768310547
2016-12-02,25.4615478515625
2016-12-05,25.39883041381836
2016-12-06,25.273406982421875
2016-12-07,25.90053939819336
2016-12-08,26.35744857788086
2016-12-09,26.85019302368164
2016-12-12,27.06521224975586
2016-12-13,26.715805053710938
2016-12-14,26.715805053710938
2016-12-15,26.635175704956055
2016-12-16,26.52766990661621
2016-12-19,26.321609497070312
2016-12-20,26.214101791381836
2016-12-21,26.303691864013672
2016-12-22,26.464954376220703
