Date,ABEV3.SA
2015-08-24,12.350497245788574
2015-08-25,12.507611274719238
2015-08-26,12.883317947387695
2015-08-27,13.019938468933105
2015-08-28,13.14289665222168
2015-08-31,13.04043197631836
2015-09-01,12.780854225158691
2015-09-02,13.07458782196045
2015-09-03,13.409306526184082
2015-09-04,13.559590339660645
2015-09-08,13.395646095275879
2015-09-09,13.223554611206055
2015-09-10,13.196020126342773
2015-09-11,12.982624053955078
2015-09-14,12.982624053955078
2015-09-15,13.120298385620117
2015-09-16,13.388765335083008
2015-09-17,13.41629695892334
2015-09-18,13.40252685546875
2015-09-21,13.306159973144531
2015-09-22,13.35434341430664
2015-09-23,13.196020126342773
2015-09-24,13.161601066589355
2015-09-25,13.285508155822754
2015-09-28,13.271740913391113
2015-09-29,13.326809883117676
2015-09-30,13.368114471435547
2015-10-01,13.5608549118042
2015-10-02,13.80866813659668
2015-10-05,14.008294105529785
2015-10-06,13.691640853881836
2015-10-07,13.767363548278809
2015-10-08,13.547086715698242
2015-10-09,13.622807502746582
2015-10-13,12.872486114501953
2015-10-14,12.665974617004395
2015-10-15,13.154719352722168
2015-10-16,13.27862548828125
2015-10-19,13.40252685546875
2015-10-20,13.478250503540039
2015-10-21,13.5608549118042
2015-10-22,13.533321380615234
2015-10-23,13.609037399291992
2015-10-26,13.547086715698242
2015-10-27,13.636571884155273
2015-10-28,13.519554138183594
2015-10-29,13.078998565673828
2015-10-30,13.140948295593262
2015-11-03,13.492016792297363
2015-11-04,13.492016792297363
2015-11-05,13.39564323425293
2015-11-06,13.05834674835205
2015-11-09,12.872486114501953
2015-11-10,12.838068008422852
2015-11-11,13.120298385620117
2015-11-12,13.003275871276855
2015-11-13,13.147831916809082
2015-11-16,13.11341667175293
2015-11-17,13.161601066589355
2015-11-18,13.196020126342773
2015-11-19,13.319926261901855
2015-11-23,13.120298385620117
2015-11-24,13.037694931030273
2015-11-25,12.80364990234375
2015-11-26,12.94820499420166
2015-11-27,12.782998085021973
2015-11-30,12.831183433532715
2015-12-01,12.89313793182373
2015-12-02,12.693511962890625
2015-12-03,12.906901359558105
2015-12-04,12.762343406677246
2015-12-07,12.80364990234375
2015-12-08,12.4869966506958
2015-12-09,12.721044540405273
2015-12-10,12.597138404846191
2015-12-11,12.583372116088867
2015-12-14,12.425045013427734
2015-12-15,12.287375450134277
2015-12-16,12.4869966506958
2015-12-17,12.493882179260254
2015-12-18,12.252952575683594
2015-12-21,12.390628814697266
2015-12-22,12.460043907165527
2015-12-23,12.633581161499023
2015-12-28,12.59192943572998
2015-12-29,12.633581161499023
2015-12-30,12.390630722045898
2016-01-04,11.946368217468262
2016-01-05,12.133792877197266
2016-01-06,12.015786170959473
2016-01-07,11.696476936340332
2016-01-08,11.849186897277832
2016-01-11,11.66176700592041
2016-01-12,11.786712646484375
2016-01-13,11.68259048461914
2016-01-14,11.696476936340332
2016-01-15,11.515996932983398
2016-01-18,11.273042678833008
2016-01-19,11.627058982849121
2016-01-20,11.481287956237793
2016-01-21,11.328575134277344
2016-01-22,11.696476936340332
2016-01-26,11.689534187316895
2016-01-27,12.369805335998535
2016-01-28,12.4183931350708
2016-01-29,12.95289134979248
2016-02-01,12.862018585205078
2016-02-02,12.568431854248047
2016-02-03,12.65230941772461
2016-02-04,12.834060668945312
2016-02-05,12.680270195007324
2016-02-10,12.5404691696167
2016-02-11,12.477559089660645
2016-02-12,12.52648639678955
2016-02-15,12.52648639678955
2016-02-16,12.561440467834473
2016-02-17,12.764153480529785
2016-02-18,12.862018585205078
2016-02-19,12.8060941696167
2016-02-22,12.994834899902344
2016-02-23,12.764153480529785
2016-02-24,12.708234786987305
2016-02-25,12.379693031311035
2016-02-26,12.323771476745605
2016-02-29,12.33076286315918
2016-03-01,12.757164001464844
2016-03-02,12.680270195007324
2016-03-03,12.889981269836426
2016-03-04,13.358328819274902
2016-03-07,13.400267601013184
2016-03-08,13.316386222839355
2016-03-09,13.03677749633789
2016-03-10,13.02279281616211
2016-03-11,12.73619556427002
2016-03-14,12.610372543334961
2016-03-15,12.792119026184082
2016-03-16,12.785127639770508
2016-03-17,13.092697143554688
2016-03-18,12.875996589660645
2016-03-21,13.092697143554688
2016-03-22,13.099687576293945
2016-03-23,13.2814302444458
2016-03-24,13.2814302444458
2016-03-28,13.491140365600586
2016-03-29,13.519102096557617
2016-03-30,13.386283874511719
2016-03-31,13.141627311706543
2016-04-01,13.162598609924316
2016-04-04,12.938911437988281
2016-04-05,13.078712463378906
2016-04-06,13.02279281616211
2016-04-07,12.966870307922363
2016-04-08,12.980853080749512
2016-04-11,12.72221565246582
2016-04-12,12.862018585205078
2016-04-13,12.792119026184082
2016-04-14,13.099687576293945
2016-04-15,13.274442672729492
2016-04-18,13.253470420837402
2016-04-19,13.365316390991211
2016-04-20,13.421236991882324
2016-04-22,13.393278121948242
2016-04-25,13.372306823730469
2016-04-26,13.449197769165039
2016-04-27,13.533080101013184
2016-04-28,13.602980613708496
2016-04-29,13.55405044555664
2016-05-02,13.637935638427734
2016-05-03,13.69385814666748
2016-05-04,13.700846672058105
2016-05-05,13.37929630279541
2016-05-06,13.169588088989258
2016-05-09,13.20453929901123
2016-05-10,13.344345092773438
2016-05-11,13.18356990814209
2016-05-12,13.407255172729492
2016-05-13,13.113666534423828
2016-05-16,13.120658874511719
2016-05-17,12.973862648010254
2016-05-18,12.862018585205078
2016-05-19,13.001823425292969
2016-05-20,12.959878921508789
2016-05-23,12.889981269836426
2016-05-24,13.064733505249023
2016-05-25,13.26745319366455
2016-05-27,13.491140365600586
2016-05-30,13.386283874511719
2016-05-31,13.358328819274902
2016-06-01,13.519102096557617
2016-06-02,13.477161407470703
2016-06-03,13.630943298339844
2016-06-06,13.57502555847168
2016-06-07,13.344345092773438
2016-06-08,13.470169067382812
2016-06-09,13.393278121948242
2016-06-10,13.085704803466797
2016-06-13,13.218521118164062
2016-06-14,12.980853080749512
2016-06-15,12.91794204711914
2016-06-16,13.050755500793457
2016-06-17,13.00881576538086
2016-06-20,12.994834899902344
2016-06-21,12.98784351348877
2016-06-22,12.8060941696167
2016-06-23,12.938911437988281
2016-06-24,12.91794204711914
2016-06-27,13.078712463378906
2016-06-28,13.106675148010254
2016-06-29,13.295414924621582
2016-06-30,13.316386222839355
2016-07-01,13.435216903686523
2016-07-04,13.323372840881348
2016-07-05,13.484150886535645
2016-07-06,13.407255172729492
2016-07-07,13.351335525512695
2016-07-08,13.561039924621582
2016-07-11,13.561039924621582
2016-07-12,13.582154273986816
2016-07-13,13.441405296325684
2016-07-14,13.441405296325684
2016-07-15,13.335844993591309
2016-07-18,13.41325569152832
2016-07-19,13.490671157836914
2016-07-20,13.455480575561523
2016-07-21,13.511783599853516
2016-07-22,13.645489692687988
2016-07-25,13.645489692687988
2016-07-26,13.617340087890625
2016-07-27,13.596229553222656
2016-07-28,13.68067741394043
2016-07-29,13.230283737182617
2016-08-01,13.37103271484375
2016-08-02,13.25843334197998
2016-08-03,13.117685317993164
2016-08-04,13.173983573913574
2016-08-05,13.441405296325684
2016-08-08,13.546965599060059
2016-08-09,13.55400562286377
2016-08-10,13.490671157836914
2016-08-11,13.722901344299316
2016-08-12,13.884760856628418
2016-08-15,14.032547950744629
2016-08-16,14.074771881103516
2016-08-17,14.109957695007324
2016-08-18,14.01846981048584
2016-08-19,13.969210624694824
2016-08-22,13.786239624023438
2016-08-23,13.779200553894043
2016-08-24,13.779200553894043
2016-08-25,13.589190483093262
2016-08-26,13.504743576049805
2016-08-29,13.53992748260498
2016-08-30,13.53992748260498
2016-08-31,13.504743576049805
2016-09-01,13.842535972595215
2016-09-02,13.962174415588379
2016-09-05,13.990324020385742
2016-09-06,14.074771881103516
2016-09-08,14.074771881103516
2016-09-09,13.898837089538574
2016-09-12,13.898837089538574
2016-09-13,13.666604042053223
2016-09-14,13.835501670837402
2016-09-15,13.884760856628418
2016-09-16,13.673637390136719
2016-09-19,13.687716484069824
2016-09-20,13.715865135192871
2016-09-21,13.694753646850586
2016-09-22,13.842535972595215
2016-09-23,13.884760856628418
2016-09-26,13.807351112365723
2016-09-27,13.863649368286133
2016-09-28,13.969210624694824
2016-09-29,13.877724647521973
2016-09-30,13.948099136352539
2016-10-03,13.898837089538574
2016-10-04,13.75105094909668
2016-10-05,13.786239624023438
2016-10-06,13.828463554382324
2016-10-07,13.828463554382324
2016-10-10,13.84957504272461
2016-10-11,13.687716484069824
2016-10-13,13.532892227172852
2016-10-14,13.74401569366455
2016-10-17,13.765127182006836
2016-10-18,13.828463554382324
2016-10-19,13.84957504272461
2016-10-20,13.828463554382324
2016-10-21,13.898837089538574
2016-10-24,13.863649368286133
2016-10-25,13.74401569366455
2016-10-26,13.75105094909668
2016-10-27,13.722901344299316
2016-10-28,13.441405296325684
2016-10-31,13.251398086547852
2016-11-01,13.010077476501465
2016-11-03,12.704875946044922
2016-11-04,12.577113151550293
2016-11-07,12.768753051757812
2016-11-08,12.818436622619629
2016-11-09,12.726166725158691
2016-11-10,12.811338424682617
2016-11-11,12.385476112365723
2016-11-14,12.279011726379395
2016-11-16,12.655189514160156
2016-11-17,12.50614070892334
2016-11-18,12.29321002960205
2016-11-21,12.385476112365723
2016-11-22,12.186742782592773
2016-11-23,12.520332336425781
2016-11-24,12.31450080871582
2016-11-25,12.229328155517578
2016-11-28,12.456454277038574
2016-11-29,12.10866641998291
2016-11-30,12.172545433044434
2016-12-01,11.803464889526367
