Date,CI
2016-09-08,117.93636322021484
2016-09-09,118.65690612792969
2016-09-12,119.17420959472656
2016-09-13,117.8162841796875
2016-09-14,116.6246337890625
2016-09-15,118.8324203491211
2016-09-16,121.92701721191406
2016-09-19,121.83462524414062
2016-09-20,121.5390396118164
2016-09-21,122.45355224609375
2016-09-22,121.93624877929688
2016-09-23,121.01248168945312
2016-09-26,120.40279388427734
2016-09-27,121.65912628173828
2016-09-28,121.47435760498047
2016-09-29,120.82775115966797
2016-09-30,120.38434600830078
2016-10-03,118.25043487548828
2016-10-04,118.34281921386719
2016-10-05,117.40058898925781
2016-10-06,117.22509002685547
2016-10-07,117.52992248535156
2016-10-10,117.9917984008789
2016-10-11,115.46993255615234
2016-10-12,112.66171264648438
2016-10-13,111.92271423339844
2016-10-14,111.68253326416016
2016-10-17,109.5948257446289
2016-10-18,114.22285461425781
2016-10-19,114.13048553466797
2016-10-20,114.2043685913086
2016-10-21,114.71244812011719
2016-10-24,114.6015853881836
2016-10-25,114.82328796386719
2016-10-26,114.36141967773438
2016-10-27,113.67784118652344
2016-10-28,112.3476333618164
2016-10-31,109.77033233642578
2016-11-01,107.18379211425781
2016-11-02,108.86505889892578
2016-11-03,108.3662109375
2016-11-04,112.3753433227539
2016-11-07,116.6246337890625
2016-11-08,118.9525146484375
2016-11-09,125.44656372070312
2016-11-10,124.49506378173828
2016-11-11,123.47891998291016
2016-11-14,125.74215698242188
2016-11-15,127.2940444946289
2016-11-16,127.3771743774414
2016-11-17,129.3262939453125
2016-11-18,128.12542724609375
2016-11-21,126.62894439697266
2016-11-22,129.07688903808594
2016-11-23,128.89212036132812
2016-11-25,128.09768676757812
2016-11-28,126.34258270263672
2016-11-29,127.75594329833984
2016-11-30,124.46736145019531
2016-12-01,124.24566650390625
2016-12-02,123.26646423339844
2016-12-05,124.4303970336914
2016-12-06,126.78596496582031
2016-12-07,126.39802551269531
2016-12-08,126.67512512207031
2016-12-09,124.52278900146484
2016-12-12,122.28726959228516
2016-12-13,124.310302734375
2016-12-14,123.08171844482422
2016-12-15,123.77454376220703
2016-12-16,126.33332824707031
2016-12-19,127.56196594238281
2016-12-20,126.65668487548828
2016-12-21,126.61969757080078
2016-12-22,126.52733612060547
2016-12-23,128.04229736328125
2016-12-27,128.76278686523438
2016-12-28,126.55506134033203
2016-12-29,125.1694107055664
2016-12-30,123.22026824951172
2017-01-03,125.37261199951172
2017-01-04,128.1438751220703
2017-01-05,130.9059600830078
2017-01-06,130.998291015625
2017-01-09,131.4971466064453
2017-01-10,129.5387420654297
2017-01-11,131.76504516601562
2017-01-12,133.6403045654297
2017-01-13,135.1552734375
2017-01-17,133.73265075683594
2017-01-18,131.14613342285156
2017-01-19,133.16915893554688
2017-01-20,133.73265075683594
2017-01-23,134.23146057128906
2017-01-24,135.35848999023438
2017-01-25,137.242919921875
2017-01-26,135.60794067382812
2017-01-27,135.6171417236328
2017-01-30,134.59176635742188
2017-01-31,135.07208251953125
2017-02-01,136.3838653564453
2017-02-02,136.98426818847656
2017-02-03,137.9173126220703
2017-02-06,135.82034301757812
2017-02-07,136.62405395507812
2017-02-08,136.56861877441406
2017-02-09,136.84573364257812
2017-02-10,134.45318603515625
2017-02-13,134.73033142089844
2017-02-14,135.4970245361328
2017-02-15,135.4138641357422
2017-02-16,134.2499542236328
2017-02-17,132.6149139404297
2017-02-21,135.76495361328125
2017-02-22,136.2452850341797
2017-02-23,136.2637481689453
2017-02-24,135.82958984375
2017-02-27,138.3052520751953
2017-02-28,137.5477752685547
2017-03-01,140.59619140625
2017-03-02,140.02346801757812
2017-03-03,140.40223693847656
2017-03-06,141.2982635498047
2017-03-07,140.26364135742188
2017-03-08,140.670166015625
2017-03-09,140.6332550048828
2017-03-10,140.37449645996094
2017-03-13,141.7420196533203
2017-03-14,141.8713836669922
2017-03-15,142.29641723632812
2017-03-16,140.25439453125
2017-03-17,140.3468017578125
2017-03-20,139.6445770263672
2017-03-21,138.24008178710938
2017-03-22,138.94232177734375
2017-03-23,137.8427734375
2017-03-24,134.7380828857422
2017-03-27,134.94137573242188
2017-03-28,137.0296173095703
2017-03-29,136.0409393310547
2017-03-30,136.38279724121094
2017-03-31,135.35719299316406
2017-04-03,138.0367889404297
2017-04-04,139.0994110107422
2017-04-05,138.51727294921875
2017-04-06,139.7184600830078
2017-04-07,140.48536682128906
2017-04-10,140.7071533203125
2017-04-11,140.05113220214844
2017-04-12,139.14561462402344
2017-04-13,138.9792938232422
2017-04-17,139.6815185546875
2017-04-18,138.4341583251953
2017-04-19,140.40223693847656
2017-04-20,143.57156372070312
2017-04-21,143.29440307617188
2017-04-24,144.1074981689453
2017-04-25,145.23477172851562
2017-04-26,145.00375366210938
2017-04-27,144.3385009765625
2017-04-28,144.486328125
2017-05-01,145.54893493652344
2017-05-02,146.34359741210938
2017-05-03,145.09616088867188
2017-05-04,144.81895446777344
2017-05-05,148.0714111328125
2017-05-08,149.45748901367188
2017-05-09,150.28903198242188
2017-05-10,150.5200958251953
2017-05-11,151.3701629638672
2017-05-12,149.7161865234375
2017-05-15,149.7808837890625
2017-05-16,149.07861328125
2017-05-17,146.3712921142578
2017-05-18,147.93284606933594
2017-05-19,147.3599853515625
2017-05-22,147.23988342285156
2017-05-23,148.3209228515625
2017-05-24,149.55911254882812
2017-05-25,149.3650360107422
2017-05-26,149.06015014648438
2017-05-30,149.22650146484375
2017-05-31,148.97698974609375
2017-06-01,151.4902801513672
2017-06-02,151.96153259277344
2017-06-05,152.23870849609375
2017-06-06,152.9224853515625
2017-06-07,155.6759796142578
2017-06-08,153.85572814941406
2017-06-09,154.06825256347656
2017-06-12,154.12371826171875
2017-06-13,153.89268493652344
2017-06-14,155.3341064453125
2017-06-15,154.56724548339844
2017-06-16,156.2303924560547
2017-06-19,157.3207244873047
2017-06-20,156.69241333007812
2017-06-21,157.2467803955078
2017-06-22,157.70880126953125
2017-06-23,156.7200927734375
2017-06-26,155.47271728515625
2017-06-27,154.35470581054688
2017-06-28,155.35263061523438
2017-06-29,154.0312957763672
2017-06-30,154.66883850097656
2017-07-03,154.77047729492188
2017-07-05,156.3043212890625
2017-07-06,155.17701721191406
2017-07-07,156.7200927734375
2017-07-10,156.68316650390625
2017-07-11,158.15234375
2017-07-12,158.9839630126953
2017-07-13,159.898681640625
2017-07-14,160.59170532226562
2017-07-17,160.95208740234375
2017-07-18,159.0208740234375
2017-07-19,161.06297302246094
2017-07-20,161.2292938232422
2017-07-21,160.98902893066406
2017-07-24,161.26622009277344
2017-07-25,160.60093688964844
2017-07-26,160.37918090820312
2017-07-27,158.99319458007812
2017-07-28,160.74880981445312
2017-07-31,160.36996459960938
2017-08-01,159.8155517578125
2017-08-02,161.4602508544922
2017-08-03,162.6707000732422
2017-08-04,159.4367218017578
2017-08-07,162.6060333251953
2017-08-08,162.28262329101562
2017-08-09,164.5464630126953
2017-08-10,162.0331268310547
2017-08-11,161.12767028808594
2017-08-14,162.94790649414062
2017-08-15,165.5443572998047
2017-08-16,166.19114685058594
2017-08-17,164.50025939941406
2017-08-18,163.5762481689453
2017-08-21,164.45401000976562
2017-08-22,166.15420532226562
2017-08-23,165.7568817138672
2017-08-24,166.10801696777344
2017-08-25,165.6737060546875
2017-08-28,166.7825164794922
2017-08-29,166.4036865234375
2017-08-30,166.01559448242188
2017-08-31,168.22398376464844
2017-09-01,169.2495880126953
2017-09-05,171.22698974609375
2017-09-06,168.2609100341797
2017-09-07,170.9220428466797
2017-09-08,170.53396606445312
2017-09-11,172.16024780273438
2017-09-12,171.44871520996094
2017-09-13,173.36141967773438
2017-09-14,171.15304565429688
2017-09-15,171.91075134277344
2017-09-18,171.21774291992188
2017-09-19,167.7157440185547
2017-09-20,168.00221252441406
2017-09-21,168.28863525390625
2017-09-22,168.852294921875
2017-09-25,167.65113830566406
2017-09-26,169.68385314941406
2017-09-27,170.41383361816406
2017-09-28,172.78854370117188
2017-09-29,172.73313903808594
2017-10-02,174.6457977294922
2017-10-03,177.3993377685547
2017-10-04,176.2535400390625
2017-10-05,176.18887329101562
2017-10-06,176.43836975097656
2017-10-09,174.71971130371094
2017-10-10,173.7772216796875
2017-10-11,172.7423095703125
2017-10-12,172.7515869140625
2017-10-13,172.0031280517578
2017-10-16,170.9313201904297
2017-10-17,172.9733428955078
2017-10-18,174.96914672851562
2017-10-19,173.91583251953125
2017-10-20,176.87261962890625
2017-10-23,178.68365478515625
2017-10-24,179.15492248535156
2017-10-25,180.8273468017578
2017-10-26,183.6455535888672
2017-10-27,186.59312438964844
2017-10-30,182.69383239746094
2017-10-31,182.2318115234375
2017-11-01,182.8047332763672
2017-11-02,183.3129425048828
2017-11-03,186.55618286132812
2017-11-06,189.4205780029297
2017-11-07,189.8733367919922
2017-11-08,185.26260375976562
2017-11-09,182.509033203125
2017-11-10,182.93408203125
2017-11-13,182.59222412109375
2017-11-14,182.1579132080078
2017-11-15,181.5665740966797
2017-11-16,185.6968231201172
2017-11-17,182.92483520507812
2017-11-20,184.25540161132812
2017-11-21,186.63934326171875
2017-11-22,185.4658966064453
2017-11-24,185.35494995117188
2017-11-27,184.73587036132812
2017-11-28,185.3087921142578
2017-11-29,190.18753051757812
2017-11-30,195.63914489746094
2017-12-01,192.5714111328125
2017-12-04,188.5982208251953
2017-12-05,188.60745239257812
2017-12-06,188.6906280517578
2017-12-07,190.34458923339844
2017-12-08,194.0128936767578
2017-12-11,193.26443481445312
2017-12-12,192.6361083984375
2017-12-13,192.11865234375
2017-12-14,188.1547088623047
2017-12-15,188.6259307861328
2017-12-18,190.6587371826172
2017-12-19,191.50881958007812
2017-12-20,190.37229919433594
2017-12-21,188.97708129882812
2017-12-22,187.9329376220703
2017-12-26,188.29330444335938
2017-12-27,187.3046417236328
2017-12-28,189.64236450195312
2017-12-29,187.6557159423828
2018-01-02,187.16603088378906
2018-01-03,190.30764770507812
2018-01-04,191.30555725097656
2018-01-05,194.548828125
2018-01-08,192.39590454101562
2018-01-09,192.0724639892578
2018-01-10,191.35171508789062
2018-01-11,194.86294555664062
2018-01-12,197.17298889160156
2018-01-16,198.42962646484375
2018-01-17,203.61326599121094
2018-01-18,202.96646118164062
2018-01-19,203.41921997070312
2018-01-22,203.97361755371094
2018-01-23,203.08656311035156
2018-01-24,204.20465087890625
2018-01-25,205.01776123046875
2018-01-26,209.0279083251953
2018-01-29,206.8842315673828
2018-01-30,192.0909423828125
2018-01-31,192.5159912109375
2018-02-01,189.42982482910156
2018-02-02,188.9216766357422
2018-02-05,181.48342895507812
2018-02-06,182.57369995117188
2018-02-07,180.5871124267578
2018-02-08,174.8860321044922
2018-02-09,179.0440216064453
2018-02-12,178.84999084472656
2018-02-13,180.5871124267578
2018-02-14,180.6887969970703
2018-02-15,177.3531036376953
2018-02-16,179.0809783935547
2018-02-20,177.9629669189453
2018-02-21,177.0851593017578
2018-02-22,177.31619262695312
2018-02-23,179.98651123046875
2018-02-26,180.99368286132812
2018-02-27,181.88999938964844
2018-02-28,181.00291442871094
2018-03-01,178.7206268310547
2018-03-02,178.38800048828125
2018-03-05,177.72271728515625
2018-03-06,179.37667846679688
2018-03-07,179.487548828125
2018-03-08,158.9285430908203
2018-03-09,160.222412109375
2018-03-12,154.63087463378906
2018-03-13,151.93218994140625
2018-03-14,154.2334747314453
2018-03-15,154.251953125
2018-03-16,155.88780212402344
2018-03-19,153.8268280029297
2018-03-20,152.49594116210938
2018-03-21,154.39060974121094
2018-03-22,152.8102264404297
2018-03-23,151.57171630859375
2018-03-26,155.89703369140625
2018-03-27,152.9950408935547
2018-03-28,155.56436157226562
2018-03-29,155.0282745361328
2018-04-02,152.17247009277344
2018-04-03,155.1299285888672
2018-04-04,155.99871826171875
2018-04-05,156.2205352783203
2018-04-06,155.10223388671875
2018-04-09,155.213134765625
2018-04-10,156.9783935546875
2018-04-11,156.1927947998047
2018-04-12,157.6345672607422
2018-04-13,158.64202880859375
2018-04-16,161.81207275390625
2018-04-17,161.16514587402344
2018-04-18,161.9322052001953
2018-04-19,158.71591186523438
2018-04-20,157.0615692138672
2018-04-23,159.2889404296875
2018-04-24,158.3092803955078
2018-04-25,158.68820190429688
2018-04-26,159.1041259765625
2018-04-27,160.76768493652344
2018-04-30,158.7991485595703
2018-05-01,158.10595703125
2018-05-02,159.29818725585938
2018-05-03,159.77877807617188
2018-05-04,158.19834899902344
2018-05-07,159.51077270507812
2018-05-08,157.76400756835938
2018-05-09,156.72886657714844
2018-05-10,158.09669494628906
2018-05-11,160.5643310546875
2018-05-14,164.08563232421875
2018-05-15,162.71780395507812
2018-05-16,163.72520446777344
2018-05-17,165.351806640625
2018-05-18,164.5754852294922
2018-05-21,164.00244140625
2018-05-22,163.808349609375
2018-05-23,163.6697235107422
2018-05-24,162.52369689941406
2018-05-25,162.56991577148438
2018-05-29,159.50152587890625
2018-05-30,160.18548583984375
2018-05-31,156.53472900390625
2018-06-01,157.87486267089844
2018-06-04,158.04122924804688
2018-06-05,157.88414001464844
2018-06-06,161.67340087890625
2018-06-07,163.68821716308594
2018-06-08,164.33518981933594
2018-06-11,167.23724365234375
2018-06-12,165.26864624023438
2018-06-13,162.82867431640625
2018-06-14,162.04310607910156
2018-06-15,161.78431701660156
2018-06-18,160.7491912841797
2018-06-19,160.222412109375
2018-06-20,162.40353393554688
2018-06-21,161.7380828857422
2018-06-22,160.8878631591797
2018-06-25,160.67530822753906
2018-06-26,159.84347534179688
2018-06-27,159.7140655517578
2018-06-28,156.8952178955078
2018-06-29,157.07080078125
2018-07-02,156.2205352783203
2018-07-03,157.34808349609375
2018-07-05,158.9469757080078
2018-07-06,159.05787658691406
2018-07-09,160.093017578125
2018-07-10,160.3056182861328
2018-07-11,158.77139282226562
2018-07-12,159.8527374267578
2018-07-13,159.97286987304688
2018-07-16,159.2889404296875
2018-07-17,157.77320861816406
2018-07-18,164.27972412109375
2018-07-19,162.56991577148438
2018-07-20,164.59396362304688
2018-07-23,163.97471618652344
2018-07-24,163.05975341796875
2018-07-25,164.04867553710938
2018-07-26,164.455322265625
2018-07-27,163.8175811767578
2018-07-30,163.4017333984375
2018-07-31,165.82318115234375
2018-08-01,169.067138671875
2018-08-02,174.58473205566406
2018-08-03,174.90823364257812
2018-08-06,173.62355041503906
2018-08-07,174.0024871826172
2018-08-08,175.10232543945312
2018-08-09,171.3684539794922
2018-08-10,169.39064025878906
2018-08-13,167.9857940673828
2018-08-14,171.257568359375
2018-08-15,171.42388916015625
2018-08-16,173.92857360839844
2018-08-17,174.06716918945312
2018-08-20,173.6512908935547
2018-08-21,171.95074462890625
2018-08-22,172.2372283935547
2018-08-23,171.7196807861328
2018-08-24,171.64573669433594
2018-08-27,172.8287353515625
2018-08-28,173.7160186767578
2018-08-29,176.02650451660156
2018-08-30,175.41650390625
2018-08-31,174.06716918945312
2018-09-04,171.96922302246094
2018-09-05,170.9156036376953
2018-09-06,171.1466522216797
2018-09-07,174.29824829101562
2018-09-10,172.2372283935547
2018-09-11,170.8601531982422
2018-09-12,172.72705078125
2018-09-13,178.568115234375
2018-09-14,180.3241424560547
2018-09-17,182.8472442626953
2018-09-18,184.9082489013672
2018-09-19,184.09494018554688
2018-09-20,186.07275390625
2018-09-21,186.9045867919922
2018-09-24,187.8380584716797
2018-09-25,186.22988891601562
2018-09-26,187.0894012451172
2018-09-27,190.71234130859375
2018-09-28,192.4683837890625
2018-10-01,194.9452667236328
2018-10-02,194.63099670410156
2018-10-03,196.23915100097656
2018-10-04,196.50718688964844
2018-10-05,199.3722686767578
2018-10-08,196.7659454345703
2018-10-09,197.81956481933594
2018-10-10,194.05804443359375
2018-10-11,190.3888702392578
2018-10-12,191.396240234375
2018-10-15,188.46652221679688
2018-10-16,195.89723205566406
2018-10-17,195.19483947753906
2018-10-18,196.6180877685547
2018-10-19,194.0857391357422
2018-10-22,192.9766845703125
2018-10-23,194.39999389648438
2018-10-24,186.61807250976562
2018-10-25,194.4276885986328
2018-10-26,191.02658081054688
2018-10-29,191.1929473876953
2018-10-30,194.3260040283203
2018-10-31,197.6070098876953
2018-11-01,199.88983154296875
2018-11-02,196.97854614257812
2018-11-05,199.1689453125
2018-11-06,198.0044403076172
2018-11-07,203.59596252441406
2018-11-08,203.7808074951172
2018-11-09,201.1560516357422
2018-11-12,200.9434356689453
2018-11-13,196.90464782714844
2018-11-14,196.2576446533203
2018-11-15,196.67356872558594
2018-11-16,197.5238494873047
2018-11-19,195.1855926513672
2018-11-20,192.0339813232422
2018-11-21,193.81771850585938
2018-11-23,195.15780639648438
2018-11-26,199.88983154296875
2018-11-27,200.3704376220703
2018-11-28,204.9175567626953
2018-11-29,205.65696716308594
2018-11-30,206.45179748535156
2018-12-03,207.80111694335938
2018-12-04,201.3316192626953
2018-12-06,198.0506134033203
2018-12-07,190.49050903320312
2018-12-10,190.4628143310547
2018-12-11,190.33338928222656
2018-12-12,191.95077514648438
2018-12-13,195.88795471191406
2018-12-14,189.80662536621094
2018-12-17,183.6051025390625
2018-12-18,177.50526428222656
2018-12-19,178.6512908935547
2018-12-20,166.1743621826172
2018-12-21,167.56068420410156
2018-12-24,164.52000427246094
2018-12-26,173.41099548339844
2018-12-27,178.179931640625
2018-12-28,176.2021026611328
2018-12-31,175.52743530273438
2019-01-02,172.98583984375
2019-01-03,171.50711059570312
2019-01-04,174.39065551757812
2019-01-07,172.3666229248047
2019-01-08,175.53663635253906
2019-01-09,175.92486572265625
2019-01-10,177.24647521972656
2019-01-11,179.90826416015625
2019-01-14,177.4960174560547
2019-01-15,181.65501403808594
2019-01-16,181.82139587402344
2019-01-17,179.76031494140625
2019-01-18,180.06532287597656
2019-01-22,178.44798278808594
2019-01-23,181.99693298339844
2019-01-24,178.438720703125
2019-01-25,181.40548706054688
2019-01-28,180.29641723632812
2019-01-29,183.3555908203125
2019-01-30,184.6587677001953
2019-01-31,184.66796875
2019-02-01,179.3537139892578
2019-02-04,177.51454162597656
2019-02-05,172.32040405273438
2019-02-06,173.2723388671875
2019-02-07,171.8675537109375
2019-02-08,167.62538146972656
2019-02-11,169.03016662597656
2019-02-12,171.09124755859375
2019-02-13,174.4923553466797
2019-02-14,177.65316772460938
2019-02-15,182.8749542236328
2019-02-19,183.25390625
2019-02-20,179.40916442871094
2019-02-21,177.32968139648438
2019-02-22,179.085693359375
2019-02-25,177.09861755371094
2019-02-26,173.89161682128906
2019-02-27,167.024658203125
2019-02-28,161.22056579589844
2019-03-01,164.74180603027344
2019-03-04,158.6697235107422
2019-03-05,157.21868896484375
2019-03-06,152.41275024414062
2019-03-07,151.3961181640625
2019-03-08,150.81373596191406
2019-03-11,151.26673889160156
2019-03-12,151.88609313964844
2019-03-13,155.30653381347656
2019-03-14,156.74867248535156
2019-03-15,153.87362670898438
2019-03-18,154.4837646484375
2019-03-19,159.72537231445312
2019-03-20,155.18634033203125
2019-03-21,156.11077880859375
2019-03-22,153.5408477783203
2019-03-25,151.39613342285156
2019-03-26,148.59506225585938
2019-03-27,147.71688842773438
2019-03-28,147.6243896484375
2019-03-29,148.66905212402344
2019-04-01,149.63966369628906
2019-04-02,146.63523864746094
2019-04-03,146.9865264892578
2019-04-04,149.27915954589844
2019-04-05,153.5778045654297
2019-04-08,154.75184631347656
2019-04-09,156.35113525390625
2019-04-10,155.4914093017578
2019-04-11,151.61798095703125
2019-04-12,148.46566772460938
2019-04-15,151.44235229492188
2019-04-16,139.6279754638672
2019-04-17,134.49729919433594
2019-04-18,137.74209594726562
2019-04-22,136.80841064453125
