Date,FIPL.BA
2015-08-24,1.6846843957901
2015-08-25,1.6846843957901
2015-08-26,1.7733515501022339
2015-08-27,1.8088185787200928
2015-08-28,1.7556182146072388
2015-08-31,1.7556182146072388
2015-09-01,1.7556182146072388
2015-09-02,1.7822184562683105
2015-09-03,1.7822184562683105
2015-09-04,1.7822184562683105
2015-09-07,1.7822184562683105
2015-09-08,1.8176854848861694
2015-09-09,1.8176854848861694
2015-09-10,1.8176854848861694
2015-09-11,1.8176854848861694
2015-09-14,1.8176854848861694
2015-09-15,1.8176854848861694
2015-09-16,1.8620200157165527
2015-09-17,1.9063537120819092
2015-09-18,1.8974870443344116
2015-09-21,1.8620200157165527
2015-09-22,1.7733515501022339
2015-09-23,1.7733515501022339
2015-09-24,1.7733515501022339
2015-09-25,1.8620200157165527
2015-09-28,1.8620200157165527
2015-09-29,1.9506875276565552
2015-09-30,1.9861544370651245
2015-10-01,1.977287769317627
2015-10-02,1.9861544370651245
2015-10-05,1.9861544370651245
2015-10-06,1.9861544370651245
2015-10-07,2.0304880142211914
2015-10-08,2.0304880142211914
2015-10-09,2.0304880142211914
2015-10-13,1.9063537120819092
2015-10-14,1.9063537120819092
2015-10-15,1.9063537120819092
2015-10-16,1.9329540729522705
2015-10-19,1.9063537120819092
2015-10-20,1.9329540729522705
2015-10-21,1.9329540729522705
2015-10-22,1.9329540729522705
2015-10-23,1.9329540729522705
2015-10-26,1.9506875276565552
2015-10-27,1.9329540729522705
2015-10-28,2.1102888584136963
2015-10-29,2.1102888584136963
2015-10-30,2.1723556518554688
2015-11-02,2.181222677230835
2015-11-03,2.1723556518554688
2015-11-04,2.101422071456909
2015-11-05,2.1723556518554688
2015-11-09,2.16348934173584
2015-11-10,2.1642465591430664
2015-11-11,2.3061649799346924
2015-11-12,2.5279107093811035
2015-11-13,2.785137414932251
2015-11-16,3.3882884979248047
2015-11-17,3.148801803588867
2015-11-18,2.8383562564849854
2015-11-19,3.015754222869873
2015-11-20,3.10445237159729
2015-11-24,3.139932155609131
2015-11-25,3.0867130756378174
2015-11-26,3.166541576385498
2015-11-27,3.166541576385498
2015-11-30,3.1931512355804443
2015-12-01,3.2375004291534424
2015-12-02,3.166541576385498
2015-12-03,3.060103416442871
2015-12-04,3.10445237159729
2015-12-09,3.2907204627990723
2015-12-10,3.18428111076355
2015-12-11,3.10445237159729
2015-12-14,3.10445237159729
2015-12-15,3.033493757247925
2015-12-16,3.0867130756378174
2015-12-17,3.060103416442871
2015-12-18,2.856096029281616
2015-12-21,2.7940070629119873
2015-12-22,2.927055835723877
2015-12-23,2.918184995651245
2015-12-28,2.953665256500244
2015-12-29,2.927055835723877
2015-12-30,2.7940070629119873
2016-01-04,2.7940070629119873
2016-01-05,2.7940070629119873
2016-01-06,2.785137414932251
2016-01-07,2.696438789367676
2016-01-08,2.6609597206115723
2016-01-11,2.6875691413879395
2016-01-12,2.616610288619995
2016-01-13,2.572261095046997
2016-01-14,2.572261095046997
2016-01-15,2.3948631286621094
2016-01-18,2.3948631286621094
2016-01-19,2.403733015060425
2016-01-20,2.385993719100952
2016-01-21,2.4392125606536865
2016-01-22,2.4658219814300537
2016-01-25,2.3505139350891113
2016-01-26,2.3948631286621094
2016-01-27,2.4214727878570557
2016-01-28,2.590000867843628
2016-01-29,2.616610288619995
2016-02-01,2.616610288619995
2016-02-02,2.634350061416626
2016-02-03,2.6520895957946777
2016-02-04,2.6254799365997314
2016-02-05,2.705308675765991
2016-02-10,2.7319183349609375
2016-02-11,2.572261095046997
2016-02-12,2.616610288619995
2016-02-15,2.6609597206115723
2016-02-16,2.6432199478149414
2016-02-17,2.6432199478149414
2016-02-18,2.6432199478149414
2016-02-19,2.6432199478149414
2016-02-22,2.705308675765991
2016-02-23,2.705308675765991
2016-02-24,2.6520895957946777
2016-02-25,2.572261095046997
2016-02-26,2.6609597206115723
2016-02-29,2.6609597206115723
2016-03-01,2.6609597206115723
2016-03-02,2.6609597206115723
2016-03-03,2.678699016571045
2016-03-04,2.6875691413879395
2016-03-07,2.6609597206115723
2016-03-08,2.6609597206115723
2016-03-09,2.6609597206115723
2016-03-10,2.6875691413879395
2016-03-11,2.6875691413879395
2016-03-14,2.6609597206115723
2016-03-15,2.572261095046997
2016-03-16,2.5811309814453125
2016-03-17,2.6520895957946777
2016-03-18,2.678699016571045
2016-03-21,3.077842950820923
2016-03-22,3.2375004291534424
2016-03-23,3.326199531555176
2016-03-28,3.39715838432312
2016-03-29,3.39715838432312
2016-03-30,3.2995901107788086
2016-03-31,3.326199531555176
2016-04-01,3.370548963546753
2016-04-04,3.370548963546753
2016-04-05,3.370548963546753
2016-04-06,3.370548963546753
2016-04-07,3.2818493843078613
2016-04-08,3.326199531555176
2016-04-11,3.326199531555176
2016-04-12,3.10445237159729
2016-04-13,3.166541576385498
2016-04-14,3.139932155609131
2016-04-15,3.166541576385498
2016-04-18,3.139932155609131
2016-04-19,3.2375004291534424
2016-04-20,3.2375004291534424
2016-04-21,3.2375004291534424
2016-04-22,3.2375004291534424
2016-04-25,3.2995901107788086
2016-04-26,3.902740478515625
2016-04-27,4.1865763664245605
2016-04-28,4.16883659362793
2016-04-29,4.124487400054932
2016-05-02,4.124487400054932
2016-05-03,4.080138206481934
2016-05-04,4.124487400054932
2016-05-05,4.018049240112305
2016-05-06,3.947089433670044
2016-05-09,3.858391284942627
2016-05-10,4.035789489746094
2016-05-11,4.124487400054932
2016-05-12,4.16883659362793
2016-05-13,4.16883659362793
2016-05-16,4.204316139221191
2016-05-17,4.16883659362793
2016-05-18,4.16883659362793
2016-05-19,4.062398910522461
2016-05-20,4.062398910522461
2016-05-23,4.062398910522461
2016-05-24,4.080138206481934
2016-05-26,4.16883659362793
2016-05-27,4.124487400054932
2016-05-30,4.026918888092041
2016-05-31,4.035789489746094
2016-06-01,3.991438627243042
2016-06-02,3.9736990928649902
2016-06-03,3.9736990928649902
2016-06-06,3.9736990928649902
2016-06-07,3.9382195472717285
2016-06-08,3.947089433670044
2016-06-09,3.947089433670044
2016-06-10,3.9382195472717285
2016-06-13,3.9382195472717285
2016-06-14,3.991438627243042
2016-06-15,3.991438627243042
2016-06-16,3.991438627243042
2016-06-21,4.124487400054932
