Date,SENSEXIETF.NS
2023-12-12,775.5900268554688
2023-12-13,775.6500244140625
2023-12-14,785.1199951171875
2023-12-15,794.9000244140625
2023-12-18,795.0599975585938
2023-12-19,795.7000122070312
2023-12-20,793.510009765625
2023-12-21,790.760009765625
2023-12-22,792.760009765625
2023-12-26,795.469970703125
2023-12-27,804.3400268554688
2023-12-28,808.1900024414062
2023-12-29,804.47998046875
2024-01-01,807.4299926757812
2024-01-02,803.5399780273438
2024-01-03,797.489990234375
2024-01-04,801.6699829101562
2024-01-05,802.72998046875
2024-01-08,797.1199951171875
2024-01-09,796.7999877929688
2024-01-10,797.7999877929688
2024-01-11,798.9500122070312
2024-01-12,808.5900268554688
2024-01-15,817.0399780273438
2024-01-16,814.0599975585938
2024-01-17,799.0599975585938
2024-01-19,801.4500122070312
2024-01-23,787.3499755859375
2024-01-24,790.2999877929688
2024-01-25,789.9000244140625
2024-01-29,805.22998046875
2024-01-30,795.3800048828125
2024-01-31,801.3200073242188
2024-02-01,798.5700073242188
2024-02-02,803.3200073242188
2024-02-05,802.3099975585938
2024-02-06,803.010009765625
2024-02-07,805.3699951171875
2024-02-08,798.22998046875
2024-02-09,800.469970703125
2024-02-12,793.8699951171875
2024-02-13,797.1199951171875
2024-02-14,800.8400268554688
2024-02-15,803.260009765625
2024-02-16,807.2100219726562
2024-02-19,811.1300048828125
2024-02-20,813.5
2024-02-21,812.7100219726562
2024-02-22,815.27001953125
2024-02-23,817.4600219726562
2024-02-26,813.5399780273438
2024-02-27,817.4199829101562
2024-02-28,810.0800170898438
2024-02-29,809.75
2024-03-01,822.6500244140625
2024-03-04,825.3699951171875
2024-03-05,824.8200073242188
2024-03-06,826.2899780273438
2024-03-07,826.8699951171875
2024-03-11,823.1099853515625
2024-03-12,824.5399780273438
2024-03-13,814.3800048828125
2024-03-14,817.0700073242188
2024-03-15,814.219970703125
2024-03-18,814.0800170898438
2024-03-19,805.6699829101562
2024-03-20,806.6099853515625
2024-03-21,811.030029296875
2024-03-22,815.0700073242188
2024-03-26,810.77001953125
2024-03-27,817.0700073242188
2024-03-28,825.6199951171875
2024-04-01,828.0999755859375
2024-04-02,826.5599975585938
2024-04-03,827.1699829101562
2024-04-04,830.7100219726562
2024-04-05,830.969970703125
2024-04-08,833.1300048828125
2024-04-09,832.8900146484375
2024-04-10,838.9600219726562
2024-04-12,831.77001953125
2024-04-15,821.1300048828125
2024-04-16,815.6699829101562
2024-04-18,810.6699829101562
2024-04-19,817.0900268554688
2024-04-22,823.5900268554688
2024-04-23,824.2999877929688
2024-04-24,823.1500244140625
2024-04-25,829.97998046875
2024-04-26,825.6699829101562
2024-04-29,833.969970703125
2024-04-30,832.280029296875
2024-05-02,834.3400268554688
2024-05-03,827.0900268554688
2024-05-06,821.6300048828125
2024-05-07,822.6900024414062
2024-05-08,820.0499877929688
2024-05-09,810.8300170898438
2024-05-10,822.9000244140625
2024-05-13,813.8400268554688
2024-05-14,818.47998046875
2024-05-15,818.0800170898438
2024-05-16,823.2100219726562
2024-05-17,825.1400146484375
2024-05-21,826.47998046875
2024-05-22,830.1900024414062
2024-05-23,842.9500122070312
2024-05-24,843.489990234375
2024-05-27,845.6599731445312
2024-05-28,843.2899780273438
2024-05-29,836.5
2024-05-30,831.9500122070312
2024-05-31,832.9500122070312
2024-06-03,858.5900268554688
2024-06-04,833.97998046875
2024-06-05,830.5499877929688
2024-06-06,840.8800048828125
2024-06-07,857.8400268554688
2024-06-10,858.9500122070312
2024-06-11,858.969970703125
2024-06-12,860.77001953125
2024-06-13,863.6400146484375
2024-06-14,863.6400146484375
2024-06-18,868.4000244140625
2024-06-19,867.1500244140625
2024-06-20,869.7100219726562
2024-06-21,870.1699829101562
2024-06-24,865.5499877929688
2024-06-25,876.1900024414062
2024-06-26,882.3800048828125
2024-06-27,888.4600219726562
2024-06-28,889.469970703125
2024-07-01,892.8699951171875
2024-07-02,893.9199829101562
2024-07-03,898.8699951171875
2024-07-04,900.7100219726562
2024-07-05,899.9099731445312
2024-07-08,899.8200073242188
2024-07-09,901.5700073242188
2024-07-10,896.77001953125
2024-07-11,898.1699829101562
2024-07-12,906.5499877929688
2024-07-15,907.5599975585938
2024-07-16,905.6400146484375
2024-07-18,912.5399780273438
2024-07-19,907.7000122070312
2024-07-22,903.8300170898438
2024-07-23,905.0999755859375
2024-07-24,903.0800170898438
2024-07-25,901.2100219726562
2024-07-26,912.22998046875
2024-07-29,915.5800170898438
2024-07-30,916.9400024414062
2024-07-31,917.7899780273438
2024-08-01,922.0399780273438
2024-08-02,912.5999755859375
2024-08-05,888.0499877929688
2024-08-06,884.77001953125
2024-08-07,895.1099853515625
2024-08-08,890.1199951171875
2024-08-09,897.9600219726562
2024-08-12,897.9199829101562
2024-08-13,890.1300048828125
2024-08-14,891.9500122070312
2024-08-16,904.5900268554688
2024-08-19,908.25
2024-08-20,908.4199829101562
2024-08-21,909.52001953125
2024-08-22,913.1199951171875
2024-08-23,915.1799926757812
2024-08-26,918.1300048828125
2024-08-28,922.52001953125
2024-08-29,917.5599975585938
2024-08-30,924.3800048828125
2024-09-02,930.7000122070312
2024-09-03,931.3099975585938
2024-09-04,929.3699951171875
2024-09-05,927.5599975585938
2024-09-06,916.6300048828125
2024-09-09,919.8800048828125
2024-09-10,920.469970703125
2024-09-11,919.760009765625
2024-09-12,931.6900024414062
2024-09-13,933.25
2024-09-16,934.1799926757812
2024-09-17,935.8499755859375
2024-09-18,930.219970703125
2024-09-19,935.9099731445312
2024-09-20,947.969970703125
2024-09-23,954.3400268554688
2024-09-24,957.3400268554688
2024-09-25,957.0800170898438
2024-09-26,965.5800170898438
2024-09-27,965.3900146484375
2024-09-30,951.530029296875
2024-10-01,951.3599853515625
2024-10-03,934.1599731445312
2024-10-04,924.1500244140625
2024-10-07,920.8200073242188
2024-10-08,921.219970703125
2024-10-09,919.3800048828125
2024-10-10,920.2999877929688
2024-10-11,918.4400024414062
2024-10-14,925.260009765625
2024-10-15,922.9600219726562
2024-10-16,919.0
2024-10-17,914.1599731445312
2024-10-18,917.6199951171875
2024-10-21,914.760009765625
2024-10-22,905.4500122070312
2024-10-23,903.77001953125
2024-10-24,903.25
2024-10-25,896.9199829101562
2024-10-28,902.8900146484375
2024-10-29,908.510009765625
2024-10-31,897.0800170898438
2024-11-01,901.030029296875
2024-11-04,890.0800170898438
2024-11-06,906.3499755859375
2024-11-07,899.0499877929688
2024-11-08,897.3800048828125
2024-11-11,897.989990234375
2024-11-12,889.1199951171875
2024-11-13,879.9099731445312
2024-11-14,877.4400024414062
2024-11-18,873.8300170898438
2024-11-19,874.9099731445312
2024-11-21,871.6300048828125
2024-11-22,889.3800048828125
2024-11-25,902.02001953125
2024-11-26,901.5999755859375
2024-11-27,906.6799926757812
2024-11-28,893.0599975585938
2024-11-29,900.0999755859375
2024-12-02,903.989990234375
2024-12-03,910.4000244140625
2024-12-04,911.97998046875
2024-12-05,918.5599975585938
2024-12-06,920.260009765625
2024-12-09,919.9600219726562
2024-12-10,921.3800048828125
2024-12-11,921.0399780273438
2024-12-12,917.1300048828125
2024-12-13,925.0900268554688
2024-12-16,923.5499877929688
2024-12-17,912.4299926757812
2024-12-18,911.1900024414062
2024-12-19,895.2899780273438
2024-12-20,882.3400268554688
2024-12-23,887.3200073242188
2024-12-24,887.530029296875
2024-12-26,887.0599975585938
2024-12-27,890.1300048828125
2024-12-30,882.4299926757812
2024-12-31,883.280029296875
2025-01-01,885.3200073242188
2025-01-02,900.6799926757812
