Date,PHIA.AS
2015-08-24,16.303150177001953
2015-08-25,16.618959426879883
2015-08-26,16.51120948791504
2015-08-27,17.12053680419922
2015-08-28,17.16883659362793
2015-08-31,17.031368255615234
2015-09-01,16.72298812866211
2015-09-02,16.875320434570312
2015-09-03,17.04623031616211
2015-09-04,16.84931182861328
2015-09-07,16.98678207397461
2015-09-08,17.027650833129883
2015-09-09,17.30630874633789
2015-09-10,17.00907325744629
2015-09-11,16.905046463012695
2015-09-14,16.771289825439453
2015-09-15,16.618959426879883
2015-09-16,16.73042106628418
2015-09-17,16.46291160583496
2015-09-18,16.135957717895508
2015-09-21,16.277141571044922
2015-09-22,15.90560245513916
2015-09-23,15.883313179016113
2015-09-24,15.508057594299316
2015-09-25,15.875880241394043
2015-09-28,15.504340171813965
2015-09-29,15.444894790649414
2015-09-30,15.638093948364258
2015-10-01,15.67153263092041
2015-10-02,15.775566101074219
2015-10-05,16.243701934814453
2015-10-06,16.303150177001953
2015-10-07,16.399747848510742
2015-10-08,16.49263572692871
2015-10-09,16.771289825439453
2015-10-12,16.656110763549805
2015-10-13,16.529788970947266
2015-10-14,16.407184600830078
2015-10-15,16.611528396606445
2015-10-16,16.65239906311035
2015-10-19,16.760147094726562
2015-10-20,16.65239906311035
2015-10-21,16.760147094726562
2015-10-22,17.135398864746094
2015-10-23,17.648122787475586
2015-10-26,17.57381820678711
2015-10-27,17.718711853027344
2015-10-28,18.038238525390625
2015-10-29,18.10140037536621
2015-10-30,18.272310256958008
2015-11-02,18.328041076660156
2015-11-03,18.40977668762207
2015-11-04,18.28345489501953
2015-11-05,18.491518020629883
2015-11-06,18.78131866455078
2015-11-09,18.46922492980957
2015-11-10,18.40606117248535
2015-11-11,18.446931838989258
2015-11-12,18.290884017944336
2015-11-13,18.127410888671875
2015-11-16,18.16456413269043
2015-11-17,18.688434600830078
2015-11-18,18.539819717407227
2015-11-19,18.67728614807129
2015-11-20,18.855627059936523
2015-11-23,18.78131866455078
2015-11-24,18.669858932495117
2015-11-25,18.903926849365234
2015-11-26,19.208589553833008
2015-11-27,19.18257713317871
2015-11-30,19.23088264465332
2015-12-01,18.94108009338379
2015-12-02,18.88163185119629
2015-12-03,18.2574462890625
2015-12-04,18.198001861572266
2015-12-07,18.45064926147461
2015-12-08,18.13112449645996
2015-12-09,18.00480079650879
2015-12-10,17.904483795166016
2015-12-11,17.644407272338867
2015-12-14,17.34717559814453
2015-12-15,17.66298484802246
2015-12-16,17.923063278198242
2015-12-17,17.934207916259766
2015-12-18,17.495792388916016
2015-12-21,17.231998443603516
2015-12-22,17.269153594970703
2015-12-23,17.625829696655273
2015-12-24,17.6704158782959
2015-12-28,17.514368057250977
2015-12-29,17.89333724975586
2015-12-30,17.78559112548828
2016-01-04,17.02393913269043
2016-01-05,17.064807891845703
2016-01-06,16.85674476623535
2016-01-07,16.70441246032715
2016-01-08,16.455482482910156
2016-01-11,16.72670555114746
2016-01-12,17.08709716796875
2016-01-13,17.06109046936035
2016-01-14,17.049943923950195
2016-01-15,16.6152400970459
2016-01-18,16.8270206451416
2016-01-19,17.001644134521484
2016-01-20,16.633817672729492
2016-01-21,16.853029251098633
2016-01-22,16.838167190551758
2016-01-25,16.8864688873291
2016-01-26,17.915630340576172
2016-01-27,18.038238525390625
2016-01-28,17.711284637451172
2016-01-29,18.201717376708984
2016-02-01,18.07910919189453
2016-02-02,17.68899154663086
2016-02-03,17.425201416015625
2016-02-04,17.08709716796875
2016-02-05,16.983068466186523
2016-02-08,16.20283317565918
2016-02-09,16.076507568359375
2016-02-10,16.11737823486328
2016-02-11,15.563787460327148
2016-02-12,15.604654312133789
2016-02-15,15.98733901977539
2016-02-16,16.05793571472168
2016-02-17,16.448049545288086
2016-02-18,16.522361755371094
2016-02-19,16.637531280517578
2016-02-22,17.03879737854004
2016-02-23,16.9384822845459
2016-02-24,16.589237213134766
2016-02-25,16.94591522216797
2016-02-26,17.243146896362305
2016-02-29,17.414052963256836
2016-03-01,17.989938735961914
2016-03-02,17.789310455322266
2016-03-03,17.607254028320312
2016-03-04,17.986225128173828
2016-03-07,17.8487548828125
2016-03-08,17.70013999938965
2016-03-09,17.78559112548828
2016-03-10,17.506935119628906
2016-03-11,17.811601638793945
2016-03-14,18.171993255615234
2016-03-15,18.093969345092773
2016-03-16,18.205432891845703
2016-03-17,18.205432891845703
2016-03-18,18.383773803710938
2016-03-21,18.31689453125
2016-03-22,18.424638748168945
2016-03-23,18.46922492980957
2016-03-24,18.18313980102539
2016-03-29,18.4952335357666
2016-03-30,18.669858932495117
2016-03-31,18.60297966003418
2016-04-01,18.354047775268555
2016-04-04,18.0531005859375
2016-04-05,17.74843978881836
2016-04-06,17.7038516998291
2016-04-07,17.495792388916016
2016-04-08,17.815317153930664
2016-04-11,17.781875610351562
2016-04-12,18.015947341918945
2016-04-13,18.335474014282227
2016-04-14,18.484086990356445
2016-04-15,18.4952335357666
2016-04-18,18.591833114624023
2016-04-19,18.681001663208008
2016-04-20,18.68471908569336
2016-04-21,18.72187042236328
2016-04-22,18.688434600830078
2016-04-25,17.889623641967773
2016-04-26,18.190570831298828
2016-04-27,18.331754684448242
2016-04-28,18.365196228027344
2016-04-29,17.833894729614258
2016-05-02,17.76701545715332
2016-05-03,17.328601837158203
2016-05-04,17.179983139038086
2016-05-05,17.198558807373047
2016-05-06,17.224567413330078
2016-05-09,17.239431381225586
2016-05-10,17.402908325195312
2016-05-11,17.161405563354492
2016-05-12,17.057374954223633
2016-05-13,17.098243713378906
2016-05-16,17.371540069580078
2016-05-17,17.436975479125977
2016-05-18,17.617891311645508
2016-05-19,17.629436492919922
2016-05-20,17.71027183532715
2016-05-23,17.737215042114258
2016-05-24,18.060550689697266
2016-05-25,18.341543197631836
2016-05-26,18.50705909729004
2016-05-27,18.730318069458008
2016-05-30,18.711069107055664
2016-05-31,18.645631790161133
2016-06-01,18.53400421142578
2016-06-02,18.55710220336914
2016-06-03,18.376188278198242
2016-06-06,18.326147079467773
2016-06-07,18.422378540039062
2016-06-08,18.087495803833008
2016-06-09,17.81804847717285
2016-06-10,17.533205032348633
2016-06-13,17.321500778198242
2016-06-14,17.090545654296875
2016-06-15,17.09824562072754
2016-06-16,16.886537551879883
2016-06-17,16.940425872802734
2016-06-20,17.52935791015625
2016-06-21,17.81804847717285
2016-06-22,17.833444595336914
2016-06-23,18.2337646484375
2016-06-24,17.01356315612793
2016-06-27,16.17443084716797
2016-06-28,16.36304473876953
2016-06-29,16.917327880859375
2016-06-30,17.24066925048828
2016-07-01,17.309953689575195
2016-07-04,17.17137908935547
2016-07-05,16.767210006713867
2016-07-06,16.613243103027344
2016-07-07,16.809555053710938
2016-07-08,17.167531967163086
2016-07-11,17.56785011291504
2016-07-12,17.69872283935547
2016-07-13,17.71027183532715
2016-07-14,17.98741340637207
2016-07-15,17.968168258666992
2016-07-18,17.925830841064453
2016-07-19,17.914281845092773
2016-07-20,18.276107788085938
2016-07-21,18.14908218383789
2016-07-22,18.31075096130371
2016-07-25,18.69567108154297
2016-07-26,18.776506423950195
2016-07-27,18.67642593383789
2016-07-28,18.437772750854492
2016-07-29,18.376188278198242
2016-08-01,18.341543197631836
2016-08-02,18.099040985107422
2016-08-03,18.110591888427734
2016-08-04,18.276107788085938
2016-08-05,18.464719772338867
2016-08-08,18.65717887878418
2016-08-09,18.938175201416016
2016-08-10,19.22301483154297
2016-08-11,19.415475845336914
2016-08-12,19.361589431762695
2016-08-15,19.446271896362305
2016-08-16,19.376983642578125
2016-08-17,19.384681701660156
2016-08-18,19.57329559326172
2016-08-19,19.71186637878418
2016-08-22,19.511709213256836
2016-08-23,19.68492317199707
2016-08-24,20.02750015258789
2016-08-25,19.815793991088867
2016-08-26,20.004409790039062
2016-08-29,19.996707916259766
2016-08-30,20.15452766418457
