Date,TSN
2015-08-03,31.756439208984375
2015-08-04,33.04383850097656
2015-08-05,32.90080642700195
2015-08-06,33.43327331542969
2015-08-07,33.258426666259766
2015-08-10,34.05312728881836
2015-08-11,33.337886810302734
2015-08-12,33.600154876708984
2015-08-13,33.61603927612305
2015-08-14,33.774986267089844
2015-08-17,34.05312728881836
2015-08-18,34.069026947021484
2015-08-19,34.315391540527344
2015-08-20,34.529945373535156
2015-08-21,33.1153678894043
2015-08-24,31.923315048217773
2015-08-25,31.589548110961914
2015-08-26,32.43191909790039
2015-08-27,33.647830963134766
2015-08-28,33.950531005859375
2015-08-31,33.67970657348633
2015-09-01,32.978694915771484
2015-09-02,33.456642150878906
2015-09-03,34.00629425048828
2015-09-04,33.56019973754883
2015-09-08,34.07002639770508
2015-09-09,33.854949951171875
2015-09-10,34.13374710083008
2015-09-11,34.547969818115234
2015-09-14,34.49220275878906
2015-09-15,34.834747314453125
2015-09-16,34.74711227416992
2015-09-17,34.79491424560547
2015-09-18,34.16561508178711
2015-09-21,33.982398986816406
2015-09-22,33.37699508666992
2015-09-23,33.576141357421875
2015-09-24,34.2373046875
2015-09-25,34.52408981323242
2015-09-28,33.32123565673828
2015-09-29,33.31326675415039
2015-09-30,34.3328857421875
2015-10-01,34.786956787109375
2015-10-02,35.360496520996094
2015-10-05,35.77471923828125
2015-10-06,35.511837005615234
2015-10-07,35.54370880126953
2015-10-08,36.63502883911133
2015-10-09,36.905879974365234
2015-10-12,37.47941970825195
2015-10-13,36.20487594604492
2015-10-14,35.28083801269531
2015-10-15,34.99405288696289
2015-10-16,36.08538818359375
2015-10-19,36.786376953125
2015-10-20,36.714691162109375
2015-10-21,36.82619857788086
2015-10-22,37.582977294921875
2015-10-23,37.79008865356445
2015-10-26,35.926082611083984
2015-10-27,35.687095642089844
2015-10-28,35.822509765625
2015-10-29,34.930328369140625
2015-10-30,35.33658981323242
2015-11-02,35.67116928100586
2015-11-03,36.11724090576172
2015-11-04,35.96590042114258
2015-11-05,36.32435989379883
2015-11-06,36.24470138549805
2015-11-09,35.88624572753906
2015-11-10,36.037593841552734
2015-11-11,35.695068359375
2015-11-12,34.739158630371094
2015-11-13,34.3328857421875
2015-11-16,35.2011833190918
2015-11-17,35.00202941894531
2015-11-18,35.926082611083984
2015-11-19,35.4162483215332
2015-11-20,34.77101135253906
2015-11-23,38.307865142822266
2015-11-24,39.10445022583008
2015-11-25,39.70985412597656
2015-11-27,40.38899612426758
2015-11-30,39.94955062866211
2015-12-01,40.46890640258789
2015-12-02,40.4129638671875
2015-12-03,41.132049560546875
2015-12-04,41.57949447631836
2015-12-07,41.387733459472656
2015-12-08,42.034915924072266
2015-12-09,42.35450744628906
2015-12-10,42.67410659790039
2015-12-11,41.9630126953125
2015-12-14,42.11481857299805
2015-12-15,43.105567932128906
2015-12-16,43.02566909790039
2015-12-17,42.25064468383789
2015-12-18,41.986995697021484
2015-12-21,42.482364654541016
2015-12-22,42.81792068481445
2015-12-23,42.985721588134766
2015-12-24,43.097572326660156
2015-12-28,42.769996643066406
2015-12-29,43.06562042236328
2015-12-30,42.96974182128906
2015-12-31,42.61020278930664
2016-01-04,42.31455993652344
2016-01-05,41.78723907470703
2016-01-06,41.75528335571289
2016-01-07,41.68336868286133
2016-01-08,41.78723907470703
2016-01-11,42.1228141784668
2016-01-12,42.80994415283203
2016-01-13,42.44239807128906
2016-01-14,42.274635314941406
2016-01-15,41.140045166015625
2016-01-19,39.693885803222656
2016-01-20,39.9175910949707
2016-01-21,40.75653839111328
2016-01-22,40.924320220947266
2016-01-25,40.980247497558594
2016-01-26,41.94703674316406
2016-01-27,41.43567657470703
2016-01-28,42.01894760131836
2016-01-29,42.63416290283203
2016-02-01,43.39320755004883
2016-02-02,42.346534729003906
2016-02-03,42.28260040283203
2016-02-04,41.507598876953125
2016-02-05,45.62240219116211
2016-02-08,48.067298889160156
2016-02-09,48.61860656738281
2016-02-10,49.201873779296875
2016-02-11,47.97941970825195
2016-02-12,48.07530212402344
2016-02-16,49.385643005371094
2016-02-17,49.865013122558594
2016-02-18,50.304481506347656
2016-02-19,50.312469482421875
2016-02-22,51.21533203125
2016-02-23,51.766624450683594
2016-02-24,52.23802185058594
2016-02-25,53.12491226196289
2016-02-26,52.18798828125
2016-02-29,51.85165786743164
2016-03-01,52.51630783081055
2016-03-02,52.684478759765625
2016-03-03,52.868648529052734
2016-03-04,52.01982498168945
2016-03-07,52.60439682006836
2016-03-08,52.40420150756836
2016-03-09,52.916709899902344
2016-03-10,53.365142822265625
2016-03-11,54.20599365234375
2016-03-14,53.82960891723633
2016-03-15,53.38117980957031
2016-03-16,53.69349670410156
2016-03-17,53.821598052978516
2016-03-18,53.79757308959961
2016-03-21,53.461246490478516
2016-03-22,53.40518569946289
2016-03-23,54.00579833984375
2016-03-24,53.565338134765625
2016-03-28,54.037837982177734
2016-03-29,54.2140007019043
2016-03-30,54.10187911987305
2016-03-31,53.38117980957031
2016-04-01,54.526302337646484
2016-04-04,54.270057678222656
2016-04-05,54.00579833984375
2016-04-06,54.486263275146484
2016-04-07,54.326107025146484
2016-04-08,54.542335510253906
2016-04-11,54.00579833984375
2016-04-12,54.75053024291992
2016-04-13,52.55635452270508
2016-04-14,51.77958679199219
2016-04-15,52.31611633300781
2016-04-18,52.684478759765625
2016-04-19,52.30809783935547
2016-04-20,50.986793518066406
2016-04-21,50.40221405029297
2016-04-22,50.506317138671875
2016-04-25,51.315120697021484
2016-04-26,51.795589447021484
2016-04-27,52.31611633300781
2016-04-28,52.4682502746582
2016-04-29,52.70850372314453
2016-05-02,53.389183044433594
2016-05-03,53.14093780517578
2016-05-04,53.40518569946289
2016-05-05,53.156959533691406
2016-05-06,53.85363006591797
2016-05-09,54.64643859863281
2016-05-10,55.47123718261719
2016-05-11,54.83863067626953
2016-05-12,54.974769592285156
2016-05-13,55.05485153198242
2016-05-16,54.734527587890625
2016-05-17,53.25304412841797
2016-05-18,52.52431869506836
2016-05-19,52.067867279052734
2016-05-20,51.81961441040039
2016-05-23,52.03584671020508
2016-05-24,52.13193130493164
2016-05-25,51.87567901611328
2016-05-26,52.16396713256836
2016-05-27,52.22816467285156
2016-05-31,51.1927604675293
2016-06-01,51.618160247802734
2016-06-02,50.24563217163086
2016-06-03,50.73525619506836
2016-06-06,48.865081787109375
2016-06-07,48.83297348022461
2016-06-08,47.966121673583984
2016-06-09,49.18614196777344
2016-06-10,48.61625671386719
2016-06-13,48.102569580078125
2016-06-14,48.39152145385742
2016-06-15,48.44770812988281
2016-06-16,49.354705810546875
2016-06-17,49.13799285888672
