Date,AAPL
2015-08-03,26.52663803100586
2015-08-04,25.675556182861328
2015-08-05,25.845773696899414
2015-08-06,25.90201759338379
2015-08-07,25.989761352539062
2015-08-10,26.93468475341797
2015-08-11,25.533052444458008
2015-08-12,25.926773071289062
2015-08-13,25.90652084350586
2015-08-14,26.08875274658203
2015-08-17,26.358734130859375
2015-08-18,26.210237503051758
2015-08-19,25.875017166137695
2015-08-20,25.34406852722168
2015-08-21,23.79395294189453
2015-08-24,23.20000648498535
2015-08-25,23.339488983154297
2015-08-26,24.67812156677246
2015-08-27,25.404808044433594
2015-08-28,25.488048553466797
2015-08-31,25.368812561035156
2015-09-01,24.23491096496582
2015-09-02,25.274324417114258
2015-09-03,24.83111572265625
2015-09-04,24.58363151550293
2015-09-08,25.267568588256836
2015-09-09,24.781606674194336
2015-09-10,25.326074600219727
2015-09-11,25.69502830505371
2015-09-14,25.94251251220703
2015-09-15,26.16073989868164
2015-09-16,26.189998626708984
2015-09-17,25.62979507446289
2015-09-18,25.524051666259766
2015-09-21,25.920013427734375
2015-09-22,25.512800216674805
2015-09-23,25.719783782958984
2015-09-24,25.872764587402344
2015-09-25,25.807527542114258
2015-09-28,25.296817779541016
2015-09-29,24.53638458251953
2015-09-30,24.815357208251953
2015-10-01,24.65337371826172
2015-10-02,24.83335304260254
2015-10-05,24.92335319519043
2015-10-06,25.04258918762207
2015-10-07,24.92335319519043
2015-10-08,24.6353759765625
2015-10-09,25.224822998046875
2015-10-12,25.107833862304688
2015-10-13,25.15058135986328
2015-10-14,24.79511260986328
2015-10-15,25.166330337524414
2015-10-16,24.981843948364258
2015-10-19,25.137081146240234
2015-10-20,25.59604263305664
2015-10-21,25.593793869018555
2015-10-22,25.985261917114258
2015-10-23,26.790691375732422
2015-10-26,25.935766220092773
2015-10-27,25.771526336669922
2015-10-28,26.83343505859375
2015-10-29,27.116910934448242
2015-10-30,26.885183334350586
2015-11-02,27.263147354125977
2015-11-03,27.575868606567383
2015-11-04,27.447633743286133
2015-11-05,27.321107864379883
2015-11-06,27.35273551940918
2015-11-09,27.242021560668945
2015-11-10,26.383440017700195
2015-11-11,26.234315872192383
2015-11-12,26.14620018005371
2015-11-13,25.382511138916016
2015-11-16,25.798250198364258
2015-11-17,25.687530517578125
2015-11-18,26.500930786132812
2015-11-19,26.837589263916016
2015-11-20,26.955074310302734
2015-11-23,26.6048641204834
2015-11-24,26.860179901123047
2015-11-25,26.66812515258789
2015-11-27,26.618419647216797
2015-11-30,26.72913360595703
2015-12-01,26.51222801208496
2015-12-02,26.272722244262695
2015-12-03,26.028709411621094
2015-12-04,26.894073486328125
2015-12-07,26.72461700439453
2015-12-08,26.713319778442383
2015-12-09,26.12360954284668
2015-12-10,26.24787712097168
2015-12-11,25.572303771972656
2015-12-14,25.414134979248047
2015-12-15,24.96451187133789
2015-12-16,25.15656280517578
2015-12-17,24.623342514038086
2015-12-18,23.956804275512695
2015-12-21,24.250534057617188
2015-12-22,24.227937698364258
2015-12-23,24.539737701416016
2015-12-24,24.408693313598633
2015-12-28,24.135299682617188
2015-12-29,24.56911277770996
2015-12-30,24.248275756835938
2015-12-31,23.782827377319336
2016-01-04,23.803163528442383
2016-01-05,23.206668853759766
2016-01-06,22.752527236938477
2016-01-07,21.79225730895996
2016-01-08,21.907499313354492
2016-01-11,22.26222801208496
2016-01-12,22.5853214263916
2016-01-13,22.004642486572266
2016-01-14,22.48590660095215
2016-01-15,21.94590950012207
2016-01-19,21.83970832824707
2016-01-20,21.869083404541016
2016-01-21,21.75837516784668
2016-01-22,22.91520118713379
2016-01-25,22.467836380004883
2016-01-26,22.592098236083984
2016-01-27,21.107656478881836
2016-01-28,21.2590389251709
2016-01-29,21.99335289001465
2016-02-01,21.787750244140625
2016-02-02,21.347156524658203
2016-02-03,21.769668579101562
2016-02-04,21.944589614868164
2016-02-05,21.358497619628906
