Date,VICI
2018-01-02,13.563180923461914
2018-01-03,13.603667259216309
2018-01-04,13.630656242370605
2018-01-05,13.630656242370605
2018-01-08,13.630656242370605
2018-01-09,13.637404441833496
2018-01-10,13.49570083618164
2018-01-11,13.49570083618164
2018-01-12,13.488951683044434
2018-01-16,14.50787353515625
2018-01-17,14.35942268371582
2018-01-18,14.170487403869629
2018-01-19,14.001791000366211
2018-01-22,15.51330852508545
2018-01-23,14.170487403869629
2018-01-24,14.170487403869629
2018-01-25,14.123248100280762
2018-01-26,14.237960815429688
2018-01-29,14.237960815429688
2018-01-30,14.2042236328125
2018-01-31,14.845269203186035
2018-02-01,14.096257209777832
2018-02-02,14.177233695983887
2018-02-05,13.907320976257324
2018-02-06,13.83309268951416
2018-02-07,14.00853443145752
2018-02-08,13.49570083618164
2018-02-09,13.434969902038574
2018-02-12,13.212291717529297
2018-02-13,13.293262481689453
2018-02-14,13.25952434539795
2018-02-15,13.394478797912598
2018-02-16,13.488951683044434
2018-02-20,13.49570083618164
2018-02-21,13.273018836975098
2018-02-22,13.387733459472656
2018-02-23,13.374239921569824
2018-02-26,13.293262481689453
2018-02-27,13.131314277648926
2018-02-28,13.192044258117676
2018-03-01,13.151559829711914
2018-03-02,13.09083080291748
2018-03-05,13.1380615234375
2018-03-06,13.232534408569336
2018-03-07,13.232534408569336
2018-03-08,13.01660442352295
2018-03-09,13.225785255432129
2018-03-12,13.08407974243164
2018-03-13,13.225785255432129
2018-03-14,13.246026992797852
2018-03-15,13.104325294494629
2018-03-16,13.104325294494629
2018-03-19,12.976115226745605
2018-03-20,12.84115982055664
2018-03-21,12.800670623779297
2018-03-22,12.685956001281738
2018-03-23,12.46328067779541
2018-03-26,12.5914888381958
2018-03-27,12.470026969909668
2018-03-28,12.435994148254395
2018-03-29,12.470026969909668
2018-04-02,12.449605941772461
2018-04-03,12.435994148254395
2018-04-04,12.340697288513184
2018-04-05,12.37473201751709
2018-04-06,12.442797660827637
2018-04-09,12.347505569458008
2018-04-10,12.36111831665039
2018-04-11,12.367927551269531
2018-04-12,12.367927551269531
2018-04-13,12.38834285736084
2018-04-16,12.408767700195312
2018-04-17,12.435994148254395
2018-04-18,12.510865211486816
2018-04-19,12.408767700195312
2018-04-20,12.37473201751709
2018-04-23,12.313471794128418
2018-04-24,12.279436111450195
2018-04-25,12.279436111450195
2018-04-26,12.259018898010254
2018-04-27,12.28624439239502
2018-04-30,12.37473201751709
2018-05-01,12.39515209197998
2018-05-02,12.163723945617676
2018-05-03,12.15010929107666
2018-05-04,12.265823364257812
2018-05-07,12.36111831665039
2018-05-08,12.531285285949707
2018-05-09,12.858011245727539
2018-05-10,13.014564514160156
2018-05-11,12.932887077331543
2018-05-14,13.13708782196045
2018-05-15,13.171125411987305
2018-05-16,13.375327110290527
2018-05-17,13.409364700317383
2018-05-18,13.314066886901855
2018-05-21,13.450201034545898
2018-05-22,13.443398475646973
2018-05-23,13.545498847961426
2018-05-24,13.511463165283203
2018-05-25,13.518274307250977
2018-05-29,13.572722434997559
2018-05-30,13.579532623291016
2018-05-31,13.184741973876953
2018-06-01,13.531883239746094
2018-06-04,13.865418434143066
2018-06-05,13.688443183898926
2018-06-06,13.59995174407959
2018-06-07,13.620369911193848
2018-06-08,13.913065910339355
2018-06-11,13.974324226379395
2018-06-12,14.02196979522705
2018-06-13,14.02196979522705
2018-06-14,13.974324226379395
2018-06-15,13.967520713806152
2018-06-18,14.02196979522705
2018-06-19,14.056009292602539
2018-06-20,14.253400802612305
2018-06-21,14.273822784423828
2018-06-22,14.280628204345703
2018-06-25,14.185332298278809
2018-06-26,14.151300430297852
2018-06-27,14.11889934539795
2018-06-28,14.112008094787598
2018-06-29,14.229202270507812
2018-07-02,14.270572662353516
2018-07-03,14.380874633789062
2018-07-05,14.470495223999023
2018-07-06,14.5463285446167
2018-07-09,14.55322265625
2018-07-10,14.57390308380127
2018-07-11,14.449811935424805
2018-07-12,14.43602180480957
2018-07-13,14.594589233398438
2018-07-16,14.594589233398438
2018-07-17,14.442916870117188
2018-07-18,14.298144340515137
2018-07-19,14.318824768066406
2018-07-20,14.291248321533203
2018-07-23,14.20162582397461
2018-07-24,14.11889934539795
2018-07-25,14.174050331115723
2018-07-26,14.13268756866455
2018-07-27,14.008596420288086
2018-07-30,14.070642471313477
2018-07-31,14.029279708862305
2018-08-01,13.78798770904541
2018-08-02,13.546700477600098
2018-08-03,13.470865249633789
2018-08-06,13.615639686584473
2018-08-07,13.691474914550781
2018-08-08,13.974126815795898
2018-08-09,13.870716094970703
2018-08-10,13.891398429870605
2018-08-13,13.843138694763184
2018-08-14,13.856929779052734
2018-08-15,14.070642471313477
2018-08-16,14.24988842010498
2018-08-17,14.24988842010498
2018-08-20,14.105112075805664
2018-08-21,14.24988842010498
2018-08-22,14.153368949890137
2018-08-23,14.263675689697266
2018-08-24,14.270572662353516
2018-08-27,14.34640121459961
2018-08-28,14.429131507873535
2018-08-29,14.408447265625
2018-08-30,14.229202270507812
2018-08-31,14.415339469909668
2018-09-04,14.429131507873535
2018-09-05,14.408447265625
2018-09-06,14.34640121459961
2018-09-07,14.367080688476562
2018-09-10,14.484286308288574
2018-09-11,14.456705093383789
2018-09-12,14.456705093383789
2018-09-13,14.55322265625
2018-09-14,14.663529396057129
2018-09-17,14.83587646484375
2018-09-18,14.891029357910156
2018-09-19,14.815193176269531
2018-09-20,14.766938209533691
2018-09-21,14.77382755279541
2018-09-24,14.663529396057129
