Date,BOSCHLTD.NS
2016-07-25,22275.142578125
2016-07-26,21906.4921875
2016-07-27,21926.01953125
2016-07-28,22430.693359375
2016-07-29,22740.435546875
2016-08-01,22508.630859375
2016-08-02,22264.171875
2016-08-03,22537.765625
2016-08-04,22722.861328125
2016-08-05,22793.744140625
2016-08-08,23164.533203125
2016-08-09,23107.08203125
2016-08-10,22781.8203125
2016-08-11,22562.44140625
2016-08-12,22350.52734375
2016-08-16,21853.958984375
2016-08-17,21828.640625
2016-08-18,21934.123046875
2016-08-19,21833.150390625
2016-08-22,21574.125
2016-08-23,21485.71484375
2016-08-24,21558.740234375
2016-08-25,21643.591796875
2016-08-26,21573.9375
2016-08-29,21636.58203125
2016-08-30,22519.828125
2016-08-31,22004.095703125
2016-09-01,21958.841796875
2016-09-02,21861.193359375
2016-09-06,22270.271484375
2016-09-07,22095.001953125
2016-09-08,22258.93359375
2016-09-09,22000.6796875
2016-09-12,21379.234375
2016-09-14,20959.64453125
2016-09-15,21120.388671875
2016-09-16,21339.72265625
2016-09-19,21298.525390625
2016-09-20,21173.46875
2016-09-21,21256.6875
2016-09-22,21308.263671875
2016-09-23,21250.4921875
2016-09-26,20799.44921875
2016-09-27,20711.1796875
2016-09-28,21113.33203125
2016-09-29,20607.79296875
2016-09-30,20756.791015625
2016-10-03,20715.9140625
2016-10-04,20793.666015625
2016-10-05,20762.029296875
2016-10-06,21030.390625
2016-10-07,21064.259765625
2016-10-10,21033.30078125
2016-10-13,20744.275390625
2016-10-14,20762.2578125
2016-10-17,20167.765625
2016-10-18,20472.54296875
2016-10-19,20372.84765625
2016-10-20,20400.388671875
2016-10-21,20607.248046875
2016-10-24,20882.890625
2016-10-25,20597.185546875
2016-10-26,20451.1484375
2016-10-27,20219.525390625
2016-10-28,19931.177734375
2016-11-01,20316.439453125
2016-11-02,19738.06640625
2016-11-03,19584.46875
2016-11-04,19585.150390625
2016-11-07,19504.666015625
2016-11-08,19648.796875
2016-11-09,19356.078125
2016-11-10,18998.21875
2016-11-11,18230.369140625
2016-11-15,17764.390625
2016-11-16,17457.607421875
2016-11-17,17314.208984375
2016-11-18,17505.498046875
2016-11-21,16759.8671875
2016-11-22,16865.39453125
2016-11-23,17276.33203125
2016-11-24,17142.404296875
2016-11-25,17154.103515625
2016-11-28,17670.0234375
2016-11-29,18365.212890625
2016-11-30,18687.74609375
2016-12-01,18557.505859375
2016-12-02,18538.705078125
2016-12-05,18984.0625
2016-12-06,18633.34765625
2016-12-07,18440.234375
2016-12-08,19049.431640625
2016-12-09,18882.314453125
2016-12-12,18905.849609375
2016-12-13,19043.966796875
2016-12-14,18542.841796875
2016-12-15,18186.53125
2016-12-16,18321.828125
2016-12-19,18047.546875
2016-12-20,17513.5546875
2016-12-21,17585.076171875
2016-12-22,17512.873046875
2016-12-23,17950.80859375
2016-12-26,17588.716796875
2016-12-27,18171.91796875
2016-12-28,18366.03125
2016-12-29,18801.23828125
2016-12-30,19165.380859375
2017-01-02,19207.396484375
2017-01-03,18936.53125
2017-01-04,18516.083984375
2017-01-05,19032.314453125
2017-01-06,19221.240234375
2017-01-09,19032.771484375
2017-01-10,19253.1484375
2017-01-11,19296.89453125
2017-01-12,19528.974609375
2017-01-13,19365.728515625
2017-01-16,19555.833984375
2017-01-17,19498.837890625
2017-01-18,19211.76953125
2017-01-19,19342.96875
2017-01-20,19394.77734375
2017-01-23,19362.31640625
2017-01-24,19865.986328125
2017-01-25,20829.72265625
2017-01-27,20448.916015625
2017-01-30,20262.5
2017-01-31,20149.41796875
2017-02-01,21213.7109375
2017-02-02,20892.7265625
2017-02-03,20412.177734375
2017-02-06,20539.1875
2017-02-07,20467.263671875
2017-02-08,20906.3828125
2017-02-09,20909.9765625
2017-02-10,20649.85546875
2017-02-13,20345.537109375
2017-02-14,20404.8515625
2017-02-15,20117.958984375
2017-02-16,19939.35546875
2017-02-17,20024.68359375
2017-02-20,19841.23828125
2017-02-21,19853.751953125
2017-02-22,20154.501953125
2017-02-23,20090.28125
2017-02-27,19774.958984375
2017-02-28,19717.861328125
2017-03-01,19655.146484375
2017-03-02,19740.703125
2017-03-03,19330.23046875
2017-03-06,19518.79296875
2017-03-07,19518.017578125
2017-03-08,19997.416015625
2017-03-09,20124.626953125
2017-03-10,20793.95703125
2017-03-14,20638.923828125
2017-03-15,20815.521484375
2017-03-16,20945.4765625
2017-03-17,20828.35546875
2017-03-20,20714.982421875
2017-03-21,20923.4609375
2017-03-22,21000.470703125
2017-03-23,20995.900390625
2017-03-24,20987.40625
2017-03-27,20842.833984375
2017-03-28,20999.650390625
2017-03-29,20935.697265625
2017-03-30,20646.693359375
2017-03-31,20784.9140625
2017-04-03,20679.3984375
2017-04-05,20920.03125
2017-04-06,20918.75
2017-04-07,20853.93359375
2017-04-10,20765.728515625
2017-04-11,20781.716796875
2017-04-12,21343.197265625
2017-04-13,21261.341796875
2017-04-17,20840.4140625
2017-04-18,20656.1875
2017-04-19,20532.857421875
2017-04-20,20645.458984375
2017-04-21,20469.732421875
2017-04-24,20538.06640625
2017-04-25,20639.51953125
2017-04-26,20671.76953125
2017-04-27,20576.939453125
2017-04-28,21004.490234375
2017-05-02,21114.759765625
2017-05-03,21283.0390625
2017-05-04,21194.607421875
2017-05-05,21426.375
2017-05-08,21370.375
2017-05-09,21319.58203125
2017-05-10,21207.66796875
2017-05-11,21439.630859375
2017-05-12,21455.98046875
2017-05-15,22103.884765625
2017-05-16,22543.3125
2017-05-17,22100.142578125
2017-05-18,21253.576171875
2017-05-19,21009.83984375
2017-05-22,21086.8046875
2017-05-23,21141.525390625
2017-05-24,20853.115234375
2017-05-25,21525.865234375
2017-05-26,21566.060546875
2017-05-29,21537.607421875
2017-05-30,21504.033203125
2017-05-31,21320.904296875
2017-06-01,21764.310546875
2017-06-02,21753.390625
2017-06-05,21829.216796875
2017-06-06,21655.78125
2017-06-07,21830.451171875
2017-06-08,21865.4375
2017-06-09,21883.408203125
2017-06-12,21930.591796875
2017-06-13,22148.24609375
2017-06-14,22360.951171875
2017-06-15,22295.291015625
2017-06-16,22437.158203125
2017-06-19,22977.330078125
2017-06-20,22663.798828125
2017-06-21,22215.919921875
2017-06-22,22271.265625
2017-06-23,21821.099609375
2017-06-27,21318.568359375
2017-06-28,21375.01171875
2017-06-29,21333.330078125
2017-06-30,21391.701171875
2017-07-03,21557.26953125
2017-07-04,21560.572265625
2017-07-05,21754.796875
2017-07-06,21812.29296875
2017-07-07,21628.3359375
2017-07-10,21907.755859375
2017-07-11,21878.181640625
2017-07-12,22180.388671875
2017-07-13,22240.681640625
2017-07-14,22341.55859375
2017-07-17,22561.228515625
2017-07-18,22342.337890625
2017-07-19,22325.873046875
2017-07-20,22052.921875
2017-07-21,21982.447265625
2017-07-24,22046.87109375
2017-07-25,22234.998046875
2017-07-26,22265.625
2017-07-27,21992.671875
2017-07-28,21829.2578125
2017-07-31,22171.951171875
2017-08-01,22619.828125
2017-08-02,22952.939453125
2017-08-03,22787.69140625
2017-08-04,22522.34765625
2017-08-07,22333.119140625
2017-08-08,22182.314453125
2017-08-09,22037.9765625
2017-08-10,21590.28515625
2017-08-11,20746.068359375
2017-08-14,20301.21875
2017-08-16,20458.765625
2017-08-17,20209.375
2017-08-18,20205.7578125
2017-08-21,20146.609375
2017-08-22,20081.58984375
2017-08-23,20066.736328125
2017-08-24,19877.69140625
2017-08-28,20030.92578125
2017-08-29,19893.37109375
2017-08-30,20601.177734375
2017-08-31,20162.474609375
2017-09-01,20328.59375
2017-09-04,20604.43359375
2017-09-05,20391.181640625
2017-09-06,19864.529296875
2017-09-07,20271.55078125
2017-09-08,20152.9765625
2017-09-11,20227.125
2017-09-12,20275.724609375
2017-09-13,20185.94921875
2017-09-14,20119.5546875
2017-09-15,20008.595703125
2017-09-18,20092.2265625
2017-09-19,20037.986328125
2017-09-20,20012.630859375
2017-09-21,19769.158203125
2017-09-22,19711.529296875
2017-09-25,19415.787109375
2017-09-26,19712.03125
2017-09-27,19360.76171875
2017-09-28,18966.349609375
2017-09-29,18840.3984375
2017-10-03,18705.318359375
2017-10-04,18988.861328125
2017-10-05,19058.375
2017-10-06,19325.044921875
2017-10-09,19511.203125
2017-10-10,19465.349609375
2017-10-11,19393.36328125
2017-10-12,19403.3125
2017-10-13,19781.72265625
2017-10-16,20357.33984375
2017-10-17,20261.87890625
2017-10-18,19929.591796875
2017-10-19,19751.552734375
2017-10-23,19516.66015625
2017-10-24,19551.45703125
2017-10-25,19495.19921875
2017-10-26,19286.390625
2017-10-27,19535.8671875
2017-10-30,19495.109375
2017-10-31,19268.73828125
2017-11-01,19273.599609375
2017-11-02,19248.15234375
2017-11-03,19301.47265625
2017-11-06,19130.544921875
2017-11-07,19035.3125
2017-11-08,19041.181640625
2017-11-09,19373.28125
2017-11-10,18759.65234375
2017-11-13,18277.478515625
2017-11-14,18043.548828125
2017-11-15,17612.2265625
2017-11-16,17660.50390625
2017-11-17,17392.2265625
2017-11-20,17768.759765625
2017-11-21,17641.29296875
2017-11-22,17431.5703125
2017-11-23,17403.5078125
2017-11-24,17384.38671875
2017-11-27,17358.89453125
2017-11-28,17407.404296875
2017-11-29,18400.73046875
2017-11-30,18646.58203125
2017-12-01,18329.66015625
2017-12-04,18435.34765625
2017-12-05,18243.501953125
2017-12-06,17561.005859375
2017-12-07,18097.8359375
2017-12-08,17928.08984375
2017-12-11,18273.857421875
2017-12-12,18297.197265625
2017-12-13,18216.54296875
2017-12-14,18230.666015625
2017-12-15,18093.201171875
2017-12-18,18233.603515625
2017-12-19,18219.5234375
2017-12-20,18197.607421875
2017-12-21,18233.603515625
2017-12-22,18273.123046875
2017-12-26,18607.10546875
2017-12-27,18425.578125
2017-12-28,18407.09765625
2017-12-29,18492.337890625
2018-01-01,18149.69140625
2018-01-02,18085.361328125
2018-01-03,18058.953125
2018-01-04,18021.99609375
2018-01-05,18059.13671875
2018-01-08,18339.013671875
2018-01-09,18184.71875
2018-01-10,18167.34375
2018-01-11,18298.982421875
2018-01-12,18131.076171875
2018-01-15,18252.16796875
2018-01-16,18211.224609375
2018-01-17,18298.5703125
2018-01-18,18252.216796875
2018-01-19,18318.654296875
2018-01-22,18323.55859375
2018-01-23,18135.11328125
2018-01-24,18093.201171875
2018-01-25,18012.6875
2018-01-29,18229.748046875
2018-01-30,17877.931640625
2018-01-31,17790.541015625
2018-02-01,17898.37890625
2018-02-02,17858.537109375
2018-02-05,18296.095703125
2018-02-06,17933.45703125
2018-02-07,17647.939453125
2018-02-08,17966.609375
2018-02-09,17866.056640625
2018-02-12,17924.056640625
2018-02-14,17895.859375
2018-02-15,17884.259765625
2018-02-16,17931.1640625
2018-02-19,17815.48046875
2018-02-20,17788.5234375
2018-02-21,17570.26953125
2018-02-22,17322.349609375
2018-02-23,17350.685546875
2018-02-26,17532.759765625
2018-02-27,17439.865234375
2018-02-28,17136.744140625
2018-03-01,17155.267578125
2018-03-05,16825.59765625
2018-03-06,16652.966796875
2018-03-07,16367.3134765625
2018-03-08,16593.408203125
2018-03-09,16693.1328125
2018-03-12,16733.388671875
2018-03-13,16953.888671875
2018-03-14,16767.18359375
2018-03-15,16529.580078125
2018-03-16,16434.666015625
2018-03-19,16061.759765625
2018-03-20,16393.451171875
2018-03-21,16126.501953125
2018-03-22,15910.587890625
2018-03-23,15921.2255859375
2018-03-26,15856.8515625
2018-03-27,16220.1796875
2018-03-28,16522.56640625
2018-04-02,16978.73828125
2018-04-03,17481.68359375
2018-04-04,18052.072265625
2018-04-05,17917.68359375
2018-04-06,18264.185546875
2018-04-09,18305.767578125
2018-04-10,18109.384765625
2018-04-11,18239.2890625
2018-04-12,18504.853515625
2018-04-13,17942.58203125
2018-04-16,17930.5234375
2018-04-17,17770.365234375
2018-04-18,17791.044921875
2018-04-19,17927.267578125
2018-04-20,17865.140625
2018-04-23,18059.091796875
2018-04-24,18029.927734375
2018-04-25,17948.7265625
2018-04-26,18016.67578125
2018-04-27,17950.423828125
2018-04-30,17794.712890625
2018-05-02,17910.98828125
2018-05-03,17836.068359375
2018-05-04,17730.65234375
2018-05-07,17969.314453125
2018-05-08,17445.830078125
2018-05-09,17353.623046875
2018-05-10,17142.4765625
2018-05-11,17109.873046875
2018-05-14,16701.6171875
2018-05-15,16825.3671875
2018-05-16,16617.890625
2018-05-17,16411.927734375
2018-05-18,16243.333984375
2018-05-21,16159.3291015625
2018-05-22,16700.65234375
2018-05-23,16512.384765625
2018-05-24,16284.0927734375
2018-05-25,16329.533203125
2018-05-28,16592.4921875
2018-05-29,17017.0234375
2018-05-30,17011.892578125
2018-05-31,16843.474609375
2018-06-01,16774.611328125
2018-06-04,16637.515625
2018-06-05,16426.1875
2018-06-06,17385.625
2018-06-07,17165.75390625
2018-06-08,17009.08203125
2018-06-11,16793.7265625
2018-06-12,16610.775390625
2018-06-13,16562.287109375
2018-06-14,16811.705078125
2018-06-15,16770.173828125
2018-06-18,16563.1640625
2018-06-19,16463.96875
2018-06-20,16363.9892578125
2018-06-21,16580.724609375
2018-06-22,16556.43359375
2018-06-25,16510.982421875
2018-06-26,16306.8818359375
2018-06-27,15879.8125
2018-06-28,15919.1318359375
2018-06-29,16142.228515625
2018-07-02,16078.3388671875
2018-07-03,16122.63671875
2018-07-04,16141.1689453125
2018-07-05,16671.669921875
2018-07-06,16381.873046875
2018-07-09,16629.583984375
2018-07-10,16448.390625
2018-07-11,16230.916015625
2018-07-12,16083.2724609375
2018-07-13,16249.0302734375
2018-07-16,16012.1484375
2018-07-17,16053.8193359375
2018-07-18,16273.5947265625
2018-07-19,16318.998046875
2018-07-20,16218.701171875
2018-07-23,16588.150390625
2018-07-24,17266.83984375
2018-07-25,17556.453125
2018-07-26,17239.642578125
2018-07-27,17182.673828125
2018-07-30,17156.12109375
2018-07-31,17258.40625
2018-08-01,17368.4765625
2018-08-02,17190.32421875
2018-08-03,17585.4921875
2018-08-06,17413.8828125
2018-08-07,17600.15234375
2018-08-08,17678.142578125
2018-08-09,17594.248046875
2018-08-10,17857.49609375
2018-08-13,17689.6171875
2018-08-14,17695.4765625
2018-08-16,17321.091796875
2018-08-17,17375.71484375
2018-08-20,17313.94921875
2018-08-21,17415.265625
2018-08-23,17390.376953125
2018-08-24,17331.142578125
2018-08-27,17254.212890625
2018-08-28,17409.455078125
2018-08-29,18509.501953125
2018-08-30,20286.166015625
2018-08-31,20272.658203125
2018-09-03,19716.62109375
2018-09-04,19286.515625
2018-09-05,19082.408203125
2018-09-06,19605.443359375
2018-09-07,19731.37109375
2018-09-10,19184.279296875
2018-09-11,18901.71484375
2018-09-12,19405.71484375
2018-09-14,19419.95703125
2018-09-17,19346.853515625
2018-09-18,19107.806640625
2018-09-19,19011.931640625
2018-09-21,18436.30078125
2018-09-24,18166.373046875
2018-09-25,18577.626953125
2018-09-26,18170.5234375
2018-09-27,18224.17578125
2018-09-28,18377.02734375
2018-10-01,18239.48046875
2018-10-03,18159.45703125
2018-10-04,17630.021484375
2018-10-05,17344.326171875
2018-10-08,16927.171875
2018-10-09,17003.732421875
2018-10-10,17130.908203125
2018-10-11,16855.494140625
2018-10-12,17151.92578125
2018-10-15,17236.740234375
2018-10-16,17478.044921875
2018-10-17,16944.31640625
2018-10-19,17571.06640625
2018-10-22,16856.96875
2018-10-23,16351.1728515625
2018-10-24,16918.091796875
2018-10-25,17545.203125
2018-10-26,17156.16796875
2018-10-29,17230.5625
2018-10-30,18196.982421875
2018-10-31,18204.080078125
2018-11-01,18091.83984375
2018-11-02,18092.484375
2018-11-05,17892.296875
2018-11-06,17863.2109375
2018-11-07,17960.470703125
2018-11-09,18295.990234375
2018-11-12,18088.154296875
2018-11-13,18119.865234375
2018-11-14,17695.4765625
2018-11-15,17719.533203125
2018-11-16,17261.537109375
2018-11-19,17245.638671875
2018-11-20,17142.798828125
2018-11-21,17252.96875
2018-11-22,17546.357421875
2018-11-26,17237.337890625
2018-11-27,16914.49609375
2018-11-28,17227.5234375
2018-11-29,17315.564453125
2018-11-30,17491.228515625
2018-12-03,17703.955078125
2018-12-04,17067.712890625
2018-12-05,16919.380859375
2018-12-06,16949.01953125
2018-12-07,17085.4140625
2018-12-10,17040.056640625
2018-12-11,17613.1953125
2018-12-12,17674.5
2018-12-13,18088.4296875
2018-12-14,18153.236328125
2018-12-17,18126.091796875
2018-12-18,18310.140625
2018-12-19,18091.146484375
2018-12-20,18075.5234375
2018-12-21,18343.927734375
2018-12-24,17898.931640625
2018-12-26,18001.310546875
2018-12-27,17893.08203125
2018-12-28,18096.44921875
2018-12-31,18079.34765625
2019-01-01,18047.357421875
2019-01-02,17956.369140625
2019-01-03,17792.318359375
2019-01-04,17920.369140625
2019-01-07,17986.421875
2019-01-08,17793.0078125
2019-01-09,17955.033203125
2019-01-10,18164.8984375
2019-01-11,17993.244140625
2019-01-14,17622.916015625
2019-01-15,17635.779296875
2019-01-16,17598.306640625
2019-01-17,17654.681640625
2019-01-18,17709.8984375
2019-01-21,17558.296875
2019-01-22,17707.96484375
2019-01-23,17598.998046875
2019-01-24,17659.1484375
2019-01-25,17079.14453125
2019-01-28,16835.904296875
2019-01-29,16752.517578125
2019-01-30,17012.62890625
2019-01-31,17379.171875
2019-02-01,17807.345703125
2019-02-04,17560.232421875
2019-02-05,17567.8828125
2019-02-06,17744.748046875
2019-02-07,17723.083984375
2019-02-08,17442.4140625
2019-02-11,17330.310546875
2019-02-12,17139.939453125
2019-02-14,16671.76171875
2019-02-15,16736.845703125
2019-02-18,16333.1513671875
2019-02-19,16373.990234375
2019-02-20,16755.931640625
2019-02-21,16638.755859375
2019-02-22,16705.31640625
2019-02-25,16908.041015625
2019-02-26,17298.275390625
2019-02-27,17347.875
2019-02-28,17540.134765625
2019-03-01,17285.185546875
2019-03-05,17445.18359375
2019-03-06,17400.833984375
2019-03-07,17042.21875
2019-03-08,16990.2734375
2019-03-11,17608.357421875
2019-03-12,17592.083984375
2019-03-13,17155.33984375
2019-03-14,17109.796875
2019-03-15,16930.720703125
2019-03-18,17027.611328125
2019-03-19,17000.78125
2019-03-20,16956.119140625
2019-03-22,16858.62890625
2019-03-25,16762.337890625
2019-03-26,16762.337890625
2019-03-27,16556.48046875
2019-03-28,16489.041015625
2019-04-01,16691.58203125
2019-04-02,16544.4453125
2019-04-03,16599.482421875
2019-04-04,16439.3984375
2019-04-05,16589.25
2019-04-08,16589.34375
2019-04-09,16461.939453125
2019-04-10,16399.158203125
2019-04-11,16438.5703125
2019-04-12,16576.068359375
2019-04-15,16641.568359375
2019-04-16,16846.087890625
2019-04-18,16753.951171875
2019-04-22,16684.251953125
2019-04-23,16544.5859375
2019-04-24,16599.302734375
2019-04-25,16590.634765625
2019-04-26,16611.146484375
2019-04-30,16611.470703125
2019-05-02,16581.046875
2019-05-03,16615.619140625
2019-05-06,16613.1796875
2019-05-07,16395.515625
2019-05-08,15975.2734375
2019-05-09,15820.3974609375
2019-05-10,15897.3740234375
2019-05-13,15856.7177734375
2019-05-14,15479.98828125
2019-05-15,15676.583984375
2019-05-16,15642.427734375
2019-05-17,15884.8359375
2019-05-20,16245.2958984375
2019-05-21,16050.7314453125
2019-05-22,15496.306640625
2019-05-23,15474.5966796875
2019-05-24,15646.759765625
2019-05-27,15602.83203125
2019-05-28,15604.1220703125
2019-05-29,15688.3818359375
2019-05-30,15868.6572265625
2019-05-31,16338.4951171875
2019-06-03,16045.3359375
2019-06-04,16042.068359375
2019-06-06,15919.591796875
2019-06-07,15720.048828125
2019-06-10,15750.884765625
2019-06-11,15799.654296875
2019-06-12,15581.02734375
2019-06-13,15683.5869140625
2019-06-14,15590.4306640625
2019-06-17,15232.2783203125
2019-06-18,15154.37890625
2019-06-19,14989.4521484375
2019-06-20,15295.703125
2019-06-21,15180.19140625
2019-06-24,15120.2685546875
2019-06-25,15182.865234375
2019-06-26,15234.1669921875
2019-06-27,15258.4599609375
2019-06-28,15062.4208984375
2019-07-01,15292.3408203125
2019-07-02,15413.2890625
2019-07-03,15409.5546875
2019-07-04,15563.607421875
2019-07-05,15209.6015625
2019-07-08,14714.7294921875
2019-07-09,14734.134765625
2019-07-10,14672.27734375
2019-07-11,14773.0400390625
2019-07-12,14779.4931640625
2019-07-15,14760.59375
2019-07-16,14747.1787109375
2019-07-17,14749.806640625
2019-07-18,14354.1328125
2019-07-19,13978.6943359375
2019-07-22,13963.8056640625
2019-07-23,13838.5654296875
2019-07-24,13526.875
2019-07-25,13830.5927734375
2019-07-26,13854.515625
2019-07-29,13658.6591796875
2019-07-30,13165.49609375
2019-07-31,13310.970703125
2019-08-01,13499.310546875
2019-08-02,13631.0029296875
2019-08-05,13173.3759765625
2019-08-06,13367.0185546875
2019-08-07,12884.6884765625
2019-08-08,13281.9296875
2019-08-09,13173.74609375
2019-08-13,12473.248046875
2019-08-14,12423.076171875
2019-08-16,12768.283203125
2019-08-19,12666.5009765625
2019-08-20,12602.068359375
2019-08-21,12717.4619140625
2019-08-22,12452.6689453125
2019-08-23,12782.173828125
2019-08-26,13218.38671875
2019-08-27,13466.548828125
2019-08-28,13191.76953125
2019-08-29,13006.458984375
