Date,CGCL.NS
2015-08-21,28.53150749206543
2015-08-24,26.183618545532227
2015-08-25,25.751609802246094
2015-08-26,25.629520416259766
2015-08-27,26.108489990234375
2015-08-28,26.37145233154297
2015-08-31,25.873701095581055
2015-09-01,25.55438995361328
2015-09-02,25.995790481567383
2015-09-03,26.56867218017578
2015-09-04,25.460472106933594
2015-09-07,24.52132225036621
2015-09-08,24.45557403564453
2015-09-09,25.601343154907227
2015-09-10,25.629520416259766
2015-09-11,25.685869216918945
2015-09-14,25.6389102935791
2015-09-15,25.59195327758789
2015-09-16,25.32898712158203
2015-09-18,25.53560447692871
2015-09-21,25.35716438293457
2015-09-22,25.53560447692871
2015-09-23,25.620128631591797
2015-09-24,25.404123306274414
2015-09-28,25.28203582763672
2015-09-29,26.08031463623047
2015-09-30,25.704648971557617
2015-10-01,26.23996925354004
2015-10-05,26.286924362182617
2015-10-06,27.592350006103516
2015-10-07,30.41921043395996
2015-10-08,31.132965087890625
2015-10-09,31.677671432495117
2015-10-12,31.912460327148438
2015-10-13,31.827939987182617
2015-10-14,31.170530319213867
2015-10-15,31.367752075195312
2015-10-16,31.001487731933594
2015-10-19,30.466163635253906
2015-10-20,30.37224769592285
2015-10-21,31.0296573638916
2015-10-23,31.480451583862305
2015-10-26,28.53150749206543
2015-10-27,28.925952911376953
2015-10-28,28.46576499938965
2015-10-29,28.09949493408203
2015-10-30,27.658092498779297
2015-11-02,28.371850967407227
2015-11-03,28.165233612060547
2015-11-04,27.648700714111328
2015-11-05,27.319997787475586
2015-11-06,27.648700714111328
2015-11-09,28.15584373474121
2015-11-10,28.174625396728516
2015-11-13,29.367351531982422
2015-11-16,29.968412399291992
2015-11-17,29.79936408996582
2015-11-18,29.489442825317383
2015-11-19,29.949626922607422
2015-11-20,30.052934646606445
2015-11-23,29.160737991333008
2015-11-24,30.024763107299805
2015-11-26,30.23137664794922
2015-11-27,29.32978630065918
2015-11-30,29.62092399597168
2015-12-01,29.996583938598633
2015-12-02,30.071720123291016
2015-12-03,30.616430282592773
2015-12-04,30.362857818603516
2015-12-07,30.607038497924805
2015-12-08,29.602140426635742
2015-12-09,29.20769691467285
2015-12-10,30.03415298461914
2015-12-11,28.83203887939453
2015-12-14,28.644201278686523
2015-12-15,29.25465965270996
2015-12-16,29.20769691467285
2015-12-17,29.677274703979492
2015-12-18,29.301612854003906
2015-12-21,30.240768432617188
2015-12-22,31.73402214050293
2015-12-23,35.01167297363281
2015-12-24,34.06312561035156
2015-12-28,33.969207763671875
2015-12-29,34.07251739501953
2015-12-30,34.617225646972656
2015-12-31,33.74380874633789
2016-01-01,34.2415657043457
2016-01-04,33.71563720703125
2016-01-05,38.1390495300293
2016-01-06,37.547386169433594
2016-01-07,36.60823440551758
2016-01-08,37.00267791748047
2016-01-11,39.3223876953125
2016-01-12,39.4632568359375
2016-01-13,37.30320739746094
2016-01-14,35.90386962890625
2016-01-15,35.33097839355469
2016-01-18,34.194602966308594
2016-01-19,34.2415657043457
2016-01-20,31.217485427856445
2016-01-21,31.96881103515625
2016-01-22,31.921855926513672
2016-01-25,32.60743713378906
2016-01-27,32.9173583984375
2016-01-28,32.53230285644531
2016-01-29,32.99249267578125
2016-02-01,32.89857482910156
2016-02-02,33.236671447753906
2016-02-03,32.11907196044922
2016-02-04,32.80465316772461
2016-02-05,31.715242385864258
2016-02-08,31.827939987182617
2016-02-09,31.367752075195312
2016-02-10,29.508224487304688
2016-02-11,27.836530685424805
2016-02-12,25.620128631591797
2016-02-15,25.911266326904297
2016-02-16,23.694862365722656
2016-02-17,23.66668701171875
2016-02-18,24.418010711669922
2016-02-19,24.230180740356445
2016-02-22,24.267745971679688
2016-02-23,23.37554931640625
2016-02-24,22.962322235107422
2016-02-25,23.103195190429688
2016-02-26,22.981103897094727
2016-02-29,24.02356719970703
2016-03-01,25.59195327758789
2016-03-02,26.296316146850586
2016-03-03,26.418411254882812
2016-03-04,26.87859535217285
2016-03-08,26.277536392211914
2016-03-09,26.70954704284668
2016-03-10,25.845523834228516
2016-03-11,26.484149932861328
2016-03-14,25.836130142211914
2016-03-15,25.084808349609375
2016-03-16,24.765499114990234
2016-03-17,25.52621078491211
2016-03-18,25.685869216918945
2016-03-21,25.141159057617188
2016-03-22,25.13176727294922
2016-03-23,24.953327178955078
2016-03-28,24.981504440307617
2016-03-29,24.577669143676758
2016-03-30,24.962722778320312
2016-03-31,24.577669143676758
2016-04-01,24.549489974975586
2016-04-04,25.141159057617188
2016-04-05,24.23956871032715
2016-04-06,24.79367446899414
2016-04-07,24.42740249633789
2016-04-08,24.981504440307617
2016-04-11,24.42740249633789
2016-04-12,25.066024780273438
2016-04-13,25.610736846923828
2016-04-18,26.00518226623535
2016-04-20,26.296316146850586
2016-04-21,26.352664947509766
2016-04-22,25.404123306274414
2016-04-25,24.483749389648438
2016-04-26,24.42740249633789
2016-04-27,24.24896240234375
2016-04-28,26.183618545532227
2016-04-29,25.488649368286133
2016-05-02,25.6389102935791
2016-05-03,25.375946044921875
2016-05-04,24.66219139099121
2016-05-05,25.047245025634766
2016-05-06,25.141159057617188
2016-05-09,25.13176727294922
2016-05-10,24.925151824951172
2016-05-11,25.159944534301758
2016-05-12,24.718538284301758
2016-05-13,26.258752822875977
2016-05-16,25.94883155822754
2016-05-17,25.451078414916992
2016-05-18,25.96761703491211
