Date,WELSPUNLIV.NS
2015-08-21,77.63446807861328
2015-08-24,66.72834014892578
2015-08-25,67.42916107177734
2015-08-26,66.91156005859375
2015-08-27,69.45831298828125
2015-08-28,70.59883880615234
2015-08-31,70.70877075195312
2015-09-01,69.43998718261719
2015-09-02,69.92094421386719
2015-09-03,70.04918670654297
2015-09-04,65.17098999023438
2015-09-07,65.61071014404297
2015-09-08,66.85202026367188
2015-09-09,73.45706939697266
2015-09-10,75.42208862304688
2015-09-11,79.2147216796875
2015-09-14,78.83454895019531
2015-09-15,78.50933837890625
2015-09-16,78.02838897705078
2015-09-18,80.41481018066406
2015-09-21,77.0802230834961
2015-09-22,76.02210998535156
2015-09-23,75.11062622070312
2015-09-24,77.85431671142578
2015-09-28,76.24657440185547
2015-09-29,77.57948303222656
2015-09-30,77.42375946044922
2015-10-01,77.72605895996094
2015-10-05,81.80268096923828
2015-10-06,83.2500991821289
2015-10-07,78.9765396118164
2015-10-08,75.76563262939453
2015-10-09,70.05834197998047
2015-10-12,73.40208435058594
2015-10-13,71.28133392333984
2015-10-14,72.87533569335938
2015-10-15,70.08126068115234
2015-10-16,67.12226867675781
2015-10-19,70.04460906982422
2015-10-20,69.60946655273438
2015-10-21,69.02316284179688
2015-10-23,67.18639373779297
2015-10-26,69.17431640625
2015-10-27,67.59405517578125
2015-10-28,69.91178131103516
2015-10-29,70.70877075195312
2015-10-30,66.39427947998047
2015-11-02,67.55836486816406
2015-11-03,66.55596923828125
2015-11-04,65.90462493896484
2015-11-05,64.92069244384766
2015-11-06,66.44971466064453
2015-11-09,67.44749450683594
2015-11-10,68.16350555419922
2015-11-13,68.44066619873047
2015-11-16,68.97651672363281
2015-11-17,69.72023010253906
2015-11-18,70.47782897949219
2015-11-19,71.28158569335938
2015-11-20,74.87545013427734
2015-11-23,74.93089294433594
2015-11-24,76.8802490234375
2015-11-26,76.77400970458984
2015-11-27,76.3628921508789
2015-11-30,81.30101013183594
2015-12-01,79.99833679199219
2015-12-02,80.24317932128906
2015-12-03,81.3564224243164
2015-12-04,80.53882598876953
2015-12-07,79.1576156616211
2015-12-08,78.5432357788086
2015-12-09,73.99776458740234
2015-12-10,74.108642578125
2015-12-11,73.37416076660156
2015-12-14,73.39264678955078
2015-12-15,73.7298583984375
2015-12-16,73.00922393798828
2015-12-17,78.34461975097656
2015-12-18,77.88728332519531
2015-12-21,79.38858795166016
2015-12-22,80.6589126586914
2015-12-23,82.3218765258789
2015-12-24,81.55044555664062
2015-12-28,81.73060607910156
2015-12-29,81.9338607788086
2015-12-30,84.67776489257812
2015-12-31,84.3359375
2016-01-01,84.160400390625
2016-01-04,81.51811218261719
2016-01-05,81.19937896728516
2016-01-06,78.80192565917969
2016-01-07,78.84812927246094
2016-01-08,80.59886169433594
2016-01-11,80.73282623291016
2016-01-12,81.3610610961914
2016-01-13,79.31005096435547
2016-01-14,78.54786682128906
2016-01-15,76.51072692871094
2016-01-18,71.07832336425781
2016-01-19,69.70175170898438
2016-01-20,71.45710754394531
2016-01-21,76.25202941894531
2016-01-22,75.40667724609375
2016-01-25,76.78787231445312
2016-01-27,77.74870300292969
2016-01-28,77.0927505493164
2016-01-29,76.75091552734375
2016-02-01,77.99815368652344
2016-02-02,79.70732116699219
2016-02-03,81.7952880859375
2016-02-04,81.55044555664062
2016-02-05,83.46749877929688
2016-02-08,82.80229187011719
2016-02-09,83.53678131103516
2016-02-10,83.1626205444336
2016-02-11,79.35163116455078
2016-02-12,78.11825561523438
2016-02-15,79.48097229003906
2016-02-16,80.23394012451172
2016-02-17,80.32632446289062
2016-02-18,80.37714385986328
2016-02-19,80.1323013305664
2016-02-22,80.48338317871094
2016-02-23,80.53882598876953
2016-02-24,80.62195587158203
2016-02-25,77.50387573242188
2016-02-26,77.03269958496094
2016-02-29,75.00479125976562
2016-03-01,78.51551055908203
2016-03-02,79.46711730957031
2016-03-03,78.07205963134766
2016-03-04,78.4831771850586
2016-03-08,78.59405517578125
2016-03-09,81.23634338378906
2016-03-10,83.08409118652344
2016-03-11,89.93000030517578
2016-03-14,91.81470489501953
2016-03-15,88.78900909423828
2016-03-16,86.7611083984375
2016-03-17,86.6410140991211
2016-03-18,86.81654357910156
2016-03-21,90.2740249633789
2016-03-22,90.2278060913086
2016-03-23,100.02713775634766
2016-03-28,92.72386932373047
2016-03-29,87.82421112060547
2016-03-30,92.49274444580078
2016-03-31,91.47583770751953
2016-04-01,91.19850158691406
2016-04-04,88.79488372802734
2016-04-05,86.16015625
2016-04-06,83.10942840576172
2016-04-07,82.83209228515625
2016-04-08,85.28192901611328
2016-04-11,84.2650146484375
2016-04-12,81.39917755126953
2016-04-13,83.94145965576172
2016-04-18,88.14775848388672
2016-04-20,91.38340759277344
2016-04-21,92.07674407958984
2016-04-22,91.84562683105469
2016-04-25,91.66073608398438
2016-04-26,92.44652557373047
2016-04-27,92.6776351928711
2016-04-28,91.24472045898438
2016-04-29,92.4002914428711
2016-05-02,92.03052520751953
2016-05-03,91.42962646484375
2016-05-04,87.91665649414062
2016-05-05,85.65172576904297
2016-05-06,85.18948364257812
2016-05-09,86.48372650146484
2016-05-10,86.52994537353516
2016-05-11,88.79488372802734
2016-05-12,90.92115783691406
2016-05-13,89.48823547363281
2016-05-16,87.91665649414062
2016-05-17,90.64383697509766
2016-05-18,92.81632995605469
2016-05-19,92.49274444580078
2016-05-20,92.30785369873047
2016-05-23,92.4002914428711
2016-05-24,92.72386932373047
2016-05-25,93.6945571899414
2016-05-26,92.95498657226562
2016-05-27,92.49274444580078
2016-05-30,92.585205078125
2016-05-31,96.37549591064453
2016-06-01,97.85464477539062
2016-06-02,98.91777801513672
2016-06-03,99.84224700927734
2016-06-06,99.14891052246094
2016-06-07,99.84224700927734
2016-06-08,97.66976165771484
2016-06-09,99.33379364013672
2016-06-10,103.90990447998047
2016-06-13,105.06548309326172
2016-06-14,108.62466430664062
2016-06-15,104.64946746826172
2016-06-16,100.16581726074219
2016-06-17,101.50630187988281
2016-06-20,98.5479965209961
2016-06-21,100.72049713134766
2016-06-22,98.17821502685547
2016-06-23,97.8545150756836
2016-06-24,96.32842254638672
2016-06-27,96.60588073730469
2016-06-28,94.84859466552734
2016-06-29,97.11457824707031
2016-06-30,100.72169494628906
2016-07-01,99.14935302734375
2016-07-04,99.51931762695312
2016-07-05,97.623291015625
2016-07-07,101.04541015625
2016-07-08,101.13788604736328
2016-07-11,101.04541015625
2016-07-12,102.43276977539062
2016-07-13,101.13788604736328
2016-07-14,98.31695556640625
2016-07-15,103.5888900756836
2016-07-18,97.48454284667969
2016-07-19,99.42683410644531
2016-07-20,100.02802276611328
2016-07-21,98.82565307617188
2016-07-22,98.82565307617188
2016-07-25,99.93553161621094
2016-07-26,92.58256530761719
2016-07-27,95.21853637695312
2016-07-28,97.34580993652344
2016-07-29,94.66358947753906
2016-08-01,98.31695556640625
2016-08-02,97.0220947265625
2016-08-03,94.57110595703125
2016-08-04,95.49600219726562
2016-08-05,95.35726928710938
2016-08-08,94.24739074707031
2016-08-09,94.70983123779297
2016-08-10,94.98729705810547
2016-08-11,97.0220947265625
2016-08-12,98.87187957763672
2016-08-16,97.11457824707031
2016-08-17,95.95845794677734
2016-08-18,94.33987426757812
2016-08-19,95.44976043701172
2016-08-22,76.39679718017578
2016-08-23,61.13594055175781
2016-08-24,55.031593322753906
2016-08-25,49.99088668823242
2016-08-26,45.690101623535156
2016-08-29,44.81144332885742
2016-08-30,43.14662170410156
2016-08-31,45.042667388916016
2016-09-01,47.26242446899414
2016-09-02,49.62092208862305
2016-09-06,52.07191467285156
2016-09-07,54.4304084777832
2016-09-08,54.80036926269531
2016-09-09,52.534358978271484
2016-09-12,52.25689697265625
2016-09-14,53.50551223754883
2016-09-15,52.34938049316406
2016-09-16,54.47665786743164
2016-09-19,52.76559066772461
2016-09-20,51.56321716308594
2016-09-21,51.147010803222656
2016-09-22,50.869544982910156
2016-09-23,51.33198928833008
2016-09-26,51.7944450378418
2016-09-27,51.5169677734375
2016-09-28,51.05452346801758
2016-09-29,48.51104736328125
2016-09-30,48.557289123535156
2016-10-03,50.730804443359375
2016-10-04,51.70195388793945
2016-10-05,51.8406867980957
2016-10-06,53.13554763793945
2016-10-07,52.34938049316406
2016-10-10,52.21065139770508
2016-10-13,50.869544982910156
2016-10-14,50.82329559326172
2016-10-17,50.869544982910156
2016-10-18,52.34938049316406
2016-10-19,52.25689697265625
2016-10-20,53.2280387878418
2016-10-21,53.921714782714844
2016-10-24,53.50551223754883
2016-10-25,52.85808181762695
2016-10-26,52.25689697265625
2016-10-27,52.34938049316406
2016-10-28,52.534358978271484
2016-11-01,58.453731536865234
2016-11-02,60.62725067138672
2016-11-03,59.33238220214844
2016-11-04,58.82368850708008
2016-11-07,58.638710021972656
2016-11-08,61.45965576171875
2016-11-09,59.19364929199219
2016-11-10,61.78337478637695
2016-11-11,60.02606201171875
2016-11-15,57.34385299682617
2016-11-16,56.37269973754883
2016-11-17,54.19918441772461
2016-11-18,56.74266052246094
2016-11-21,56.37269973754883
2016-11-22,58.869937896728516
2016-11-23,58.26874923706055
2016-11-24,57.62131118774414
2016-11-25,56.88140106201172
2016-11-28,59.93357849121094
2016-11-29,60.02606201171875
2016-11-30,64.4193344116211
2016-12-01,65.29798889160156
2016-12-02,64.65056610107422
2016-12-05,64.04936218261719
2016-12-06,62.89324951171875
2016-12-07,63.72565841674805
2016-12-08,63.58692932128906
2016-12-09,63.30945587158203
2016-12-12,62.338314056396484
2016-12-13,62.61577224731445
2016-12-14,64.37310028076172
2016-12-15,64.09561920166016
2016-12-16,63.30945587158203
2016-12-19,62.754512786865234
2016-12-20,60.9972038269043
2016-12-21,61.82961654663086
2016-12-22,60.90470886230469
2016-12-23,58.91617965698242
2016-12-26,57.020137786865234
2016-12-27,60.9972038269043
2016-12-28,61.367164611816406
2016-12-29,61.45965576171875
2016-12-30,61.82961654663086
2017-01-02,61.69087600708008
2017-01-03,64.2343521118164
2017-01-04,65.80669403076172
2017-01-05,65.85293579101562
2017-01-06,64.88179016113281
2017-01-09,63.44818878173828
2017-01-10,63.124473571777344
2017-01-11,65.11302185058594
2017-01-12,66.1766586303711
2017-01-13,65.48297882080078
2017-01-16,64.97428131103516
2017-01-17,64.65056610107422
2017-01-18,70.66241455078125
2017-01-19,72.41972351074219
2017-01-20,70.19995880126953
2017-01-23,71.6335678100586
2017-01-24,72.60470581054688
2017-01-25,72.09600830078125
2017-01-27,70.80115509033203
2017-01-30,70.01497650146484
2017-01-31,70.47742462158203
2017-02-01,69.13634490966797
2017-02-02,71.49484252929688
2017-02-03,72.37348937988281
2017-02-06,73.8995590209961
2017-02-07,75.4719009399414
2017-02-08,81.16004180908203
2017-02-09,87.35688018798828
2017-02-10,87.49562072753906
2017-02-13,85.09087371826172
2017-02-14,82.77861785888672
2017-02-15,83.05608367919922
2017-02-16,84.53592681884766
2017-02-17,82.87110900878906
2017-02-20,84.72091674804688
2017-02-21,83.70352172851562
2017-02-22,83.10233306884766
2017-02-23,83.84225463867188
2017-02-27,82.82486724853516
2017-02-28,82.45491027832031
2017-03-01,83.14857482910156
2017-03-02,80.00392150878906
2017-03-03,80.05015563964844
2017-03-06,80.23513793945312
2017-03-07,80.23513793945312
2017-03-08,78.6628189086914
2017-03-09,79.12525939941406
