Date,FER.MC
2015-08-24,14.698172569274902
2015-08-25,15.392926216125488
2015-08-26,15.437751770019531
2015-08-27,15.9270658493042
2015-08-28,15.882243156433105
2015-08-31,15.9270658493042
2015-09-01,15.818745613098145
2015-09-02,15.747775077819824
2015-09-03,15.986830711364746
2015-09-04,15.822481155395508
2015-09-07,15.852363586425781
2015-09-08,15.882243156433105
2015-09-09,16.18106460571289
2015-09-10,16.311798095703125
2015-09-11,16.196006774902344
2015-09-14,16.143709182739258
2015-09-15,16.28565216064453
2015-09-16,16.393970489501953
2015-09-17,16.509763717651367
2015-09-18,16.218414306640625
2015-09-21,16.393970489501953
2015-09-22,16.02045249938965
2015-09-23,16.031652450561523
2015-09-24,15.792596817016602
2015-09-25,16.113828659057617
2015-09-28,16.031652450561523
2015-09-29,15.673070907592773
2015-09-30,15.942009925842285
2015-10-01,16.061540603637695
2015-10-02,15.986830711364746
2015-10-05,16.569528579711914
2015-10-06,16.745080947875977
2015-10-07,16.528440475463867
2015-10-08,16.606882095336914
2015-10-09,16.308061599731445
2015-10-12,16.274438858032227
2015-10-13,16.42759132385254
2015-10-14,16.259504318237305
2015-10-15,16.577001571655273
2015-10-16,16.73014259338379
2015-10-19,16.782440185546875
2015-10-20,16.760026931762695
2015-10-21,16.898229598999023
2015-10-22,17.09246063232422
2015-10-23,17.28668975830078
2015-10-26,17.42116355895996
2015-10-27,17.256813049316406
2015-10-28,17.290430068969727
2015-10-29,17.38754653930664
2015-10-30,17.152223587036133
2015-11-02,16.965463638305664
2015-11-03,16.967744827270508
2015-11-04,16.808069229125977
2015-11-05,16.937332153320312
2015-11-06,17.013370513916016
2015-11-09,16.62557601928711
2015-11-10,16.811866760253906
2015-11-11,16.891708374023438
2015-11-12,16.655990600585938
2015-11-13,16.503917694091797
2015-11-16,16.83468246459961
2015-11-17,16.986753463745117
2015-11-18,17.024768829345703
2015-11-19,17.032379150390625
2015-11-20,16.830875396728516
2015-11-23,16.937332153320312
2015-11-24,16.872699737548828
2015-11-25,16.891708374023438
2015-11-26,16.956342697143555
2015-11-27,17.03997802734375
2015-11-30,17.047584533691406
2015-12-01,17.001964569091797
2015-12-02,16.952537536621094
2015-12-03,16.488712310791016
2015-12-04,16.416471481323242
2015-12-07,16.519126892089844
2015-12-08,16.370853424072266
2015-12-09,16.291011810302734
2015-12-10,16.154142379760742
2015-12-11,15.79296588897705
2015-12-14,15.663704872131348
2015-12-15,15.891814231872559
2015-12-16,15.728337287902832
2015-12-17,16.009674072265625
2015-12-18,15.724535942077637
2015-12-21,15.500223159790039
2015-12-22,15.633293151855469
2015-12-23,15.849991798400879
2015-12-24,16.01347541809082
2015-12-28,15.75114631652832
2015-12-29,15.956446647644043
2015-12-30,15.922231674194336
2015-12-31,15.857601165771484
2016-01-04,15.70172119140625
2016-01-05,15.743541717529297
2016-01-06,15.659902572631836
2016-01-07,15.367156982421875
2016-01-08,15.253103256225586
2016-01-11,15.230291366577148
2016-01-12,15.359556198120117
2016-01-13,15.260703086853027
2016-01-14,14.564962387084961
2016-01-15,14.43950080871582
2016-01-18,14.648604393005371
2016-01-19,14.880520820617676
2016-01-20,14.496528625488281
2016-01-21,14.77786922454834
2016-01-22,14.910935401916504
2016-01-25,14.876717567443848
2016-01-26,14.857707977294922
2016-01-27,14.891924858093262
2016-01-28,14.948951721191406
2016-01-29,15.310128211975098
2016-02-01,15.48882007598877
2016-02-02,15.161857604980469
2016-02-03,14.933741569519043
2016-02-04,14.755060195922852
2016-02-05,14.40908432006836
2016-02-08,13.728554725646973
2016-02-09,13.523248672485352
2016-02-10,13.796982765197754
2016-02-11,13.154471397399902
2016-02-12,13.355968475341797
2016-02-15,13.70193862915039
2016-02-16,13.835006713867188
2016-02-17,14.17336654663086
2016-02-18,14.10874080657959
2016-02-19,13.964266777038574
2016-02-22,14.078323364257812
2016-02-23,13.952863693237305
2016-02-24,13.70193862915039
2016-02-25,13.983277320861816
2016-02-26,13.420598983764648
2016-02-29,13.557469367980957
2016-03-01,13.652515411376953
2016-03-02,13.648710250854492
2016-03-03,13.758964538574219
2016-03-04,13.876826286315918
2016-03-07,13.8654203414917
2016-03-08,13.83880615234375
2016-03-09,13.907241821289062
2016-03-10,13.77417278289795
2016-03-11,14.055513381958008
2016-03-14,13.994683265686035
2016-03-15,13.83880615234375
2016-03-16,13.83880615234375
2016-03-17,13.892034530639648
2016-03-18,14.17336654663086
2016-03-21,14.29883098602295
2016-03-22,14.355860710144043
2016-03-23,14.530746459960938
2016-03-24,14.386274337768555
2016-03-29,14.321643829345703
2016-03-30,14.386274337768555
2016-03-31,14.359663963317871
2016-04-01,14.260814666748047
2016-04-04,14.207586288452148
2016-04-05,13.91484546661377
2016-04-06,14.05931568145752
2016-04-07,13.751364707946777
2016-04-08,13.869219779968262
2016-04-11,13.8654203414917
2016-04-12,13.8654203414917
2016-04-13,14.05931568145752
2016-04-14,14.59918212890625
2016-04-15,14.671415328979492
2016-04-18,14.701828002929688
2016-04-19,14.481322288513184
2016-04-20,14.371066093444824
2016-04-21,14.3102388381958
2016-04-22,14.424293518066406
2016-04-25,14.58397102355957
2016-04-26,14.732244491577148
2016-04-27,14.812082290649414
2016-04-28,14.595378875732422
2016-04-29,14.287425994873047
2016-05-02,14.371066093444824
2016-05-03,14.051712036132812
2016-05-04,13.827400207519531
2016-05-05,13.83880615234375
2016-05-06,13.815995216369629
2016-05-09,13.819793701171875
2016-05-10,13.827400207519531
2016-05-11,13.77037525177002
2016-05-12,13.686731338500977
2016-05-13,13.6943359375
2016-05-16,13.758964538574219
2016-05-17,13.850211143493652
2016-05-18,14.161964416503906
2016-05-19,14.05931568145752
2016-05-20,14.188579559326172
2016-05-23,13.952863693237305
2016-05-24,14.386274337768555
2016-05-25,14.538352966308594
2016-05-26,14.492728233337402
2016-05-27,14.648097038269043
2016-05-30,14.528286933898926
2016-05-31,14.709936141967773
2016-06-01,14.640366554260254
2016-06-02,14.709936141967773
2016-06-03,14.574667930603027
2016-06-06,14.450984954833984
2016-06-07,14.698341369628906
2016-06-08,14.404607772827148
2016-06-09,14.253873825073242
2016-06-10,13.975602149963379
2016-06-13,13.697322845458984
2016-06-14,13.415184020996094
2016-06-15,13.4345064163208
2016-06-16,13.268318176269531
2016-06-17,13.426777839660645
2016-06-20,14.38914966583252
2016-06-21,14.292525291442871
2016-06-22,14.33890438079834
2016-06-23,14.601720809936523
2016-06-24,13.24126148223877
2016-06-27,12.333003997802734
2016-06-28,12.827715873718262
2016-06-29,13.446106910705566
2016-06-30,13.477023124694824
2016-07-01,13.681864738464355
2016-07-04,13.608431816101074
2016-07-05,13.411316871643066
2016-07-06,13.32629108428955
2016-07-07,13.49634838104248
2016-07-08,13.600702285766602
2016-07-11,13.871247291564941
2016-07-12,14.01038646697998
2016-07-13,14.03743839263916
2016-07-14,13.9253511428833
2016-07-15,14.029707908630371
2016-07-18,14.03743839263916
2016-07-19,14.083816528320312
2016-07-20,13.994924545288086
2016-07-21,13.921491622924805
2016-07-22,13.944679260253906
2016-07-25,14.052898406982422
2016-07-26,14.33890438079834
2016-07-27,14.443255424499512
2016-07-28,14.373688697814941
2016-07-29,14.311848640441895
2016-08-01,14.029707908630371
2016-08-02,13.929222106933594
2016-08-03,13.844189643859863
2016-08-04,13.685729026794434
2016-08-05,13.64708423614502
2016-08-08,13.639348983764648
2016-08-09,13.832597732543945
2016-08-10,13.728243827819824
2016-08-11,13.878976821899414
2016-08-12,13.886704444885254
2016-08-15,13.859651565551758
2016-08-16,13.666404724121094
2016-08-17,13.480888366699219
2016-08-18,13.50407886505127
2016-08-19,13.388129234313965
2016-08-22,13.484752655029297
2016-08-23,13.650945663452148
2016-08-24,13.604564666748047
2016-08-25,13.480888366699219
2016-08-26,13.554323196411133
2016-08-29,13.515670776367188
2016-08-30,13.620026588439941
2016-08-31,13.654812812805176
2016-09-01,13.813271522521973
2016-09-02,13.998791694641113
2016-09-05,14.12247085571289
2016-09-06,14.23841381072998
2016-09-07,14.261604309082031
2016-09-08,14.528286933898926
2016-09-09,14.385284423828125
2016-09-12,14.20749282836914
