Date,INCH.L
2016-09-30,656.6409301757812
2016-10-03,667.1112060546875
2016-10-04,671.5986328125
2016-10-05,665.6156005859375
2016-10-06,669.1055908203125
2016-10-07,674.091552734375
2016-10-10,673.5930786132812
2016-10-11,683.0659790039062
2016-10-12,681.5703125
2016-10-13,670.1028442382812
2016-10-14,679.0773315429688
2016-10-17,664.1198120117188
2016-10-18,665.6156005859375
2016-10-19,668.1084594726562
2016-10-20,660.629638671875
2016-10-21,651.6552124023438
2016-10-24,645.1734008789062
2016-10-25,640.6861572265625
2016-10-26,641.6832275390625
2016-10-27,641.6832275390625
2016-10-28,658.13671875
2016-10-31,648.6634521484375
2016-11-01,652.65234375
2016-11-02,644.6748657226562
2016-11-03,649.66064453125
2016-11-04,635.7001953125
2016-11-07,642.6804809570312
2016-11-08,640.6861572265625
2016-11-09,640.6861572265625
2016-11-10,644.6748657226562
2016-11-11,637.1959838867188
2016-11-14,638.193115234375
2016-11-15,643.1790771484375
2016-11-16,636.6974487304688
2016-11-17,643.677734375
2016-11-18,640.1875
2016-11-21,626.7257080078125
2016-11-22,625.2298583984375
2016-11-23,613.76220703125
2016-11-24,613.2637329101562
2016-11-25,610.770751953125
2016-11-28,603.7905883789062
2016-11-29,609.2749633789062
2016-11-30,606.7820434570312
2016-12-01,598.3060913085938
2016-12-02,589.3314208984375
2016-12-05,588.832763671875
2016-12-06,596.311767578125
2016-12-07,618.2496337890625
2016-12-08,637.1959838867188
2016-12-09,641.6832275390625
2016-12-12,635.2015991210938
2016-12-13,647.1676635742188
2016-12-14,640.1875
2016-12-15,643.1790771484375
2016-12-16,639.1903076171875
2016-12-19,637.694580078125
2016-12-20,639.6888427734375
2016-12-21,640.1875
2016-12-22,690.0463256835938
2016-12-23,682.567626953125
2016-12-28,702.5110473632812
2016-12-29,701.513916015625
2016-12-30,700.01806640625
2017-01-03,706.9983520507812
2017-01-04,701.513916015625
2017-01-05,714.4771728515625
2017-01-06,712.4827880859375
2017-01-09,716.9700317382812
2017-01-10,723.9505004882812
2017-01-11,726.9419555664062
2017-01-12,718.9644775390625
2017-01-13,726.443359375
2017-01-16,719.961669921875
2017-01-17,716.4713745117188
2017-01-18,717.9673461914062
2017-01-19,718.9644775390625
2017-01-20,709.9899291992188
2017-01-23,710.987060546875
2017-01-24,702.0125732421875
2017-01-25,711.9842529296875
2017-01-26,709.9899291992188
2017-01-27,711.4855346679688
2017-01-30,708.9927368164062
2017-01-31,715.4744262695312
2017-02-01,718.9644775390625
2017-02-02,718.4659423828125
2017-02-03,718.9644775390625
2017-02-06,721.9560546875
2017-02-07,724.4490966796875
2017-02-08,732.925048828125
2017-02-09,734.9193725585938
2017-02-10,736.91357421875
2017-02-13,739.9052734375
2017-02-14,737.910888671875
2017-02-15,738.9081420898438
2017-02-16,736.4150390625
2017-02-17,736.4150390625
2017-02-20,737.910888671875
2017-02-21,738.409423828125
2017-02-22,729.434814453125
2017-02-23,727.9390258789062
2017-02-24,736.4150390625
2017-02-27,738.9081420898438
2017-02-28,748.3812866210938
2017-03-01,770.8177490234375
2017-03-02,776.80078125
2017-03-03,786.7725219726562
2017-03-06,792.2570190429688
2017-03-07,792.7557373046875
2017-03-08,790.2626953125
2017-03-09,792.2570190429688
2017-03-10,794.7499389648438
2017-03-13,791.7584838867188
2017-03-14,799.7359008789062
2017-03-15,797.2427368164062
2017-03-16,804.22314453125
2017-03-17,801.231689453125
2017-03-20,804.7217407226562
2017-03-21,805.7189331054688
2017-03-22,795.2484741210938
2017-03-23,807.7132568359375
2017-03-24,802.7273559570312
2017-03-27,840.121337890625
2017-03-28,837.6285400390625
2017-03-29,840.6200561523438
2017-03-30,840.6200561523438
2017-03-31,839.1242065429688
2017-04-03,833.639892578125
2017-04-04,837.6285400390625
2017-04-05,825.6622924804688
2017-04-06,834.1383056640625
2017-04-07,835.63427734375
2017-04-10,840.6200561523438
2017-04-11,839.622802734375
2017-04-12,845.6060791015625
2017-04-13,850.5918579101562
2017-04-18,847.600341796875
2017-04-19,845.6060791015625
2017-04-20,839.622802734375
2017-04-21,838.6258544921875
2017-04-24,855.0791015625
2017-04-25,854.5805053710938
2017-04-26,857.073486328125
2017-04-27,854.0819091796875
2017-04-28,852.087646484375
2017-05-02,855.5775756835938
2017-05-03,840.6200561523438
2017-05-04,835.63427734375
2017-05-05,829.1525268554688
2017-05-08,839.622802734375
2017-05-09,842.6143798828125
2017-05-10,846.1045532226562
2017-05-11,838.6258544921875
2017-05-12,835.1356811523438
2017-05-15,830.6482543945312
2017-05-16,832.6427001953125
2017-05-17,854.5805053710938
2017-05-18,847.2677612304688
2017-05-19,847.2677612304688
2017-05-22,855.7455444335938
2017-05-23,852.254638671875
2017-05-24,855.7455444335938
2017-05-25,850.2598266601562
2017-05-26,834.302001953125
2017-05-30,824.3282470703125
2017-05-31,814.8532104492188
2017-06-01,820.8374633789062
2017-06-02,809.3675537109375
2017-06-05,801.8872680664062
2017-06-06,794.90576171875
2017-06-07,790.9163208007812
2017-06-08,792.910888671875
2017-06-09,795.9031982421875
2017-06-12,793.9083251953125
2017-06-13,798.8952026367188
2017-06-14,796.9004516601562
2017-06-15,770.968994140625
2017-06-16,780.9425048828125
2017-06-19,784.9320068359375
2017-06-20,776.9530029296875
2017-06-21,774.4595336914062
2017-06-22,771.4674682617188
2017-06-23,776.9530029296875
2017-06-26,780.0718383789062
2017-06-27,769.8187255859375
2017-06-28,766.979248046875
2017-06-29,758.0030517578125
2017-06-30,752.5173950195312
2017-07-03,751.021240234375
2017-07-04,746.5331420898438
2017-07-05,759.4990234375
2017-07-06,752.5173950195312
2017-07-07,755.5096435546875
2017-07-10,774.4595336914062
2017-07-11,755.0109252929688
2017-07-12,752.5173950195312
2017-07-13,768.9739990234375
2017-07-14,766.4806518554688
2017-07-17,765.4833374023438
2017-07-18,766.4806518554688
2017-07-19,770.4701538085938
2017-07-20,774.4595336914062
2017-07-21,778.4491577148438
2017-07-24,767.9767456054688
2017-07-25,776.454345703125
2017-07-26,795.4044189453125
2017-07-27,817.8453979492188
2017-07-28,799.3938598632812
2017-07-31,800.8900146484375
2017-08-01,825.8242797851562
2017-08-02,833.3046264648438
2017-08-03,837.8719482421875
2017-08-04,845.8516235351562
2017-08-07,845.3530883789062
2017-08-08,844.8543090820312
2017-08-09,841.8618774414062
2017-08-10,838.3706665039062
2017-08-11,836.3758544921875
2017-08-14,835.8770141601562
2017-08-15,842.8594360351562
2017-08-16,844.8543090820312
2017-08-17,840.8643798828125
2017-08-18,836.8744506835938
2017-08-21,844.35546875
2017-08-22,847.8466186523438
2017-08-23,841.3632202148438
2017-08-24,838.869384765625
2017-08-25,836.8744506835938
2017-08-29,829.8922729492188
2017-08-30,829.8922729492188
2017-08-31,830.3910522460938
2017-09-01,832.8846435546875
2017-09-04,824.9049072265625
2017-09-05,828.8948974609375
2017-09-06,828.8948974609375
2017-09-07,836.3758544921875
2017-09-08,829.8922729492188
2017-09-11,832.8846435546875
2017-09-12,832.8846435546875
2017-09-13,827.8972778320312
2017-09-14,835.8770141601562
2017-09-15,820.4163208007812
2017-09-18,823.9074096679688
2017-09-19,824.9049072265625
2017-09-20,827.3985595703125
2017-09-21,838.3706665039062
2017-09-22,843.8567504882812
2017-09-25,841.8618774414062
2017-09-26,838.869384765625
2017-09-27,842.8594360351562
2017-09-28,852.3353271484375
2017-09-29,860.813720703125
2017-10-02,870.2896728515625
2017-10-03,878.2693481445312
2017-10-04,863.80615234375
2017-10-05,862.8086547851562
2017-10-06,861.8110961914062
2017-10-09,858.320068359375
2017-10-10,850.8389892578125
2017-10-11,844.35546875
2017-10-12,836.3758544921875
2017-10-13,828.39599609375
2017-10-16,827.3985595703125
2017-10-17,825.4036865234375
2017-10-18,830.3910522460938
2017-10-19,817.4238891601562
2017-10-20,818.4212646484375
2017-10-23,796.9757690429688
2017-10-24,795.9783935546875
2017-10-25,803.4594116210938
2017-10-26,775.5303344726562
2017-10-27,769.0466918945312
2017-10-30,772.5379028320312
2017-10-31,779.5202026367188
2017-11-01,769.5455322265625
2017-11-02,776.5277099609375
2017-11-03,782.5125732421875
2017-11-06,766.0543212890625
2017-11-07,749.0973510742188
2017-11-08,751.0923461914062
2017-11-09,738.6239624023438
2017-11-10,731.6417236328125
2017-11-13,726.6544799804688
2017-11-14,724.6595458984375
2017-11-15,722.1658325195312
2017-11-16,724.6595458984375
2017-11-17,723.6619262695312
2017-11-20,723.6619262695312
2017-11-21,723.1634521484375
2017-11-22,723.1634521484375
2017-11-23,720.6694946289062
2017-11-24,724.16064453125
2017-11-27,729.1480102539062
2017-11-28,737.1278686523438
2017-11-29,743.112548828125
2017-11-30,744.110107421875
2017-12-01,751.0923461914062
2017-12-04,759.57080078125
2017-12-05,758.0745849609375
2017-12-06,762.0645141601562
2017-12-07,758.5734252929688
2017-12-08,757.0770874023438
2017-12-11,762.0645141601562
2017-12-12,758.5734252929688
2017-12-13,763.0619506835938
2017-12-14,762.0645141601562
2017-12-15,768.04931640625
2017-12-18,772.0391845703125
2017-12-19,778.0238037109375
2017-12-20,785.0061645507812
2017-12-21,778.5227661132812
2017-12-22,781.016357421875
2017-12-27,779.021484375
2017-12-28,780.5177001953125
2017-12-29,780.5177001953125
2018-01-02,791.4898681640625
2018-01-03,794.98095703125
2018-01-04,790.4921875
2018-01-05,783.0112915039062
2018-01-08,779.5202026367188
2018-01-09,779.5202026367188
2018-01-10,780.0189208984375
2018-01-11,772.5379028320312
2018-01-12,780.0189208984375
2018-01-15,775.5303344726562
2018-01-16,757.5758666992188
2018-01-17,743.112548828125
2018-01-18,743.112548828125
2018-01-19,747.1024169921875
2018-01-22,748.0999145507812
2018-01-23,734.1354370117188
2018-01-24,724.16064453125
2018-01-25,717.67724609375
2018-01-26,729.1480102539062
2018-01-29,733.6367797851562
2018-01-30,727.65185546875
2018-01-31,722.6646118164062
2018-02-01,713.6873779296875
2018-02-02,706.705078125
2018-02-05,701.2190551757812
2018-02-06,693.2393188476562
2018-02-07,700.7202758789062
2018-02-08,694.735595703125
2018-02-09,686.7557983398438
2018-02-12,693.2393188476562
2018-02-13,690.74560546875
2018-02-14,697.7279663085938
2018-02-15,709.697509765625
2018-02-16,720.6694946289062
2018-02-19,710.6950073242188
2018-02-20,708.7001953125
2018-02-21,706.2063598632812
2018-02-22,695.2342529296875
2018-02-23,696.2317504882812
2018-02-26,698.2266845703125
2018-02-27,677.7786254882812
2018-02-28,676.7810668945312
2018-03-01,676.7810668945312
2018-03-02,672.791259765625
2018-03-05,675.78369140625
2018-03-06,681.7684326171875
2018-03-07,678.2774658203125
2018-03-08,683.7634887695312
2018-03-09,691.2443237304688
2018-03-12,686.7557983398438
2018-03-13,686.2570190429688
2018-03-14,680.2723388671875
2018-03-15,688.7506713867188
2018-03-16,687.7532958984375
2018-03-19,680.2723388671875
2018-03-20,677.7786254882812
2018-03-21,672.791259765625
2018-03-22,668.302734375
2018-03-23,669.7986450195312
2018-03-26,684.7608032226562
2018-03-27,693.7380981445312
2018-03-28,689.2494506835938
2018-03-29,689.2494506835938
2018-04-03,698.2266845703125
2018-04-04,704.7101440429688
2018-04-05,716.1809692382812
2018-04-06,705.7075805664062
2018-04-09,704.2114868164062
2018-04-10,706.2063598632812
2018-04-11,700.2215576171875
2018-04-12,702.7151489257812
2018-04-13,700.7202758789062
2018-04-16,698.2266845703125
2018-04-17,703.2138671875
2018-04-18,713.1885986328125
2018-04-19,713.1885986328125
2018-04-20,721.6670532226562
2018-04-23,723.6619262695312
2018-04-24,714.6848754882812
2018-04-25,706.705078125
2018-04-26,712.68994140625
2018-04-27,718.1759033203125
2018-04-30,724.6595458984375
2018-05-01,723.1634521484375
2018-05-02,733.1378784179688
2018-05-03,738.125244140625
2018-05-04,741.6163940429688
2018-05-08,740.1202392578125
2018-05-09,749.0973510742188
2018-05-10,751.5911865234375
2018-05-11,745.6063232421875
2018-05-14,748.5985717773438
2018-05-15,749.0973510742188
2018-05-16,751.5911865234375
2018-05-17,738.3104858398438
2018-05-18,733.82080078125
2018-05-21,733.82080078125
2018-05-22,736.8139038085938
2018-05-23,736.8139038085938
2018-05-24,725.3402709960938
2018-05-25,737.8115844726562
2018-05-29,727.3355712890625
2018-05-30,732.822998046875
2018-05-31,729.8298950195312
2018-06-01,737.8115844726562
2018-06-04,746.2921752929688
2018-06-05,742.8001708984375
2018-06-06,755.7706298828125
2018-06-07,755.7706298828125
2018-06-08,760.2601928710938
2018-06-11,764.2510986328125
2018-06-12,764.2510986328125
2018-06-13,763.752197265625
2018-06-14,767.7432250976562
2018-06-15,757.7659912109375
2018-06-18,759.7613525390625
2018-06-19,750.7820434570312
2018-06-20,749.7843017578125
2018-06-21,749.7843017578125
2018-06-22,761.7568969726562
2018-06-25,754.2740478515625
2018-06-26,759.7613525390625
2018-06-27,764.7500610351562
2018-06-28,769.2396240234375
2018-06-29,778.7181396484375
2018-07-02,764.2510986328125
2018-07-03,772.731689453125
2018-07-04,771.2351684570312
2018-07-05,777.221435546875
2018-07-06,778.7181396484375
2018-07-09,784.704345703125
2018-07-10,795.180419921875
2018-07-11,784.704345703125
2018-07-12,795.180419921875
2018-07-13,793.184814453125
2018-07-16,796.1781005859375
2018-07-17,796.1781005859375
2018-07-18,797.1757202148438
2018-07-19,791.1895751953125
2018-07-20,797.1757202148438
2018-07-23,787.6974487304688
2018-07-24,794.6815795898438
2018-07-25,785.2030639648438
2018-07-26,781.7111206054688
2018-07-27,725.3402709960938
2018-07-30,707.38134765625
2018-07-31,703.8893432617188
2018-08-01,702.8914794921875
2018-08-02,696.4943237304688
2018-08-03,697.4921875
2018-08-06,704.4771728515625
2018-08-07,700.9847412109375
2018-08-08,705.973876953125
2018-08-09,714.9545288085938
2018-08-10,701.4835815429688
2018-08-13,700.9847412109375
2018-08-14,698.4900512695312
2018-08-15,699.4878540039062
2018-08-16,703.479248046875
2018-08-17,701.4835815429688
2018-08-20,699.4878540039062
2018-08-21,693.9998168945312
2018-08-22,697.4921875
2018-08-23,696.9933471679688
2018-08-24,693.0020141601562
2018-08-28,699.4878540039062
2018-08-29,686.0169677734375
2018-08-30,686.0169677734375
2018-08-31,690.5072021484375
2018-09-03,689.509521484375
2018-09-04,682.5245361328125
2018-09-05,678.5331420898438
2018-09-06,673.5438842773438
2018-09-07,670.0514526367188
2018-09-10,673.5438842773438
2018-09-11,672.0472412109375
2018-09-12,670.0514526367188
2018-09-13,663.5655517578125
2018-09-14,665.5611572265625
2018-09-17,668.5548095703125
2018-09-18,678.5331420898438
2018-09-19,681.5266723632812
2018-09-20,693.5008544921875
2018-09-21,693.9998168945312
2018-09-24,687.0148315429688
2018-09-25,666.0601806640625
2018-09-26,669.0537109375
2018-09-27,667.5569458007812
2018-09-28,667.5569458007812
2018-10-01,668.5548095703125
2018-10-02,670.0514526367188
2018-10-03,665.5611572265625
2018-10-04,629.1400146484375
2018-10-05,628.1421508789062
2018-10-08,633.1314086914062
2018-10-09,622.1551513671875
2018-10-10,611.1787719726562
2018-10-11,610.1808471679688
2018-10-12,610.6798095703125
2018-10-15,610.1808471679688
2018-10-16,615.1701049804688
2018-10-17,535.3426513671875
2018-10-18,539.8331298828125
2018-10-19,514.886962890625
2018-10-22,495.1296691894531
2018-10-23,485.55035400390625
2018-10-24,489.9408264160156
2018-10-25,496.7261657714844
2018-10-26,497.92352294921875
2018-10-29,524.865478515625
2018-10-30,508.8998718261719
2018-10-31,539.8331298828125
2018-11-01,565.2779541015625
2018-11-02,582.2413940429688
2018-11-05,556.2974243164062
2018-11-06,554.8006591796875
2018-11-07,557.7943115234375
2018-11-08,567.2738037109375
2018-11-09,583.7380981445312
2018-11-12,547.8157958984375
2018-11-13,561.7855834960938
2018-11-14,570.76611328125
2018-11-15,561.7855834960938
2018-11-16,556.2974243164062
2018-11-19,566.2759399414062
2018-11-20,556.7963256835938
2018-11-21,565.2779541015625
2018-11-22,569.7683715820312
2018-11-23,573.7595825195312
2018-11-26,584.7359008789062
2018-11-27,587.7294921875
2018-11-28,589.7251586914062
2018-11-29,591.221923828125
2018-11-30,580.24560546875
2018-12-03,563.2822875976562
2018-12-04,557.7943115234375
2018-12-05,562.7835693359375
2018-12-06,542.32763671875
2018-12-07,541.8287963867188
2018-12-10,518.37939453125
2018-12-11,525.86328125
2018-12-12,536.340576171875
2018-12-13,531.8502807617188
2018-12-14,529.3556518554688
2018-12-17,518.37939453125
2018-12-18,549.8114624023438
2018-12-19,538.3362426757812
2018-12-20,536.340576171875
2018-12-21,538.8351440429688
2018-12-24,540.830810546875
2018-12-27,524.3663940429688
2018-12-28,546.3190307617188
2018-12-31,550.310546875
2019-01-02,551.3081665039062
2019-01-03,548.3145751953125
2019-01-04,553.8028564453125
2019-01-07,553.8028564453125
2019-01-08,562.7835693359375
2019-01-09,569.7683715820312
2019-01-10,571.26513671875
2019-01-11,582.740234375
2019-01-14,574.258544921875
2019-01-15,565.77685546875
2019-01-16,579.7466430664062
2019-01-17,587.7294921875
2019-01-18,594.71435546875
2019-01-21,592.2198486328125
2019-01-22,589.7251586914062
2019-01-23,581.2435302734375
2019-01-24,585.2349243164062
2019-01-25,579.2478637695312
2019-01-28,561.7855834960938
2019-01-29,579.7466430664062
2019-01-30,584.7359008789062
2019-01-31,571.7640991210938
2019-02-01,581.2435302734375
2019-02-04,583.7380981445312
2019-02-05,584.7359008789062
2019-02-06,586.2327880859375
2019-02-07,579.7466430664062
2019-02-08,573.7595825195312
2019-02-11,591.221923828125
2019-02-12,590.722900390625
2019-02-13,602.6971435546875
2019-02-14,598.7056274414062
2019-02-15,604.6927490234375
2019-02-18,606.6883544921875
2019-02-19,604.19384765625
2019-02-20,611.1787719726562
2019-02-21,606.6883544921875
2019-02-22,607.1873779296875
2019-02-25,605.6906127929688
2019-02-26,607.1873779296875
2019-02-27,592.2198486328125
2019-02-28,563.7813110351562
2019-03-01,576.753173828125
2019-03-04,593.2176513671875
2019-03-05,586.7315063476562
2019-03-06,591.7207641601562
2019-03-07,571.7640991210938
2019-03-08,566.77490234375
2019-03-11,564.2802124023438
2019-03-12,567.2738037109375
2019-03-13,562.284423828125
2019-03-14,563.2822875976562
2019-03-15,569.2693481445312
2019-03-18,573.7595825195312
2019-03-19,581.2435302734375
2019-03-20,573.7595825195312
2019-03-21,576.753173828125
2019-03-22,568.2715454101562
2019-03-25,568.2715454101562
2019-03-26,569.2693481445312
2019-03-27,563.7813110351562
2019-03-28,563.7813110351562
2019-03-29,569.7683715820312
2019-04-01,582.740234375
2019-04-02,579.7466430664062
2019-04-03,581.2435302734375
2019-04-04,583.7380981445312
2019-04-05,574.7573852539062
2019-04-08,570.76611328125
2019-04-09,569.2693481445312
2019-04-10,583.2390747070312
2019-04-11,593.7164916992188
2019-04-12,600.701416015625
2019-04-15,608.68408203125
2019-04-16,614.1723022460938
2019-04-17,625.6475830078125
2019-04-18,634.6280517578125
2019-04-23,629.1400146484375
2019-04-24,628.1421508789062
2019-04-25,612.6754760742188
2019-04-26,617.1658325195312
2019-04-29,613.6734008789062
2019-04-30,613.1744995117188
2019-05-01,614.6712036132812
2019-05-02,605.1917114257812
2019-05-03,611.677734375
2019-05-07,607.1873779296875
2019-05-08,614.6712036132812
2019-05-09,603.6948852539062
2019-05-10,595.2132568359375
2019-05-13,586.7315063476562
2019-05-14,596.7100830078125
2019-05-15,591.7207641601562
2019-05-16,566.9459228515625
2019-05-17,565.44873046875
2019-05-20,555.4671630859375
2019-05-21,556.4653930664062
2019-05-22,556.4653930664062
2019-05-23,570.4395141601562
2019-05-24,577.9255981445312
