Date,AOS
2015-08-03,30.445859909057617
2015-08-04,30.479860305786133
2015-08-05,30.645626068115234
2015-08-06,30.199323654174805
2015-08-07,30.169578552246094
2015-08-10,30.675369262695312
2015-08-11,29.753032684326172
2015-08-12,29.28124237060547
2015-08-13,29.574514389038086
2015-08-14,29.876298904418945
2015-08-17,30.199323654174805
2015-08-18,30.216327667236328
2015-08-19,29.680776596069336
2015-08-20,28.7839298248291
2015-08-21,27.772336959838867
2015-08-24,25.893638610839844
2015-08-25,25.706621170043945
2015-08-26,26.87549591064453
2015-08-27,27.16027069091797
2015-08-28,27.474802017211914
2015-08-31,27.419546127319336
2015-09-01,26.709720611572266
2015-09-02,27.215526580810547
2015-09-03,27.98059844970703
2015-09-04,27.66182518005371
2015-09-08,28.545917510986328
2015-09-09,28.669174194335938
2015-09-10,29.043216705322266
2015-09-11,29.285493850708008
2015-09-14,29.230228424072266
2015-09-15,29.642526626586914
2015-09-16,29.795549392700195
2015-09-17,29.774290084838867
2015-09-18,29.25998306274414
2015-09-21,29.33224105834961
2015-09-22,28.711685180664062
2015-09-23,28.970962524414062
2015-09-24,28.601167678833008
2015-09-25,28.868940353393555
2015-09-28,28.28663444519043
2015-09-29,27.15601921081543
2015-09-30,27.708581924438477
2015-10-01,27.81058692932129
2015-10-02,27.959354400634766
2015-10-05,28.919946670532227
2015-10-06,28.567163467407227
2015-10-07,29.03046226501465
2015-10-08,30.428857803344727
2015-10-09,30.071821212768555
2015-10-12,29.935810089111328
2015-10-13,29.25147819519043
2015-10-14,29.085725784301758
2015-10-15,29.515010833740234
2015-10-16,29.676530838012695
2015-10-19,30.12282371520996
2015-10-20,30.088823318481445
2015-10-21,29.187725067138672
2015-10-22,30.92616081237793
2015-10-23,31.385208129882812
2015-10-26,31.359704971313477
2015-10-27,31.368207931518555
2015-10-28,32.56565475463867
2015-10-29,32.548606872558594
2015-10-30,32.73612594604492
2015-11-02,33.059967041015625
2015-11-03,32.73612594604492
2015-11-04,32.81708526611328
2015-11-05,33.09407043457031
2015-11-06,33.34123229980469
2015-11-09,32.91507339477539
2015-11-10,32.808555603027344
2015-11-11,33.18781661987305
2015-11-12,32.54008102416992
2015-11-13,32.216217041015625
2015-11-16,32.851173400878906
2015-11-17,32.81708526611328
2015-11-18,33.75032043457031
2015-11-19,33.579872131347656
2015-11-20,33.311397552490234
2015-11-23,33.49037551879883
2015-11-24,34.06992721557617
2015-11-25,34.121063232421875
2015-11-27,34.45771789550781
2015-11-30,33.98897171020508
2015-12-01,34.41084289550781
2015-12-02,33.8739013671875
2015-12-03,32.949180603027344
2015-12-04,33.63953399658203
2015-12-07,33.66935729980469
2015-12-08,33.48185729980469
2015-12-09,32.94065856933594
2015-12-10,33.27305603027344
2015-12-11,32.57843017578125
2015-12-14,33.00457000732422
2015-12-15,33.13241958618164
2015-12-16,33.307132720947266
2015-12-17,32.604000091552734
2015-12-18,32.476158142089844
2015-12-21,32.378150939941406
2015-12-22,32.53582000732422
2015-12-23,32.85542297363281
2015-12-24,32.9363899230957
2015-12-28,33.38383865356445
2015-12-29,33.38383865356445
2015-12-30,33.251739501953125
2015-12-31,32.64661407470703
2016-01-04,32.0372428894043
2016-01-05,31.85826301574707
2016-01-06,31.227575302124023
2016-01-07,29.701995849609375
2016-01-08,28.645166397094727
2016-01-11,27.903682708740234
2016-01-12,28.29146385192871
2016-01-13,26.949119567871094
2016-01-14,27.341175079345703
2016-01-15,27.064176559448242
2016-01-19,26.659347534179688
2016-01-20,26.446279525756836
2016-01-21,27.349693298339844
2016-01-22,27.95481300354004
2016-01-25,27.341175079345703
2016-01-26,29.182106018066406
2016-01-27,28.129528045654297
2016-01-28,28.91789436340332
2016-01-29,29.765911102294922
2016-02-01,29.71476936340332
2016-02-02,29.05425453186035
2016-02-03,29.067089080810547
2016-02-04,28.973007202148438
2016-02-05,28.036455154418945
2016-02-08,26.928855895996094
2016-02-09,27.258140563964844
2016-02-10,27.53183364868164
2016-02-11,27.600265502929688
2016-02-12,28.143367767333984
2016-02-16,28.64799690246582
2016-02-17,29.507556915283203
2016-02-18,29.494731903076172
2016-02-19,29.44341278076172
2016-02-22,29.91382598876953
2016-02-23,29.469072341918945
2016-02-24,29.926654815673828
2016-02-25,30.456928253173828
2016-02-26,30.81187629699707
2016-02-29,30.09770965576172
2016-03-01,31.213871002197266
2016-03-02,31.15828514099121
2016-03-03,31.22670555114746
2016-03-04,31.705656051635742
2016-03-07,31.183937072753906
2016-03-08,31.354997634887695
2016-03-09,31.05136489868164
2016-03-10,31.397762298583984
2016-03-11,31.316518783569336
2016-03-14,31.43623924255371
2016-03-15,31.303665161132812
2016-03-16,31.40203094482422
2016-03-17,32.120479583740234
2016-03-18,32.31291198730469
2016-03-21,32.394161224365234
2016-03-22,32.30436706542969
2016-03-23,31.833961486816406
2016-03-24,32.0092887878418
2016-03-28,32.21028518676758
2016-03-29,32.82609176635742
2016-03-30,32.68069076538086
2016-03-31,32.63365936279297
2016-04-01,33.25801467895508
2016-04-04,32.898799896240234
2016-04-05,32.91162872314453
2016-04-06,33.369197845458984
2016-04-07,32.83464813232422
2016-04-08,32.96294021606445
2016-04-11,32.68069076538086
2016-04-12,32.91162872314453
2016-04-13,33.80540466308594
2016-04-14,33.480384826660156
2016-04-15,33.88238525390625
2016-04-18,34.057716369628906
2016-04-19,33.62151336669922
2016-04-20,33.85671615600586
2016-04-21,34.194557189941406
2016-04-22,34.38698959350586
2016-04-25,33.9422492980957
2016-04-26,34.2244987487793
2016-04-27,33.949974060058594
2016-04-28,33.169315338134766
2016-04-29,33.12213134765625
2016-05-02,33.69261169433594
2016-05-03,33.09640884399414
2016-05-04,32.877647399902344
2016-05-05,32.66318893432617
2016-05-06,33.42668151855469
2016-05-09,33.32801818847656
2016-05-10,33.79985427856445
2016-05-11,33.602542877197266
2016-05-12,33.709774017333984
2016-05-13,33.56394958496094
2016-05-16,33.90708923339844
2016-05-17,33.79985427856445
2016-05-18,34.40034866333008
2016-05-19,34.14299392700195
2016-05-20,34.5376091003418
2016-05-23,34.571929931640625
2016-05-24,35.61423110961914
2016-05-25,35.730045318603516
2016-05-26,35.579925537109375
2016-05-27,35.74720764160156
2016-05-31,35.30112075805664
2016-06-01,35.38260269165039
2016-06-02,35.46839904785156
2016-06-03,35.18101119995117
2016-06-06,35.53702163696289
2016-06-07,35.96167755126953
2016-06-08,36.52786636352539
2016-06-09,36.5535888671875
2016-06-10,35.89303207397461
2016-06-13,35.665714263916016
2016-06-14,35.627098083496094
2016-06-15,35.875885009765625
2016-06-16,35.96167755126953
2016-06-17,36.21903610229492
2016-06-20,36.60934829711914
2016-06-21,36.373443603515625
2016-06-22,36.40776062011719
2016-06-23,37.17982864379883
2016-06-24,35.931640625
2016-06-27,35.10810089111328
2016-06-28,35.89303207397461
2016-06-29,36.71659469604492
2016-06-30,37.7932014465332
2016-07-01,37.40717697143555
2016-07-05,37.11548614501953
2016-07-06,37.411460876464844
2016-07-07,37.52297592163086
2016-07-08,38.27790451049805
2016-07-11,38.72399139404297
2016-07-12,39.01567459106445
2016-07-13,38.801204681396484
2016-07-14,38.88269805908203
2016-07-15,39.01567459106445
2016-07-18,39.18294906616211
2016-07-19,38.76687240600586
2016-07-20,38.848388671875
2016-07-21,38.45376968383789
2016-07-22,38.4151611328125
2016-07-25,38.072017669677734
2016-07-26,40.19951629638672
2016-07-27,40.289825439453125
2016-07-28,40.23822021484375
2016-07-29,39.94580078125
2016-08-01,39.90708923339844
2016-08-02,39.7565803527832
2016-08-03,40.10060501098633
2016-08-04,40.16081237792969
2016-08-05,40.57365036010742
2016-08-08,40.332820892333984
2016-08-09,40.57365036010742
2016-08-10,40.569339752197266
2016-08-11,40.792964935302734
2016-08-12,40.46613311767578
2016-08-15,40.74566650390625
2016-08-16,40.21241760253906
2016-08-17,40.246822357177734
2016-08-18,40.38013458251953
2016-08-19,40.5134391784668
2016-08-22,40.702659606933594
2016-08-23,41.19289779663086
2016-08-24,40.96928024291992
