Date,BWY.L
2016-05-26,2749.861572265625
2016-05-27,2749.861572265625
2016-05-31,2722.961181640625
2016-06-01,2635.2841796875
2016-06-02,2685.1005859375
2016-06-03,2667.1669921875
2016-06-06,2637.27685546875
2016-06-07,2654.21533203125
2016-06-08,2663.181640625
2016-06-09,2684.104736328125
2016-06-10,2584.471923828125
2016-06-13,2549.6005859375
2016-06-14,2474.8759765625
2016-06-15,2460.927490234375
2016-06-16,2405.1337890625
2016-06-17,2542.626220703125
2016-06-20,2692.07568359375
2016-06-21,2662.185302734375
2016-06-22,2668.1630859375
2016-06-23,2723.957763671875
2016-06-24,2057.4150390625
2016-06-27,1727.630859375
2016-06-28,1783.425048828125
2016-06-29,1906.9697265625
2016-06-30,1891.0284423828125
2016-07-01,1964.7564697265625
2016-07-04,1842.20849609375
2016-07-05,1690.766845703125
2016-07-06,1682.7958984375
2016-07-07,1717.6676025390625
2016-07-08,1873.0946044921875
2016-07-11,1922.9107666015625
2016-07-12,1962.76416015625
2016-07-13,1984.6832275390625
2016-07-14,1957.7822265625
2016-07-15,1961.767578125
2016-07-18,1999.6280517578125
2016-07-19,2002.6170654296875
2016-07-20,2019.5548095703125
2016-07-21,2019.5548095703125
2016-07-22,1971.73095703125
2016-07-25,1997.635498046875
2016-07-26,1937.8558349609375
2016-07-27,2067.3779296875
2016-07-28,2068.374267578125
2016-07-29,2088.30126953125
2016-08-01,2004.609619140625
2016-08-02,2030.5140380859375
2016-08-03,2008.5948486328125
2016-08-04,2021.546875
2016-08-05,2129.150634765625
2016-08-08,2117.194091796875
2016-08-09,2116.197998046875
2016-08-10,2107.2314453125
2016-08-11,2107.2314453125
2016-08-12,2144.095703125
2016-08-15,2129.150634765625
2016-08-16,2148.08056640625
2016-08-17,2142.102783203125
2016-08-18,2169.00390625
2016-08-19,2147.084228515625
2016-08-22,2214.834228515625
2016-08-23,2349.3388671875
2016-08-24,2396.1669921875
2016-08-25,2357.309814453125
2016-08-26,2354.320556640625
2016-08-30,2309.485595703125
2016-08-31,2321.4423828125
2016-09-01,2384.210205078125
2016-09-02,2369.265380859375
2016-09-05,2337.382568359375
2016-09-06,2383.213623046875
2016-09-07,2338.37939453125
2016-09-08,2355.3173828125
2016-09-09,2282.585205078125
2016-09-12,2269.6328125
2016-09-13,2269.6328125
2016-09-14,2204.87158203125
2016-09-15,2244.724609375
2016-09-16,2228.782958984375
2016-09-19,2255.68310546875
2016-09-20,2291.55224609375
2016-09-21,2328.415283203125
2016-09-22,2312.474609375
2016-09-23,2391.1845703125
2016-09-26,2298.526123046875
2016-09-27,2286.570556640625
2016-09-28,2348.342529296875
2016-09-29,2276.607177734375
2016-09-30,2360.29833984375
2016-10-03,2368.269287109375
2016-10-04,2393.177490234375
2016-10-05,2369.265380859375
2016-10-06,2364.28369140625
2016-10-07,2274.614013671875
2016-10-10,2240.7392578125
2016-10-11,2298.526123046875
2016-10-12,2256.680419921875
2016-10-13,2301.5146484375
2016-10-14,2295.537109375
2016-10-17,2241.73583984375
2016-10-18,2377.236083984375
2016-10-19,2486.83203125
2016-10-20,2457.938232421875
2016-10-21,2465.9091796875
2016-10-24,2437.015625
2016-10-25,2402.14404296875
2016-10-26,2395.16943359375
2016-10-27,2350.33544921875
2016-10-28,2406.12939453125
2016-10-31,2357.309814453125
2016-11-01,2395.16943359375
2016-11-02,2397.162353515625
2016-11-03,2431.037841796875
2016-11-04,2342.3642578125
2016-11-07,2362.290771484375
2016-11-08,2342.3642578125
2016-11-09,2417.089111328125
2016-11-10,2375.2431640625
2016-11-11,2393.177490234375
2016-11-14,2419.08154296875
2016-11-15,2419.08154296875
2016-11-16,2392.1806640625
2016-11-17,2464.912841796875
2016-11-18,2499.7841796875
2016-11-21,2465.9091796875
2016-11-22,2496.794921875
2016-11-23,2456.941650390625
2016-11-24,2452.956787109375
2016-11-25,2421.07421875
2016-11-28,2414.099853515625
2016-11-29,2480.85400390625
2016-11-30,2433.030029296875
2016-12-01,2379.94921875
2016-12-02,2392.90576171875
2016-12-05,2402.8720703125
2016-12-06,2399.88232421875
2016-12-07,2445.726806640625
2016-12-08,2450.710693359375
2016-12-09,2433.767578125
2016-12-12,2381.943115234375
2016-12-13,2417.82177734375
2016-12-14,2404.864990234375
2016-12-15,2437.75439453125
2016-12-16,2404.864990234375
2016-12-19,2414.83154296875
2016-12-20,2403.869140625
2016-12-21,2404.864990234375
2016-12-22,2440.744140625
2016-12-23,2429.781005859375
2016-12-28,2423.800537109375
2016-12-29,2434.764404296875
2016-12-30,2467.6533203125
2017-01-03,2446.72412109375
2017-01-04,2483.59912109375
2017-01-05,2576.285400390625
2017-01-06,2560.339599609375
2017-01-09,2550.37353515625
2017-01-10,2603.1943359375
2017-01-11,2586.251953125
2017-01-12,2572.29931640625
2017-01-13,2603.1943359375
2017-01-16,2538.41357421875
2017-01-17,2587.248046875
2017-01-18,2547.383544921875
2017-01-19,2525.457763671875
2017-01-20,2491.572021484375
2017-01-23,2488.58251953125
2017-01-24,2450.710693359375
2017-01-25,2450.710693359375
2017-01-26,2448.716796875
2017-01-27,2481.60595703125
2017-01-30,2481.60595703125
2017-01-31,2475.626220703125
2017-02-01,2481.60595703125
2017-02-02,2521.470947265625
2017-02-03,2559.343017578125
2017-02-06,2507.518310546875
2017-02-07,2558.345947265625
2017-02-08,2612.1640625
2017-02-09,2588.244873046875
2017-02-10,2591.23486328125
2017-02-13,2606.1845703125
2017-02-14,2614.157470703125
2017-02-15,2629.10693359375
2017-02-16,2617.147216796875
2017-02-17,2611.16796875
2017-02-20,2592.2314453125
2017-02-21,2585.25537109375
2017-02-22,2566.319580078125
2017-02-23,2544.3935546875
2017-02-24,2576.285400390625
2017-02-27,2585.25537109375
2017-02-28,2597.214599609375
2017-03-01,2678.938232421875
2017-03-02,2657.012451171875
2017-03-03,2650.03564453125
2017-03-06,2681.927734375
2017-03-07,2689.9013671875
2017-03-08,2683.921630859375
2017-03-09,2703.854248046875
2017-03-10,2731.75927734375
2017-03-13,2767.63818359375
2017-03-14,2748.702392578125
2017-03-15,2740.729248046875
2017-03-16,2749.69921875
2017-03-17,2813.48291015625
2017-03-20,2818.466552734375
2017-03-21,2827.4365234375
2017-03-22,2816.472900390625
2017-03-23,2810.493408203125
2017-03-24,2768.63525390625
2017-03-27,2763.651611328125
2017-03-28,2754.682373046875
2017-03-29,2690.897705078125
2017-03-30,2677.941650390625
2017-03-31,2693.887939453125
2017-04-03,2680.931884765625
2017-04-04,2699.867431640625
2017-04-05,2687.907958984375
2017-04-06,2725.779541015625
2017-04-07,2732.757080078125
2017-04-10,2740.729248046875
2017-04-11,2747.70556640625
2017-04-12,2729.767333984375
2017-04-13,2760.662109375
2017-04-18,2756.675048828125
2017-04-19,2858.33154296875
2017-04-20,2827.4365234375
2017-04-21,2788.567138671875
2017-04-24,2822.45361328125
2017-04-25,2786.573974609375
2017-04-26,2814.47998046875
2017-04-27,2860.325439453125
2017-04-28,2836.405517578125
2017-05-02,2945.038330078125
2017-05-03,2872.284423828125
2017-05-04,2884.243896484375
2017-05-05,2897.200439453125
2017-05-08,2916.135986328125
2017-05-09,2934.0751953125
2017-05-10,2944.041748046875
2017-05-11,2948.02783203125
2017-05-12,2913.146728515625
2017-05-15,2912.1494140625
2017-05-16,2914.142822265625
2017-05-17,2924.10888671875
2017-05-18,2890.593017578125
2017-05-19,2904.5478515625
2017-05-22,2883.615966796875
2017-05-23,2876.638916015625
2017-05-24,2869.661376953125
2017-05-25,2883.615966796875
2017-05-26,2850.722900390625
2017-05-30,2835.771484375
2017-05-31,2816.8330078125
2017-06-01,2804.8720703125
2017-06-02,2790.91796875
2017-06-05,2773.97314453125
2017-06-06,2718.154541015625
2017-06-07,2776.962890625
2017-06-08,2833.77783203125
2017-06-09,2842.7490234375
2017-06-12,2832.78173828125
2017-06-13,2840.755126953125
2017-06-14,3010.20361328125
2017-06-15,2962.359130859375
2017-06-16,3006.216552734375
2017-06-19,2999.23974609375
2017-06-20,2986.281982421875
2017-06-21,2962.359130859375
2017-06-22,2954.385498046875
2017-06-23,2972.3271484375
2017-06-26,2975.48095703125
2017-06-27,2954.118408203125
2017-06-28,2996.2490234375
2017-06-29,2958.37255859375
2017-06-30,2965.349365234375
2017-07-03,2946.41162109375
2017-07-04,2955.3818359375
2017-07-05,3024.158203125
2017-07-06,3037.11669921875
2017-07-07,3055.05810546875
2017-07-10,3050.073974609375
2017-07-11,3028.1455078125
2017-07-12,2954.385498046875
2017-07-13,3053.06396484375
2017-07-14,2995.25244140625
2017-07-17,2988.275390625
2017-07-18,3032.13232421875
2017-07-19,3107.88623046875
2017-07-20,3102.902587890625
2017-07-21,3115.859619140625
2017-07-24,3089.944580078125
2017-07-25,3076.986572265625
2017-07-26,3126.824462890625
2017-07-27,3146.759765625
2017-07-28,3144.765869140625
2017-07-31,3179.652587890625
2017-08-01,3198.591064453125
2017-08-02,3199.587646484375
2017-08-03,3241.451416015625
2017-08-04,3176.66162109375
2017-08-07,3189.61962890625
2017-08-08,3208.558349609375
2017-08-09,3183.6396484375
2017-08-10,3116.85693359375
2017-08-11,3132.8046875
2017-08-14,3143.76904296875
2017-08-15,3131.807861328125
2017-08-16,3163.7041015625
2017-08-17,3163.7041015625
2017-08-18,3159.717529296875
2017-08-21,3185.6328125
2017-08-22,3210.5517578125
2017-08-23,3188.62353515625
2017-08-24,3200.5849609375
2017-08-25,3164.701416015625
2017-08-29,3158.72021484375
2017-08-30,3169.68505859375
2017-08-31,3192.610595703125
2017-09-01,3201.580322265625
2017-09-04,3147.756103515625
2017-09-05,3175.665771484375
2017-09-06,3147.756103515625
2017-09-07,3187.62646484375
2017-09-08,3146.759765625
2017-09-11,3153.736572265625
2017-09-12,3099.912353515625
2017-09-13,3097.9189453125
2017-09-14,3012.197265625
2017-09-15,2984.2880859375
2017-09-18,3011.200439453125
2017-09-19,3041.103515625
2017-09-20,3080.973876953125
2017-09-21,3048.08056640625
2017-09-22,3082.967041015625
2017-09-25,3068.015380859375
2017-09-26,3089.944580078125
2017-09-27,3136.791748046875
2017-09-28,3209.55517578125
2017-09-29,3286.30517578125
2017-10-02,3359.069091796875
2017-10-03,3374.02001953125
2017-10-04,3361.06201171875
2017-10-05,3369.035888671875
2017-10-06,3377.010498046875
2017-10-09,3385.98095703125
2017-10-10,3449.77294921875
2017-10-11,3485.656494140625
2017-10-12,3498.61474609375
2017-10-13,3508.581787109375
2017-10-16,3491.63720703125
2017-10-17,3557.423095703125
2017-10-18,3661.085693359375
2017-10-19,3679.02685546875
2017-10-20,3705.939697265625
2017-10-23,3779.699462890625
2017-10-24,3747.8037109375
2017-10-25,3743.81689453125
2017-10-26,3759.764892578125
2017-10-27,3686.0048828125
2017-10-30,3644.140625
2017-10-31,3638.160888671875
2017-11-01,3651.118408203125
2017-11-02,3653.11181640625
2017-11-03,3638.160888671875
2017-11-06,3656.1015625
2017-11-07,3628.1923828125
2017-11-08,3617.228515625
2017-11-09,3403.92236328125
2017-11-10,3438.80908203125
2017-11-13,3414.886962890625
2017-11-14,3487.64990234375
2017-11-15,3463.72802734375
2017-11-16,3513.5654296875
2017-11-17,3514.56298828125
2017-11-20,3517.552734375
2017-11-21,3556.42626953125
2017-11-22,3468.712158203125
2017-11-23,3528.5166015625
2017-11-24,3462.731201171875
2017-11-27,3486.654052734375
2017-11-28,3440.802734375
2017-11-29,3540.478759765625
2017-11-30,3451.591064453125
2017-12-01,3457.57373046875
2017-12-04,3496.455810546875
2017-12-05,3506.42578125
2017-12-06,3483.4951171875
2017-12-07,3462.55859375
2017-12-08,3589.176513671875
2017-12-11,3593.1640625
2017-12-12,3542.318115234375
2017-12-13,3546.7880859375
2017-12-14,3535.338623046875
2017-12-15,3504.43212890625
2017-12-18,3580.202880859375
2017-12-19,3622.077392578125
2017-12-20,3629.055908203125
2017-12-21,3617.09228515625
2017-12-22,3634.041015625
2017-12-27,3655.97509765625
2017-12-28,3634.041015625
2017-12-29,3552.287353515625
2018-01-02,3608.118896484375
2018-01-03,3631.05029296875
2018-01-04,3617.09228515625
2018-01-05,3674.91748046875
2018-01-08,3624.071044921875
2018-01-09,3624.071044921875
2018-01-10,3569.236083984375
2018-01-11,3538.32958984375
2018-01-12,3562.257080078125
2018-01-15,3527.36279296875
2018-01-16,3563.25439453125
2018-01-17,3510.4140625
2018-01-18,3494.46240234375
2018-01-19,3510.4140625
2018-01-22,3433.645751953125
2018-01-23,3465.549072265625
2018-01-24,3450.593994140625
2018-01-25,3428.66015625
2018-01-26,3479.5068359375
2018-01-29,3444.612548828125
2018-01-30,3398.750244140625
2018-01-31,3311.015869140625
2018-02-01,3337.93359375
2018-02-02,3304.0361328125
2018-02-05,3246.21044921875
2018-02-06,3209.321533203125
2018-02-07,3303.0390625
2018-02-08,3100.6494140625
2018-02-09,3110.619873046875
2018-02-12,3090.679443359375
2018-02-13,3069.74267578125
2018-02-14,3050.800048828125
2018-02-15,3054.78759765625
2018-02-16,3057.77880859375
2018-02-19,3054.78759765625
2018-02-20,3118.595458984375
2018-02-21,3141.5263671875
2018-02-22,3111.616455078125
2018-02-23,3096.662109375
2018-02-26,3137.538330078125
2018-02-27,3154.487060546875
2018-02-28,3106.63134765625
2018-03-01,3064.7578125
2018-03-02,3066.751708984375
2018-03-05,3117.5986328125
2018-03-06,3120.58935546875
2018-03-07,3127.568603515625
2018-03-08,3158.4755859375
2018-03-09,3181.406005859375
2018-03-12,3161.466064453125
2018-03-13,3134.547607421875
2018-03-14,3129.562255859375
2018-03-15,3117.5986328125
2018-03-16,3038.835693359375
2018-03-19,3040.830322265625
2018-03-20,3146.51171875
2018-03-21,3131.556396484375
2018-03-22,2982.0068359375
2018-03-23,3002.944091796875
2018-03-26,2985.9951171875
2018-03-27,3020.890380859375
2018-03-28,3034.84814453125
2018-03-29,3039.833251953125
2018-04-03,3024.878173828125
2018-04-04,3059.7724609375
2018-04-05,3121.58642578125
2018-04-06,3156.481201171875
2018-04-09,3150.4990234375
2018-04-10,3202.3427734375
2018-04-11,3190.37890625
2018-04-12,3181.406005859375
2018-04-13,3212.3125
2018-04-16,3228.2646484375
2018-04-17,3208.324951171875
2018-04-18,3234.2470703125
2018-04-19,3289.080810546875
2018-04-20,3297.057373046875
2018-04-23,3313.0087890625
2018-04-24,3274.126220703125
2018-04-25,3262.162109375
2018-04-26,3246.21044921875
2018-04-27,3303.0390625
2018-04-30,3306.030029296875
2018-05-01,3334.94287109375
2018-05-02,3325.97021484375
2018-05-03,3332.948974609375
2018-05-04,3346.906982421875
2018-05-08,3330.955078125
2018-05-09,3331.951904296875
2018-05-10,3322.978759765625
2018-05-11,3377.81396484375
2018-05-14,3330.955078125
2018-05-15,3422.677978515625
2018-05-16,3376.817138671875
2018-05-17,3370.8349609375
2018-05-18,3370.8349609375
2018-05-21,3402.738525390625
2018-05-22,3411.711669921875
2018-05-23,3362.85888671875
2018-05-24,3275.589599609375
2018-05-25,3334.42041015625
2018-05-29,3265.618408203125
2018-05-30,3275.589599609375
2018-05-31,3273.594970703125
2018-06-01,3311.48681640625
2018-06-04,3316.47216796875
2018-06-05,3262.62646484375
2018-06-06,3360.346435546875
2018-06-07,3358.35205078125
2018-06-08,3382.28271484375
2018-06-11,3399.234375
2018-06-12,3277.583984375
2018-06-13,3273.594970703125
2018-06-14,3265.618408203125
2018-06-15,3271.601318359375
2018-06-18,3267.6123046875
2018-06-19,3216.758544921875
2018-06-20,3172.884521484375
2018-06-21,3042.259765625
2018-06-22,3078.15673828125
2018-06-25,3016.334228515625
2018-06-26,3015.337890625
2018-06-27,3014.33984375
2018-06-28,2973.457763671875
2018-06-29,2995.39453125
2018-07-02,2932.5751953125
2018-07-03,2913.6298828125
2018-07-04,2911.634765625
2018-07-05,2888.701171875
2018-07-06,2888.701171875
2018-07-09,2893.686279296875
2018-07-10,2891.692626953125
2018-07-11,2911.634765625
2018-07-12,2945.5380859375
2018-07-13,2952.51806640625
2018-07-16,2958.50048828125
2018-07-17,2966.477783203125
2018-07-18,2948.529296875
2018-07-19,2967.47509765625
2018-07-20,2953.514892578125
2018-07-23,2848.815673828125
2018-07-24,2874.740966796875
2018-07-25,2903.658447265625
2018-07-26,2898.6728515625
2018-07-27,2896.67822265625
2018-07-30,2886.70654296875
2018-07-31,2908.6435546875
2018-08-01,2887.7041015625
2018-08-02,2829.869873046875
2018-08-03,2863.773193359375
2018-08-06,2921.60595703125
2018-08-07,2968.4716796875
2018-08-08,2930.580810546875
2018-08-09,2886.70654296875
2018-08-10,2874.740966796875
2018-08-13,2846.821044921875
2018-08-14,2866.764404296875
2018-08-15,2831.8642578125
2018-08-16,2867.76123046875
2018-08-17,2885.710205078125
2018-08-20,2903.658447265625
2018-08-21,2951.520751953125
2018-08-22,2933.572265625
2018-08-23,2943.543212890625
2018-08-24,2900.66650390625
2018-08-28,2912.632568359375
2018-08-29,2881.721435546875
2018-08-30,2964.4833984375
2018-08-31,2909.641357421875
2018-09-03,2934.5693359375
2018-09-04,2837.846923828125
2018-09-05,2874.740966796875
2018-09-06,2913.6298828125
2018-09-07,2881.721435546875
2018-09-10,2916.620849609375
2018-09-11,2896.67822265625
2018-09-12,2927.58935546875
2018-09-13,2930.580810546875
2018-09-14,2988.41455078125
2018-09-17,2997.388671875
2018-09-18,2996.391357421875
2018-09-19,3044.25390625
2018-09-20,3045.2509765625
2018-09-21,2968.4716796875
2018-09-24,2956.506103515625
2018-09-25,2998.385986328125
2018-09-26,3016.334228515625
2018-09-27,3034.283203125
2018-09-28,3005.36572265625
2018-10-01,2959.498046875
2018-10-02,2931.57763671875
2018-10-03,2940.552001953125
2018-10-04,2942.546875
2018-10-05,2942.546875
2018-10-08,2944.54052734375
2018-10-09,2929.583740234375
2018-10-10,2918.615234375
2018-10-11,2782.0078125
2018-10-12,2883.715087890625
2018-10-15,2819.899169921875
2018-10-16,2898.6728515625
2018-10-17,2859.783935546875
2018-10-18,2837.846923828125
2018-10-19,2742.1220703125
2018-10-22,2755.0849609375
2018-10-23,2755.0849609375
2018-10-24,2757.079833984375
2018-10-25,2755.0849609375
2018-10-26,2759.07373046875
2018-10-29,2770.0419921875
2018-10-30,2840.838623046875
2018-10-31,2862.775634765625
2018-11-01,2980.437744140625
2018-11-02,3039.268310546875
2018-11-05,3009.354248046875
2018-11-06,2984.42626953125
2018-11-07,3003.371826171875
2018-11-08,3065.194580078125
2018-11-09,3022.3173828125
2018-11-12,2933.572265625
2018-11-13,3029.297119140625
2018-11-14,3045.2509765625
2018-11-15,2905.65234375
2018-11-16,2864.769775390625
2018-11-19,2850.809814453125
2018-11-20,2808.9306640625
2018-11-21,2845.82373046875
2018-11-22,2868.758544921875
2018-11-23,2897.675537109375
2018-11-26,2886.70654296875
2018-11-27,2807.93310546875
2018-11-28,2738.133544921875
2018-11-29,2592.45166015625
2018-11-30,2535.59521484375
2018-12-03,2554.54736328125
2018-12-04,2495.696044921875
2018-12-05,2638.335693359375
2018-12-06,2561.52978515625
2018-12-07,2563.524658203125
2018-12-10,2412.90478515625
2018-12-11,2480.734130859375
2018-12-12,2593.448974609375
2018-12-13,2560.531982421875
2018-12-14,2484.7236328125
2018-12-17,2440.83447265625
2018-12-18,2474.7490234375
2018-12-19,2480.734130859375
2018-12-20,2489.710693359375
2018-12-21,2493.700927734375
2018-12-24,2456.79443359375
2018-12-27,2449.81201171875
2018-12-28,2499.686279296875
2018-12-31,2508.662841796875
2019-01-02,2545.570068359375
2019-01-03,2549.559814453125
2019-01-04,2613.3984375
2019-01-07,2649.30810546875
2019-01-08,2686.214599609375
2019-01-09,2747.061767578125
2019-01-10,2727.111328125
2019-01-11,2819.87744140625
2019-01-14,2814.889892578125
2019-01-15,2780.975341796875
2019-01-16,2866.758544921875
2019-01-17,2868.75390625
2019-01-18,2954.537109375
2019-01-21,2931.5947265625
2019-01-22,2911.64501953125
2019-01-23,2892.693115234375
2019-01-24,2866.758544921875
2019-01-25,2880.7236328125
2019-01-28,2836.83447265625
2019-01-29,2842.819580078125
2019-01-30,2871.74609375
2019-01-31,2829.851806640625
2019-02-01,2899.675537109375
2019-02-04,2882.718505859375
2019-02-05,2899.675537109375
2019-02-06,2882.718505859375
2019-02-07,2789.952880859375
2019-02-08,2786.960693359375
2019-02-11,2810.900146484375
2019-02-12,2759.031005859375
2019-02-13,2799.92724609375
2019-02-14,2777.98291015625
2019-02-15,2762.023681640625
2019-02-18,2795.937744140625
2019-02-19,2835.83740234375
2019-02-20,2848.80419921875
2019-02-21,2845.81103515625
2019-02-22,2866.758544921875
2019-02-25,2855.7861328125
2019-02-26,2969.4990234375
2019-02-27,3010.39599609375
2019-02-28,3017.378173828125
2019-03-01,3048.300537109375
2019-03-04,3052.290283203125
2019-03-05,3065.25732421875
2019-03-06,3072.23974609375
2019-03-07,3015.383544921875
2019-03-08,3011.39306640625
2019-03-11,2985.458984375
2019-03-12,3005.408447265625
2019-03-13,3015.383544921875
2019-03-14,3061.267578125
2019-03-15,3095.181640625
2019-03-18,3087.201904296875
2019-03-19,3110.14404296875
2019-03-20,3008.4013671875
2019-03-21,2957.529541015625
2019-03-22,2938.577880859375
2019-03-25,2952.5419921875
2019-03-26,2992.44140625
2019-03-27,3057.277587890625
2019-03-28,3006.40576171875
2019-03-29,3037.328125
2019-04-01,3035.333251953125
2019-04-02,3018.3759765625
2019-04-03,3143.060791015625
2019-04-04,3151.04052734375
2019-04-05,3136.077880859375
2019-04-08,3138.073486328125
2019-04-09,3068.24951171875
2019-04-10,3074.23486328125
2019-04-11,3146.052978515625
2019-04-12,3166.0029296875
2019-04-15,3181.96240234375
2019-04-16,3217.871337890625
2019-04-17,3181.96240234375
2019-04-18,3171.98779296875
2019-04-23,3171.98779296875
2019-04-24,3213.8818359375
2019-04-25,3119.121337890625
2019-04-26,3102.1640625
2019-04-29,3149.045654296875
2019-04-30,3104.158935546875
2019-05-01,3079.221923828125
2019-05-02,3057.277587890625
2019-05-03,3050.294921875
2019-05-07,3027.353271484375
2019-05-08,2995.433837890625
2019-05-09,2992.44140625
2019-05-10,2957.529541015625
2019-05-13,2931.5947265625
