Date,ABB.ST
2016-05-06,155.4090118408203
2016-05-09,155.2234649658203
2016-05-10,156.2440643310547
2016-05-11,157.2646484375
2016-05-12,156.89353942871094
2016-05-13,156.42962646484375
2016-05-16,156.33682250976562
2016-05-17,156.80072021484375
2016-05-18,157.91412353515625
2016-05-19,156.2440643310547
2016-05-20,158.09967041015625
2016-05-23,159.491455078125
2016-05-24,159.02748107910156
2016-05-25,159.3986053466797
2016-05-26,161.4398193359375
2016-05-27,163.20263671875
2016-05-30,163.20263671875
2016-05-31,160.69757080078125
2016-06-01,160.60476684570312
2016-06-02,160.69757080078125
2016-06-03,158.7491455078125
2016-06-07,162.83154296875
2016-06-08,161.7181854248047
2016-06-09,160.04808044433594
2016-06-10,159.58416748046875
2016-06-13,155.96572875976562
2016-06-14,155.3162384033203
2016-06-15,158.19247436523438
2016-06-16,156.80072021484375
2016-06-17,158.37803649902344
2016-06-20,161.7181854248047
2016-06-21,162.73876953125
2016-06-22,164.50161743164062
2016-06-23,163.66656494140625
2016-06-27,152.3472442626953
2016-06-28,152.3472442626953
2016-06-29,152.8111572265625
2016-06-30,153.9245147705078
2016-07-01,155.96572875976562
2016-07-04,154.66676330566406
2016-07-05,153.08950805664062
2016-07-06,151.69776916503906
2016-07-07,154.48121643066406
2016-07-08,156.42962646484375
2016-07-11,155.47100830078125
2016-07-12,154.81854248046875
2016-07-13,155.28460693359375
2016-07-14,157.9876251220703
2016-07-15,159.1061248779297
2016-07-18,159.6654052734375
2016-07-19,161.9023895263672
2016-07-20,163.30050659179688
2016-07-21,166.5627899169922
2016-07-22,167.86770629882812
2016-07-25,167.86770629882812
2016-07-26,168.52015686035156
2016-07-27,168.6133575439453
2016-07-28,169.172607421875
2016-07-29,169.63864135742188
2016-08-01,169.172607421875
2016-08-02,167.6812744140625
2016-08-03,166.93560791015625
2016-08-04,169.172607421875
2016-08-05,170.011474609375
2016-08-08,171.31637573242188
2016-08-09,172.24847412109375
2016-08-10,172.90090942382812
2016-08-11,173.27374267578125
2016-08-12,174.29904174804688
2016-08-15,174.671875
2016-08-16,173.46017456054688
2016-08-17,172.43490600585938
2016-08-18,174.20582580566406
2016-08-19,172.24847412109375
2016-08-22,171.50279235839844
2016-08-23,172.62130737304688
2016-08-24,172.7145233154297
2016-08-25,172.43490600585938
2016-08-26,173.73977661132812
2016-08-29,173.36697387695312
2016-08-30,173.73977661132812
2016-08-31,173.08734130859375
2016-09-01,172.7145233154297
2016-09-02,177.74774169921875
2016-09-05,177.74774169921875
2016-09-06,178.12059020996094
2016-09-07,178.40020751953125
2016-09-08,178.67984008789062
2016-09-09,177.1885223388672
2016-09-12,175.51075744628906
2016-09-13,177.00205993652344
2016-09-14,175.4175262451172
2016-09-15,176.1632080078125
2016-09-16,174.9514923095703
2016-09-19,175.88357543945312
2016-09-20,177.65455627441406
2016-09-21,178.95945739746094
2016-09-22,181.66249084472656
2016-09-23,181.56924438476562
2016-09-26,179.7051239013672
2016-09-27,179.98472595214844
2016-09-28,180.35755920410156
2016-09-29,179.79830932617188
2016-09-30,179.7051239013672
2016-10-03,180.2643585205078
2016-10-04,182.2217559814453
2016-10-05,182.12850952148438
2016-10-06,183.80624389648438
2016-10-07,183.526611328125
2016-10-10,184.55194091796875
2016-10-11,184.45872497558594
2016-10-12,183.99270629882812
2016-10-13,182.2217559814453
2016-10-14,184.45872497558594
2016-10-17,183.80624389648438
2016-10-18,184.36550903320312
2016-10-19,185.20437622070312
2016-10-20,185.01797485351562
2016-10-21,185.4840087890625
2016-10-24,185.11119079589844
2016-10-25,183.89947509765625
2016-10-26,183.89947509765625
2016-10-27,174.48545837402344
2016-10-28,173.27374267578125
2016-10-31,173.27374267578125
2016-11-01,171.4095916748047
2016-11-02,170.19790649414062
2016-11-03,170.47752380371094
2016-11-04,170.19790649414062
2016-11-07,175.69715881347656
2016-11-08,175.04470825195312
2016-11-09,177.93414306640625
2016-11-10,179.7051239013672
2016-11-11,180.07794189453125
2016-11-14,180.07794189453125
2016-11-15,180.63719177246094
2016-11-16,179.51869201660156
2016-11-17,179.8915252685547
2016-11-18,178.67984008789062
2016-11-21,177.84095764160156
2016-11-22,177.93414306640625
2016-11-23,177.93414306640625
2016-11-24,177.00205993652344
2016-11-25,177.65455627441406
2016-11-28,175.4175262451172
2016-11-29,174.85830688476562
2016-11-30,175.13790893554688
2016-12-01,177.0952911376953
2016-12-02,176.62925720214844
2016-12-05,179.1458740234375
2016-12-06,178.67984008789062
2016-12-07,177.4680938720703
2016-12-08,178.02737426757812
2016-12-09,179.1458740234375
2016-12-12,181.56924438476562
2016-12-13,180.82362365722656
2016-12-14,181.66249084472656
2016-12-15,183.4334259033203
2016-12-16,183.80624389648438
2016-12-19,183.526611328125
2016-12-20,184.17910766601562
2016-12-21,181.1964569091797
2016-12-22,180.63719177246094
2016-12-23,180.82362365722656
2016-12-27,181.28964233398438
2016-12-28,181.38284301757812
2016-12-29,179.42550659179688
2016-12-30,178.7729949951172
2017-01-02,179.79830932617188
2017-01-03,180.45077514648438
2017-01-04,180.63719177246094
2017-01-05,179.332275390625
2017-01-09,181.1964569091797
2017-01-10,183.80624389648438
2017-01-11,188.00064086914062
2017-01-12,184.36550903320312
2017-01-13,186.88214111328125
2017-01-16,185.7636260986328
2017-01-17,185.95004272460938
2017-01-18,186.4160919189453
2017-01-19,188.09384155273438
2017-01-20,188.83950805664062
2017-01-23,186.6024932861328
2017-01-24,188.4666748046875
2017-01-25,193.31349182128906
2017-01-26,196.10975646972656
2017-01-27,195.73687744140625
2017-01-30,194.24557495117188
2017-01-31,193.49990844726562
2017-02-01,193.49990844726562
2017-02-02,192.56781005859375
2017-02-03,193.0338897705078
2017-02-06,191.9153594970703
2017-02-07,193.4066925048828
2017-02-08,186.6957244873047
2017-02-09,188.65309143066406
2017-02-10,189.9580078125
2017-02-13,190.796875
2017-02-14,189.6783905029297
2017-02-15,190.14442443847656
2017-02-16,189.6783905029297
2017-02-17,188.55987548828125
2017-02-20,189.49195861816406
2017-02-21,192.19500732421875
2017-02-22,190.9832763671875
2017-02-23,191.16969299316406
2017-02-24,188.55987548828125
2017-02-27,189.02589416503906
2017-02-28,190.33082580566406
2017-03-01,192.66104125976562
2017-03-02,192.2882080078125
2017-03-03,190.6104736328125
2017-03-06,189.21234130859375
2017-03-07,189.21234130859375
2017-03-08,190.4240264892578
2017-03-09,188.00064086914062
2017-03-10,188.65309143066406
2017-03-13,187.90740966796875
2017-03-14,188.18704223632812
2017-03-15,189.9580078125
2017-03-16,190.33082580566406
2017-03-17,191.16969299316406
2017-03-20,192.1017608642578
2017-03-21,190.5172576904297
2017-03-22,190.05120849609375
2017-03-23,192.75424194335938
2017-03-24,192.00857543945312
2017-03-27,190.14442443847656
2017-03-28,192.66104125976562
2017-03-29,193.12705993652344
2017-03-30,194.71160888671875
2017-03-31,195.1776580810547
2017-04-03,193.8727264404297
2017-04-04,195.92330932617188
2017-04-05,194.71160888671875
2017-04-06,196.38934326171875
2017-04-07,197.135009765625
2017-04-10,195.73687744140625
2017-04-11,193.6863250732422
2017-04-12,192.94065856933594
2017-04-13,192.47463989257812
2017-04-18,190.6104736328125
2017-04-19,187.7026824951172
2017-04-20,191.25833129882812
2017-04-21,195.93687438964844
2017-04-24,197.7147216796875
2017-04-25,198.55685424804688
2017-04-26,200.24111938476562
2017-04-27,202.6739501953125
2017-04-28,202.95468139648438
2017-05-02,203.23536682128906
2017-05-03,202.95468139648438
2017-05-04,203.79678344726562
2017-05-05,203.9839324951172
2017-05-08,203.04823303222656
2017-05-09,203.890380859375
2017-05-10,204.63893127441406
2017-05-11,204.17108154296875
2017-05-12,204.17108154296875
2017-05-15,204.35824584960938
2017-05-16,206.4167938232422
2017-05-17,202.95468139648438
2017-05-18,202.01898193359375
2017-05-19,203.890380859375
2017-05-22,203.890380859375
2017-05-23,202.95468139648438
2017-05-24,202.20611572265625
2017-05-26,202.95468139648438
2017-05-29,203.3289337158203
2017-05-30,203.42251586914062
2017-05-31,204.91966247558594
2017-06-01,204.45181274414062
2017-06-02,208.28817749023438
2017-06-05,206.97821044921875
2017-06-06,206.97821044921875
2017-06-07,206.04248046875
2017-06-08,206.22964477539062
2017-06-09,206.8846435546875
2017-06-12,204.91966247558594
2017-06-13,205.2003631591797
2017-06-14,204.63893127441406
2017-06-15,203.23536682128906
2017-06-16,205.10678100585938
2017-06-19,207.44606018066406
2017-06-20,206.69747924804688
2017-06-21,206.97821044921875
2017-06-22,206.51036071777344
2017-06-23,206.51036071777344
2017-06-26,206.97821044921875
2017-06-27,204.54534912109375
2017-06-28,201.083251953125
2017-06-29,196.3111572265625
2017-06-30,195.749755859375
2017-07-03,197.52757263183594
2017-07-04,196.40472412109375
2017-07-05,196.77899169921875
2017-07-06,195.46902465820312
2017-07-07,194.06549072265625
2017-07-10,194.43972778320312
2017-07-11,194.34616088867188
2017-07-12,198.36972045898438
2017-07-13,195.3754425048828
2017-07-14,194.62689208984375
2017-07-17,194.81399536132812
2017-07-18,193.03616333007812
2017-07-19,194.25262451171875
2017-07-20,188.4512176513672
2017-07-21,183.49197387695312
2017-07-24,180.31057739257812
2017-07-25,180.1234588623047
2017-07-26,179.3748779296875
2017-07-27,179.28131103515625
2017-07-28,178.06488037109375
2017-07-31,177.87774658203125
2017-08-01,179.187744140625
2017-08-02,178.53274536132812
2017-08-03,178.06488037109375
2017-08-04,178.6262969970703
2017-08-07,177.50344848632812
2017-08-08,179.0941619873047
2017-08-09,177.31631469726562
2017-08-10,174.60276794433594
2017-08-11,173.85418701171875
2017-08-14,174.32205200195312
2017-08-15,172.73135375976562
2017-08-16,175.35133361816406
2017-08-17,175.1641845703125
2017-08-18,173.01206970214844
2017-08-21,171.98280334472656
2017-08-22,175.25775146484375
2017-08-23,175.25775146484375
2017-08-24,174.04135131835938
2017-08-25,173.94776916503906
2017-08-28,172.2635040283203
2017-08-29,169.54995727539062
2017-08-30,170.8599395751953
2017-08-31,171.79563903808594
2017-09-01,174.13491821289062
2017-09-04,174.8834686279297
2017-09-05,176.09988403320312
2017-09-06,177.12916564941406
2017-09-07,178.3456268310547
2017-09-08,178.7198944091797
2017-09-11,181.43344116210938
2017-09-12,181.90127563476562
2017-09-13,182.74342346191406
2017-09-14,183.30482482910156
2017-09-15,181.71414184570312
2017-09-18,182.6498565673828
2017-09-19,183.0241241455078
2017-09-20,183.30482482910156
2017-09-21,184.24053955078125
2017-09-22,183.95982360839844
2017-09-25,185.8312530517578
2017-09-26,186.8605194091797
2017-09-27,186.8605194091797
2017-09-28,187.1412353515625
2017-09-29,188.6383514404297
2017-10-02,189.8547821044922
2017-10-03,189.94834899902344
2017-10-04,190.509765625
2017-10-05,190.509765625
2017-10-06,190.2290802001953
2017-10-09,190.2290802001953
2017-10-10,189.38693237304688
2017-10-11,189.6676483154297
2017-10-12,189.29335021972656
2017-10-13,190.32261657714844
2017-10-16,189.1997833251953
2017-10-17,190.32261657714844
2017-10-18,190.2290802001953
2017-10-19,193.1297607421875
2017-10-20,194.15904235839844
2017-10-23,194.34616088867188
2017-10-24,192.66188049316406
2017-10-25,192.5683135986328
2017-10-26,197.8082733154297
2017-10-27,198.27610778808594
2017-10-30,197.99542236328125
2017-10-31,205.29393005371094
2017-11-01,206.3231964111328
2017-11-02,204.7324981689453
2017-11-03,206.04248046875
2017-11-06,205.66822814941406
2017-11-07,205.8553466796875
2017-11-08,205.2003631591797
2017-11-09,201.27037048339844
2017-11-10,197.8082733154297
2017-11-13,199.21185302734375
2017-11-14,199.21185302734375
2017-11-15,198.55685424804688
2017-11-16,198.27610778808594
2017-11-17,197.99542236328125
2017-11-20,200.8025360107422
2017-11-21,201.45753479003906
2017-11-22,198.93112182617188
2017-11-23,197.2468719482422
2017-11-24,198.36972045898438
2017-11-27,198.65040588378906
2017-11-28,200.8961181640625
2017-11-29,199.96038818359375
2017-11-30,199.67970275878906
2017-12-01,199.39898681640625
2017-12-04,203.79678344726562
2017-12-05,201.83181762695312
2017-12-06,201.83181762695312
2017-12-07,203.60968017578125
2017-12-08,206.60394287109375
2017-12-11,206.79104614257812
2017-12-12,205.48106384277344
2017-12-13,205.01321411132812
2017-12-14,205.5746307373047
2017-12-15,206.97821044921875
2017-12-18,208.94317626953125
2017-12-19,208.849609375
2017-12-20,208.0074920654297
2017-12-21,209.5981903076172
2017-12-22,207.44606018066406
2017-12-27,206.97821044921875
2017-12-28,206.60394287109375
2017-12-29,206.13609313964844
2018-01-02,206.04248046875
2018-01-03,206.4167938232422
2018-01-04,208.475341796875
2018-01-05,208.94317626953125
2018-01-08,211.65673828125
2018-01-09,212.03102111816406
2018-01-10,210.62744140625
2018-01-11,210.1595916748047
2018-01-12,211.56317138671875
2018-01-15,210.1595916748047
2018-01-16,211.9374237060547
2018-01-17,209.03675842285156
2018-01-18,209.5981903076172
2018-01-19,210.62744140625
2018-01-22,210.06605529785156
2018-01-23,211.7503204345703
2018-01-24,211.84388732910156
2018-01-25,208.66246032714844
2018-01-26,209.31744384765625
2018-01-29,207.91390991210938
2018-01-30,206.3231964111328
2018-01-31,205.29393005371094
2018-02-01,206.79104614257812
2018-02-02,203.9839324951172
2018-02-05,198.55685424804688
2018-02-06,192.5683135986328
2018-02-07,196.96612548828125
2018-02-08,186.8605194091797
2018-02-09,182.4626922607422
2018-02-12,185.5037384033203
2018-02-13,182.5562744140625
2018-02-14,184.94232177734375
2018-02-15,188.73193359375
2018-02-16,189.5740509033203
2018-02-19,188.5447998046875
2018-02-20,192.0069122314453
2018-02-21,190.4161834716797
2018-02-22,190.2290802001953
2018-02-23,190.509765625
2018-02-26,190.135498046875
2018-02-27,191.35191345214844
2018-02-28,189.5740509033203
2018-03-01,186.7669219970703
2018-03-02,183.95982360839844
2018-03-05,186.1587371826172
2018-03-06,187.0476531982422
2018-03-07,185.59732055664062
2018-03-08,187.7026824951172
2018-03-09,188.6383514404297
2018-03-12,188.6383514404297
2018-03-13,186.57980346679688
2018-03-14,184.80197143554688
2018-03-15,185.69088745117188
2018-03-16,185.9248046875
2018-03-19,182.74342346191406
2018-03-20,184.28732299804688
2018-03-21,184.1937713623047
2018-03-22,180.7316436767578
2018-03-23,180.21701049804688
2018-03-26,177.59703063964844
2018-03-27,181.85450744628906
2018-03-28,183.16448974609375
2018-03-29,184.89556884765625
2018-04-03,182.88375854492188
2018-04-04,173.35910034179688
2018-04-05,179.74851989746094
2018-04-06,177.02362060546875
2018-04-09,178.1041717529297
2018-04-10,180.03042602539062
2018-04-11,178.0572052001953
2018-04-12,180.64114379882812
2018-04-13,181.90963745117188
2018-04-16,182.23849487304688
2018-04-17,184.35263061523438
2018-04-18,183.97677612304688
2018-04-19,192.15142822265625
2018-04-20,192.99710083007812
2018-04-23,194.50048828125
2018-04-24,192.6212615966797
2018-04-25,187.78221130371094
2018-04-26,190.46014404296875
2018-04-27,190.17823791503906
2018-04-30,190.6480712890625
2018-05-02,197.1313934326172
2018-05-03,193.46688842773438
2018-05-04,194.0306854248047
2018-05-07,196.66160583496094
2018-05-08,198.82272338867188
2018-05-09,197.31932067871094
2018-05-11,194.50048828125
2018-05-14,193.6548309326172
2018-05-15,195.5340576171875
2018-05-16,196.47364807128906
2018-05-17,197.41329956054688
2018-05-18,200.3260955810547
2018-05-21,200.79588317871094
2018-05-22,201.4536590576172
2018-05-23,196.84950256347656
2018-05-24,194.50048828125
2018-05-25,194.0306854248047
2018-05-28,194.50048828125
2018-05-29,193.6548309326172
2018-05-30,190.17823791503906
2018-05-31,188.48695373535156
2018-06-01,192.33938598632812
2018-06-04,190.27223205566406
2018-06-05,189.8024139404297
2018-06-06,189.8024139404297
2018-06-07,188.01715087890625
2018-06-08,188.48695373535156
2018-06-11,188.86279296875
2018-06-12,188.95675659179688
2018-06-13,189.3325958251953
2018-06-14,192.2454071044922
2018-06-15,189.42654418945312
2018-06-18,187.50033569335938
2018-06-19,187.5942840576172
2018-06-20,187.68826293945312
2018-06-21,184.82244873046875
2018-06-22,184.82244873046875
2018-06-25,181.2518768310547
2018-06-26,180.12435913085938
2018-06-27,181.95660400390625
2018-06-28,179.9833984375
2018-06-29,183.8828125
2018-07-02,181.67471313476562
2018-07-03,179.09078979492188
2018-07-04,176.03704833984375
2018-07-05,175.99005126953125
2018-07-06,175.66119384765625
2018-07-09,178.7619171142578
2018-07-10,179.37265014648438
2018-07-11,178.0572052001953
2018-07-12,178.90284729003906
2018-07-13,180.6881103515625
2018-07-16,180.5001983642578
2018-07-17,180.31228637695312
2018-07-18,183.0371551513672
2018-07-19,189.42654418945312
2018-07-20,186.98358154296875
2018-07-23,185.4331817626953
2018-07-24,186.41976928710938
2018-07-25,184.7284698486328
2018-07-26,188.5808868408203
2018-07-27,189.9903106689453
2018-07-30,188.76882934570312
2018-07-31,189.7084197998047
2018-08-01,188.95675659179688
2018-08-02,187.2654266357422
2018-08-03,189.42654418945312
2018-08-06,192.43331909179688
2018-08-07,193.8427276611328
2018-08-08,195.06427001953125
2018-08-09,195.158203125
2018-08-10,194.31256103515625
2018-08-13,193.9367218017578
2018-08-14,193.5608673095703
2018-08-15,191.58767700195312
2018-08-16,193.46688842773438
2018-08-17,194.31256103515625
2018-08-20,196.37973022460938
2018-08-21,197.03746032714844
2018-08-22,196.84950256347656
2018-08-23,201.07778930664062
2018-08-24,201.82949829101562
2018-08-27,203.99061584472656
2018-08-28,205.3060760498047
2018-08-29,206.15171813964844
2018-08-30,203.61474609375
2018-08-31,202.86306762695312
2018-09-03,202.11134338378906
2018-09-04,200.9838409423828
2018-09-05,198.9166717529297
2018-09-06,200.42005920410156
2018-09-07,198.44688415527344
2018-09-10,198.35292053222656
2018-09-11,198.5408172607422
2018-09-12,199.8562774658203
2018-09-13,202.11134338378906
2018-09-14,204.1785125732422
2018-09-17,202.4872283935547
2018-09-18,201.1717529296875
2018-09-19,201.4536590576172
2018-09-20,200.60797119140625
2018-09-21,201.73553466796875
2018-09-24,199.386474609375
2018-09-25,198.25892639160156
2018-09-26,197.97705078125
2018-09-27,197.7891387939453
2018-09-28,198.5408172607422
2018-10-01,197.22535705566406
2018-10-02,195.25216674804688
2018-10-03,197.1313934326172
2018-10-04,195.6280059814453
2018-10-05,193.9367218017578
2018-10-08,191.21182250976562
2018-10-09,191.8695526123047
2018-10-10,186.79562377929688
2018-10-11,180.5001983642578
2018-10-12,178.99681091308594
2018-10-15,178.29208374023438
2018-10-16,179.1847381591797
2018-10-17,179.37265014648438
2018-10-18,180.1713409423828
2018-10-19,178.339111328125
2018-10-22,177.6813507080078
2018-10-23,175.23834228515625
2018-10-24,173.8289031982422
2018-10-25,171.57383728027344
2018-10-26,167.25161743164062
2018-10-29,168.37918090820312
2018-10-30,169.459716796875
2018-10-31,173.50006103515625
2018-11-01,172.70140075683594
2018-11-02,176.6477813720703
2018-11-05,173.50006103515625
2018-11-06,174.25177001953125
2018-11-07,174.15780639648438
2018-11-08,173.4061279296875
2018-11-09,171.4329071044922
2018-11-12,169.22482299804688
2018-11-13,169.55368041992188
2018-11-14,168.75502014160156
2018-11-15,166.7348175048828
2018-11-16,169.50669860839844
2018-11-19,168.9429168701172
2018-11-20,167.62747192382812
2018-11-21,170.96310424804688
2018-11-22,168.80197143554688
2018-11-23,170.2583770751953
2018-11-26,172.84231567382812
2018-11-27,171.57383728027344
2018-11-28,171.7617645263672
2018-11-29,173.50006103515625
2018-11-30,173.54705810546875
2018-12-03,172.70140075683594
2018-12-04,169.9764862060547
2018-12-05,165.56031799316406
2018-12-06,160.7213134765625
2018-12-07,162.17767333984375
2018-12-10,160.53335571289062
2018-12-11,163.35220336914062
2018-12-12,170.02349853515625
2018-12-13,169.60064697265625
2018-12-14,167.9093780517578
2018-12-17,164.52674865722656
2018-12-18,165.983154296875
2018-12-19,165.4663543701172
2018-12-20,159.0769500732422
2018-12-21,158.7481231689453
2018-12-27,155.0836181640625
2018-12-28,160.34544372558594
2019-01-02,158.98301696777344
2019-01-03,158.0433807373047
2019-01-04,161.2380828857422
2019-01-07,160.43942260742188
2019-01-08,162.97637939453125
2019-01-09,165.0905303955078
2019-01-10,165.88917541503906
2019-01-11,162.64749145507812
2019-01-14,162.41258239746094
2019-01-15,162.13070678710938
2019-01-16,161.6139373779297
2019-01-17,160.3924102783203
2019-01-18,163.9629669189453
2019-01-21,164.15087890625
2019-01-22,162.27166748046875
2019-01-23,161.09713745117188
2019-01-24,162.36563110351562
2019-01-25,165.27842712402344
2019-01-28,162.69448852539062
2019-01-29,162.50657653808594
2019-01-30,162.83541870117188
2019-01-31,161.8488311767578
2019-02-01,163.77503967285156
2019-02-04,164.57371520996094
2019-02-05,167.8623809814453
2019-02-06,168.84898376464844
2019-02-07,167.34559631347656
2019-02-08,165.0905303955078
2019-02-11,165.983154296875
2019-02-12,166.12408447265625
2019-02-13,166.31199645996094
2019-02-14,169.08387756347656
2019-02-15,171.57383728027344
2019-02-18,171.0570526123047
2019-02-19,172.84231567382812
2019-02-20,175.19139099121094
2019-02-21,176.69476318359375
2019-02-22,177.77532958984375
2019-02-25,178.339111328125
2019-02-26,178.7619171142578
2019-02-27,176.1309814453125
2019-02-28,171.85574340820312
2019-03-01,170.02349853515625
2019-03-04,169.74159240722656
2019-03-05,170.07046508789062
2019-03-06,168.75502014160156
2019-03-07,167.48651123046875
2019-03-08,166.12408447265625
2019-03-11,167.15765380859375
2019-03-12,166.64088439941406
2019-03-13,166.82879638671875
2019-03-14,168.05027770996094
2019-03-15,166.9697265625
2019-03-18,169.13084411621094
2019-03-19,169.78858947753906
2019-03-20,167.39256286621094
2019-03-21,166.31199645996094
2019-03-22,162.5535430908203
2019-03-25,161.19110107421875
2019-03-26,161.42601013183594
2019-03-27,161.9897918701172
2019-03-28,162.3186492919922
2019-03-29,163.9159698486328
2019-04-01,166.8006134033203
2019-04-02,168.6610565185547
2019-04-03,171.0570526123047
2019-04-04,171.0570526123047
2019-04-05,170.96310424804688
2019-04-08,170.54029846191406
2019-04-09,169.459716796875
2019-04-10,168.80197143554688
2019-04-11,169.88253784179688
2019-04-12,171.7617645263672
2019-04-15,172.18460083007812
2019-04-16,173.4530792236328
2019-04-17,182.80226135253906
2019-04-18,183.36602783203125
2019-04-23,182.00357055664062
2019-04-24,183.13111877441406
2019-04-25,184.3996124267578
2019-04-26,183.0841522216797
2019-04-29,184.58755493164062
2019-04-30,184.35263061523438
2019-05-02,183.69491577148438
2019-05-03,183.45999145507812
2019-05-06,176.65072631835938
2019-05-07,173.2535858154297
2019-05-08,174.10287475585938
