Date,VIJAYA.NS
2021-09-14,616.5551147460938
2021-09-15,636.8385620117188
2021-09-16,640.3682250976562
2021-09-17,623.4157104492188
2021-09-20,581.1586303710938
2021-09-21,572.1107177734375
2021-09-22,575.391845703125
2021-09-23,576.0380859375
2021-09-24,576.435791015625
2021-09-27,574.994140625
2021-09-28,574.8450317382812
2021-09-29,562.3170166015625
2021-09-30,566.6918334960938
2021-10-01,548.1484375
2021-10-04,548.4467163085938
2021-10-05,577.3804321289062
2021-10-06,576.0380859375
2021-10-07,569.5255737304688
2021-10-08,578.17578125
2021-10-11,564.1564331054688
2021-10-12,561.4718017578125
2021-10-13,556.5501098632812
2021-10-14,559.1849975585938
2021-10-18,571.6632080078125
2021-10-19,558.0416259765625
2021-10-20,581.0592651367188
2021-10-21,569.0780639648438
2021-10-22,570.6193237304688
2021-10-25,565.7472534179688
2021-10-26,565.8466796875
2021-10-27,565.2998046875
2021-10-28,565.995849609375
2021-10-29,561.2730102539062
2021-11-01,566.2941284179688
2021-11-02,565.8466796875
2021-11-03,561.6707153320312
2021-11-04,561.6707153320312
2021-11-08,561.2730102539062
2021-11-09,566.7415161132812
2021-11-10,560.77587890625
2021-11-11,560.8255615234375
2021-11-12,562.3170166015625
2021-11-15,564.8524169921875
2021-11-16,586.677001953125
2021-11-17,580.8604125976562
2021-11-18,567.73583984375
2021-11-22,571.911865234375
2021-11-23,580.462646484375
2021-11-24,564.8524169921875
2021-11-25,568.28271484375
2021-11-26,581.6558227539062
2021-11-29,568.7798461914062
2021-11-30,573.2044067382812
2021-12-01,572.458740234375
2021-12-02,587.5220947265625
2021-12-03,581.4072875976562
2021-12-06,586.2792358398438
2021-12-07,576.3861083984375
2021-12-08,568.0838012695312
2021-12-09,567.4872436523438
2021-12-10,570.6193237304688
2021-12-13,566.9403686523438
2021-12-14,567.5369873046875
2021-12-15,566.8409423828125
2021-12-16,564.1564331054688
2021-12-17,538.1559448242188
2021-12-20,507.9296875
2021-12-21,545.1159057617188
2021-12-22,544.9169921875
2021-12-23,539.5479125976562
2021-12-24,529.8038940429688
2021-12-27,533.4330444335938
2021-12-28,552.324462890625
2021-12-29,562.0186767578125
2021-12-30,575.3421020507812
2021-12-31,579.1700439453125
2022-01-03,595.3272094726562
2022-01-04,576.4855346679688
2022-01-05,565.3992919921875
2022-01-06,565.5980834960938
2022-01-07,560.875244140625
2022-01-10,559.3341674804688
2022-01-11,557.5941162109375
2022-01-12,552.72216796875
2022-01-13,548.6455688476562
2022-01-14,545.4638671875
2022-01-17,542.7296142578125
2022-01-18,534.626220703125
2022-01-19,524.9816284179688
2022-01-20,520.407958984375
2022-01-21,520.5074462890625
2022-01-24,515.9833984375
2022-01-25,513.6467895507812
2022-01-27,513.8456420898438
2022-01-28,508.0291442871094
2022-01-31,513.3982543945312
2022-02-01,511.9565734863281
2022-02-02,510.9124755859375
2022-02-03,510.8131103515625
2022-02-04,500.2239990234375
2022-02-07,491.47430419921875
2022-02-08,489.4857177734375
2022-02-09,483.61944580078125
2022-02-10,480.1394958496094
2022-02-11,470.4451904296875
2022-02-14,446.2344055175781
2022-02-15,434.35272216796875
2022-02-16,440.0698547363281
2022-02-17,441.41217041015625
2022-02-18,432.7618713378906
2022-02-21,418.1458740234375
2022-02-22,405.8167724609375
2022-02-23,412.876220703125
2022-02-24,376.9825439453125
2022-02-25,408.8990478515625
2022-02-28,419.289306640625
2022-03-02,407.05963134765625
2022-03-03,423.316162109375
2022-03-04,427.6910095214844
2022-03-07,415.1133117675781
2022-03-08,421.47674560546875
2022-03-09,422.4213562011719
2022-03-10,422.2721862792969
2022-03-11,419.2396240234375
2022-03-14,406.1150817871094
2022-03-15,404.67333984375
2022-03-16,408.60076904296875
2022-03-17,414.6162109375
2022-03-21,401.0442199707031
2022-03-22,399.1053771972656
2022-03-23,413.7213439941406
2022-03-24,429.3315734863281
2022-03-25,435.3966979980469
2022-03-28,433.7064514160156
2022-03-29,430.97216796875
2022-03-30,435.9435729980469
2022-03-31,435.6452941894531
2022-04-01,440.7658386230469
2022-04-04,439.0755615234375
2022-04-05,457.1217956542969
2022-04-06,460.6514892578125
2022-04-07,455.9783935546875
2022-04-08,452.94580078125
2022-04-11,450.55950927734375
2022-04-12,440.51727294921875
2022-04-13,432.7618713378906
2022-04-18,417.54931640625
2022-04-19,415.0138854980469
2022-04-20,443.3509826660156
2022-04-21,441.51153564453125
2022-04-22,435.24755859375
2022-04-25,439.5229797363281
2022-04-26,443.3013000488281
2022-04-27,451.1560974121094
2022-04-28,467.1143493652344
2022-04-29,455.0835266113281
2022-05-02,445.1407165527344
2022-05-04,432.26470947265625
2022-05-05,424.3104553222656
2022-05-06,408.0041809082031
2022-05-09,401.4419250488281
2022-05-10,389.3116760253906
2022-05-11,370.2711486816406
2022-05-12,371.2654113769531
2022-05-13,398.01165771484375
2022-05-16,440.51727294921875
2022-05-17,466.0703430175781
2022-05-18,458.8617858886719
2022-05-19,414.1190490722656
2022-05-20,397.06707763671875
2022-05-23,389.6099853515625
2022-05-24,385.1853942871094
2022-05-25,386.27911376953125
2022-05-26,393.1894226074219
2022-05-27,377.2808532714844
2022-05-30,374.4471435546875
2022-05-31,361.1237487792969
2022-06-01,372.7568664550781
2022-06-02,363.41058349609375
2022-06-03,356.8980712890625
2022-06-06,341.6855163574219
2022-06-07,338.4043884277344
2022-06-08,332.63751220703125
2022-06-09,330.3506774902344
2022-06-10,325.87640380859375
2022-06-13,305.99072265625
2022-06-14,298.6827392578125
2022-06-15,337.509521484375
2022-06-16,328.95867919921875
2022-06-17,332.7369689941406
2022-06-20,331.09637451171875
2022-06-21,327.5666809082031
2022-06-22,335.4215087890625
2022-06-23,336.86322021484375
2022-06-24,329.2569580078125
2022-06-27,327.7158203125
2022-06-28,330.7483825683594
2022-06-29,334.6758117675781
2022-06-30,331.2952575683594
2022-07-01,348.89404296875
2022-07-04,338.1060791015625
2022-07-05,331.8918151855469
2022-07-06,325.8266906738281
2022-07-07,317.2758483886719
2022-07-08,313.5472717285156
2022-07-11,306.1398620605469
2022-07-12,301.66558837890625
2022-07-13,311.9067077636719
2022-07-14,319.41357421875
2022-07-15,319.86102294921875
2022-07-18,315.9832763671875
2022-07-19,317.4747009277344
2022-07-20,321.948974609375
2022-07-21,325.3792419433594
2022-07-22,328.113525390625
2022-07-25,324.8821105957031
2022-07-26,337.75811767578125
2022-07-27,332.04095458984375
2022-07-28,332.4883728027344
2022-07-29,339.5975036621094
2022-08-01,358.8368835449219
2022-08-02,366.59228515625
2022-08-03,368.4814453125
2022-08-04,378.7225341796875
2022-08-05,377.77801513671875
2022-08-08,367.4374084472656
2022-08-10,353.21917724609375
2022-08-11,357.99176025390625
2022-08-12,353.7660217285156
2022-08-16,353.2688903808594
2022-08-17,355.9037780761719
2022-08-18,361.8197326660156
2022-08-19,351.1809387207031
2022-08-22,355.9037780761719
2022-08-23,355.75457763671875
2022-08-24,352.0757751464844
2022-08-25,355.4563293457031
2022-08-26,353.1197509765625
2022-08-29,347.5020446777344
2022-08-30,353.1197509765625
2022-09-01,359.7317199707031
2022-09-02,380.6116638183594
2022-09-05,390.50482177734375
2022-09-06,418.8418884277344
2022-09-07,435.0487060546875
2022-09-08,460.6514892578125
2022-09-09,443.59954833984375
2022-09-12,443.59954833984375
2022-09-13,414.9642028808594
2022-09-14,402.2373352050781
2022-09-15,404.17620849609375
