Date,LLY
2015-08-03,70.25849151611328
2015-08-04,70.18333435058594
2015-08-05,70.75115203857422
2015-08-06,69.05604553222656
2015-08-07,68.69699096679688
2015-08-10,69.73243713378906
2015-08-11,69.75748443603516
2015-08-12,70.04308319091797
2015-08-13,69.74906921386719
2015-08-14,70.48832702636719
2015-08-17,70.11868286132812
2015-08-18,70.0514907836914
2015-08-19,70.37069702148438
2015-08-20,73.36125946044922
2015-08-21,71.00914764404297
2015-08-24,67.81697082519531
2015-08-25,65.74202728271484
2015-08-26,68.12776947021484
2015-08-27,70.34551239013672
2015-08-28,69.88348388671875
2015-08-31,69.1778564453125
2015-09-01,67.03571319580078
2015-09-02,68.72420501708984
2015-09-03,68.54782104492188
2015-09-04,67.47254943847656
2015-09-08,69.62307739257812
2015-09-09,68.11937713623047
2015-09-10,67.90937805175781
2015-09-11,68.71585083007812
2015-09-14,68.79139709472656
2015-09-15,69.69027709960938
2015-09-16,70.94194030761719
2015-09-17,75.58738708496094
2015-09-18,74.33570861816406
2015-09-21,73.5796890258789
2015-09-22,73.75609588623047
2015-09-23,72.82363891601562
2015-09-24,71.69796752929688
2015-09-25,70.61431884765625
2015-09-28,66.98529815673828
2015-09-29,67.43895721435547
2015-09-30,70.30352020263672
2015-10-01,71.55516052246094
2015-10-02,73.52088928222656
2015-10-05,72.72282409667969
2015-10-06,70.70674133300781
2015-10-07,70.55552673339844
2015-10-08,70.37069702148438
2015-10-09,72.36160278320312
2015-10-12,66.73332214355469
2015-10-13,66.88449096679688
2015-10-14,66.57367706298828
2015-10-15,67.08610534667969
2015-10-16,68.47220611572266
2015-10-19,67.41374969482422
2015-10-20,65.34722900390625
2015-10-21,64.69197082519531
2015-10-22,64.66680145263672
2015-10-23,65.78404235839844
2015-10-26,66.45606994628906
2015-10-27,67.96817779541016
2015-10-28,69.78267669677734
2015-10-29,68.88381958007812
2015-10-30,68.52261352539062
2015-11-02,68.91740417480469
2015-11-03,68.60661315917969
2015-11-04,68.08576202392578
2015-11-05,67.71615600585938
2015-11-06,67.59014892578125
2015-11-09,66.66612243652344
2015-11-10,67.68053436279297
2015-11-11,68.22158813476562
2015-11-12,67.5114517211914
2015-11-13,67.24942779541016
2015-11-16,68.66963195800781
2015-11-17,68.72882080078125
2015-11-18,70.71541595458984
2015-11-19,70.77458190917969
2015-11-20,71.40863800048828
2015-11-23,71.63687896728516
2015-11-24,70.90987396240234
2015-11-25,70.79153442382812
2015-11-27,70.71541595458984
2015-11-30,69.35438537597656
2015-12-01,73.12476348876953
2015-12-02,71.48472595214844
2015-12-03,70.21668243408203
2015-12-04,73.22620391845703
2015-12-07,73.0232925415039
2015-12-08,73.04866790771484
2015-12-09,70.89295959472656
2015-12-10,71.78060913085938
2015-12-11,70.41111755371094
2015-12-14,71.5861587524414
2015-12-15,72.2962875366211
2015-12-16,72.94722747802734
2015-12-17,72.8880386352539
2015-12-18,71.66223907470703
2015-12-21,72.73589324951172
2015-12-22,72.62598419189453
2015-12-23,72.87113952636719
2015-12-24,72.57524108886719
2015-12-28,72.27092742919922
2015-12-29,72.91341400146484
2015-12-30,72.87113952636719
2015-12-31,71.23111724853516
2016-01-04,70.05607604980469
2016-01-05,71.10430145263672
2016-01-06,70.65626525878906
2016-01-07,68.82177734375
2016-01-08,68.68653869628906
2016-01-11,67.85806274414062
2016-01-12,67.96797180175781
2016-01-13,67.03805541992188
2016-01-14,69.7770767211914
2016-01-15,68.67808532714844
2016-01-19,70.36038208007812
2016-01-20,69.84471893310547
2016-01-21,68.8133544921875
2016-01-22,69.72633361816406
2016-01-25,69.07539367675781
2016-01-26,69.28675079345703
2016-01-27,69.11769104003906
2016-01-28,64.93305969238281
2016-01-29,66.8689956665039
2016-02-01,66.2772445678711
2016-02-02,64.50193786621094
2016-02-03,64.32439422607422
2016-02-04,62.794315338134766
2016-02-05,62.8281135559082
2016-02-08,62.71820831298828
2016-02-09,62.33779525756836
2016-02-10,62.20159149169922
2016-02-11,60.7969970703125
2016-02-12,60.66932678222656
2016-02-16,62.42293167114258
2016-02-17,63.57212829589844
2016-02-18,62.542118072509766
2016-02-19,61.81002426147461
2016-02-22,62.150516510009766
2016-02-23,62.542118072509766
2016-02-24,63.078407287597656
2016-02-25,63.691280364990234
2016-02-26,62.65275192260742
2016-02-29,61.29073715209961
2016-03-01,61.92066955566406
2016-03-02,63.010284423828125
2016-03-03,62.354827880859375
2016-03-04,62.65275192260742
2016-03-07,62.48250961303711
2016-03-08,62.14197540283203
2016-03-09,62.6016845703125
2016-03-10,62.159034729003906
2016-03-11,63.54658126831055
2016-03-14,62.91664505004883
2016-03-15,60.6437873840332
2016-03-16,61.69934844970703
2016-03-17,58.78803634643555
2016-03-18,60.39691162109375
2016-03-21,59.80101776123047
2016-03-22,61.22264099121094
2016-03-23,60.58418273925781
2016-03-24,60.54164123535156
2016-03-28,60.115997314453125
2016-03-29,61.03535842895508
2016-03-30,61.10347366333008
2016-03-31,61.29927062988281
2016-04-01,62.49952697753906
2016-04-04,62.29524230957031
2016-04-05,62.17607116699219
2016-04-06,63.640235900878906
2016-04-07,63.495513916015625
2016-04-08,63.325252532958984
2016-04-11,62.950706481933594
2016-04-12,63.47847366333008
2016-04-13,63.980709075927734
2016-04-14,64.3808364868164
2016-04-15,64.29568481445312
2016-04-18,65.73431396484375
2016-04-19,65.75989532470703
2016-04-20,65.61515808105469
2016-04-21,65.86200714111328
2016-04-22,66.25359344482422
2016-04-25,66.34722900390625
2016-04-26,64.92562866210938
2016-04-27,65.12993621826172
2016-04-28,65.08736419677734
2016-04-29,64.29568481445312
2016-05-02,65.33422088623047
2016-05-03,64.9085922241211
2016-05-04,63.73384475708008
2016-05-05,64.07434844970703
2016-05-06,63.503997802734375
2016-05-09,64.34674835205078
2016-05-10,65.44486999511719
2016-05-11,65.39348602294922
2016-05-12,65.09352111816406
2016-05-13,65.41064453125
2016-05-16,67.09021759033203
2016-05-17,65.4620361328125
2016-05-18,65.41064453125
2016-05-19,63.67959213256836
2016-05-20,64.10804748535156
2016-05-23,63.48248291015625
2016-05-24,64.26228332519531
2016-05-25,63.87668228149414
2016-05-26,64.71649169921875
2016-05-27,64.26228332519531
2016-05-31,64.29658508300781
2016-06-01,64.21944427490234
2016-06-02,64.66504669189453
2016-06-03,64.37371063232422
2016-06-06,64.13375854492188
2016-06-07,64.0137939453125
2016-06-08,64.19377899169922
2016-06-09,63.78239822387695
2016-06-10,63.37108612060547
2016-06-13,63.29396057128906
2016-06-14,63.68815994262695
2016-06-15,63.1654167175293
2016-06-16,63.62815856933594
2016-06-17,63.29396057128906
2016-06-20,62.79692459106445
2016-06-21,62.18851089477539
2016-06-22,62.61697006225586
2016-06-23,63.362518310546875
2016-06-24,63.69670867919922
2016-06-27,64.17660522460938
2016-06-28,64.39940643310547
2016-06-29,66.97027587890625
2016-06-30,67.48442840576172
2016-07-01,67.65580749511719
2016-07-05,68.24710083007812
2016-07-06,68.57271575927734
2016-07-07,67.97286224365234
2016-07-08,68.26420593261719
2016-07-11,67.8186264038086
2016-07-12,68.27278137207031
2016-07-13,68.00713348388672
2016-07-14,69.0611801147461
2016-07-15,68.74413299560547
2016-07-18,68.51275634765625
2016-07-19,68.5298843383789
2016-07-20,68.7955551147461
2016-07-21,68.89839172363281
2016-07-22,69.91813659667969
2016-07-25,70.25235748291016
2016-07-26,70.34661102294922
2016-07-27,71.46922302246094
2016-07-28,71.06645202636719
2016-07-29,71.03215789794922
2016-08-01,71.28067779541016
2016-08-02,71.40065002441406
2016-08-03,70.88648986816406
2016-08-04,70.62937927246094
2016-08-05,69.89244079589844
2016-08-08,69.92671203613281
2016-08-09,69.84101867675781
2016-08-10,69.02691650390625
2016-08-11,69.47537231445312
2016-08-12,69.18214416503906
2016-08-15,69.2166519165039
2016-08-16,68.85442352294922
2016-08-17,69.08731842041016
2016-08-18,68.80270385742188
2016-08-19,68.18173217773438
2016-08-22,68.38011169433594
2016-08-23,68.62159729003906
2016-08-24,67.64705657958984
2016-08-25,67.2762222290039
2016-08-26,67.47457885742188
2016-08-29,67.78504180908203
2016-08-30,67.06926727294922
2016-08-31,67.052001953125
2016-09-01,66.60356903076172
2016-09-02,66.27584838867188
2016-09-06,67.70742797851562
2016-09-07,67.77642822265625
2016-09-08,68.89754486083984
2016-09-09,67.47457885742188
2016-09-12,68.1989974975586
2016-09-13,67.68157196044922
2016-09-14,67.5177001953125
2016-09-15,67.97476959228516
2016-09-16,67.95752716064453
2016-09-19,68.26801300048828
2016-09-20,68.88893127441406
2016-09-21,69.74272155761719
2016-09-22,70.10491180419922
2016-09-23,69.99279022216797
2016-09-26,68.57846069335938
2016-09-27,69.75133514404297
2016-09-28,69.60472106933594
2016-09-29,68.76818084716797
2016-09-30,69.2166519165039
2016-10-03,69.85482788085938
2016-10-04,69.94967651367188
2016-10-05,70.50163269042969
2016-10-06,70.26016235351562
2016-10-07,70.79483795166016
2016-10-10,71.63136291503906
2016-10-11,70.55337524414062
2016-10-12,69.4322509765625
2016-10-13,68.992431640625
2016-10-14,68.36286926269531
2016-10-17,67.72469329833984
2016-10-18,67.93165588378906
2016-10-19,67.75055694580078
2016-10-20,67.90577697753906
2016-10-21,67.48320770263672
2016-10-24,66.89675903320312
2016-10-25,67.052001953125
2016-10-26,66.19821166992188
2016-10-27,65.68080139160156
2016-10-28,64.2750473022461
2016-10-31,63.67999267578125
2016-11-01,62.9383430480957
2016-11-02,62.65376281738281
2016-11-03,62.18804931640625
2016-11-04,62.5157585144043
2016-11-07,63.714481353759766
2016-11-08,63.83523178100586
2016-11-09,67.60392761230469
2016-11-10,68.00325775146484
2016-11-11,67.4216537475586
2016-11-14,66.85740661621094
2016-11-15,67.11784362792969
2016-11-16,66.78797149658203
2016-11-17,67.45638275146484
2016-11-18,66.5535888671875
2016-11-21,66.52754211425781
2016-11-22,65.96331024169922
2016-11-23,59.02758026123047
2016-11-25,59.999794006347656
2016-11-28,58.3331298828125
2016-11-29,58.28972625732422
2016-11-30,58.263702392578125
2016-12-01,57.26543426513672
2016-12-02,58.775848388671875
2016-12-05,58.385223388671875
2016-12-06,58.85397720336914
2016-12-07,58.489383697509766
2016-12-08,58.32447052001953
2016-12-09,58.897369384765625
2016-12-12,58.689056396484375
2016-12-13,59.58312225341797
2016-12-14,58.741127014160156
2016-12-15,61.95294189453125
2016-12-16,63.63694763183594
2016-12-19,63.7324333190918
2016-12-20,63.697696685791016
2016-12-21,63.58487319946289
2016-12-22,63.59355163574219
2016-12-23,64.05360412597656
2016-12-27,64.07098388671875
2016-12-28,63.419944763183594
2016-12-29,63.85398483276367
2016-12-30,63.84528350830078
2017-01-03,64.75672912597656
2017-01-04,64.86090850830078
2017-01-05,65.61608123779297
2017-01-06,65.685546875
2017-01-09,66.20635986328125
2017-01-10,66.20635986328125
2017-01-11,65.32965087890625
2017-01-12,66.97026824951172
2017-01-13,67.18730163574219
2017-01-17,66.70986938476562
2017-01-18,67.30011749267578
2017-01-19,66.70115661621094
2017-01-20,66.67513275146484
2017-01-23,66.24976348876953
2017-01-24,64.97373962402344
2017-01-25,64.97373962402344
2017-01-26,64.73938751220703
2017-01-27,65.43383026123047
2017-01-30,64.84351348876953
2017-01-31,66.86612701416016
2017-02-01,67.36089324951172
2017-02-02,67.17859649658203
2017-02-03,67.03971862792969
2017-02-06,67.56053924560547
2017-02-07,67.44770050048828
2017-02-08,67.80360412597656
2017-02-09,67.44770050048828
2017-02-10,67.52581787109375
2017-02-13,67.96277618408203
2017-02-14,68.87161254882812
2017-02-15,70.13004302978516
2017-02-16,69.94651794433594
2017-02-17,70.25236511230469
2017-02-21,70.22614288330078
2017-02-22,70.84663391113281
2017-02-23,72.13996887207031
2017-02-24,72.41963958740234
2017-02-27,72.58564758300781
2017-02-28,72.3671875
2017-03-01,73.27606201171875
2017-03-02,72.45458221435547
2017-03-03,73.2148666381836
2017-03-06,73.25855255126953
2017-03-07,72.3060302734375
2017-03-08,72.89152526855469
2017-03-09,73.88775634765625
2017-03-10,73.72171020507812
2017-03-13,73.52950286865234
2017-03-14,73.80912780761719
2017-03-15,75.050048828125
2017-03-16,74.27230072021484
2017-03-17,73.37218475341797
2017-03-20,73.45954895019531
2017-03-21,73.17118835449219
2017-03-22,73.72171020507812
2017-03-23,73.77415466308594
2017-03-24,73.56442260742188
2017-03-27,73.61687469482422
2017-03-28,74.06254577636719
2017-03-29,73.79164123535156
2017-03-30,74.07130432128906
2017-03-31,73.50325775146484
2017-04-03,73.80038452148438
2017-04-04,75.23355102539062
2017-04-05,74.83157348632812
2017-04-06,74.59561157226562
2017-04-07,74.5606689453125
2017-04-10,74.69178009033203
2017-04-11,75.09373474121094
2017-04-12,75.37338256835938
2017-04-13,75.050048828125
2017-04-17,71.99140930175781
2017-04-18,70.9602279663086
2017-04-19,70.68932342529297
2017-04-20,71.60690307617188
2017-04-21,71.56320190429688
2017-04-24,72.90026092529297
2017-04-25,70.9602279663086
2017-04-26,70.75048828125
2017-04-27,71.07381439208984
2017-04-28,71.71178436279297
2017-05-01,71.50202941894531
2017-05-02,71.39716339111328
2017-05-03,71.00391387939453
2017-05-04,72.56819915771484
2017-05-05,72.10501861572266
2017-05-08,70.49703979492188
2017-05-09,70.60192108154297
2017-05-10,70.82914733886719
2017-05-11,70.55648803710938
2017-05-12,70.53011322021484
2017-05-15,70.6268539428711
