Date,PGR
2015-08-03,24.003175735473633
2015-08-04,23.940452575683594
2015-08-05,24.097240447998047
2015-08-06,23.90125846862793
2015-08-07,23.96397590637207
2015-08-10,24.222667694091797
2015-08-11,24.246179580688477
2015-08-12,24.183473587036133
2015-08-13,24.301055908203125
2015-08-14,24.32457160949707
2015-08-17,24.48919677734375
2015-08-18,24.44999885559082
2015-08-19,24.653812408447266
2015-08-20,24.20698356628418
2015-08-21,23.485790252685547
2015-08-24,22.529422760009766
2015-08-25,22.3804874420166
2015-08-26,23.133039474487305
2015-08-27,23.713130950927734
2015-08-28,23.556344985961914
2015-08-31,23.485790252685547
2015-09-01,22.921384811401367
2015-09-02,23.258459091186523
2015-09-03,23.38389015197754
2015-09-04,23.10167121887207
2015-09-08,23.572021484375
2015-09-09,23.266305923461914
2015-09-10,23.501468658447266
2015-09-11,23.697444915771484
2015-09-14,23.65825080871582
2015-09-15,23.97181510925293
2015-09-16,24.285375595092773
2015-09-17,24.567583084106445
2015-09-18,24.003175735473633
2015-09-21,24.238338470458984
2015-09-22,24.034530639648438
2015-09-23,24.050209045410156
2015-09-24,23.995328903198242
2015-09-25,24.0423641204834
2015-09-28,23.736648559570312
2015-09-29,23.862060546875
2015-09-30,24.01884651184082
2015-10-01,24.0423641204834
2015-10-02,24.348087310791016
2015-10-05,24.606775283813477
2015-10-06,24.55974006652832
2015-10-07,24.78707504272461
2015-10-08,25.18686866760254
2015-10-09,25.147672653198242
2015-10-12,25.296615600585938
2015-10-13,25.155513763427734
2015-10-14,24.740039825439453
2015-10-15,24.95169448852539
2015-10-16,25.49259376525879
2015-10-19,25.618017196655273
2015-10-20,25.82182502746582
2015-10-21,25.618017196655273
2015-10-22,25.90806770324707
2015-10-23,25.90806770324707
2015-10-26,26.041324615478516
2015-10-27,26.009965896606445
2015-10-28,26.339202880859375
2015-10-29,26.370563507080078
2015-10-30,25.97077178955078
2015-11-02,26.362722396850586
2015-11-03,26.166749954223633
2015-11-04,25.986454010009766
2015-11-05,25.38284683227539
2015-11-06,25.092798233032227
2015-11-09,24.66948699951172
2015-11-10,24.653812408447266
2015-11-11,24.755722045898438
2015-11-12,24.332412719726562
2015-11-13,24.081560134887695
2015-11-16,24.246179580688477
2015-11-17,24.105083465576172
2015-11-18,24.61461639404297
2015-11-19,24.61461639404297
2015-11-20,24.755722045898438
2015-11-23,24.896825790405273
2015-11-24,24.881139755249023
2015-11-25,24.536222457885742
2015-11-27,24.395122528076172
2015-11-30,24.159954071044922
2015-12-01,24.434316635131836
2015-12-02,24.167789459228516
2015-12-03,23.8228702545166
2015-12-04,24.473514556884766
2015-12-07,24.316734313964844
2015-12-08,24.269695281982422
2015-12-09,24.034530639648438
2015-12-10,24.05804443359375
2015-12-11,23.744482040405273
2015-12-14,24.120756149291992
2015-12-15,24.261857986450195
2015-12-16,24.9046630859375
2015-12-17,24.67732810974121
2015-12-18,24.167789459228516
2015-12-21,24.395122528076172
2015-12-22,24.95169448852539
2015-12-23,25.084962844848633
2015-12-24,25.084962844848633
2015-12-28,25.053600311279297
2015-12-29,25.445552825927734
2015-12-30,25.335811614990234
2015-12-31,24.928178787231445
2016-01-04,24.395122528076172
2016-01-05,24.622453689575195
2016-01-06,24.348087310791016
2016-01-07,23.932621002197266
2016-01-08,23.579858779907227
2016-01-11,24.01884651184082
2016-01-12,24.089401245117188
2016-01-13,23.60338592529297
2016-01-14,23.689613342285156
2016-01-15,23.44659996032715
2016-01-19,23.360366821289062
2016-01-20,23.266305923461914
2016-01-21,23.164390563964844
2016-01-22,23.477954864501953
2016-01-25,23.125198364257812
2016-01-26,23.11736488342285
2016-01-27,23.815038681030273
2016-01-28,24.081560134887695
2016-01-29,24.49703025817871
2016-02-01,24.59223747253418
2016-02-02,24.60030746459961
2016-02-03,24.543832778930664
2016-02-04,24.737464904785156
2016-02-05,24.76973533630371
2016-02-08,24.793941497802734
2016-02-09,24.91497230529785
2016-02-10,24.939176559448242
2016-02-11,24.390527725219727
2016-02-12,25.318387985229492
2016-02-16,25.536230087280273
2016-02-17,25.867033004760742
2016-02-18,25.778282165527344
2016-02-19,25.746004104614258
2016-02-22,25.842824935913086
2016-02-23,25.762142181396484
2016-02-24,25.697593688964844
2016-02-25,25.95578384399414
2016-02-26,25.90736961364746
2016-02-29,25.75407600402832
2016-03-01,26.278518676757812
2016-03-02,26.5689697265625
2016-03-03,27.02079963684082
2016-03-04,26.778751373291016
2016-03-07,26.89171028137207
2016-03-08,26.649658203125
2016-03-09,26.649658203125
2016-03-10,26.49636459350586
2016-03-11,26.794883728027344
2016-03-14,26.657726287841797
2016-03-15,26.851369857788086
2016-03-16,27.448429107666016
2016-03-17,27.803422927856445
2016-03-18,27.924448013305664
2016-03-21,28.182640075683594
2016-03-22,28.27138328552246
2016-03-23,28.376277923583984
2016-03-24,28.085819244384766
2016-03-28,28.26332664489746
2016-03-29,28.25525665283203
2016-03-30,28.26332664489746
2016-03-31,28.352075576782227
2016-04-01,28.626401901245117
2016-04-04,28.376277923583984
