Date,JKHY
2015-08-03,61.827754974365234
2015-08-04,62.05836868286133
2015-08-05,62.48408126831055
2015-08-06,61.836631774902344
2015-08-07,62.29780197143555
2015-08-10,63.06943130493164
2015-08-11,62.2889404296875
2015-08-12,62.82109451293945
2015-08-13,63.246849060058594
2015-08-14,63.166996002197266
2015-08-17,63.530635833740234
2015-08-18,63.49517822265625
2015-08-19,63.166996002197266
2015-08-20,62.209129333496094
2015-08-21,60.55056381225586
2015-08-24,58.49290084838867
2015-08-25,58.43080520629883
2015-08-26,60.94082260131836
2015-08-27,60.15145492553711
2015-08-28,61.00291061401367
2015-08-31,60.2756233215332
2015-09-01,58.191349029541016
2015-09-02,59.562435150146484
2015-09-03,60.0699462890625
2015-09-04,59.152889251708984
2015-09-08,60.85340118408203
2015-09-09,60.247982025146484
2015-09-10,60.64863204956055
2015-09-11,61.52115249633789
2015-09-14,61.06708908081055
2015-09-15,61.95738220214844
2015-09-16,62.39365005493164
2015-09-17,62.32242965698242
2015-09-18,61.88616943359375
2015-09-21,62.32242965698242
2015-09-22,61.930686950683594
2015-09-23,62.16216278076172
2015-09-24,61.97521209716797
2015-09-25,62.260108947753906
2015-09-28,60.94243621826172
2015-09-29,61.33416748046875
2015-09-30,61.97521209716797
2015-10-01,62.02863693237305
2015-10-02,63.09701919555664
2015-10-05,64.18319702148438
2015-10-06,64.07636260986328
2015-10-07,64.6105728149414
2015-10-08,65.44746398925781
2015-10-09,65.78580474853516
2015-10-12,65.95494842529297
2015-10-13,65.48307800292969
2015-10-14,65.02010345458984
2015-10-15,65.34954071044922
2015-10-16,65.47415161132812
2015-10-19,65.96385955810547
2015-10-20,65.88371276855469
2015-10-21,65.32279968261719
2015-10-22,66.96990203857422
2015-10-23,67.75338745117188
2015-10-26,67.9581527709961
2015-10-27,67.13905334472656
2015-10-28,68.96420288085938
2015-10-29,69.18680572509766
2015-10-30,68.85736846923828
2015-11-02,69.04434204101562
2015-11-03,68.67041778564453
2015-11-04,69.0799560546875
2015-11-05,68.72382354736328
2015-11-06,69.32923889160156
2015-11-09,69.89016723632812
2015-11-10,69.79220581054688
2015-11-11,69.44498443603516
2015-11-12,68.8306884765625
2015-11-13,68.45671844482422
2015-11-16,69.95246124267578
2015-11-17,70.13053131103516
2015-11-18,70.8427734375
2015-11-19,70.42436218261719
2015-11-20,70.4866714477539
2015-11-23,70.19285583496094
2015-11-24,70.0147933959961
2015-11-25,70.06822967529297
2015-11-27,70.36296844482422
2015-11-30,70.89884948730469
2015-12-01,71.0774917602539
2015-12-02,70.68450927734375
2015-12-03,70.50584411621094
2015-12-04,70.55946350097656
2015-12-07,70.44332122802734
2015-12-08,69.86280822753906
2015-12-09,69.3804931640625
2015-12-10,69.6037826538086
2015-12-11,69.1303939819336
2015-12-14,69.51445007324219
2015-12-15,69.78240966796875
2015-12-16,69.43405151367188
2015-12-17,68.9696273803711
2015-12-18,69.24652862548828
2015-12-21,69.22864532470703
2015-12-22,69.45195770263672
2015-12-23,69.5948486328125
2015-12-24,69.79133605957031
2015-12-28,70.04142761230469
2015-12-29,70.78274536132812
2015-12-30,70.550537109375
2015-12-31,69.71988677978516
2016-01-04,68.35333251953125
2016-01-05,69.35369110107422
2016-01-06,69.40727233886719
2016-01-07,68.66595458984375
2016-01-08,68.2818832397461
2016-01-11,68.531982421875
2016-01-12,69.57701110839844
2016-01-13,67.68347930908203
2016-01-14,68.88033294677734
2016-01-15,66.56703186035156
2016-01-19,67.54058837890625
2016-01-20,67.11187744140625
2016-01-21,68.3712387084961
2016-01-22,69.95211791992188
2016-01-25,69.1125259399414
2016-01-26,69.64844512939453
2016-01-27,69.5948486328125
2016-01-28,69.80027770996094
2016-01-29,72.50654602050781
2016-02-01,72.64942169189453
2016-02-02,72.08676147460938
2016-02-03,71.34542846679688
2016-02-04,71.22932434082031
2016-02-05,70.21112060546875
2016-02-08,68.38908386230469
2016-02-09,68.41584014892578
2016-02-10,69.04107666015625
2016-02-11,68.78208923339844
2016-02-12,70.81847381591797
2016-02-16,72.3189926147461
2016-02-17,71.47045135498047
2016-02-18,73.337158203125
2016-02-19,74.14103698730469
2016-02-22,75.29320526123047
2016-02-23,74.64118194580078
2016-02-24,74.94486999511719
2016-02-25,75.39142608642578
2016-02-26,74.34644317626953
2016-02-29,73.7011947631836
2016-03-01,74.15825653076172
2016-03-02,73.57572174072266
2016-03-03,73.59368133544922
2016-03-04,73.66537475585938
2016-03-07,73.43235778808594
2016-03-08,72.58097076416016
2016-03-09,72.60787200927734
2016-03-10,72.67060089111328
2016-03-11,72.9305191040039
2016-03-14,72.79608154296875
2016-03-15,72.7691879272461
2016-03-16,73.54884338378906
2016-03-17,74.2568130493164
2016-03-18,74.22993469238281
2016-03-21,74.17615509033203
2016-03-22,74.31060791015625
2016-03-23,74.35538482666016
2016-03-24,74.37334442138672
2016-03-28,74.40023040771484
2016-03-29,75.6906967163086
2016-03-30,77.03496551513672
2016-03-31,75.78927612304688
2016-04-01,76.29113006591797
2016-04-04,75.36808776855469
2016-04-05,74.83036804199219
2016-04-06,75.64588165283203
2016-04-07,75.04544067382812
2016-04-08,74.8214111328125
2016-04-11,74.07760620117188
2016-04-12,73.63846588134766
2016-04-13,73.97901916503906
2016-04-14,73.71017456054688
2016-04-15,73.85356903076172
2016-04-18,73.9073257446289
2016-04-19,74.67800903320312
2016-04-20,74.46293640136719
2016-04-21,73.57572174072266
2016-04-22,73.37858581542969
2016-04-25,73.38755798339844
2016-04-26,73.69221496582031
2016-04-27,73.60265350341797
2016-04-28,73.43235778808594
2016-04-29,72.61682891845703
2016-05-02,73.79978942871094
2016-05-03,72.99320983886719
2016-05-04,74.4539794921875
2016-05-05,74.2120132446289
2016-05-06,74.91999816894531
2016-05-09,75.36808776855469
2016-05-10,75.95061492919922
2016-05-11,74.91102600097656
2016-05-12,75.66382598876953
2016-05-13,75.00064849853516
2016-05-16,75.91473388671875
2016-05-17,75.11715698242188
2016-05-18,74.8930892944336
2016-05-19,74.24784851074219
2016-05-20,74.43606567382812
2016-05-23,73.92352294921875
2016-05-24,75.54208374023438
2016-05-25,75.20040130615234
2016-05-26,75.0744857788086
2016-05-27,75.83881378173828
2016-05-31,75.91976165771484
2016-06-01,76.02766418457031
2016-06-02,76.67508697509766
2016-06-03,76.2614517211914
2016-06-06,76.42329406738281
2016-06-07,76.4412841796875
2016-06-08,76.82793426513672
2016-06-09,77.1336898803711
2016-06-10,76.00068664550781
2016-06-13,75.32627868652344
2016-06-14,76.16252899169922
2016-06-15,75.46114349365234
2016-06-16,75.38021087646484
2016-06-17,74.17528533935547
2016-06-20,75.2183609008789
2016-06-21,75.06551361083984
2016-06-22,74.97559356689453
2016-06-23,75.86580657958984
2016-06-24,74.83171081542969
