Date,TECHNOE.NS
2015-08-21,248.72947692871094
2015-08-24,244.3328094482422
2015-08-25,243.19290161132812
2015-08-26,240.7735595703125
2015-08-27,244.47239685058594
2015-08-28,248.61322021484375
2015-08-31,263.0596008300781
2015-09-01,255.68524169921875
2015-09-02,262.3384704589844
2015-09-03,262.36175537109375
2015-09-04,262.2453918457031
2015-09-07,251.1023712158203
2015-09-08,256.7785949707031
2015-09-09,251.35830688476562
2015-09-10,243.56512451171875
2015-09-11,242.5880889892578
2015-09-14,243.98388671875
2015-09-15,241.9367218017578
2015-09-16,241.75059509277344
2015-09-18,241.70407104492188
2015-09-21,241.56448364257812
2015-09-22,233.56199645996094
2015-09-23,231.2589111328125
2015-09-24,233.16647338867188
2015-09-28,232.23597717285156
2015-09-29,232.3755645751953
2015-09-30,248.21775817871094
2015-10-01,241.8203582763672
2015-10-05,245.68203735351562
2015-10-06,242.86720275878906
2015-10-07,240.49436950683594
2015-10-08,242.96026611328125
2015-10-09,241.63427734375
2015-10-12,239.9825897216797
2015-10-13,238.44723510742188
2015-10-14,243.23944091796875
2015-10-15,238.07504272460938
2015-10-16,238.51702880859375
2015-10-19,239.23822021484375
2015-10-20,236.56292724609375
2015-10-21,235.19039916992188
2015-10-23,234.5623016357422
2015-10-26,231.65438842773438
2015-10-27,232.51513671875
2015-10-28,231.23565673828125
2015-10-29,231.1426239013672
2015-10-30,227.4903106689453
2015-11-02,228.6767120361328
2015-11-03,229.0721893310547
2015-11-04,235.28346252441406
2015-11-05,237.23757934570312
2015-11-06,237.888916015625
2015-11-09,232.63143920898438
2015-11-10,237.563232421875
2015-11-13,242.0995330810547
2015-11-16,245.705322265625
2015-11-17,246.4031982421875
2015-11-18,249.54373168945312
2015-11-19,252.5214385986328
2015-11-20,252.14926147460938
2015-11-23,259.96563720703125
2015-11-24,262.6874084472656
2015-11-26,261.1986083984375
2015-11-27,256.98797607421875
2015-11-30,262.640869140625
2015-12-01,262.7107238769531
2015-12-02,261.7568664550781
2015-12-03,262.385009765625
2015-12-04,257.26708984375
2015-12-07,255.82479858398438
2015-12-08,256.59246826171875
2015-12-09,255.5223846435547
2015-12-10,254.7547149658203
2015-12-11,254.9640655517578
2015-12-14,247.659423828125
2015-12-15,252.7540740966797
2015-12-16,257.3834228515625
2015-12-17,256.01092529296875
2015-12-18,252.82388305664062
2015-12-21,255.31304931640625
2015-12-22,254.98731994628906
2015-12-23,257.1042175292969
2015-12-24,256.61578369140625
2015-12-28,252.31207275390625
2015-12-29,247.985107421875
2015-12-30,250.91627502441406
2015-12-31,249.49722290039062
2016-01-01,256.26678466796875
2016-01-04,249.12501525878906
2016-01-05,251.31178283691406
2016-01-06,252.31207275390625
2016-01-07,251.84683227539062
2016-01-08,254.0335235595703
2016-01-11,253.75439453125
2016-01-12,252.42840576171875
2016-01-13,233.1432342529297
2016-01-14,226.23406982421875
2016-01-15,215.18408203125
2016-01-18,212.67169189453125
2016-01-19,218.06871032714844
2016-01-20,212.99734497070312
2016-01-21,212.090087890625
2016-01-22,221.8838653564453
2016-01-25,226.18756103515625
2016-01-27,226.69932556152344
2016-01-28,224.62892150878906
2016-01-29,227.28091430664062
2016-02-01,233.46890258789062
2016-02-02,226.00144958496094
2016-02-03,218.4874725341797
2016-02-04,222.06997680664062
2016-02-05,221.90713500976562
2016-02-08,226.0247039794922
2016-02-09,226.07125854492188
2016-02-10,222.2095489501953
2016-02-11,219.0225067138672
2016-02-12,216.55661010742188
2016-02-15,223.18661499023438
2016-02-16,217.62672424316406
2016-02-17,218.79739379882812
2016-02-18,218.25888061523438
2016-02-19,217.32237243652344
2016-02-22,217.5096435546875
2016-02-23,217.53305053710938
2016-02-24,213.0845184326172
2016-02-25,210.15786743164062
2016-02-26,209.7364501953125
2016-02-29,205.49862670898438
2016-03-01,208.167724609375
2016-03-02,210.64955139160156
2016-03-03,207.3482666015625
2016-03-04,209.71302795410156
2016-03-08,212.61627197265625
2016-03-09,214.39569091796875
2016-03-10,220.6470489501953
2016-03-11,224.72096252441406
2016-03-14,227.99884033203125
2016-03-15,225.58724975585938
2016-03-16,222.28598022460938
2016-03-17,230.05917358398438
2016-03-18,229.47384643554688
2016-03-21,236.12322998046875
2016-03-22,241.2507781982422
2016-03-23,246.5421600341797
2016-03-28,247.90017700195312
2016-03-29,249.11766052246094
2016-03-30,248.01724243164062
2016-03-31,254.99435424804688
2016-04-01,250.68630981445312
2016-04-04,254.36219787597656
2016-04-05,250.4053192138672
2016-04-06,248.13427734375
2016-04-07,246.86996459960938
2016-04-08,246.44845581054688
2016-04-11,246.75286865234375
2016-04-12,247.08067321777344
2016-04-13,246.16757202148438
2016-04-18,246.30804443359375
2016-04-20,251.2950897216797
2016-04-21,249.3517608642578
2016-04-22,244.06039428710938
2016-04-25,241.15711975097656
2016-04-26,242.21072387695312
2016-04-27,240.4078826904297
2016-04-28,239.28404235839844
2016-04-29,243.40476989746094
2016-05-02,243.2642822265625
2016-05-03,243.5218048095703
2016-05-04,251.85694885253906
2016-05-05,252.86376953125
2016-05-06,252.86376953125
2016-05-09,250.4053192138672
2016-05-10,245.4182891845703
2016-05-11,251.03749084472656
2016-05-12,251.48236083984375
2016-05-13,255.29872131347656
2016-05-16,248.27474975585938
2016-05-17,252.4423370361328
2016-05-18,253.30862426757812
2016-05-19,244.92662048339844
2016-05-20,241.46148681640625
2016-05-23,242.60870361328125
2016-05-24,242.7491912841797
2016-05-25,247.05722045898438
2016-05-26,252.8871307373047
2016-05-27,254.0812225341797
2016-05-30,251.13113403320312
2016-05-31,254.034423828125
2016-06-01,253.42572021484375
2016-06-02,252.69985961914062
2016-06-03,251.62281799316406
2016-06-06,253.6832275390625
2016-06-07,252.9105987548828
2016-06-08,254.31536865234375
2016-06-09,255.08802795410156
2016-06-10,252.06768798828125
2016-06-13,255.01779174804688
2016-06-14,255.62655639648438
2016-06-15,255.04119873046875
2016-06-16,252.8871307373047
2016-06-17,252.86376953125
2016-06-20,255.43922424316406
2016-06-21,251.03749084472656
2016-06-22,252.77012634277344
2016-06-23,255.5796661376953
2016-06-24,261.5032653808594
2016-06-27,262.8144226074219
2016-06-28,262.2056579589844
2016-06-29,260.96478271484375
2016-06-30,266.794677734375
2016-07-01,266.2327575683594
2016-07-04,269.3466796875
2016-07-05,280.9128723144531
2016-07-07,281.21728515625
2016-07-08,282.5284118652344
2016-07-11,281.1938781738281
2016-07-12,283.4649658203125
2016-07-13,279.03985595703125
2016-07-14,280.93634033203125
2016-07-15,276.3473205566406
2016-07-18,275.2702941894531
2016-07-19,269.627685546875
2016-07-20,268.52728271484375
2016-07-21,274.16986083984375
2016-07-22,280.93634033203125
2016-07-25,287.7261657714844
2016-07-26,287.9368896484375
2016-07-27,301.77423095703125
2016-07-28,317.5803527832031
2016-07-29,322.4889831542969
2016-08-01,312.88311767578125
2016-08-02,312.43695068359375
2016-08-03,301.4453430175781
2016-08-04,306.1426086425781
2016-08-05,320.70404052734375
2016-08-08,317.81524658203125
2016-08-09,317.1341247558594
2016-08-10,316.8993225097656
2016-08-11,308.9609375
2016-08-12,302.7605895996094
2016-08-16,307.6692199707031
2016-08-17,306.9646301269531
2016-08-18,307.0115966796875
2016-08-19,305.0387878417969
2016-08-22,301.5627746582031
2016-08-23,296.27838134765625
2016-08-24,296.9595031738281
2016-08-25,300.5528564453125
2016-08-26,297.2882995605469
2016-08-29,299.4725036621094
2016-08-30,300.27105712890625
2016-08-31,306.4009094238281
2016-09-01,306.4949035644531
2016-09-02,300.38848876953125
2016-09-06,306.68280029296875
2016-09-07,304.75689697265625
2016-09-08,301.421875
2016-09-09,312.36639404296875
