Date,AMBUJACEM.NS
2015-08-03,197.36325073242188
2015-08-04,196.93345642089844
2015-08-05,197.4062042236328
2015-08-06,198.00794982910156
2015-08-07,196.41770935058594
2015-08-10,194.82740783691406
2015-08-11,191.34609985351562
2015-08-12,191.90480041503906
2015-08-13,190.91627502441406
2015-08-14,194.5265655517578
2015-08-17,194.5265655517578
2015-08-18,195.21426391601562
2015-08-19,198.56668090820312
2015-08-20,192.50653076171875
2015-08-21,195.17127990722656
2015-08-24,182.36331176757812
2015-08-25,178.45211791992188
2015-08-26,170.3719482421875
2015-08-27,180.42921447753906
2015-08-28,177.1627197265625
2015-08-31,178.10830688476562
2015-09-01,178.45211791992188
2015-09-02,180.42921447753906
2015-09-03,187.7787628173828
2015-09-04,181.8045654296875
2015-09-07,177.8504180908203
2015-09-08,179.26873779296875
2015-09-09,182.36331176757812
2015-09-10,181.6326141357422
2015-09-11,177.93641662597656
2015-09-14,181.58966064453125
2015-09-15,175.701416015625
2015-09-16,180.90199279785156
2015-09-18,180.30026245117188
2015-09-21,180.42921447753906
2015-09-22,178.66702270507812
2015-09-23,179.39768981933594
2015-09-24,177.93641662597656
2015-09-28,174.5409698486328
2015-09-29,174.49798583984375
2015-09-30,176.9048614501953
2015-10-01,180.47219848632812
2015-10-05,180.47219848632812
2015-10-06,180.34324645996094
2015-10-07,179.7845001220703
2015-10-08,180.42921447753906
2015-10-09,179.7845001220703
2015-10-12,180.47219848632812
2015-10-13,180.47219848632812
2015-10-14,180.47219848632812
2015-10-15,180.2142791748047
2015-10-16,182.36331176757812
2015-10-19,180.55813598632812
2015-10-20,180.47219848632812
2015-10-21,179.82748413085938
2015-10-23,179.61257934570312
2015-10-26,179.35467529296875
2015-10-27,176.56100463867188
2015-10-28,179.44068908691406
2015-10-29,178.3231964111328
2015-10-30,177.89340209960938
2015-11-02,180.51519775390625
2015-11-03,180.25729370117188
2015-11-04,179.69851684570312
2015-11-05,178.92491149902344
2015-11-06,180.38621520996094
2015-11-09,176.21717834472656
2015-11-10,169.08251953125
2015-11-13,165.60118103027344
2015-11-16,166.89056396484375
2015-11-17,171.0596160888672
2015-11-18,169.7272491455078
2015-11-19,170.24298095703125
2015-11-20,173.59542846679688
2015-11-23,172.5209197998047
2015-11-24,174.15414428710938
2015-11-26,174.66990661621094
2015-11-27,174.15414428710938
2015-11-30,170.9736785888672
2015-12-01,172.60687255859375
2015-12-02,172.04811096191406
2015-12-03,169.94212341308594
2015-12-04,167.66419982910156
2015-12-07,168.39486694335938
2015-12-08,167.32034301757812
2015-12-09,162.8074951171875
2015-12-10,163.23727416992188
2015-12-11,162.46368408203125
2015-12-14,166.11691284179688
2015-12-15,166.20289611816406
2015-12-16,167.06246948242188
2015-12-17,170.32896423339844
2015-12-18,171.48941040039062
2015-12-21,172.60687255859375
2015-12-22,171.919189453125
2015-12-23,173.16561889648438
2015-12-24,174.755859375
2015-12-28,174.24008178710938
2015-12-29,176.68997192382812
2015-12-30,176.17420959472656
2015-12-31,174.5409698486328
2016-01-01,176.7759246826172
2016-01-04,173.767333984375
2016-01-05,175.35757446289062
2016-01-06,174.5409698486328
2016-01-07,169.85617065429688
2016-01-08,170.50088500976562
2016-01-11,170.1570281982422
2016-01-12,167.7931365966797
2016-01-13,170.1570281982422
2016-01-14,170.1570281982422
2016-01-15,166.67567443847656
2016-01-18,164.26881408691406
2016-01-19,164.48370361328125
2016-01-20,160.70147705078125
2016-01-21,165.1283721923828
2016-01-22,165.90203857421875
2016-01-25,169.29742431640625
2016-01-27,164.95648193359375
2016-01-28,166.07394409179688
2016-01-29,167.92208862304688
2016-02-01,171.87620544433594
2016-02-02,168.99658203125
2016-02-03,164.95648193359375
2016-02-04,168.1799774169922
2016-02-05,168.05101013183594
2016-02-08,169.46932983398438
2016-02-09,169.89915466308594
2016-02-10,168.13697814941406
2016-02-11,166.20289611816406
2016-02-12,167.32034301757812
2016-02-15,170.20001220703125
2016-02-16,166.7616424560547
2016-02-17,166.2458953857422
2016-02-18,167.92208862304688
2016-02-19,167.57821655273438
2016-02-22,169.5242919921875
2016-02-23,167.44850158691406
2016-02-24,165.54571533203125
2016-02-25,163.2969207763672
2016-02-26,163.46986389160156
2016-02-29,162.56170654296875
2016-03-01,164.68075561523438
2016-03-02,169.22158813476562
2016-03-03,172.68125915527344
2016-03-04,175.05978393554688
2016-03-08,174.4110870361328
2016-03-09,176.7464141845703
2016-03-10,174.28135681152344
2016-03-11,173.58944702148438
2016-03-14,176.1842041015625
2016-03-15,177.2220916748047
2016-03-16,178.34649658203125
2016-03-17,188.68226623535156
2016-03-18,192.05548095703125
2016-03-21,200.6181640625
2016-03-22,198.80186462402344
2016-03-23,197.41796875
2016-03-28,198.67208862304688
2016-03-29,199.71005249023438
2016-03-30,200.14247131347656
2016-03-31,201.13717651367188
2016-04-01,203.5589141845703
2016-04-04,199.96949768066406
2016-04-05,195.5584259033203
2016-04-06,198.1099090576172
2016-04-07,195.8611297607422
2016-04-08,195.2556915283203
2016-04-11,194.21778869628906
2016-04-12,193.52586364746094
2016-04-13,199.88302612304688
2016-04-18,197.72073364257812
2016-04-20,195.68814086914062
2016-04-21,191.27703857421875
2016-04-22,191.06080627441406
2016-04-25,193.1798858642578
2016-04-26,194.13128662109375
2016-04-27,194.866455078125
2016-04-28,190.1526641845703
2016-04-29,191.14732360839844
2016-05-02,193.569091796875
2016-05-03,189.07151794433594
2016-05-04,185.8712921142578
2016-05-05,186.6929931640625
2016-05-06,190.2391357421875
2016-05-09,190.5418701171875
2016-05-10,190.6283416748047
2016-05-11,190.7581024169922
2016-05-12,191.14732360839844
2016-05-13,187.90386962890625
2016-05-16,187.90386962890625
2016-05-17,187.60113525390625
2016-05-18,187.38490295410156
2016-05-19,184.79013061523438
2016-05-20,180.63853454589844
2016-05-23,183.8820037841797
2016-05-24,186.3470001220703
2016-05-25,192.35818481445312
2016-05-26,194.26104736328125
2016-05-27,199.14784240722656
2016-05-30,198.19642639160156
2016-05-31,197.54776000976562
2016-06-01,200.0992431640625
2016-06-02,198.71536254882812
2016-06-03,197.76397705078125
2016-06-06,197.98019409179688
2016-06-07,202.6075439453125
2016-06-08,206.0239715576172
2016-06-09,200.57496643066406
2016-06-10,203.5156707763672
2016-06-13,205.2887725830078
2016-06-14,202.30477905273438
2016-06-15,206.36988830566406
2016-06-16,202.82373046875
2016-06-17,204.03463745117188
2016-06-20,209.3105926513672
2016-06-21,207.7537841796875
2016-06-22,210.0458221435547
2016-06-23,216.14349365234375
2016-06-24,214.58663940429688
2016-06-27,220.03562927246094
2016-06-28,217.8733367919922
2016-06-29,221.3330078125
2016-06-30,220.3816375732422
2016-07-01,218.781494140625
2016-07-04,218.95448303222656
2016-07-05,219.30044555664062
2016-07-07,222.2412109375
2016-07-08,223.23583984375
2016-07-11,225.44137573242188
2016-07-12,225.5711212158203
2016-07-13,225.39817810058594
2016-07-14,227.17120361328125
2016-07-15,225.61441040039062
2016-07-18,224.8359832763672
2016-07-19,227.21449279785156
2016-07-20,226.60902404785156
2016-07-21,229.98219299316406
2016-07-22,229.2469940185547
2016-07-25,232.6634521484375
2016-07-26,233.35540771484375
2016-07-27,231.79855346679688
2016-07-28,234.86898803710938
2016-07-29,234.60955810546875
2016-08-01,234.39328002929688
2016-08-02,229.56448364257812
2016-08-03,228.38992309570312
2016-08-04,230.0430450439453
