Date,GRASIM.NS
2015-08-21,527.7408447265625
2015-08-24,502.8477783203125
2015-08-25,503.4518737792969
2015-08-26,496.6826171875
2015-08-27,510.11187744140625
2015-08-28,502.2144775390625
2015-08-31,501.7267150878906
2015-09-01,497.9127197265625
2015-09-02,497.046630859375
2015-09-03,501.7351989746094
2015-09-04,494.6338195800781
2015-09-07,496.68572998046875
2015-09-08,501.8744201660156
2015-09-09,513.6881103515625
2015-09-10,507.97174072265625
2015-09-11,507.5759582519531
2015-09-14,509.6353759765625
2015-09-15,506.65264892578125
2015-09-16,508.1036682128906
2015-09-18,512.5447998046875
2015-09-21,506.9311828613281
2015-09-22,502.62200927734375
2015-09-23,504.4541015625
2015-09-24,503.1714782714844
2015-09-28,505.6999206542969
2015-09-29,504.3368225097656
2015-09-30,515.6155395507812
2015-10-01,517.2715454101562
2015-10-05,529.8768920898438
2015-10-06,528.1179809570312
2015-10-07,534.1934204101562
2015-10-08,535.5930786132812
2015-10-09,533.9443359375
2015-10-12,530.93212890625
2015-10-13,534.2813720703125
2015-10-14,532.8741455078125
2015-10-15,534.1787109375
2015-10-16,534.845703125
2015-10-19,528.1765747070312
2015-10-20,528.7188720703125
2015-10-21,533.0867919921875
2015-10-23,534.611083984375
2015-10-26,540.8696899414062
2015-10-27,540.3273315429688
2015-10-28,541.925048828125
2015-10-29,538.2094116210938
2015-10-30,544.0795288085938
2015-11-02,541.0236206054688
2015-11-03,542.1594848632812
2015-11-04,541.9468994140625
2015-11-05,541.8515625
2015-11-06,540.7084350585938
2015-11-09,534.8308715820312
2015-11-10,530.7635498046875
2015-11-13,531.0347900390625
2015-11-16,539.6163940429688
2015-11-17,529.7742309570312
2015-11-18,529.4152221679688
2015-11-19,537.2346801757812
2015-11-20,539.9389038085938
2015-11-23,538.3341064453125
2015-11-24,541.6318359375
2015-11-26,546.6958618164062
2015-11-27,547.3848266601562
2015-11-30,548.4254150390625
2015-12-01,547.35546875
2015-12-02,550.58740234375
2015-12-03,548.769775390625
2015-12-04,545.1788940429688
2015-12-07,552.5807495117188
2015-12-08,548.0223388671875
2015-12-09,542.4600219726562
2015-12-10,543.9990234375
2015-12-11,530.7857055664062
2015-12-14,535.2046508789062
2015-12-15,539.9462890625
2015-12-16,545.9410400390625
2015-12-17,547.6851806640625
2015-12-18,545.4793701171875
2015-12-21,543.4566650390625
2015-12-22,546.043701171875
2015-12-23,547.985595703125
2015-12-24,545.0396118164062
2015-12-28,541.6098022460938
2015-12-29,548.5280151367188
2015-12-30,546.072998046875
2015-12-31,550.3528442382812
2016-01-01,552.2435913085938
2016-01-04,536.0474853515625
2016-01-05,536.3185424804688
2016-01-06,535.3365478515625
2016-01-07,521.3829345703125
2016-01-08,524.0946655273438
2016-01-11,530.8955078125
2016-01-12,520.2763671875
2016-01-13,516.9566040039062
2016-01-14,512.8818969726562
2016-01-15,513.5414428710938
2016-01-18,513.1456298828125
2016-01-19,516.3262939453125
2016-01-20,509.5033874511719
2016-01-21,506.0004577636719
2016-01-22,505.2749328613281
2016-01-25,504.9010925292969
2016-01-27,501.8230285644531
2016-01-28,490.3026428222656
2016-01-29,497.41131591796875
2016-02-01,503.9704284667969
2016-02-02,504.0876770019531
2016-02-03,500.10089111328125
2016-02-04,503.200927734375
2016-02-05,507.59796142578125
2016-02-08,502.6585998535156
2016-02-09,498.0636291503906
2016-02-10,502.06500244140625
2016-02-11,497.1914367675781
2016-02-12,495.9822998046875
2016-02-15,508.9537658691406
2016-02-16,504.36614990234375
2016-02-17,506.5206604003906
2016-02-18,505.4508361816406
2016-02-19,502.3874816894531
2016-02-22,510.4927978515625
2016-02-23,499.4853210449219
2016-02-24,493.6224365234375
2016-02-25,483.8974304199219
2016-02-26,483.7729187011719
2016-02-29,487.7376708984375
2016-03-01,501.984375
2016-03-02,505.89044189453125
2016-03-03,512.5521240234375
2016-03-04,515.2417602539062
2016-03-08,517.301025390625
2016-03-09,532.3318481445312
2016-03-10,527.8761596679688
2016-03-11,525.0838623046875
2016-03-14,525.7947998046875
2016-03-15,520.4083251953125
2016-03-16,524.9153442382812
2016-03-17,532.801025390625
2016-03-18,536.0035400390625
2016-03-21,547.3334350585938
2016-03-22,549.5247192382812
2016-03-23,554.1856689453125
2016-03-28,554.991943359375
2016-03-29,552.1336669921875
2016-03-30,562.6355590820312
2016-03-31,563.441650390625
2016-04-01,564.7094116210938
2016-04-04,568.4324340820312
2016-04-05,562.15185546875
2016-04-06,573.474365234375
2016-04-07,573.0787353515625
2016-04-08,583.7271118164062
2016-04-11,587.303466796875
2016-04-12,592.4334716796875
2016-04-13,597.0650634765625
2016-04-18,599.5714111328125
2016-04-20,599.9232177734375
2016-04-21,586.6511840820312
2016-04-22,588.1901245117188
2016-04-25,591.95703125
2016-04-26,599.080322265625
2016-04-27,605.5442504882812
2016-04-28,603.5362548828125
2016-04-29,598.9999389648438
2016-05-02,596.6547241210938
2016-05-03,607.1637573242188
2016-05-04,607.4202270507812
2016-05-05,603.1771240234375
2016-05-06,602.7081298828125
2016-05-09,605.9473266601562
2016-05-10,617.9147338867188
2016-05-11,625.0529174804688
2016-05-12,624.2321166992188
2016-05-13,623.18408203125
2016-05-16,625.4998168945312
2016-05-17,627.6837768554688
2016-05-18,625.2213134765625
2016-05-19,623.25732421875
2016-05-20,616.5884399414062
2016-05-23,617.2333374023438
2016-05-24,628.8417358398438
2016-05-25,636.624755859375
2016-05-26,634.7998046875
2016-05-27,639.2335205078125
2016-05-30,637.8411865234375
2016-05-31,638.6033935546875
2016-06-01,638.464111328125
2016-06-02,636.3241577148438
2016-06-03,633.0042114257812
2016-06-06,632.9896850585938
2016-06-07,634.206298828125
2016-06-08,634.9609985351562
2016-06-09,630.9523315429688
2016-06-10,631.897705078125
2016-06-13,632.0003051757812
2016-06-14,626.1080932617188
2016-06-15,632.5426635742188
2016-06-16,628.7096557617188
2016-06-17,634.1255493164062
2016-06-20,633.3120727539062
2016-06-21,631.5020141601562
2016-06-22,626.8702392578125
2016-06-23,630.212158203125
