Date,JBHT
2015-08-03,77.0521469116211
2015-08-04,77.16166687011719
2015-08-05,76.89696502685547
2015-08-06,74.9891586303711
2015-08-07,73.35518646240234
2015-08-10,73.51950073242188
2015-08-11,73.44644165039062
2015-08-12,73.40996551513672
2015-08-13,73.0995864868164
2015-08-14,73.34605407714844
2015-08-17,73.16346740722656
2015-08-18,72.98092651367188
2015-08-19,72.54275512695312
2015-08-20,71.26478576660156
2015-08-21,69.53954315185547
2015-08-24,68.2159423828125
2015-08-25,66.03427124023438
2015-08-26,66.51806640625
2015-08-27,67.1022720336914
2015-08-28,67.1022720336914
2015-08-31,66.4359130859375
2015-09-01,65.28575134277344
2015-09-02,67.59521484375
2015-09-03,68.78189849853516
2015-09-04,68.16116333007812
2015-09-08,69.95945739746094
2015-09-09,68.9918441772461
2015-09-10,69.10138702392578
2015-09-11,69.88642883300781
2015-09-14,69.24742889404297
2015-09-15,71.228271484375
2015-09-16,71.6481704711914
2015-09-17,71.200927734375
2015-09-18,70.58015441894531
2015-09-21,70.8905258178711
2015-09-22,69.06487274169922
2015-09-23,68.80013275146484
2015-09-24,67.12966918945312
2015-09-25,67.33960723876953
2015-09-28,65.55962371826172
2015-09-29,65.51394653320312
2015-09-30,65.17619323730469
2015-10-01,65.52308654785156
2015-10-02,66.27159118652344
2015-10-05,66.85580444335938
2015-10-06,67.2300796508789
2015-10-07,67.9238510131836
2015-10-08,68.78189849853516
2015-10-09,69.46649932861328
2015-10-12,69.11963653564453
2015-10-13,66.38114166259766
2015-10-14,68.5445556640625
2015-10-15,68.38935852050781
2015-10-16,68.77277374267578
2015-10-19,69.46649932861328
2015-10-20,70.21501922607422
2015-10-21,70.43411254882812
2015-10-22,70.26980590820312
2015-10-23,71.6390380859375
2015-10-26,71.10960388183594
2015-10-27,69.10138702392578
2015-10-28,69.28394317626953
2015-10-29,70.26068878173828
2015-10-30,69.71296691894531
2015-11-02,69.92293548583984
2015-11-03,69.29308319091797
2015-11-04,69.0459213256836
2015-11-05,68.56996154785156
2015-11-06,70.0986099243164
2015-11-09,68.56996154785156
2015-11-10,69.19236755371094
2015-11-11,68.40518188476562
2015-11-12,67.81932067871094
2015-11-13,67.87425994873047
2015-11-16,68.73470306396484
2015-11-17,69.46699523925781
2015-11-18,70.97734832763672
2015-11-19,71.03227996826172
2015-11-20,70.91326141357422
2015-11-23,70.72106170654297
2015-11-24,70.80341339111328
2015-11-25,71.46247863769531
2015-11-27,72.31376647949219
2015-11-30,71.61810302734375
2015-12-01,72.52432250976562
2015-12-02,71.40757751464844
2015-12-03,70.4922103881836
2015-12-04,71.05973815917969
2015-12-07,69.29308319091797
2015-12-08,67.46232604980469
2015-12-09,67.92918395996094
2015-12-10,67.54474639892578
2015-12-11,66.97722625732422
2015-12-14,67.33417510986328
2015-12-15,66.78498077392578
2015-12-16,67.7278060913086
2015-12-17,66.4371337890625
2015-12-18,64.64302825927734
2015-12-21,65.0549545288086
2015-12-22,66.06184387207031
2015-12-23,66.51952362060547
2015-12-24,66.79414367675781
2015-12-28,66.71174621582031
2015-12-29,67.28842163085938
2015-12-30,66.84907531738281
2015-12-31,67.1511001586914
2016-01-04,65.28377532958984
2016-01-05,65.96116638183594
2016-01-06,64.91761779785156
2016-01-07,63.08687973022461
2016-01-08,62.41868591308594
2016-01-11,61.649776458740234
2016-01-12,61.97932815551758
2016-01-13,60.16691207885742
2016-01-14,60.01128387451172
2016-01-15,59.6725959777832
2016-01-19,59.74581527709961
2016-01-20,60.157737731933594
2016-01-21,61.32026290893555
2016-01-22,62.446144104003906
2016-01-25,63.00450897216797
2016-01-26,65.34783172607422
2016-01-27,64.04803466796875
2016-01-28,64.30435180664062
2016-01-29,66.54698944091797
2016-02-01,67.09622192382812
2016-02-02,65.59497833251953
2016-02-03,66.18082427978516
2016-02-04,68.67061614990234
2016-02-05,68.43263244628906
2016-02-08,68.83540344238281
2016-02-09,68.76216125488281
2016-02-10,67.28408813476562
2016-02-11,66.99031066894531
2016-02-12,68.3306884765625
2016-02-16,69.35890197753906
2016-02-17,70.77269744873047
2016-02-18,71.02057647705078
2016-02-19,70.46973419189453
2016-02-22,70.99303436279297
2016-02-23,69.90055084228516
2016-02-24,69.58841705322266
2016-02-25,70.82780456542969
2016-02-26,71.6540298461914
2016-02-29,70.03827667236328
2016-03-01,71.32353973388672
2016-03-02,70.98385620117188
2016-03-03,72.08552551269531
2016-03-04,72.88420867919922
2016-03-07,73.39832305908203
2016-03-08,71.87435913085938
2016-03-09,73.22389221191406
2016-03-10,74.3347396850586
2016-03-11,75.61085510253906
2016-03-14,75.39968872070312
2016-03-15,75.03245544433594
2016-03-16,75.66587829589844
2016-03-17,77.53874969482422
2016-03-18,79.6043701171875
2016-03-21,79.29226684570312
2016-03-22,78.69551086425781
2016-03-23,78.98011016845703
2016-03-24,78.96173095703125
2016-03-28,77.25413513183594
2016-03-29,77.52957916259766
2016-03-30,77.24494171142578
2016-03-31,77.33675384521484
2016-04-01,77.56629180908203
2016-04-04,77.3918685913086
2016-04-05,76.14329528808594
2016-04-06,76.372802734375
2016-04-07,75.93216705322266
2016-04-08,76.17084503173828
2016-04-11,76.372802734375
