Date,JSL.NS
2015-08-21,37.64314651489258
2015-08-24,35.06756591796875
2015-08-25,35.81052780151367
2015-08-26,35.81052780151367
2015-08-27,37.04878616333008
2015-08-28,37.445030212402344
2015-08-31,36.70206832885742
2015-09-01,35.711463928222656
2015-09-02,35.95911407470703
2015-09-03,35.315223693847656
2015-09-04,34.076961517333984
2015-09-07,33.97789764404297
2015-09-08,34.473201751708984
2015-09-09,35.711463928222656
2015-09-10,36.1572380065918
2015-09-11,36.1572380065918
2015-09-14,37.1973762512207
2015-09-15,36.50394821166992
2015-09-16,36.60301208496094
2015-09-18,43.78492736816406
2015-09-21,48.39126205444336
2015-09-22,41.01122283935547
2015-09-23,40.41685485839844
2015-09-24,39.12906265258789
2015-09-28,38.18798065185547
2015-09-29,37.890804290771484
2015-09-30,37.890804290771484
2015-10-01,37.345970153808594
2015-10-05,39.87202072143555
2015-10-06,40.6149787902832
2015-10-07,41.159812927246094
2015-10-08,39.9710807800293
2015-10-09,39.5748405456543
2015-10-12,39.62437057495117
2015-10-13,39.87202072143555
2015-10-14,41.6055908203125
2015-10-15,41.2093391418457
2015-10-16,41.6055908203125
2015-10-19,42.497135162353516
2015-10-20,48.58938217163086
2015-10-21,47.54924392700195
2015-10-23,46.657691955566406
2015-10-26,47.40065002441406
2015-10-27,47.74736785888672
2015-10-28,50.52106857299805
2015-10-29,51.214500427246094
2015-10-30,52.30416488647461
2015-11-02,48.886566162109375
2015-11-03,48.193138122558594
2015-11-04,49.976234436035156
2015-11-05,48.14360809326172
2015-11-06,52.205108642578125
2015-11-09,52.99759292602539
2015-11-10,51.709800720214844
2015-11-13,55.91988754272461
2015-11-16,56.11801528930664
2015-11-17,58.792659759521484
2015-11-18,55.82082748413086
2015-11-19,21.842933654785156
2015-11-20,22.93260383605957
2015-11-23,23.477439880371094
2015-11-24,22.585887908935547
2015-11-26,21.595279693603516
2015-11-27,21.149507522583008
2015-11-30,22.189645767211914
2015-12-01,23.081195831298828
2015-12-02,23.972745895385742
2015-12-03,25.06241226196289
2015-12-04,29.470624923706055
2015-12-07,30.609827041625977
2015-12-08,28.38095474243164
2015-12-09,26.300674438476562
2015-12-10,28.281892776489258
2015-12-11,26.795978546142578
2015-12-14,29.767807006835938
2015-12-15,29.17344093322754
2015-12-16,29.37156105041504
2015-12-17,29.17344093322754
2015-12-18,28.331424713134766
2015-12-21,28.777198791503906
2015-12-22,29.66874885559082
2015-12-23,29.66874885559082
2015-12-24,28.925790786743164
2015-12-28,28.777198791503906
2015-12-29,28.62860679626465
2015-12-30,28.529544830322266
2015-12-31,28.480012893676758
2016-01-01,28.232362747192383
2016-01-04,27.786588668823242
2016-01-05,28.281892776489258
2016-01-06,27.885648727416992
2016-01-07,26.746448516845703
2016-01-08,26.89504051208496
2016-01-11,26.795978546142578
2016-01-12,26.350204467773438
2016-01-13,25.31006622314453
2016-01-14,24.715702056884766
2016-01-15,23.87368392944336
2016-01-18,22.437297821044922
2016-01-19,22.784011840820312
2016-01-20,22.635421752929688
2016-01-21,22.734485626220703
2016-01-22,24.616640090942383
2016-01-25,23.9232120513916
2016-01-27,24.269926071166992
2016-01-28,22.585887908935547
2016-01-29,22.684951782226562
2016-02-01,22.48682975769043
2016-02-02,21.644811630249023
2016-02-03,20.654203414916992
2016-02-04,20.3074893951416
2016-02-05,21.248567581176758
2016-02-08,21.298097610473633
2016-02-09,21.298097610473633
2016-02-10,20.753263473510742
2016-02-11,20.357019424438477
2016-02-12,20.357019424438477
2016-02-15,19.713123321533203
2016-02-16,19.267349243164062
2016-02-17,18.82157325744629
2016-02-18,18.722515106201172
2016-02-19,19.713123321533203
2016-02-22,19.564531326293945
2016-02-23,19.118759155273438
2016-02-24,18.722515106201172
2016-02-25,18.17768096923828
