Date,AFL
2015-08-03,25.267005920410156
2015-08-04,25.2275447845459
2015-08-05,25.294628143310547
2015-08-06,25.128889083862305
2015-08-07,25.27095603942871
2015-08-10,25.61821174621582
2015-08-11,25.349872589111328
2015-08-12,25.298582077026367
2015-08-13,25.322250366210938
2015-08-14,25.55507469177246
2015-08-17,25.618593215942383
2015-08-18,25.638446807861328
2015-08-19,25.031034469604492
2015-08-20,24.31642723083496
2015-08-21,23.50257110595703
2015-08-24,22.347288131713867
2015-08-25,21.926469802856445
2015-08-26,22.597402572631836
2015-08-27,23.276275634765625
2015-08-28,23.292160034179688
2015-08-31,23.264368057250977
2015-09-01,22.490217208862305
2015-09-02,22.807809829711914
2015-09-03,22.847517013549805
2015-09-04,22.386987686157227
2015-09-08,22.85545539855957
2015-09-09,22.625194549560547
2015-09-10,22.90707015991211
2015-09-11,23.081745147705078
2015-09-14,22.94676399230957
2015-09-15,23.252458572387695
2015-09-16,23.35964584350586
2015-09-17,23.069833755493164
2015-09-18,22.688718795776367
2015-09-21,22.90707015991211
2015-09-22,22.64504623413086
2015-09-23,22.79590606689453
2015-09-24,22.823698043823242
2015-09-25,22.95867347717285
2015-09-28,22.633132934570312
2015-09-29,22.915000915527344
2015-09-30,23.077775955200195
2015-10-01,23.01028060913086
2015-10-02,23.212757110595703
2015-10-05,23.55021095275879
2015-10-06,23.5938777923584
2015-10-07,23.935300827026367
2015-10-08,24.141748428344727
2015-10-09,24.12189292907715
2015-10-12,24.149682998657227
2015-10-13,24.02263832092285
2015-10-14,23.716951370239258
2015-10-15,24.177480697631836
2015-10-16,24.352153778076172
2015-10-19,24.229082107543945
2015-10-20,24.328330993652344
2015-10-21,24.352153778076172
2015-10-22,24.701513290405273
2015-10-23,25.189830780029297
2015-10-26,25.213651657104492
2015-10-27,25.070730209350586
2015-10-28,25.400239944458008
2015-10-29,25.57492446899414
2015-10-30,25.308935165405273
2015-11-02,25.610652923583984
2015-11-03,25.424062728881836
2015-11-04,25.475675582885742
2015-11-05,25.475675582885742
2015-11-06,25.53521728515625
2015-11-09,25.233503341674805
2015-11-10,25.531251907348633
2015-11-11,25.555072784423828
2015-11-12,25.138216018676758
2015-11-13,25.09852409362793
2015-11-16,25.44217300415039
2015-11-17,25.374242782592773
2015-11-18,25.94165802001953
2015-11-19,26.121484756469727
2015-11-20,26.237369537353516
2015-11-23,26.13347053527832
2015-11-24,26.129467010498047
2015-11-25,26.013586044311523
2015-11-27,26.093517303466797
2015-11-30,26.069528579711914
2015-12-01,26.369230270385742
2015-12-02,26.20939064025879
2015-12-03,25.214397430419922
2015-12-04,25.38222885131836
2015-12-07,25.09452247619629
2015-12-08,24.82280921936035
2015-12-09,24.479145050048828
2015-12-10,24.41121482849121
2015-12-11,23.85978126525879
2015-12-14,23.79184913635254
2015-12-15,24.343286514282227
2015-12-16,24.65496826171875
2015-12-17,24.12750816345215
2015-12-18,23.292354583740234
2015-12-21,23.3682804107666
2015-12-22,23.68794822692871
2015-12-23,24.103530883789062
2015-12-24,24.047588348388672
2015-12-28,24.131498336791992
2015-12-29,24.351272583007812
2015-12-30,24.183454513549805
2015-12-31,23.93570327758789
2016-01-04,23.647991180419922
2016-01-05,23.616018295288086
2016-01-06,23.256391525268555
2016-01-07,22.860794067382812
2016-01-08,22.660991668701172
2016-01-11,22.80884552001953
2016-01-12,23.096553802490234
2016-01-13,22.74091148376465
2016-01-14,22.904743194580078
2016-01-15,22.62103271484375
2016-01-19,22.573087692260742
2016-01-20,22.197465896606445
2016-01-21,22.30535888671875
2016-01-22,22.88477325439453
2016-01-25,22.597057342529297
2016-01-26,22.98466682434082
2016-01-27,22.95669174194336
2016-01-28,23.30034637451172
2016-01-29,23.160484313964844
2016-02-01,22.581077575683594
2016-02-02,22.888763427734375
2016-02-03,22.904743194580078
2016-02-04,23.184465408325195
2016-02-05,23.260387420654297
2016-02-08,23.176477432250977
2016-02-09,23.148502349853516
2016-02-10,22.97268295288086
2016-02-11,22.377029418945312
2016-02-12,23.065248489379883
2016-02-16,23.395267486572266
2016-02-17,23.773584365844727
2016-02-18,23.809804916381836
2016-02-19,23.874202728271484
2016-02-22,24.027135848999023
2016-02-23,23.894323348999023
2016-02-24,23.998964309692383
2016-02-25,24.28068733215332
2016-02-26,24.216291427612305
2016-02-29,23.954692840576172
2016-03-01,24.57851791381836
2016-03-02,24.71535301208496
2016-03-03,24.54229164123535
2016-03-04,24.562410354614258
2016-03-07,24.369230270385742
2016-03-08,24.172025680541992
2016-03-09,24.32093048095703
2016-03-10,24.296789169311523
2016-03-11,25.06147575378418
2016-03-14,24.811935424804688
2016-03-15,24.771692276000977
2016-03-16,25.137939453125
2016-03-17,25.512231826782227
2016-03-18,25.564546585083008
2016-03-21,25.46796226501465
2016-03-22,25.49210548400879
2016-03-23,25.516252517700195
2016-03-24,25.234533309936523
2016-03-28,25.41967010498047
2016-03-29,25.427711486816406
2016-03-30,25.64906883239746
2016-03-31,25.41161346435547
2016-04-01,25.806032180786133
2016-04-04,25.592723846435547
2016-04-05,25.645048141479492
2016-04-06,25.620895385742188
2016-04-07,25.355270385742188
2016-04-08,25.721506118774414
2016-04-11,25.77383041381836
2016-04-12,26.373497009277344
2016-04-13,26.743770599365234
2016-04-14,26.95305633544922
2016-04-15,26.916833877563477
2016-04-18,27.049644470214844
2016-04-19,27.19050407409668
2016-04-20,27.38771629333496
2016-04-21,27.126110076904297
2016-04-22,27.33539581298828
2016-04-25,27.315279006958008
2016-04-26,27.367584228515625
2016-04-27,27.898841857910156
2016-04-28,27.77408790588379
2016-04-29,27.75798797607422
2016-05-02,27.822378158569336
2016-05-03,27.75798797607422
2016-05-04,27.5406494140625
2016-05-05,27.633220672607422
2016-05-06,27.709686279296875
2016-05-09,27.625165939331055
2016-05-10,27.842491149902344
2016-05-11,27.6734676361084
2016-05-12,27.866653442382812
2016-05-13,27.71774673461914
2016-05-16,27.9444637298584
2016-05-17,27.70963478088379
2016-05-18,27.936365127563477
2016-05-19,27.774415969848633
2016-05-20,27.82705307006836
2016-05-23,27.733928680419922
2016-05-24,28.159048080444336
2016-05-25,28.280515670776367
2016-05-26,28.00924301147461
2016-05-27,28.163095474243164
2016-05-31,28.122617721557617
2016-06-01,28.102367401123047
2016-06-02,28.17119789123535
2016-06-03,27.984952926635742
2016-06-06,28.07807159423828
2016-06-07,28.061872482299805
2016-06-08,28.300756454467773
2016-06-09,28.21978187561035
2016-06-10,27.91612434387207
2016-06-13,27.681303024291992
2016-06-14,27.65700340270996
2016-06-15,27.596284866333008
2016-06-16,27.859439849853516
2016-06-17,27.85133934020996
2016-06-20,28.25216293334961
2016-06-21,28.563928604125977
2016-06-22,28.68134307861328
2016-06-23,29.057861328125
2016-06-24,28.04163360595703
2016-06-27,27.260234832763672
2016-06-28,27.875638961791992
2016-06-29,28.37363624572754
2016-06-30,29.21577262878418
2016-07-01,29.353424072265625
2016-07-05,28.94855499267578
2016-07-06,29.23601722717285
2016-07-07,28.916168212890625
2016-07-08,29.349374771118164
2016-07-11,29.4182186126709
2016-07-12,29.6368408203125
2016-07-13,29.669240951538086
2016-07-14,29.83928871154785
2016-07-15,29.701623916625977
2016-07-18,29.640893936157227
2016-07-19,29.640893936157227
2016-07-20,29.738069534301758
2016-07-21,29.689485549926758
2016-07-22,29.754255294799805
2016-07-25,29.65708351135254
2016-07-26,29.835233688354492
2016-07-27,29.701623916625977
2016-07-28,29.68543815612793
2016-07-29,29.26435661315918
2016-08-01,28.98094940185547
2016-08-02,28.997140884399414
2016-08-03,29.13884925842285
2016-08-04,29.134794235229492
2016-08-05,29.58420181274414
2016-08-08,29.588272094726562
2016-08-09,29.60040855407715
2016-08-10,29.62468910217285
2016-08-11,29.58420181274414
2016-08-12,29.43035316467285
2016-08-15,29.42630958557129
2016-08-16,29.231966018676758
2016-08-17,29.42226219177246
2016-08-18,29.256258010864258
2016-08-19,29.50727081298828
2016-08-22,29.576501846313477
2016-08-23,29.63351058959961
2016-08-24,29.600919723510742
2016-08-25,29.7189998626709
2016-08-26,29.621288299560547
2016-08-29,30.00810432434082
2016-08-30,30.2442569732666
2016-08-31,30.203548431396484
2016-09-01,30.077314376831055
2016-09-02,30.12616729736328
2016-09-06,29.991809844970703
2016-09-07,29.938880920410156
2016-09-08,29.698657989501953
2016-09-09,29.478776931762695
2016-09-12,29.894092559814453
2016-09-13,29.246702194213867
2016-09-14,29.234481811523438
2016-09-15,29.454341888427734
2016-09-16,29.047195434570312
2016-09-19,29.32405662536621
2016-09-20,29.4991397857666
2016-09-21,29.92666244506836
2016-09-22,29.934804916381836
2016-09-23,29.617218017578125
2016-09-26,29.32405662536621
2016-09-27,29.486934661865234
2016-09-28,29.50728416442871
2016-09-29,29.136754989624023
2016-09-30,29.26299285888672
2016-10-03,29.14083480834961
2016-10-04,29.112329483032227
2016-10-05,29.27520179748535
2016-10-06,29.34441375732422
2016-10-07,29.06348419189453
2016-10-10,29.185617446899414
2016-10-11,28.900598526000977
2016-10-12,29.161191940307617
2016-10-13,28.749954223632812
2016-10-14,28.892465591430664
2016-10-17,28.754024505615234
2016-10-18,28.62373161315918
2016-10-19,28.721454620361328
2016-10-20,28.403867721557617
2016-10-21,28.2491397857666
2016-10-24,28.509729385375977
2016-10-25,28.355005264282227
2016-10-26,28.42015266418457
2016-10-27,28.587085723876953
2016-10-28,27.894908905029297
