Date,PSN.L
2016-01-12,1995.8577880859375
2016-01-13,1995.8577880859375
2016-01-14,1927.30908203125
2016-01-15,1904.459716796875
2016-01-18,1871.6756591796875
2016-01-19,1944.1978759765625
2016-01-20,1879.623046875
2016-01-21,1891.5445556640625
2016-01-22,1898.4986572265625
2016-01-25,1935.2564697265625
2016-01-26,1941.2176513671875
2016-01-27,1984.9298095703125
2016-01-28,1957.11279296875
2016-01-29,2022.6812744140625
2016-02-01,2053.47802734375
2016-02-02,2053.47802734375
2016-02-03,2028.6417236328125
2016-02-04,2025.6617431640625
2016-02-05,1952.145751953125
2016-02-08,1846.8389892578125
2016-02-09,1865.7149658203125
2016-02-10,1899.492431640625
2016-02-11,1859.754150390625
2016-02-12,1882.603759765625
2016-02-15,1915.3876953125
2016-02-16,1939.2310791015625
2016-02-17,1984.9298095703125
2016-02-18,2031.6224365234375
2016-02-19,2048.510986328125
2016-02-22,1960.0933837890625
2016-02-23,2015.7269287109375
2016-02-24,2061.42626953125
2016-02-25,2123.0205078125
2016-02-26,2204.484375
2016-02-29,2169.713134765625
2016-03-01,2199.51708984375
2016-03-02,2129.974853515625
2016-03-03,1985.9488525390625
2016-03-04,1979.9849853515625
2016-03-07,1981.97265625
2016-03-08,1956.12939453125
2016-03-09,1986.9425048828125
2016-03-10,1941.2200927734375
2016-03-11,1977.9971923828125
2016-03-14,2021.7315673828125
2016-03-15,2013.7799072265625
2016-03-16,2061.490478515625
2016-03-17,2100.255126953125
2016-03-18,2074.41162109375
2016-03-21,2066.46044921875
2016-03-22,2063.478271484375
2016-03-23,2094.29052734375
2016-03-24,2064.472412109375
2016-03-29,2092.303466796875
2016-03-30,2089.3212890625
2016-03-31,2072.42431640625
2016-04-01,2095.28515625
2016-04-04,2094.29052734375
2016-04-05,2110.194580078125
2016-04-06,2121.12841796875
2016-04-07,2059.50244140625
2016-04-08,2051.551025390625
2016-04-11,1982.966796875
2016-04-12,1948.177978515625
2016-04-13,2008.81005859375
2016-04-14,1888.5396728515625
2016-04-15,1858.720947265625
2016-04-18,1856.73291015625
2016-04-19,1847.7869873046875
2016-04-20,1853.7509765625
2016-04-21,1870.648193359375
2016-04-22,1880.587890625
2016-04-25,1907.42529296875
2016-04-26,1957.123779296875
2016-04-27,1987.936767578125
2016-04-28,1986.9425048828125
2016-04-29,1975.01513671875
2016-05-03,1964.0814208984375
2016-05-04,1957.123779296875
2016-05-05,1938.2381591796875
2016-05-06,1939.2320556640625
2016-05-09,1957.123779296875
2016-05-10,1951.15966796875
2016-05-11,1945.1956787109375
2016-05-12,1939.2320556640625
2016-05-13,1949.171875
2016-05-16,1968.0572509765625
2016-05-17,1997.8763427734375
2016-05-18,2017.7557373046875
2016-05-19,2014.7735595703125
2016-05-20,2077.39453125
2016-05-23,2071.43017578125
2016-05-24,2131.068359375
2016-05-25,2100.255126953125
2016-05-26,2108.20703125
2016-05-27,2099.261474609375
2016-05-31,2089.3212890625
2016-06-01,2025.707275390625
2016-06-02,2059.50244140625
2016-06-03,2044.5927734375
2016-06-06,2014.7735595703125
2016-06-07,1998.870361328125
2016-06-08,2011.7918701171875
2016-06-09,2006.822021484375
2016-06-10,1964.0814208984375
2016-06-13,1927.3045654296875
2016-06-14,1877.6058349609375
2016-06-15,1892.515625
2016-06-16,1856.73291015625
2016-06-17,1930.286376953125
2016-06-20,2043.598876953125
2016-06-21,2033.6593017578125
2016-06-22,2073.418212890625
2016-06-23,2085.345703125
2016-06-24,1510.83203125
2016-06-27,1302.0986328125
2016-06-28,1335.8935546875
2016-06-29,1435.29052734375
2016-06-30,1438.27197265625
2016-07-01,1530.7109375
2016-07-04,1426.344482421875
2016-07-05,1323.9656982421875
2016-07-06,1281.22509765625
2016-07-07,1328.9356689453125
2016-07-08,1411.4349365234375
2016-07-11,1511.8255615234375
2016-07-12,1538.6630859375
2016-07-13,1543.6331787109375
2016-07-14,1539.6571044921875
2016-07-15,1561.5245361328125
2016-07-18,1595.3193359375
2016-07-19,1601.282958984375
2016-07-20,1640.0477294921875
2016-07-21,1623.150390625
2016-07-22,1588.3612060546875
2016-07-25,1618.1802978515625
2016-07-26,1578.421630859375
2016-07-27,1670.8607177734375
2016-07-28,1672.8485107421875
2016-07-29,1676.824462890625
2016-08-01,1630.1080322265625
2016-08-02,1671.8546142578125
2016-08-03,1626.132080078125
2016-08-04,1661.9149169921875
2016-08-05,1712.6075439453125
2016-08-08,1683.7823486328125
2016-08-09,1691.7342529296875
2016-08-10,1684.7762451171875
2016-08-11,1686.76416015625
2016-08-12,1701.6739501953125
2016-08-15,1722.547119140625
2016-08-16,1725.5289306640625
2016-08-17,1737.45654296875
2016-08-18,1766.2818603515625
2016-08-19,1737.45654296875
2016-08-22,1783.17919921875
2016-08-23,1858.720947265625
2016-08-24,1899.4735107421875
2016-08-25,1869.6544189453125
2016-08-26,1871.642333984375
2016-08-30,1821.9437255859375
2016-08-31,1812.9984130859375
2016-09-01,1858.720947265625
2016-09-02,1848.781494140625
2016-09-05,1826.9136962890625
2016-09-06,1858.720947265625
2016-09-07,1820.9500732421875
2016-09-08,1841.8231201171875
2016-09-09,1805.046630859375
2016-09-12,1784.1729736328125
2016-09-13,1779.2032470703125
2016-09-14,1737.45654296875
2016-09-15,1761.3118896484375
2016-09-16,1737.45654296875
2016-09-19,1761.3118896484375
2016-09-20,1755.34814453125
2016-09-21,1770.2576904296875
2016-09-22,1786.1611328125
2016-09-23,1826.9136962890625
2016-09-26,1753.3599853515625
2016-09-27,1773.2396240234375
2016-09-28,1795.10693359375
2016-09-29,1730.4989013671875
2016-09-30,1804.0526123046875
2016-10-03,1810.016357421875
2016-10-04,1847.7869873046875
2016-10-05,1830.8897705078125
2016-10-06,1812.00439453125
2016-10-07,1742.42626953125
2016-10-10,1690.740234375
2016-10-11,1717.5772705078125
2016-10-12,1680.8004150390625
2016-10-13,1712.6075439453125
2016-10-14,1695.7100830078125
2016-10-17,1653.9635009765625
2016-10-18,1710.6195068359375
2016-10-19,1767.27587890625
2016-10-20,1744.414306640625
2016-10-21,1720.5589599609375
2016-10-24,1705.6494140625
2016-10-25,1682.7882080078125
2016-10-26,1681.794189453125
2016-10-27,1660.92138671875
2016-10-28,1703.6619873046875
2016-10-31,1683.7823486328125
2016-11-01,1726.52294921875
2016-11-02,1740.4385986328125
2016-11-03,1747.396240234375
2016-11-04,1666.8848876953125
2016-11-07,1677.8184814453125
2016-11-08,1652.9696044921875
2016-11-09,1706.6435546875
2016-11-10,1669.8665771484375
2016-11-11,1676.824462890625
2016-11-14,1728.5107421875
2016-11-15,1727.5169677734375
2016-11-16,1699.6856689453125
2016-11-17,1752.3662109375
2016-11-18,1763.2996826171875
2016-11-21,1737.45654296875
2016-11-22,1767.27587890625
2016-11-23,1735.4688720703125
2016-11-24,1718.5712890625
2016-11-25,1694.7158203125
2016-11-28,1680.8004150390625
2016-11-29,1713.6016845703125
2016-11-30,1689.74609375
2016-12-01,1693.721923828125
2016-12-02,1685.7701416015625
2016-12-05,1693.721923828125
2016-12-06,1699.6856689453125
2016-12-07,1718.5712890625
2016-12-08,1726.52294921875
2016-12-09,1705.6494140625
2016-12-12,1656.9453125
2016-12-13,1688.7520751953125
2016-12-14,1677.8184814453125
2016-12-15,1716.58349609375
2016-12-16,1695.7100830078125
2016-12-19,1709.625732421875
2016-12-20,1724.534912109375
2016-12-21,1736.4627685546875
2016-12-22,1752.3662109375
2016-12-23,1754.35400390625
2016-12-28,1733.48046875
2016-12-29,1735.4688720703125
2016-12-30,1765.2879638671875
2017-01-03,1749.3841552734375
2017-01-04,1799.082763671875
2017-01-05,1928.2984619140625
2017-01-06,1922.3348388671875
2017-01-09,1927.3045654296875
2017-01-10,1977.0030517578125
2017-01-11,1969.051025390625
2017-01-12,1958.117431640625
2017-01-13,1984.9547119140625
2017-01-16,1956.12939453125
2017-01-17,1982.966796875
2017-01-18,1962.09375
2017-01-19,1943.2083740234375
2017-01-20,1920.34716796875
2017-01-23,1932.2744140625
2017-01-24,1909.413330078125
2017-01-25,1885.5579833984375
2017-01-26,1874.624267578125
2017-01-27,1905.4375
2017-01-30,1908.4190673828125
2017-01-31,1917.3651123046875
2017-02-01,1939.2320556640625
2017-02-02,1953.1478271484375
2017-02-03,1959.1114501953125
2017-02-06,1926.3104248046875
2017-02-07,1945.1956787109375
2017-02-08,2003.8402099609375
2017-02-09,1976.0091552734375
2017-02-10,1964.0814208984375
2017-02-13,1978.9908447265625
2017-02-14,1999.8643798828125
2017-02-15,2008.81005859375
2017-02-16,1999.8643798828125
2017-02-17,1998.870361328125
2017-02-20,1989.9244384765625
2017-02-21,2010.7978515625
2017-02-22,2013.7799072265625
2017-02-23,1997.8763427734375
2017-02-24,2012.78564453125
2017-02-27,2017.7557373046875
2017-02-28,2048.56884765625
2017-03-01,2137.031982421875
2017-03-02,2095.28515625
2017-03-03,2067.454345703125
2017-03-06,2099.261474609375
2017-03-07,2105.224609375
2017-03-08,2106.218505859375
2017-03-09,2105.473388671875
2017-03-10,2095.532470703125
2017-03-13,2105.473388671875
2017-03-14,2084.597412109375
2017-03-15,2060.7392578125
2017-03-16,2075.650634765625
2017-03-17,2094.538330078125
2017-03-20,2108.455078125
2017-03-21,2089.56787109375
2017-03-22,2086.58544921875
2017-03-23,2099.508056640625
2017-03-24,2070.6806640625
2017-03-27,2075.650634765625
2017-03-28,2084.597412109375
2017-03-29,2085.59130859375
2017-03-30,2088.573486328125
2017-03-31,2081.614990234375
2017-04-03,2074.6572265625
2017-04-04,2086.58544921875
2017-04-05,2087.579833984375
2017-04-06,2132.3134765625
2017-04-07,2133.3076171875
2017-04-10,2165.118896484375
2017-04-11,2196.928955078125
2017-04-12,2174.06494140625
2017-04-13,2207.864013671875
2017-04-18,2228.739990234375
2017-04-19,2283.414306640625
2017-04-20,2262.538818359375
2017-04-21,2242.6572265625
2017-04-24,2270.491943359375
2017-04-25,2253.591796875
2017-04-26,2272.479248046875
2017-04-27,2326.160400390625
2017-04-28,2316.219970703125
2017-05-02,2375.864501953125
2017-05-03,2341.072021484375
2017-05-04,2372.88232421875
2017-05-05,2376.858642578125
2017-05-08,2398.72802734375
2017-05-09,2387.79345703125
2017-05-10,2396.739990234375
2017-05-11,2390.77587890625
2017-05-12,2346.0419921875
2017-05-15,2379.8408203125
2017-05-16,2386.79931640625
2017-05-17,2415.6279296875
2017-05-18,2407.675048828125
2017-05-19,2416.6220703125
2017-05-22,2443.46240234375
2017-05-23,2441.473876953125
2017-05-24,2445.450439453125
2017-05-25,2447.438720703125
2017-05-26,2428.55078125
2017-05-30,2438.491943359375
2017-05-31,2440.479736328125
2017-06-01,2389.78173828125
2017-06-02,2383.817626953125
2017-06-05,2382.8232421875
2017-06-06,2331.131103515625
2017-06-07,2378.84716796875
2017-06-08,2396.739990234375
2017-06-09,2364.9296875
2017-06-12,2360.95361328125
2017-06-13,2376.858642578125
2017-06-14,2407.675048828125
2017-06-15,2246.65966796875
2017-06-16,2262.572509765625
2017-06-19,2265.555908203125
2017-06-20,2263.56689453125
2017-06-21,2245.665283203125
2017-06-22,2260.583251953125
2017-06-23,2265.555908203125
2017-06-26,2269.182861328125
2017-06-27,2246.51171875
2017-06-28,2261.578125
2017-06-29,2218.812744140625
2017-06-30,2229.752685546875
2017-07-03,2253.621337890625
2017-07-04,2278.484619140625
2017-07-05,2332.190185546875
2017-07-06,2361.03173828125
2017-07-07,2353.074951171875
2017-07-10,2362.0263671875
2017-07-11,2339.1513671875
2017-07-12,2336.16845703125
2017-07-13,2385.89501953125
2017-07-14,2349.09716796875
2017-07-17,2356.05859375
2017-07-18,2372.9658203125
2017-07-19,2428.659912109375
2017-07-20,2448.55078125
2017-07-21,2447.555908203125
2017-07-24,2407.774658203125
2017-07-25,2427.665283203125
2017-07-26,2459.490966796875
2017-07-27,2482.364990234375
2017-07-28,2469.43603515625
2017-07-31,2490.32080078125
2017-08-01,2515.1845703125
2017-08-02,2521.152099609375
2017-08-03,2551.983154296875
2017-08-04,2450.539794921875
2017-08-07,2505.2392578125
2017-08-08,2506.23388671875
2017-08-09,2522.146484375
2017-08-10,2448.55078125
2017-08-11,2487.337890625
2017-08-14,2500.2666015625
2017-08-15,2488.332275390625
2017-08-16,2522.146484375
2017-08-17,2518.16845703125
2017-08-18,2507.228271484375
2017-08-21,2542.037109375
2017-08-22,2586.7919921875
2017-08-23,2565.906494140625
2017-08-24,2616.62744140625
2017-08-25,2601.709228515625
2017-08-29,2593.75341796875
2017-08-30,2606.682373046875
2017-08-31,2644.474609375
2017-09-01,2621.60009765625
2017-09-04,2593.75341796875
2017-09-05,2609.666015625
2017-09-06,2547.010009765625
2017-09-07,2574.857421875
2017-09-08,2526.124755859375
2017-09-11,2541.042724609375
2017-09-12,2489.326904296875
2017-09-13,2501.261474609375
2017-09-14,2422.69287109375
2017-09-15,2426.671142578125
2017-09-18,2435.6220703125
2017-09-19,2471.425537109375
2017-09-20,2501.261474609375
2017-09-21,2461.480224609375
2017-09-22,2470.430908203125
2017-09-25,2476.398193359375
2017-09-26,2475.403564453125
2017-09-27,2501.261474609375
2017-09-28,2515.1845703125
2017-09-29,2567.894775390625
2017-10-02,2675.305419921875
2017-10-03,2670.332763671875
2017-10-04,2673.316650390625
2017-10-05,2691.2177734375
2017-10-06,2692.2119140625
2017-10-09,2683.261962890625
2017-10-10,2745.91748046875
2017-10-11,2762.82421875
2017-10-12,2764.813720703125
2017-10-13,2791.666259765625
2017-10-16,2806.584228515625
2017-10-17,2775.753662109375
2017-10-18,2824.48583984375
2017-10-19,2817.5244140625
2017-10-20,2833.436767578125
2017-10-23,2841.392578125
2017-10-24,2855.31640625
2017-10-25,2856.31103515625
2017-10-26,2874.212646484375
2017-10-27,2815.534912109375
2017-10-30,2797.63330078125
2017-10-31,2786.693359375
2017-11-01,2842.387451171875
2017-11-02,2822.4970703125
2017-11-03,2815.534912109375
2017-11-06,2854.322509765625
2017-11-07,2858.30029296875
2017-11-08,2756.857421875
2017-11-09,2647.45849609375
2017-11-10,2658.3984375
2017-11-13,2642.48583984375
2017-11-14,2694.201171875
2017-11-15,2654.419921875
2017-11-16,2663.37109375
2017-11-17,2661.382080078125
2017-11-20,2669.33837890625
2017-11-21,2660.387451171875
2017-11-22,2609.666015625
2017-11-23,2636.518798828125
2017-11-24,2542.037109375
2017-11-27,2574.857421875
2017-11-28,2526.124755859375
2017-11-29,2576.84619140625
2017-11-30,2526.124755859375
2017-12-01,2538.058837890625
2017-12-04,2551.983154296875
2017-12-05,2587.78564453125
2017-12-06,2589.775146484375
2017-12-07,2591.7646484375
2017-12-08,2656.40966796875
2017-12-11,2667.349365234375
2017-12-12,2637.512939453125
2017-12-13,2615.633056640625
2017-12-14,2637.512939453125
2017-12-15,2611.65478515625
2017-12-18,2670.332763671875
2017-12-19,2704.14697265625
2017-12-20,2707.13037109375
2017-12-21,2686.245361328125
2017-12-22,2704.14697265625
2017-12-27,2716.081298828125
2017-12-28,2724.03759765625
2017-12-29,2723.042724609375
2018-01-02,2735.97216796875
2018-01-03,2737.9609375
2018-01-04,2738.95556640625
2018-01-05,2762.82421875
2018-01-08,2732.988525390625
2018-01-09,2700.168701171875
2018-01-10,2658.3984375
2018-01-11,2628.5615234375
2018-01-12,2632.5400390625
2018-01-15,2604.693603515625
2018-01-16,2606.682373046875
2018-01-17,2595.742431640625
2018-01-18,2606.682373046875
2018-01-19,2619.611572265625
2018-01-22,2615.633056640625
2018-01-23,2635.524169921875
2018-01-24,2625.57861328125
2018-01-25,2587.78564453125
2018-01-26,2616.62744140625
2018-01-29,2604.693603515625
2018-01-30,2556.95556640625
2018-01-31,2488.332275390625
2018-02-01,2502.25537109375
2018-02-02,2490.32080078125
2018-02-05,2456.50732421875
2018-02-06,2421.698486328125
2018-02-07,2486.34326171875
2018-02-08,2380.92236328125
2018-02-09,2395.840087890625
2018-02-12,2400.813232421875
2018-02-13,2404.791259765625
2018-02-14,2396.835205078125
2018-02-15,2411.753173828125
2018-02-16,2409.763671875
2018-02-19,2411.753173828125
2018-02-20,2451.534423828125
2018-02-21,2470.430908203125
2018-02-22,2442.583251953125
2018-02-23,2458.496337890625
2018-02-26,2474.408935546875
2018-02-27,2589.775146484375
2018-02-28,2586.7919921875
2018-03-01,2568.889892578125
2018-03-02,2569.884765625
2018-03-05,2627.5673828125
2018-03-06,2635.524169921875
2018-03-07,2628.5615234375
2018-03-08,2535.280029296875
2018-03-09,2584.03564453125
2018-03-12,2571.10009765625
2018-03-13,2536.275146484375
2018-03-14,2537.270751953125
2018-03-15,2547.220458984375
2018-03-16,2514.385009765625
2018-03-19,2519.360107421875
2018-03-20,2538.265380859375
2018-03-21,2548.21533203125
2018-03-22,2476.57470703125
2018-03-23,2482.544677734375
2018-03-26,2487.51953125
2018-03-27,2513.389892578125
2018-03-28,2531.300048828125
2018-03-29,2517.370361328125
2018-04-03,2521.349609375
2018-04-04,2545.230224609375
2018-04-05,2606.920654296875
2018-04-06,2630.800537109375
2018-04-09,2634.780517578125
2018-04-10,2663.635986328125
2018-04-11,2661.646240234375
2018-04-12,2646.72119140625
2018-04-13,2662.64111328125
2018-04-16,2657.666015625
2018-04-17,2690.50146484375
2018-04-18,2679.55615234375
2018-04-19,2688.51123046875
2018-04-20,2703.435791015625
2018-04-23,2707.41650390625
2018-04-24,2676.5712890625
2018-04-25,2680.55126953125
2018-04-26,2669.606201171875
2018-04-27,2716.37158203125
2018-04-30,2701.4462890625
2018-05-01,2732.291748046875
2018-05-02,2697.46630859375
2018-05-03,2718.361328125
2018-05-04,2716.37158203125
2018-05-08,2736.272216796875
2018-05-09,2759.156494140625
2018-05-10,2743.23681640625
2018-05-11,2781.047119140625
2018-05-14,2752.19189453125
2018-05-15,2802.937255859375
2018-05-16,2769.1064453125
2018-05-17,2784.03173828125
2018-05-18,2798.957275390625
2018-05-21,2832.787353515625
2018-05-22,2834.77734375
2018-05-23,2800.947021484375
2018-05-24,2790.001953125
2018-05-25,2826.81787109375
2018-05-29,2800.947021484375
2018-05-30,2814.876953125
2018-05-31,2817.862548828125
2018-06-01,2850.697998046875
2018-06-04,2836.767578125
2018-06-05,2813.882568359375
2018-06-06,2841.742919921875
2018-06-07,2862.637451171875
2018-06-08,2865.622802734375
2018-06-11,2845.722900390625
2018-06-12,2776.072265625
2018-06-13,2791.9921875
2018-06-14,2714.450927734375
2018-06-15,2674.634765625
2018-06-18,2688.570556640625
2018-06-19,2613.915283203125
2018-06-20,2597.9892578125
2018-06-21,2518.357177734375
2018-06-22,2564.145751953125
2018-06-25,2511.3896484375
2018-06-26,2528.311279296875
2018-06-27,2537.2705078125
2018-06-28,2502.430908203125
2018-06-29,2521.343017578125
2018-07-02,2475.554931640625
2018-07-03,2484.513427734375
2018-07-04,2470.578125
2018-07-05,2463.61083984375
2018-07-06,2458.633544921875
2018-07-09,2463.61083984375
2018-07-10,2484.513427734375
2018-07-11,2473.564453125
2018-07-12,2472.56884765625
2018-07-13,2470.578125
2018-07-16,2461.87353515625
2018-07-17,2489.490478515625
2018-07-18,2479.536376953125
2018-07-19,2497.453857421875
2018-07-20,2492.476806640625
2018-07-23,2421.803466796875
2018-07-24,2445.693115234375
2018-07-25,2463.61083984375
2018-07-26,2453.6572265625
2018-07-27,2451.66552734375
2018-07-30,2445.693115234375
2018-07-31,2470.578125
2018-08-01,2452.6611328125
2018-08-02,2401.8955078125
2018-08-03,2425.785400390625
2018-08-06,2449.674560546875
2018-08-07,2471.573486328125
2018-08-08,2489.490478515625
2018-08-09,2467.592041015625
2018-08-10,2462.615234375
2018-08-13,2452.6611328125
2018-08-14,2431.7578125
2018-08-15,2410.854248046875
2018-08-16,2457.637939453125
2018-08-17,2450.670654296875
2018-08-20,2432.753662109375
2018-08-21,2428.771484375
2018-08-22,2455.647216796875
2018-08-23,2477.54541015625
2018-08-24,2442.70751953125
2018-08-28,2476.55078125
2018-08-29,2457.637939453125
2018-08-30,2456.642333984375
2018-08-31,2421.803466796875
2018-09-03,2426.780517578125
2018-09-04,2347.148681640625
2018-09-05,2361.084228515625
2018-09-06,2380.991943359375
2018-09-07,2358.098388671875
2018-09-10,2363.075439453125
2018-09-11,2361.084228515625
2018-09-12,2371.0380859375
2018-09-13,2357.102783203125
2018-09-14,2376.015380859375
2018-09-17,2372.033935546875
2018-09-18,2374.024658203125
2018-09-19,2411.849853515625
2018-09-20,2422.79931640625
2018-09-21,2355.11181640625
2018-09-24,2348.14404296875
2018-09-25,2370.04248046875
2018-09-26,2363.075439453125
2018-09-27,2375.02001953125
2018-09-28,2354.11669921875
2018-10-01,2307.33251953125
2018-10-02,2298.374267578125
2018-10-03,2321.2685546875
2018-10-04,2292.401611328125
2018-10-05,2300.364990234375
2018-10-08,2272.493896484375
2018-10-09,2265.526123046875
2018-10-10,2250.59521484375
2018-10-11,2167.977294921875
2018-10-12,2238.650146484375
2018-10-15,2200.824951171875
2018-10-16,2248.60400390625
2018-10-17,2187.885009765625
2018-10-18,2198.834716796875
2018-10-19,2152.050537109375
2018-10-22,2179.922119140625
2018-10-23,2183.90380859375
2018-10-24,2189.876220703125
2018-10-25,2196.84326171875
2018-10-26,2175.940185546875
2018-10-29,2215.75634765625
2018-10-30,2265.526123046875
2018-10-31,2283.443115234375
2018-11-01,2352.1259765625
2018-11-02,2376.015380859375
2018-11-05,2362.080078125
2018-11-06,2345.15771484375
2018-11-07,2358.098388671875
2018-11-08,2385.968994140625
2018-11-09,2375.02001953125
2018-11-12,2305.341552734375
2018-11-13,2364.071044921875
2018-11-14,2341.176513671875
2018-11-15,2168.972900390625
2018-11-16,2118.20703125
2018-11-19,2096.30810546875
2018-11-20,2063.460205078125
2018-11-21,2091.331298828125
2018-11-22,2112.23486328125
2018-11-23,2164.9912109375
2018-11-26,2161.00927734375
2018-11-27,2103.2763671875
2018-11-28,2004.73193359375
2018-11-29,1956.4549560546875
2018-11-30,1891.25634765625
2018-12-03,1884.2886962890625
2018-12-04,1855.422119140625
2018-12-05,1986.3167724609375
2018-12-06,1933.56103515625
2018-12-07,1937.0445556640625
2018-12-10,1852.435791015625
2018-12-11,1881.800048828125
2018-12-12,1961.9296875
2018-12-13,1940.5284423828125
2018-12-14,1888.2701416015625
2018-12-17,1850.9427490234375
2018-12-18,1860.399169921875
2018-12-19,1884.2886962890625
2018-12-20,1887.27490234375
2018-12-21,1894.242431640625
2018-12-24,1892.7496337890625
2018-12-27,1873.339111328125
2018-12-28,1925.5975341796875
2018-12-31,1921.118408203125
2019-01-02,1931.570068359375
2019-01-03,1938.0399169921875
2019-01-04,1996.7685546875
2019-01-07,1998.7593994140625
2019-01-08,2030.612060546875
2019-01-09,2096.30810546875
2019-01-10,2101.28515625
2019-01-11,2192.862060546875
2019-01-14,2218.742431640625
2019-01-15,2190.871337890625
2019-01-16,2309.323486328125
2019-01-17,2304.346435546875
2019-01-18,2383.978515625
2019-01-21,2377.010986328125
2019-01-22,2379.001220703125
2019-01-23,2360.0888671875
2019-01-24,2369.0478515625
2019-01-25,2380.991943359375
2019-01-28,2345.15771484375
2019-01-29,2375.02001953125
2019-01-30,2396.918701171875
2019-01-31,2364.071044921875
2019-02-01,2399.905029296875
2019-02-04,2390.94580078125
2019-02-05,2421.803466796875
2019-02-06,2429.7666015625
2019-02-07,2367.05712890625
2019-02-08,2387.960205078125
2019-02-11,2433.74853515625
2019-02-12,2383.978515625
2019-02-13,2421.803466796875
2019-02-14,2391.941650390625
2019-02-15,2393.93212890625
2019-02-18,2408.863525390625
2019-02-19,2419.81298828125
2019-02-20,2429.7666015625
2019-02-21,2448.679443359375
2019-02-22,2456.642333984375
2019-02-25,2341.176513671875
2019-02-26,2384.973388671875
2019-02-27,2440.716552734375
2019-02-28,2421.803466796875
2019-03-01,2421.803466796875
2019-03-04,2448.679443359375
2019-03-05,2459.628662109375
2019-03-06,2421.803466796875
2019-03-07,2240.79736328125
2019-03-08,2238.80517578125
2019-03-11,2178.0546875
2019-03-12,2218.886474609375
2019-03-13,2227.85009765625
2019-03-14,2255.73583984375
2019-03-15,2284.616943359375
2019-03-18,2274.657958984375
2019-03-19,2295.57177734375
2019-03-20,2202.952392578125
2019-03-21,2151.165283203125
2019-03-22,2129.255615234375
2019-03-25,2146.185791015625
2019-03-26,2151.165283203125
2019-03-27,2189.009765625
2019-03-28,2164.112548828125
2019-03-29,2161.1240234375
2019-04-01,2162.1201171875
2019-04-02,2153.15673828125
2019-04-03,2231.833984375
2019-04-04,2236.8134765625
2019-04-05,2215.899658203125
2019-04-08,2204.9443359375
2019-04-09,2170.087890625
2019-04-10,2168.095703125
2019-04-11,2254.740234375
2019-04-12,2275.654052734375
2019-04-15,2302.543701171875
2019-04-16,2338.396484375
2019-04-17,2339.392333984375
2019-04-18,2334.412353515625
