Date,MALLPLAZA.SN
2019-04-30,1468.0966796875
2019-05-02,1471.7216796875
2019-05-03,1452.328125
2019-05-06,1449.9718017578125
2019-05-07,1444.2625732421875
2019-05-08,1441.453369140625
2019-05-09,1436.922119140625
2019-05-10,1436.650146484375
2019-05-13,1421.516357421875
2019-05-14,1449.9718017578125
2019-05-15,1437.4658203125
2019-05-16,1439.4595947265625
2019-05-17,1431.93798828125
2019-05-20,1431.847412109375
2019-05-22,1431.847412109375
2019-05-23,1432.028564453125
2019-05-24,1441.5439453125
2019-05-27,1431.847412109375
2019-05-28,1431.93798828125
2019-05-29,1463.474853515625
2019-05-30,1442.087646484375
2019-05-31,1437.19384765625
2019-06-03,1429.4912109375
2019-06-04,1445.3502197265625
2019-06-05,1448.97509765625
2019-06-06,1439.6409912109375
2019-06-07,1440.637939453125
2019-06-10,1455.8624267578125
2019-06-11,1459.0341796875
2019-06-12,1458.1279296875
2019-06-13,1449.9718017578125
2019-06-14,1450.33447265625
2019-06-17,1448.8843994140625
2019-06-18,1444.1719970703125
2019-06-19,1443.0845947265625
2019-06-20,1459.0341796875
2019-06-21,1445.4407958984375
2019-06-24,1441.36279296875
2019-06-25,1443.0845947265625
2019-06-26,1441.9063720703125
2019-06-27,1441.6346435546875
2019-06-28,1439.09716796875
2019-07-01,1456.3154296875
2019-07-02,1445.4407958984375
2019-07-03,1453.324951171875
2019-07-04,1464.19970703125
2019-07-05,1469.999755859375
2019-07-08,1472.7183837890625
2019-07-09,1470.5433349609375
2019-07-10,1469.5465087890625
2019-07-11,1480.783935546875
2019-07-12,1517.0330810546875
2019-07-15,1491.2054443359375
2019-07-17,1488.124267578125
2019-07-18,1472.6278076171875
2019-07-19,1470.634033203125
2019-07-22,1472.6278076171875
2019-07-23,1484.4088134765625
2019-07-24,1477.3399658203125
2019-07-25,1490.5711669921875
2019-07-26,1472.7183837890625
2019-07-29,1481.5994873046875
2019-07-30,1474.621337890625
2019-07-31,1502.080322265625
2019-08-01,1468.549560546875
2019-08-02,1446.3470458984375
2019-08-05,1449.9718017578125
2019-08-06,1446.8001708984375
2019-08-07,1441.0003662109375
2019-08-08,1467.009033203125
2019-08-09,1460.846923828125
2019-08-12,1440.45654296875
2019-08-13,1449.518798828125
2019-08-14,1463.656005859375
2019-08-16,1486.2213134765625
2019-08-19,1495.28369140625
2019-08-20,1497.367919921875
2019-08-21,1513.3175048828125
2019-08-22,1522.4705810546875
2019-08-23,1495.555419921875
2019-08-26,1495.28369140625
2019-08-27,1504.61767578125
2019-08-28,1521.4736328125
2019-08-29,1513.4083251953125
2019-08-30,1585.816162109375
2019-09-02,1551.8323974609375
2019-09-03,1563.2508544921875
2019-09-04,1563.2508544921875
2019-09-05,1577.0257568359375
2019-09-06,1567.872802734375
2019-09-09,1613.0936279296875
2019-09-10,1567.6009521484375
2019-09-11,1585.9068603515625
2019-09-12,1612.1876220703125
2019-09-13,1620.8873291015625
2019-09-16,1638.8309326171875
2019-09-17,1711.873046875
2019-09-23,1721.841796875
2019-09-24,1719.0323486328125
2019-09-25,1699.3668212890625
2019-09-26,1711.69189453125
2019-09-27,1688.2203369140625
2019-09-30,1657.31787109375
2019-10-01,1656.0491943359375
2019-10-02,1658.4052734375
2019-10-03,1653.693115234375
2019-10-04,1699.185791015625
2019-10-07,1690.0328369140625
2019-10-08,1677.889404296875
2019-10-09,1677.2550048828125
2019-10-10,1676.5301513671875
2019-10-11,1664.4771728515625
2019-10-14,1667.4676513671875
2019-10-15,1681.06103515625
2019-10-16,1662.2115478515625
2019-10-17,1690.12353515625
2019-10-18,1679.0673828125
2019-10-21,1595.603515625
2019-10-22,1589.0787353515625
2019-10-23,1666.470703125
2019-10-24,1631.1279296875
2019-10-25,1614.1810302734375
2019-10-28,1600.3160400390625
2019-10-29,1538.78271484375
2019-10-30,1422.7847900390625
2019-11-04,1443.628173828125
2019-11-05,1386.53564453125
2019-11-06,1301.4404296875
2019-11-07,1338.414794921875
2019-11-08,1354.8173828125
2019-11-11,1315.940185546875
2019-11-12,1286.85009765625
2019-11-13,1244.2572021484375
2019-11-14,1307.693359375
2019-11-15,1485.31494140625
2019-11-18,1466.0120849609375
2019-11-19,1468.0966796875
2019-11-20,1468.0966796875
2019-11-21,1450.8782958984375
2019-11-22,1469.5465087890625
2019-11-25,1448.1595458984375
2019-11-26,1371.7640380859375
2019-11-27,1339.4114990234375
2019-11-28,1345.7552490234375
2019-11-29,1364.332763671875
2019-12-02,1345.6646728515625
2019-12-03,1341.1334228515625
2019-12-04,1422.6943359375
2019-12-05,1453.5966796875
2019-12-06,1468.0966796875
2019-12-09,1461.390380859375
2019-12-10,1463.474853515625
2019-12-11,1427.316162109375
2019-12-12,1449.9718017578125
2019-12-13,1449.9718017578125
2019-12-16,1449.9718017578125
2019-12-17,1465.3779296875
2019-12-18,1449.9718017578125
2019-12-19,1431.847412109375
2019-12-20,1462.6591796875
2019-12-23,1436.3782958984375
2019-12-24,1439.2783203125
2019-12-26,1430.9410400390625
2019-12-27,1414.62890625
2019-12-30,1430.1253662109375
2020-01-02,1440.90966796875
2020-01-03,1440.90966796875
2020-01-06,1451.784423828125
2020-01-07,1454.5030517578125
2020-01-08,1472.537109375
2020-01-09,1461.390380859375
2020-01-10,1508.5145263671875
2020-01-13,1476.705810546875
2020-01-14,1450.8782958984375
2020-01-15,1451.784423828125
2020-01-16,1445.4407958984375
2020-01-17,1441.0003662109375
2020-01-20,1403.3914794921875
2020-01-21,1363.8800048828125
2020-01-22,1359.9830322265625
2020-01-23,1324.911865234375
2020-01-24,1315.6683349609375
2020-01-27,1314.76220703125
2020-01-28,1341.2239990234375
2020-01-29,1314.0369873046875
2020-01-30,1327.6304931640625
2020-01-31,1305.0654296875
2020-02-03,1269.6317138671875
2020-02-04,1350.286376953125
2020-02-05,1323.0992431640625
2020-02-06,1323.0992431640625
2020-02-07,1323.0992431640625
2020-02-10,1338.8677978515625
2020-02-11,1352.9146728515625
2020-02-12,1354.8173828125
2020-02-13,1394.691650390625
2020-02-14,1366.4173583984375
2020-02-17,1363.6986083984375
2020-02-18,1359.3486328125
2020-02-19,1356.3580322265625
2020-02-20,1352.9146728515625
2020-02-21,1343.580322265625
2020-02-24,1309.505859375
2020-02-25,1309.505859375
2020-02-26,1271.353759765625
2020-02-27,1268.3629150390625
2020-02-28,1259.572509765625
2020-03-02,1268.8160400390625
2020-03-03,1282.3189697265625
2020-03-04,1314.0369873046875
2020-03-05,1304.068603515625
2020-03-06,1299.44677734375
2020-03-09,1259.6632080078125
2020-03-10,1243.3509521484375
2020-03-11,1214.3514404296875
2020-03-12,1167.2274169921875
2020-03-13,1112.8536376953125
2020-03-16,897.1701049804688
2020-03-17,842.7962036132812
2020-03-18,761.2352905273438
2020-03-19,815.89013671875
2020-03-20,821.952880859375
2020-03-23,816.334228515625
2020-03-24,815.6091918945312
2020-03-25,855.1934814453125
2020-03-26,865.4519653320312
2020-03-27,879.0454711914062
2020-03-30,921.638427734375
2020-03-31,987.79345703125
2020-04-01,971.4810180664062
2020-04-02,1019.5115966796875
2020-04-03,1122.7314453125
2020-04-06,1098.1727294921875
2020-04-07,1103.6099853515625
2020-04-08,1105.6036376953125
2020-04-09,1106.509765625
2020-04-13,1123.7281494140625
2020-04-14,1147.290283203125
2020-04-15,1111.9471435546875
2020-04-16,1114.84716796875
2020-04-17,996.855712890625
2020-04-20,1126.447021484375
2020-04-21,1114.6661376953125
2020-04-22,1077.51025390625
2020-04-23,1055.7608642578125
2020-04-24,1039.6297607421875
2020-04-27,1082.6761474609375
2020-04-28,1115.396484375
2020-04-29,1159.0025634765625
2020-04-30,1103.4622802734375
2020-05-04,1066.7413330078125
2020-05-05,1129.1668701171875
2020-05-06,1166.8057861328125
2020-05-07,1220.968994140625
2020-05-08,1193.4283447265625
2020-05-11,1175.0679931640625
2020-05-12,1175.3433837890625
2020-05-13,1116.6817626953125
2020-05-14,1081.4296875
2020-05-15,1055.72509765625
2020-05-18,1102.544189453125
2020-05-19,1087.4886474609375
2020-05-20,1083.5411376953125
2020-05-22,1123.6588134765625
2020-05-25,1158.08447265625
2020-05-26,1189.75634765625
2020-05-27,1138.3470458984375
2020-05-28,1101.075439453125
2020-05-29,1028.1845703125
2020-06-01,1067.93505859375
2020-06-02,1064.8135986328125
2020-06-03,1082.072265625
2020-06-04,1084.1837158203125
2020-06-05,1169.651611328125
2020-06-08,1230.0574951171875
2020-06-09,1243.9195556640625
2020-06-10,1257.68994140625
2020-06-11,1244.929443359375
2020-06-12,1240.7982177734375
2020-06-15,1195.2642822265625
2020-06-16,1206.2806396484375
2020-06-17,1245.5721435546875
2020-06-18,1261.362060546875
2020-06-19,1233.821533203125
2020-06-22,1226.752685546875
2020-06-23,1224.6412353515625
2020-06-24,1225.5589599609375
2020-06-25,1285.2305908203125
2020-06-26,1282.935546875
2020-06-30,1271.4603271484375
2020-07-01,1306.34521484375
2020-07-02,1360.41650390625
2020-07-03,1340.49560546875
2020-07-06,1368.6788330078125
2020-07-07,1328.1939697265625
2020-07-08,1331.131591796875
2020-07-09,1285.2305908203125
2020-07-10,1285.1387939453125
2020-07-13,1335.2626953125
2020-07-14,1313.413818359375
2020-07-15,1258.60791015625
2020-07-17,1207.474365234375
2020-07-20,1193.4283447265625
2020-07-21,1193.795654296875
2020-07-22,1188.8382568359375
2020-07-23,1198.1104736328125
2020-07-24,1261.821044921875
2020-07-27,1280.640380859375
2020-07-28,1276.05029296875
2020-07-29,1247.591552734375
2020-07-30,1206.83154296875
2020-07-31,1235.7491455078125
2020-08-03,1241.44091796875
2020-08-04,1230.1492919921875
2020-08-05,1244.929443359375
2020-08-06,1245.296630859375
2020-08-07,1239.32958984375
2020-08-10,1190.3988037109375
2020-08-11,1212.523193359375
2020-08-12,1211.788818359375
2020-08-13,1210.228271484375
2020-08-14,1191.59228515625
2020-08-17,1170.569580078125
2020-08-18,1145.782958984375
2020-08-19,1147.52734375
2020-08-20,1121.8226318359375
2020-08-21,1103.9212646484375
2020-08-24,1135.776611328125
2020-08-25,1092.078857421875
2020-08-26,1049.9415283203125
2020-08-27,1048.3809814453125
2020-08-28,1048.5645751953125
2020-08-31,1138.3470458984375
2020-09-01,1047.646484375
2020-09-02,1056.2757568359375
2020-09-03,1068.5775146484375
2020-09-04,1083.2657470703125
2020-09-07,1083.2657470703125
2020-09-08,1056.643310546875
2020-09-09,1055.72509765625
2020-09-10,1055.72509765625
2020-09-11,1054.34814453125
2020-09-14,1036.26318359375
2020-09-15,1005.8765258789062
2020-09-16,998.2570190429688
2020-09-17,1041.954833984375
2020-09-21,1019.0042724609375
2020-09-22,1024.5123291015625
2020-09-23,963.9230346679688
2020-09-24,999.817626953125
2020-09-25,1000.6437377929688
2020-09-28,1007.6207885742188
2020-09-29,1010.7420654296875
2020-09-30,1009.2733154296875
2020-10-01,1029.4698486328125
2020-10-02,1040.1187744140625
2020-10-05,1055.08251953125
2020-10-06,1009.8240356445312
2020-10-07,982.2832641601562
2020-10-08,1046.453125
2020-10-09,1009.8240356445312
2020-10-13,1008.997802734375
2020-10-14,1004.95849609375
2020-10-15,1003.76513671875
2020-10-16,982.3751831054688
2020-10-19,978.244140625
2020-10-20,1005.0504150390625
2020-10-21,1004.3160400390625
2020-10-22,1009.8240356445312
2020-10-23,1021.2991943359375
2020-10-26,988.2503662109375
2020-10-27,985.0374145507812
2020-10-28,973.9293823242188
2020-10-29,931.7921752929688
2020-10-30,905.1787719726562
2020-11-02,929.8643798828125
2020-11-03,900.3040771484375
2020-11-04,899.661376953125
2020-11-05,923.9889526367188
2020-11-06,962.8212890625
2020-11-09,1142.937255859375
2020-11-10,1102.452392578125
2020-11-11,1060.3153076171875
2020-11-12,1009.8240356445312
2020-11-13,1028.367919921875
2020-11-16,1047.1875
2020-11-17,1085.193603515625
2020-11-18,1099.5146484375
2020-11-19,1078.8592529296875
2020-11-20,1081.98046875
2020-11-23,1098.7803955078125
2020-11-24,1107.04248046875
2020-11-25,1111.6328125
2020-11-26,1120.4456787109375
2020-11-27,1111.724365234375
2020-11-30,1146.609375
2020-12-01,1110.8065185546875
2020-12-02,1119.068603515625
2020-12-03,1109.245849609375
2020-12-04,1092.446044921875
2020-12-07,1037.3646240234375
2020-12-09,1046.544921875
2020-12-10,1066.9249267578125
2020-12-11,1064.9053955078125
2020-12-14,1055.8170166015625
2020-12-15,1053.8890380859375
2020-12-16,1034.7943115234375
2020-12-17,1040.2105712890625
2020-12-18,1053.79736328125
2020-12-21,1025.614013671875
2020-12-22,1036.3548583984375
2020-12-23,1033.325439453125
2020-12-24,1031.4893798828125
2020-12-28,1032.774658203125
2020-12-29,1020.65673828125
2020-12-30,1015.9747924804688
2021-01-04,1002.6635131835938
2021-01-05,1009.8240356445312
2021-01-06,1022.6763916015625
2021-01-07,1027.266357421875
2021-01-08,1035.0697021484375
2021-01-11,1031.5811767578125
2021-01-12,1038.28271484375
2021-01-13,1055.5416259765625
2021-01-14,1046.544921875
2021-01-15,1041.954833984375
2021-01-18,1062.5185546875
2021-01-19,1092.446044921875
2021-01-20,1102.085205078125
2021-01-21,1083.5411376953125
2021-01-22,1073.81005859375
2021-01-25,1069.0364990234375
2021-01-26,1074.08544921875
2021-01-27,1060.3153076171875
2021-01-28,1037.82373046875
2021-01-29,1007.988037109375
2021-02-01,1022.1255493164062
2021-02-02,1073.44287109375
2021-02-03,1072.24951171875
2021-02-04,1067.0167236328125
2021-02-05,1069.3118896484375
2021-02-08,1077.482177734375
2021-02-09,1072.5250244140625
2021-02-10,1065.7315673828125
2021-02-11,1060.498779296875
2021-02-12,1060.406982421875
2021-02-15,1072.5250244140625
2021-02-16,1073.35107421875
2021-02-17,1062.4267578125
2021-02-18,1047.462890625
2021-02-19,1084.826416015625
2021-02-22,1106.216552734375
2021-02-23,1090.885498046875
2021-02-24,1129.1668701171875
2021-02-25,1169.192626953125
2021-02-26,1230.1492919921875
2021-03-01,1218.5821533203125
2021-03-02,1207.19873046875
2021-03-03,1218.490478515625
2021-03-04,1239.32958984375
2021-03-05,1228.313232421875
2021-03-08,1228.313232421875
2021-03-09,1276.05029296875
2021-03-10,1312.771240234375
2021-03-11,1297.256591796875
2021-03-12,1259.52587890625
2021-03-15,1262.280029296875
2021-03-16,1267.2373046875
2021-03-17,1294.227294921875
2021-03-18,1274.1226806640625
2021-03-19,1243.9195556640625
2021-03-22,1210.228271484375
2021-03-23,1219.5919189453125
2021-03-24,1266.8701171875
2021-03-25,1262.280029296875
2021-03-26,1311.853271484375
2021-03-29,1344.9019775390625
2021-03-30,1381.622802734375
2021-03-31,1372.81005859375
2021-04-01,1357.7542724609375
2021-04-05,1319.472900390625
2021-04-06,1291.65673828125
2021-04-07,1284.3125
2021-04-08,1298.0831298828125
2021-04-09,1310.0172119140625
2021-04-12,1287.9847412109375
2021-04-13,1282.935546875
2021-04-14,1273.2962646484375
2021-04-15,1274.2142333984375
2021-04-16,1312.771240234375
2021-04-19,1321.9515380859375
2021-04-20,1317.3614501953125
2021-04-21,1296.9813232421875
2021-04-22,1267.7880859375
2021-04-23,1222.8050537109375
2021-04-26,1231.8935546875
2021-04-27,1189.11376953125
2021-04-28,1130.4522705078125
2021-04-29,1114.8902587890625
2021-04-30,1103.851806640625
2021-05-03,1132.2760009765625
2021-05-04,1232.6343994140625
2021-05-05,1228.126953125
2021-05-06,1195.83935546875
2021-05-07,1195.83935546875
2021-05-10,1163.6435546875
2021-05-11,1134.023681640625
2021-05-12,1108.451171875
2021-05-13,1067.976318359375
2021-05-14,1085.4542236328125
2021-05-17,952.0720825195312
2021-05-18,952.0720825195312
2021-05-19,965.8703002929688
2021-05-20,970.4696044921875
2021-05-24,969.9176025390625
2021-05-25,993.466552734375
2021-05-26,1002.6651611328125
2021-05-27,1039.4603271484375
2021-05-28,1099.2523193359375
2021-05-31,1099.2523193359375
2021-06-01,1091.8934326171875
2021-06-02,1049.671142578125
2021-06-03,988.8670654296875
2021-06-04,967.8018798828125
2021-06-07,934.5944213867188
2021-06-08,944.3450927734375
2021-06-09,952.0720825195312
2021-06-10,989.695068359375
2021-06-11,989.9708862304688
2021-06-14,1037.7122802734375
2021-06-15,1038.54052734375
2021-06-16,1044.0595703125
2021-06-17,1048.658935546875
2021-06-18,1039.4603271484375
2021-06-22,1089.3175048828125
2021-06-23,1098.79248046875
2021-06-24,1140.3707275390625
2021-06-25,1120.409423828125
2021-06-29,1084.5343017578125
2021-06-30,1053.2584228515625
2021-07-01,1078.8310546875
2021-07-02,1066.3206787109375
2021-07-05,1044.5196533203125
2021-07-06,1025.6622314453125
2021-07-07,1011.8639526367188
2021-07-08,1002.6651611328125
2021-07-09,1016.4635009765625
2021-07-12,1014.3477172851562
2021-07-13,984.4517211914062
2021-07-14,984.2676391601562
2021-07-15,993.9263916015625
2021-07-19,1046.8193359375
2021-07-20,1048.658935546875
2021-07-21,1049.3951416015625
2021-07-22,1034.4010009765625
2021-07-23,1006.0687866210938
2021-07-26,992.5465087890625
2021-07-27,974.1490478515625
2021-07-28,967.7100219726562
2021-07-29,1004.781005859375
2021-07-30,1000.91748046875
2021-08-02,983.1640014648438
2021-08-03,976.8167724609375
2021-08-04,987.9472045898438
2021-08-05,975.069091796875
2021-08-06,955.0155639648438
2021-08-09,938.9178466796875
2021-08-10,953.451904296875
2021-08-11,942.50537109375
2021-08-12,941.677490234375
2021-08-13,945.7249145507812
2021-08-16,952.4400634765625
2021-08-17,928.9832153320312
2021-08-18,928.7991943359375
2021-08-19,927.2353515625
2021-08-20,919.3245239257812
2021-08-23,915.1849975585938
2021-08-24,895.0213012695312
2021-08-25,891.9490966796875
2021-08-26,913.437255859375
2021-08-27,896.9714965820312
2021-08-30,894.2393798828125
2021-08-31,899.4368286132812
2021-09-01,900.6509399414062
2021-09-02,900.5590209960938
2021-09-03,914.3571166992188
2021-09-06,910.3189086914062
2021-09-07,909.0770874023438
2021-09-08,889.0972290039062
2021-09-09,872.9627075195312
2021-09-10,887.8555297851562
2021-09-13,890.0171508789062
2021-09-14,863.763916015625
2021-09-15,864.6746215820312
2021-09-16,869.2831420898438
2021-09-20,846.2863159179688
2021-09-21,846.13916015625
2021-09-22,855.1631469726562
2021-09-23,846.8013916015625
2021-09-24,849.993408203125
2021-09-27,849.478271484375
2021-09-28,825.5523071289062
2021-09-29,800.29248046875
2021-09-30,800.29248046875
2021-10-01,790.4405517578125
2021-10-04,749.1657104492188
2021-10-05,730.841796875
2021-10-06,693.1912231445312
2021-10-07,688.0675659179688
2021-10-08,678.8871459960938
2021-10-12,652.1924438476562
2021-10-13,653.1122436523438
2021-10-14,646.213134765625
2021-10-15,643.9134521484375
2021-10-18,639.3140258789062
2021-10-19,639.3140258789062
2021-10-20,695.426513671875
2021-10-21,704.5609130859375
2021-10-22,710.6137084960938
2021-10-25,741.42041015625
2021-10-26,754.2987060546875
2021-10-27,735.8826904296875
2021-10-28,745.0999145507812
2021-10-29,746.8016967773438
2021-11-02,786.34716796875
2021-11-03,821.7255859375
2021-11-04,846.2863159179688
2021-11-05,823.289306640625
2021-11-08,797.5327758789062
2021-11-09,804.8917846679688
2021-11-10,846.2863159179688
2021-11-11,846.2863159179688
2021-11-12,864.0675048828125
2021-11-15,853.048583984375
2021-11-16,836.059814453125
2021-11-17,821.3204345703125
2021-11-18,826.371826171875
2021-11-19,824.8784790039062
2021-11-22,900.7146606445312
2021-11-23,903.26806640625
2021-11-24,892.2986450195312
2021-11-25,891.376953125
2021-11-26,884.92431640625
2021-11-29,874.7845458984375
2021-11-30,811.1806030273438
2021-12-01,752.1856689453125
2021-12-02,727.297119140625
2021-12-03,755.0155639648438
2021-12-06,773.386962890625
2021-12-07,772.4651489257812
2021-12-09,778.9177856445312
2021-12-10,802.6262817382812
2021-12-13,792.7446899414062
2021-12-14,765.0907592773438
2021-12-15,769.3402709960938
2021-12-16,783.2501831054688
2021-12-17,738.3587036132812
2021-12-20,695.9561157226562
2021-12-21,734.5516967773438
2021-12-22,723.7020874023438
2021-12-23,782.6049194335938
2021-12-24,815.7896118164062
2021-12-27,828.6947021484375
2021-12-28,838.7423706054688
2021-12-29,851.2603149414062
2021-12-30,865.5758056640625
2022-01-03,833.948974609375
2022-01-04,796.431884765625
2022-01-05,779.000732421875
2022-01-06,789.1036376953125
2022-01-07,763.201171875
2022-01-10,799.197265625
2022-01-11,820.3985595703125
2022-01-12,800.1190185546875
2022-01-13,810.2588500976562
2022-01-14,803.8062744140625
2022-01-17,784.6144409179688
2022-01-18,782.7523803710938
2022-01-19,783.0565795898438
2022-01-20,779.4247436523438
2022-01-21,834.2255249023438
2022-01-24,820.3985595703125
2022-01-25,829.6165771484375
2022-01-26,862.8012084960938
2022-01-27,866.1934204101562
2022-01-28,852.9287109375
2022-01-31,860.9022827148438
2022-02-01,861.4185180664062
2022-02-02,859.114013671875
2022-02-03,846.2089233398438
2022-02-04,825.0536499023438
2022-02-07,828.648681640625
2022-02-08,843.4435424804688
2022-02-09,834.2255249023438
2022-02-10,811.3372802734375
2022-02-11,813.9275512695312
2022-02-14,792.0902099609375
2022-02-15,769.6905517578125
2022-02-16,790.8090209960938
2022-02-17,789.9700927734375
2022-02-18,795.5100708007812
2022-02-21,795.5100708007812
2022-02-22,819.476806640625
2022-02-23,763.431640625
2022-02-24,782.6049194335938
2022-02-25,783.5267944335938
2022-02-28,792.7446899414062
2022-03-01,789.9793701171875
2022-03-02,792.7446899414062
2022-03-03,783.5267944335938
2022-03-04,801.0408935546875
2022-03-07,800.0269165039062
2022-03-08,799.197265625
2022-03-09,783.5267944335938
2022-03-10,783.5267944335938
2022-03-11,777.0741577148438
2022-03-14,776.15234375
2022-03-15,765.0907592773438
2022-03-16,775.396484375
2022-03-17,787.628662109375
2022-03-18,760.4818115234375
2022-03-21,770.6216430664062
2022-03-22,767.856201171875
2022-03-23,754.4255981445312
2022-03-24,752.5360107421875
2022-03-25,748.2403564453125
2022-03-28,740.2023315429688
2022-03-29,728.2189331054688
2022-03-30,749.4202880859375
