Date,GVT&D.NS
2015-08-21,513.4287109375
2015-08-24,487.6988220214844
2015-08-25,514.15966796875
2015-08-26,502.512939453125
2015-08-27,503.0977478027344
2015-08-28,506.80126953125
2015-08-31,514.305908203125
2015-09-01,492.3282165527344
2015-09-02,501.4896240234375
2015-09-03,511.38201904296875
2015-09-04,517.3271484375
2015-09-07,509.7251892089844
2015-09-08,525.90380859375
2015-09-09,525.562744140625
2015-09-10,520.787109375
2015-09-11,517.3271484375
2015-09-14,512.1618041992188
2015-09-15,504.8520812988281
2015-09-16,506.6063537597656
2015-09-18,498.71197509765625
2015-09-21,495.6906433105469
2015-09-22,497.54241943359375
2015-09-23,493.59527587890625
2015-09-24,507.19122314453125
2015-09-28,494.7160339355469
2015-09-29,499.9789733886719
2015-09-30,500.3200378417969
2015-10-01,492.1333312988281
2015-10-05,506.9475402832031
2015-10-06,531.5078125
2015-10-07,517.7656860351562
2015-10-08,520.00732421875
2015-10-09,516.011474609375
2015-10-12,515.9140014648438
2015-10-13,510.4561462402344
2015-10-14,512.5028076171875
2015-10-15,510.50482177734375
2015-10-16,522.3952026367188
2015-10-19,508.5068664550781
2015-10-20,521.2256469726562
2015-10-21,515.5728759765625
2015-10-23,513.4287109375
2015-10-26,511.5769958496094
2015-10-27,506.0216369628906
2015-10-28,504.2185363769531
2015-10-29,500.2713317871094
2015-10-30,512.2591552734375
2015-11-02,501.44091796875
2015-11-03,510.894775390625
2015-11-04,504.1210632324219
2015-11-05,499.2480163574219
2015-11-06,502.7079162597656
2015-11-09,497.1525573730469
2015-11-10,483.0206298828125
2015-11-13,470.1069641113281
2015-11-16,465.331298828125
2015-11-17,472.0074157714844
2015-11-18,482.58203125
2015-11-19,475.0775146484375
2015-11-20,468.25518798828125
2015-11-23,471.2277526855469
2015-11-24,467.7678527832031
2015-11-26,464.94146728515625
2015-11-27,466.4521179199219
2015-11-30,476.5881652832031
2015-12-01,477.0754699707031
2015-12-02,492.6693420410156
2015-12-03,483.3130187988281
2015-12-04,477.5627746582031
2015-12-07,471.61761474609375
2015-12-08,468.0602722167969
2015-12-09,469.0835876464844
2015-12-10,465.57501220703125
2015-12-11,468.8399353027344
2015-12-14,468.9373779296875
2015-12-15,466.5495910644531
2015-12-16,462.0176086425781
2015-12-17,468.9373779296875
2015-12-18,458.3627624511719
2015-12-21,459.7760009765625
2015-12-22,458.26531982421875
2015-12-23,463.0409851074219
2015-12-24,464.5516052246094
2015-12-28,459.3861389160156
2015-12-29,463.9181213378906
2015-12-30,466.0622863769531
2015-12-31,461.9689025878906
2016-01-01,459.92218017578125
2016-01-04,447.69073486328125
2016-01-05,438.9678955078125
2016-01-06,432.2430419921875
2016-01-07,443.64605712890625
2016-01-08,437.700927734375
2016-01-11,438.57806396484375
2016-01-12,429.0268249511719
2016-01-13,432.0481262207031
2016-01-14,428.1496276855469
2016-01-15,409.6806640625
2016-01-18,410.99639892578125
2016-01-19,415.041015625
2016-01-20,411.2887268066406
2016-01-21,412.5556945800781
2016-01-22,408.9009094238281
2016-01-25,424.1537170410156
2016-01-27,434.3384704589844
2016-01-28,422.2044677734375
2016-01-29,436.8724670410156
2016-02-01,429.6115417480469
2016-02-02,425.71307373046875
2016-02-03,429.1242370605469
2016-02-04,423.9100646972656
2016-02-05,433.8511657714844
2016-02-08,428.58819580078125
2016-02-09,424.3486633300781
2016-02-10,412.36083984375
2016-02-11,385.3152160644531
2016-02-12,385.802490234375
2016-02-15,400.61663818359375
2016-02-16,395.9385070800781
2016-02-17,381.4654541015625
2016-02-18,391.8939208984375
2016-02-19,382.9761047363281
2016-02-22,380.2471618652344
2016-02-23,365.3842468261719
2016-02-24,356.71014404296875
2016-02-25,352.2268981933594
2016-02-26,350.813720703125
2016-02-29,350.27764892578125
2016-03-01,356.4664611816406
2016-03-02,374.7405700683594
2016-03-03,388.7263488769531
2016-03-04,390.18829345703125
2016-03-08,384.77911376953125
2016-03-09,380.8806457519531
2016-03-10,374.15582275390625
2016-03-11,387.2156677246094
2016-03-14,383.4634094238281
2016-03-15,388.1902770996094
2016-03-16,397.7415771484375
2016-03-17,386.5821838378906
2016-03-18,374.59442138671875
2016-03-21,366.2126770019531
2016-03-22,381.2217712402344
2016-03-23,390.0908203125
2016-03-28,399.78826904296875
2016-03-29,390.57806396484375
2016-03-30,421.8634033203125
2016-03-31,427.41864013671875
2016-04-01,426.88262939453125
2016-04-04,428.88055419921875
2016-04-05,412.1658935546875
2016-04-06,411.97100830078125
2016-04-07,415.62579345703125
2016-04-08,414.9435729980469
2016-04-11,412.1658935546875
2016-04-12,403.0044860839844
2016-04-13,405.24609375
2016-04-18,393.9405517578125
2016-04-20,398.37506103515625
2016-04-21,388.3852233886719
2016-04-22,390.6756286621094
2016-04-25,377.9080810546875
2016-04-26,369.6725769042969
2016-04-27,366.50506591796875
2016-04-28,369.42889404296875
2016-04-29,371.03704833984375
2016-05-02,370.1111145019531
2016-05-03,368.94158935546875
2016-05-04,345.1122131347656
2016-05-05,341.506103515625
2016-05-06,333.3680419921875
2016-05-09,342.7243347167969
2016-05-10,336.97412109375
2016-05-11,334.5863037109375
2016-05-12,343.8451843261719
2016-05-13,345.9893493652344
2016-05-16,342.0908508300781
2016-05-17,344.5274353027344
2016-05-18,342.7243347167969
2016-05-19,339.9467468261719
2016-05-20,330.1517639160156
2016-05-23,326.2533264160156
2016-05-24,318.8949890136719
2016-05-25,321.9162902832031
2016-05-26,335.90203857421875
2016-05-27,330.2492980957031
2016-05-30,329.61578369140625
2016-05-31,323.47564697265625
2016-06-01,324.6452331542969
2016-06-02,319.4309997558594
2016-06-03,333.90411376953125
2016-06-06,351.0573425292969
2016-06-07,358.7568359375
2016-06-08,365.5791931152344
2016-06-09,362.7040710449219
2016-06-10,354.3710632324219
2016-06-13,359.1954345703125
2016-06-14,359.34161376953125
2016-06-15,359.82891845703125
2016-06-16,355.5406188964844
2016-06-17,348.5233459472656
2016-06-20,340.23907470703125
2016-06-21,343.1142272949219
2016-06-22,343.06549072265625
2016-06-23,343.50408935546875
2016-06-24,341.1650085449219
2016-06-27,338.1924133300781
2016-06-28,336.48681640625
2016-06-29,344.8685607910156
2016-06-30,346.37921142578125
2016-07-01,350.95989990234375
2016-07-04,343.5527648925781
2016-07-05,348.27972412109375
2016-07-07,349.05938720703125
2016-07-08,349.8390808105469
2016-07-11,358.3670349121094
2016-07-12,355.2481994628906
2016-07-13,354.3710632324219
2016-07-14,357.44110107421875
2016-07-15,351.4959411621094
2016-07-18,353.6998291015625
2016-07-19,353.11212158203125
2016-07-20,352.3774719238281
2016-07-21,348.2635498046875
2016-07-22,352.57342529296875
2016-07-25,355.4139709472656
2016-07-26,348.9002685546875
2016-07-27,349.3900146484375
2016-07-28,342.7783508300781
2016-07-29,338.3705749511719
2016-08-01,342.7293395996094
2016-08-02,337.5869445800781
2016-08-03,334.0117492675781
2016-08-04,334.9422912597656
2016-08-05,341.21112060546875
2016-08-08,337.7828674316406
2016-08-09,333.0322570800781
2016-08-10,327.0082702636719
2016-08-11,328.37957763671875
2016-08-12,325.4410705566406
2016-08-16,325.1472473144531
2016-08-17,322.60052490234375
2016-08-18,321.4250793457031
2016-08-19,319.31915283203125
2016-08-22,316.5765380859375
2016-08-23,313.3441467285156
2016-08-24,313.3441467285156
2016-08-25,315.401123046875
2016-08-26,313.1482849121094
2016-08-29,312.6094970703125
2016-08-30,316.3316955566406
2016-08-31,313.0013427734375
2016-09-01,308.2507629394531
2016-09-02,310.99334716796875
2016-09-06,313.6869812011719
2016-09-07,327.7428894042969
2016-09-08,315.30316162109375
2016-09-09,322.6984558105469
2016-09-12,315.9888610839844
2016-09-14,315.9888610839844
2016-09-15,315.9888610839844
2016-09-16,315.9888610839844
2016-09-19,315.9888610839844
2016-09-20,315.9888610839844
2016-09-21,315.9888610839844
2016-09-22,315.9888610839844
2016-09-23,315.9888610839844
2016-09-26,315.9888610839844
2016-09-27,315.9888610839844
2016-09-28,315.9888610839844
2016-09-29,315.9888610839844
2016-09-30,315.9888610839844
2016-10-03,315.9888610839844
2016-10-04,315.9888610839844
2016-10-05,315.9888610839844
2016-10-06,315.9888610839844
2016-10-07,315.9888610839844
2016-10-10,315.9888610839844
2016-10-13,315.9888610839844
2016-10-14,315.9888610839844
2016-10-17,315.9888610839844
2016-10-18,315.9888610839844
2016-10-19,315.9888610839844
2016-10-20,315.9888610839844
2016-10-21,315.9888610839844
2016-10-24,315.9888610839844
2016-10-25,315.9888610839844
2016-10-26,315.9888610839844
2016-10-27,315.9888610839844
2016-10-28,315.9888610839844
2016-11-01,315.9888610839844
2016-11-02,315.9888610839844
2016-11-03,315.9888610839844
2016-11-04,315.9888610839844
2016-11-07,315.9888610839844
2016-11-08,315.9888610839844
2016-11-09,315.9888610839844
2016-11-10,315.9888610839844
2016-11-11,315.9888610839844
2016-11-15,315.9888610839844
2016-11-16,315.9888610839844
2016-11-17,315.9888610839844
2016-11-18,315.9888610839844
2016-11-21,315.9888610839844
2016-11-22,315.9888610839844
2016-11-23,315.9888610839844
2016-11-24,315.9888610839844
2016-11-25,315.9888610839844
2016-11-28,315.9888610839844
2016-11-29,315.9888610839844
2016-11-30,315.9888610839844
2016-12-01,315.9888610839844
2016-12-02,315.9888610839844
2016-12-05,315.9888610839844
2016-12-06,315.9888610839844
2016-12-07,315.9888610839844
2016-12-08,315.9888610839844
2016-12-09,315.9888610839844
2016-12-12,315.9888610839844
2016-12-13,315.9888610839844
2016-12-14,315.9888610839844
2016-12-15,315.9888610839844
2016-12-16,315.9888610839844
2016-12-19,315.9888610839844
2016-12-20,315.9888610839844
2016-12-21,315.9888610839844
2016-12-22,315.9888610839844
2016-12-23,315.9888610839844
2016-12-26,315.9888610839844
2016-12-27,315.9888610839844
2016-12-28,315.9888610839844
2016-12-29,315.9888610839844
2016-12-30,315.9888610839844
2017-01-02,315.9888610839844
2017-01-03,315.9888610839844
2017-01-04,315.9888610839844
2017-01-05,315.9888610839844
2017-01-06,315.9888610839844
2017-01-09,315.9888610839844
2017-01-10,315.9888610839844
2017-01-11,315.9888610839844
2017-01-12,315.9888610839844
2017-01-13,315.9888610839844
2017-01-16,315.9888610839844
2017-01-17,315.9888610839844
2017-01-18,315.9888610839844
2017-01-19,315.9888610839844
2017-01-20,315.9888610839844
2017-01-23,315.9888610839844
2017-01-24,315.9888610839844
2017-01-25,315.9888610839844
2017-01-27,315.9888610839844
2017-01-30,315.9888610839844
2017-01-31,315.9888610839844
2017-02-01,315.9888610839844
2017-02-02,315.9888610839844
2017-02-03,315.9888610839844
2017-02-06,315.9888610839844
2017-02-07,315.9888610839844
2017-02-08,315.9888610839844
2017-02-09,315.9888610839844
2017-02-10,315.9888610839844
2017-02-13,315.9888610839844
2017-02-14,315.9888610839844
2017-02-15,315.9888610839844
2017-02-16,315.9888610839844
2017-02-17,315.9888610839844
2017-02-20,315.9888610839844
2017-02-21,315.9888610839844
2017-02-22,315.9888610839844
2017-02-23,315.9888610839844
2017-02-27,293.4601745605469
2017-02-28,292.3827209472656
2017-03-01,290.7175598144531
2017-03-02,286.7995300292969
2017-03-03,287.7790222167969
2017-03-06,279.84503173828125
2017-03-07,273.331298828125
2017-03-08,281.2163391113281
2017-03-09,281.9019775390625
2017-03-10,282.5386962890625
2017-03-14,289.738037109375
2017-03-15,295.1743469238281
2017-03-16,300.9044494628906
2017-03-17,306.92840576171875
2017-03-20,308.1528015136719
2017-03-21,310.30767822265625
2017-03-22,305.7529602050781
2017-03-23,311.7279968261719
2017-03-24,306.8794250488281
2017-03-27,309.9648742675781
2017-03-28,308.5935363769531
2017-03-29,311.18927001953125
2017-03-30,307.4671325683594
2017-03-31,321.6209716796875
2017-04-03,332.6404724121094
2017-04-05,327.40008544921875
2017-04-06,324.9513244628906
2017-04-07,332.297607421875
2017-04-10,337.6849060058594
2017-04-11,343.07220458984375
2017-04-12,340.9662780761719
2017-04-13,347.6758728027344
2017-04-17,340.1336364746094
2017-04-18,331.56298828125
2017-04-19,335.0401916503906
2017-04-20,332.934326171875
2017-04-21,332.3465576171875
2017-04-24,329.7998962402344
2017-04-25,336.90130615234375
2017-04-26,334.9912414550781
2017-04-27,330.828369140625
2017-04-28,336.46051025390625
2017-05-02,329.5550231933594
2017-05-03,335.67694091796875
2017-05-04,334.4525451660156
2017-05-05,327.69390869140625
2017-05-08,334.55047607421875
2017-05-09,359.0871276855469
2017-05-10,365.94366455078125
2017-05-11,359.2830505371094
2017-05-12,355.1690979003906
2017-05-15,356.4914245605469
2017-05-16,368.0006408691406
2017-05-17,367.1190490722656
2017-05-18,362.5643615722656
2017-05-19,357.1770935058594
2017-05-22,347.2350769042969
2017-05-23,335.2361145019531
2017-05-24,333.7668762207031
2017-05-25,353.5039367675781
2017-05-26,352.57342529296875
2017-05-29,340.2806091308594
2017-05-30,338.8603515625
2017-05-31,351.20208740234375
2017-06-01,350.0756530761719
2017-06-02,343.4150390625
2017-06-05,341.21112060546875
2017-06-06,332.7873840332031
2017-06-07,329.6039733886719
2017-06-08,334.3545837402344
2017-06-09,337.9787292480469
2017-06-12,331.17120361328125
2017-06-13,336.50946044921875
2017-06-14,327.8408203125
2017-06-15,327.3021240234375
2017-06-16,327.69390869140625
2017-06-19,337.7828674316406
2017-06-20,334.55047607421875
2017-06-21,333.8158264160156
2017-06-22,336.01971435546875
2017-06-23,334.9912414550781
2017-06-27,333.61993408203125
2017-06-28,330.7793884277344
2017-06-29,334.5014953613281
2017-06-30,335.97076416015625
2017-07-03,330.6324462890625
2017-07-04,331.6119689941406
2017-07-05,331.5140380859375
2017-07-06,329.0162658691406
2017-07-07,326.66546630859375
2017-07-10,328.08575439453125
2017-07-11,326.71441650390625
2017-07-12,324.2166748046875
2017-07-13,326.91033935546875
2017-07-14,322.11077880859375
2017-07-17,324.7207336425781
2017-07-18,318.1711120605469
2017-07-19,315.7581481933594
2017-07-20,321.0273742675781
2017-07-21,322.1600036621094
2017-07-24,324.7207336425781
2017-07-25,324.0312805175781
2017-07-26,388.04962158203125
2017-07-27,396.8152160644531
2017-07-28,389.6747131347656
2017-07-31,388.6405944824219
2017-08-01,373.9656066894531
2017-08-02,387.9511413574219
2017-08-03,375.9846496582031
2017-08-04,366.03717041015625
2017-08-07,369.9767761230469
2017-08-08,374.8520202636719
2017-08-09,372.8822021484375
2017-08-10,370.12451171875
2017-08-11,381.84478759765625
2017-08-14,378.0529479980469
2017-08-16,369.3858337402344
2017-08-17,367.9577331542969
2017-08-18,374.310302734375
2017-08-21,369.9275207519531
2017-08-22,378.2006530761719
2017-08-23,378.9885559082031
2017-08-24,374.5565185546875
2017-08-28,376.5263366699219
2017-08-29,371.651123046875
2017-08-30,380.0227355957031
2017-08-31,402.42913818359375
2017-09-01,404.5466613769531
2017-09-04,395.53485107421875
2017-09-05,408.14154052734375
2017-09-06,406.1717224121094
2017-09-07,413.5584716796875
2017-09-08,408.53546142578125
2017-09-11,403.6109924316406
2017-09-12,406.95965576171875
2017-09-13,399.08050537109375
2017-09-14,395.7810974121094
2017-09-15,397.40618896484375
2017-09-18,408.0923156738281
2017-09-19,405.7778015136719
2017-09-20,403.9557189941406
2017-09-21,398.24334716796875
2017-09-22,384.1592712402344
2017-09-25,384.5040283203125
2017-09-26,382.0910339355469
2017-09-27,382.1402587890625
2017-09-28,377.95440673828125
2017-09-29,384.01153564453125
2017-10-03,381.25384521484375
2017-10-04,381.7955017089844
2017-10-05,382.23876953125
2017-10-06,379.23480224609375
2017-10-09,377.95440673828125
2017-10-10,376.674072265625
2017-10-11,378.64385986328125
2017-10-12,376.7725524902344
2017-10-13,376.0831298828125
2017-10-16,378.5453796386719
2017-10-17,372.291259765625
2017-10-18,369.48431396484375
2017-10-19,371.5525817871094
2017-10-23,375.19671630859375
2017-10-24,377.51123046875
2017-10-25,377.4127502441406
2017-10-26,379.2840576171875
2017-10-27,382.9774475097656
2017-10-30,387.6556701660156
2017-10-31,385.0949401855469
2017-11-01,388.14813232421875
2017-11-02,393.811279296875
2017-11-03,403.0201110839844
2017-11-06,400.2623596191406
2017-11-07,403.7587585449219
2017-11-08,403.70947265625
2017-11-09,395.04241943359375
2017-11-10,385.0949401855469
2017-11-13,388.98529052734375
2017-11-14,379.3825378417969
2017-11-15,384.25775146484375
2017-11-16,393.0726013183594
2017-11-17,404.6451721191406
2017-11-20,404.1527404785156
2017-11-21,400.9517822265625
2017-11-22,408.28924560546875
2017-11-23,430.2032165527344
2017-11-24,418.7784423828125
2017-11-27,418.1382141113281
2017-11-28,430.35101318359375
2017-11-29,430.5479431152344
2017-11-30,418.7784423828125
2017-12-01,407.5013427734375
2017-12-04,398.9820251464844
2017-12-05,402.0351867675781
2017-12-06,399.4251708984375
2017-12-07,404.251220703125
2017-12-08,403.3155517578125
2017-12-11,396.7659912109375
2017-12-12,395.0916748046875
2017-12-13,401.5427551269531
2017-12-14,406.2702331542969
2017-12-15,408.2400207519531
2017-12-18,411.7364196777344
2017-12-19,421.3883972167969
2017-12-20,421.9793701171875
2017-12-21,422.6195373535156
2017-12-22,420.9452209472656
2017-12-26,424.58935546875
2017-12-27,414.5433654785156
2017-12-28,425.72198486328125
2017-12-29,436.3588562011719
2018-01-01,440.74163818359375
2018-01-02,432.1238098144531
2018-01-03,428.72589111328125
2018-01-04,449.3594970703125
2018-01-05,453.5453186035156
2018-01-08,444.18878173828125
2018-01-09,441.3818359375
2018-01-10,423.8999328613281
2018-01-11,424.9340515136719
2018-01-12,424.2938537597656
2018-01-15,421.0929260253906
2018-01-16,419.7633361816406
2018-01-17,412.967529296875
2018-01-18,420.40350341796875
2018-01-19,418.97540283203125
2018-01-22,414.2479248046875
2018-01-23,423.21051025390625
2018-01-24,419.91107177734375
2018-01-25,407.2551574707031
2018-01-29,404.3004455566406
2018-01-30,407.5013427734375
2018-01-31,425.081787109375
2018-02-01,417.3503112792969
2018-02-02,394.7469177246094
2018-02-05,383.4698486328125
2018-02-06,369.13958740234375
2018-02-07,381.7955017089844
2018-02-08,408.83099365234375
2018-02-09,399.9668884277344
2018-02-12,400.0161437988281
2018-02-14,406.0732421875
2018-02-15,404.1527404785156
2018-02-16,413.6077575683594
2018-02-19,420.84674072265625
2018-02-20,414.5926208496094
2018-02-21,414.2479248046875
2018-02-22,403.7587585449219
2018-02-23,406.8611755371094
2018-02-26,403.3647766113281
2018-02-27,408.38775634765625
2018-02-28,401.5427551269531
2018-03-01,411.7856750488281
2018-03-05,409.8158874511719
2018-03-06,401.00103759765625
2018-03-07,386.0798645019531
2018-03-08,381.0568542480469
2018-03-09,381.59857177734375
2018-03-12,384.5040283203125
2018-03-13,380.9583435058594
2018-03-14,374.310302734375
2018-03-15,382.0417785644531
2018-03-16,379.037841796875
2018-03-19,392.0877380371094
2018-03-20,378.2006530761719
2018-03-21,374.70428466796875
2018-03-22,378.8408508300781
2018-03-23,375.9846496582031
2018-03-26,383.3713684082031
2018-03-27,396.8644714355469
2018-03-28,401.3457336425781
2018-04-02,400.2131042480469
2018-04-03,396.37200927734375
2018-04-04,388.3450927734375
2018-04-05,389.7732238769531
2018-04-06,386.0306091308594
2018-04-09,383.6175842285156
2018-04-10,381.9432373046875
2018-04-11,370.4199523925781
2018-04-12,364.1658630371094
2018-04-13,362.04833984375
2018-04-16,366.7758483886719
2018-04-17,370.2722473144531
2018-04-18,369.33660888671875
2018-04-19,380.8598937988281
2018-04-20,378.2006530761719
2018-04-23,377.4127502441406
2018-04-24,373.86712646484375
2018-04-25,369.33660888671875
2018-04-26,371.8480529785156
2018-04-27,372.291259765625
2018-04-30,372.3898010253906
2018-05-02,376.8218078613281
2018-05-03,379.0870666503906
2018-05-04,371.60186767578125
2018-05-07,376.5263366699219
2018-05-08,377.21575927734375
2018-05-09,381.0075988769531
2018-05-10,375.1474609375
2018-05-11,383.3713684082031
2018-05-14,375.0982360839844
2018-05-15,372.7344970703125
2018-05-16,371.8973083496094
2018-05-17,373.42388916015625
2018-05-18,370.0260314941406
2018-05-21,357.46856689453125
2018-05-22,356.38519287109375
2018-05-23,356.77911376953125
2018-05-24,326.6905517578125
2018-05-25,315.3149719238281
2018-05-28,318.31890869140625
2018-05-29,310.0457458496094
2018-05-30,306.6478576660156
2018-05-31,305.0227966308594
2018-06-01,301.1324157714844
2018-06-04,291.6773681640625
2018-06-05,285.02935791015625
2018-06-06,295.321533203125
2018-06-07,289.9538269042969
2018-06-08,297.63604736328125
2018-06-11,309.7502746582031
2018-06-12,310.5874328613281
2018-06-13,306.9433288574219
2018-06-14,305.5152282714844
2018-06-15,304.3333435058594
2018-06-18,302.9544677734375
2018-06-19,302.1665344238281
2018-06-20,301.08319091796875
2018-06-21,296.6511535644531
2018-06-22,287.0976257324219
2018-06-25,287.0976257324219
2018-06-26,284.9308776855469
2018-06-27,276.6577453613281
2018-06-28,268.7785339355469
2018-06-29,285.71881103515625
2018-07-02,273.9985046386719
2018-07-03,266.95648193359375
2018-07-04,268.3353576660156
2018-07-05,270.2558898925781
2018-07-06,270.8468017578125
2018-07-09,274.44171142578125
2018-07-10,276.31298828125
2018-07-11,282.2223815917969
2018-07-12,290.6432800292969
2018-07-13,297.63604736328125
2018-07-16,294.2873840332031
2018-07-17,292.05792236328125
2018-07-18,292.1074523925781
2018-07-19,284.08148193359375
2018-07-20,292.5533752441406
2018-07-23,291.0175476074219
2018-07-24,289.7294006347656
2018-07-25,283.73468017578125
2018-07-26,289.63031005859375
2018-07-27,287.15313720703125
2018-07-30,284.2796630859375
2018-07-31,276.99676513671875
2018-08-01,286.65771484375
2018-08-02,283.6355895996094
2018-08-03,278.2353515625
2018-08-06,277.7894592285156
2018-08-07,277.0958557128906
2018-08-08,277.4426574707031
2018-08-09,279.7216491699219
2018-08-10,278.6812438964844
2018-08-13,275.60955810546875
2018-08-14,277.39312744140625
2018-08-16,274.91595458984375
2018-08-17,275.1636657714844
2018-08-20,269.96160888671875
2018-08-21,278.0867004394531
2018-08-23,286.85589599609375
2018-08-24,283.14013671875
2018-08-27,288.29266357421875
2018-08-28,283.88330078125
2018-08-29,276.6004333496094
2018-08-30,277.6408386230469
2018-08-31,272.83514404296875
2018-09-03,274.6186828613281
2018-09-04,270.0111389160156
2018-09-05,266.2458801269531
2018-09-06,272.636962890625
