Date,BLND.L
2016-06-07,740.2506103515625
2016-06-08,740.7484741210938
2016-06-09,737.7615966796875
2016-06-10,725.3162841796875
2016-06-13,714.8621826171875
2016-06-14,699.4297485351562
2016-06-15,701.9188232421875
2016-06-16,691.4649047851562
2016-06-17,698.931884765625
2016-06-20,738.2593383789062
2016-06-21,744.7310180664062
2016-06-22,749.709228515625
2016-06-23,759.1676025390625
2016-06-24,610.8187255859375
2016-06-27,549.089599609375
2016-06-28,576.4693603515625
2016-06-29,601.3604125976562
2016-06-30,604.4180908203125
2016-07-01,605.9118041992188
2016-07-04,562.5968627929688
2016-07-05,549.6519775390625
2016-07-06,542.1840209960938
2016-07-07,560.605224609375
2016-07-08,584.5032958984375
2016-07-11,612.384033203125
2016-07-12,615.8692626953125
2016-07-13,611.8861694335938
2016-07-14,621.8436279296875
2016-07-15,626.3245239257812
2016-07-18,625.3287353515625
2016-07-19,637.2778930664062
2016-07-20,650.72021484375
2016-07-21,648.7286987304688
2016-07-22,649.2266235351562
2016-07-25,659.6820068359375
2016-07-26,655.2012329101562
2016-07-27,659.6820068359375
2016-07-28,659.6820068359375
2016-07-29,668.1456909179688
2016-08-01,668.6437377929688
2016-08-02,656.69482421875
2016-08-03,647.7329711914062
2016-08-04,666.1543579101562
2016-08-05,666.1543579101562
2016-08-08,662.6692504882812
2016-08-09,662.17138671875
2016-08-10,661.1756591796875
2016-08-11,648.23095703125
2016-08-12,660.6776123046875
2016-08-15,662.17138671875
2016-08-16,653.2097778320312
2016-08-17,648.7286987304688
2016-08-18,651.2181396484375
2016-08-19,646.239501953125
2016-08-22,651.2181396484375
2016-08-23,658.686279296875
2016-08-24,664.660888671875
2016-08-25,657.6905517578125
2016-08-26,657.192626953125
2016-08-30,657.192626953125
2016-08-31,660.1798095703125
2016-09-01,670.63525390625
2016-09-02,664.660888671875
2016-09-05,664.660888671875
2016-09-06,661.1756591796875
2016-09-07,660.1798095703125
2016-09-08,662.6692504882812
2016-09-09,653.2097778320312
2016-09-12,643.2523193359375
2016-09-13,625.82666015625
2016-09-14,619.8519897460938
2016-09-15,615.8692626953125
2016-09-16,612.384033203125
2016-09-19,616.8649291992188
2016-09-20,624.3331298828125
2016-09-21,624.3331298828125
2016-09-22,637.2778930664062
2016-09-23,635.2861938476562
2016-09-26,622.8396606445312
2016-09-27,624.3331298828125
2016-09-28,627.3202514648438
2016-09-29,626.8223266601562
2016-09-30,629.8095092773438
2016-10-03,626.3245239257812
2016-10-04,625.82666015625
2016-10-05,612.8819580078125
2016-10-06,593.53515625
2016-10-07,584.5725708007812
2016-10-10,581.0869750976562
2016-10-11,587.062255859375
2016-10-12,579.5933227539062
2016-10-13,593.037353515625
2016-10-14,591.045654296875
2016-10-17,583.0786743164062
2016-10-18,589.0540161132812
2016-10-19,599.5105590820312
2016-10-20,606.4814453125
2016-10-21,600.008544921875
2016-10-24,599.5105590820312
2016-10-25,599.0125122070312
2016-10-26,590.0499267578125
2016-10-27,575.6097412109375
2016-10-28,587.5601806640625
2016-10-31,583.0786743164062
2016-11-01,579.09521484375
2016-11-02,582.580810546875
2016-11-03,604.4898071289062
2016-11-04,588.05810546875
2016-11-07,596.0250244140625
2016-11-08,594.0331420898438
2016-11-09,595.0292358398438
2016-11-10,578.59716796875
2016-11-11,584.5725708007812
2016-11-14,585.070556640625
2016-11-15,603.991943359375
2016-11-16,590.0499267578125
2016-11-17,607.4773559570312
2016-11-18,601.0042724609375
2016-11-21,592.5394897460938
2016-11-22,596.0250244140625
2016-11-23,590.5477294921875
2016-11-24,589.0540161132812
2016-11-25,590.0499267578125
2016-11-28,595.0292358398438
2016-11-29,597.518798828125
2016-11-30,589.0540161132812
2016-12-01,577.1035766601562
2016-12-02,584.5725708007812
2016-12-05,583.5765991210938
2016-12-06,594.5311279296875
2016-12-07,613.4525146484375
2016-12-08,614.4483032226562
2016-12-09,619.427734375
2016-12-12,605.9835815429688
2016-12-13,621.41943359375
2016-12-14,621.41943359375
2016-12-15,625.4029541015625
2016-12-16,626.398681640625
2016-12-19,630.8803100585938
2016-12-20,631.8759765625
2016-12-21,633.3699340820312
2016-12-22,633.3699340820312
2016-12-23,638.3494262695312
2016-12-28,619.9257202148438
2016-12-29,625.9008178710938
2016-12-30,626.8966674804688
2017-01-03,624.9049682617188
2017-01-04,623.9091186523438
2017-01-05,624.977783203125
2017-01-06,633.9415893554688
2017-01-09,623.4838256835938
2017-01-10,625.475830078125
2017-01-11,627.4677734375
2017-01-12,619.4999389648438
2017-01-13,615.5160522460938
2017-01-16,612.0300903320312
2017-01-17,615.5160522460938
2017-01-18,615.5160522460938
2017-01-19,593.1063842773438
2017-01-20,588.1265869140625
2017-01-23,594.6004638671875
2017-01-24,583.64453125
2017-01-25,581.1546630859375
2017-01-26,583.1466064453125
2017-01-27,580.65673828125
2017-01-30,576.6729125976562
2017-01-31,580.65673828125
2017-02-01,582.6486206054688
2017-02-02,578.1668090820312
2017-02-03,583.64453125
2017-02-06,585.6366577148438
2017-02-07,592.6085205078125
2017-02-08,598.5844116210938
2017-02-09,605.5563354492188
2017-02-10,605.5563354492188
2017-02-13,604.062255859375
2017-02-14,606.5521850585938
2017-02-15,607.5481567382812
2017-02-16,605.0582885742188
2017-02-17,607.5481567382812
2017-02-20,609.0422973632812
2017-02-21,606.0541381835938
2017-02-22,608.5440673828125
2017-02-23,612.5281372070312
2017-02-24,612.5281372070312
2017-02-27,607.5481567382812
2017-02-28,615.0180053710938
2017-03-01,619.4999389648438
2017-03-02,618.5039672851562
2017-03-03,620.9939575195312
2017-03-06,623.4838256835938
2017-03-07,615.0180053710938
2017-03-08,614.0220947265625
2017-03-09,619.4999389648438
2017-03-10,610.0382080078125
2017-03-13,608.5440673828125
2017-03-14,601.0742797851562
2017-03-15,602.0703735351562
2017-03-16,608.04638671875
2017-03-17,609.5401000976562
2017-03-20,613.52392578125
2017-03-21,613.52392578125
2017-03-22,601.5723266601562
2017-03-23,604.5602416992188
2017-03-24,604.5602416992188
2017-03-27,600.0784912109375
2017-03-28,596.5924682617188
2017-03-29,599.5804443359375
2017-03-30,590.1902465820312
2017-03-31,607.6219482421875
2017-04-03,602.1433715820312
2017-04-04,606.6257934570312
2017-04-05,619.5750732421875
2017-04-06,633.5204467773438
2017-04-07,645.4736328125
2017-04-10,643.4815063476562
2017-04-11,648.9600219726562
2017-04-12,650.4542236328125
2017-04-13,649.956298828125
2017-04-18,652.4464111328125
2017-04-19,650.4542236328125
2017-04-20,645.4736328125
2017-04-21,641.9873046875
2017-04-24,649.956298828125
2017-04-25,655.4346923828125
2017-04-26,655.932861328125
2017-04-27,659.4190673828125
2017-04-28,653.9406127929688
2017-05-02,665.893798828125
2017-05-03,667.885986328125
2017-05-04,658.9212036132812
2017-05-05,660.4152221679688
2017-05-08,664.3995361328125
2017-05-09,666.8898315429688
2017-05-10,663.403564453125
2017-05-11,664.3995361328125
2017-05-12,669.3801879882812
2017-05-15,668.8822021484375
2017-05-16,671.372314453125
2017-05-17,648.9600219726562
2017-05-18,636.0107421875
2017-05-19,626.5477294921875
2017-05-22,636.5087890625
2017-05-23,632.5243530273438
2017-05-24,634.0184326171875
2017-05-25,628.5400390625
2017-05-26,629.0381469726562
2017-05-30,634.0184326171875
2017-05-31,631.5281982421875
2017-06-01,638.003173828125
2017-06-02,627.5438842773438
2017-06-05,624.5556030273438
2017-06-06,625.5516967773438
2017-06-07,631.5281982421875
2017-06-08,636.0107421875
2017-06-09,630.0341796875
2017-06-12,630.0341796875
2017-06-13,634.5166625976562
2017-06-14,644.4774780273438
2017-06-15,628.0419311523438
2017-06-16,629.5361328125
2017-06-19,626.0496826171875
2017-06-20,620.0731811523438
2017-06-21,618.080810546875
2017-06-22,616.586669921875
2017-06-23,619.0770874023438
2017-06-26,617.2771606445312
2017-06-27,609.3948364257812
2017-06-28,601.6453247070312
2017-06-29,597.733154296875
2017-06-30,603.2122192382812
2017-07-03,601.2197875976562
2017-07-04,602.7141723632812
2017-07-05,603.2122192382812
2017-07-06,604.2086181640625
2017-07-07,605.7028198242188
2017-07-10,606.6991577148438
2017-07-11,606.6991577148438
2017-07-12,600.2237548828125
2017-07-13,600.2237548828125
2017-07-14,604.7067260742188
2017-07-17,601.7179565429688
2017-07-18,620.646240234375
2017-07-19,622.140625
2017-07-20,623.1366577148438
2017-07-21,619.15185546875
2017-07-24,610.6840209960938
2017-07-25,604.7067260742188
2017-07-26,607.1972045898438
2017-07-27,614.6688842773438
2017-07-28,604.7067260742188
2017-07-31,608.1934814453125
2017-08-01,608.6915893554688
2017-08-02,610.6840209960938
2017-08-03,614.1707153320312
2017-08-04,610.1859130859375
2017-08-07,611.1820678710938
2017-08-08,614.6688842773438
2017-08-09,615.6650390625
2017-08-10,611.6802368164062
2017-08-11,602.7141723632812
2017-08-14,613.6727294921875
2017-08-15,617.657470703125
2017-08-16,622.140625
2017-08-17,621.1443481445312
2017-08-18,608.6915893554688
2017-08-21,603.2122192382812
2017-08-22,608.1934814453125
2017-08-23,602.7141723632812
2017-08-24,605.7028198242188
2017-08-25,600.7216796875
2017-08-29,600.2237548828125
2017-08-30,602.7141723632812
2017-08-31,609.1896362304688
2017-09-01,602.7141723632812
2017-09-04,604.7067260742188
2017-09-05,601.2197875976562
2017-09-06,596.7369384765625
2017-09-07,598.7294311523438
2017-09-08,596.7369384765625
2017-09-11,606.6991577148438
2017-09-12,606.6991577148438
2017-09-13,600.7216796875
2017-09-14,597.733154296875
2017-09-15,593.25
2017-09-18,592.7520141601562
2017-09-19,592.2537841796875
2017-09-20,593.25
2017-09-21,592.7520141601562
2017-09-22,596.7369384765625
2017-09-25,598.7294311523438
2017-09-26,602.216064453125
2017-09-27,599.2274780273438
2017-09-28,595.7405395507812
2017-09-29,599.7256469726562
2017-10-02,602.216064453125
2017-10-03,605.2047119140625
2017-10-04,604.7067260742188
2017-10-05,599.7998657226562
2017-10-06,598.3053588867188
2017-10-09,595.3162841796875
2017-10-10,598.8036499023438
2017-10-11,602.7887573242188
2017-10-12,607.2724609375
2017-10-13,606.276123046875
2017-10-16,605.77783203125
2017-10-17,605.27978515625
2017-10-18,614.2467651367188
2017-10-19,608.268798828125
2017-10-20,608.268798828125
2017-10-23,601.29443359375
2017-10-24,603.7852172851562
2017-10-25,601.7925415039062
2017-10-26,592.3270874023438
2017-10-27,588.3418579101562
2017-10-30,588.8401489257812
2017-10-31,598.8036499023438
2017-11-01,590.832763671875
2017-11-02,597.80712890625
2017-11-03,598.3053588867188
2017-11-06,598.3053588867188
2017-11-07,592.825439453125
2017-11-08,594.3199462890625
2017-11-09,595.814453125
2017-11-10,590.832763671875
2017-11-13,590.832763671875
2017-11-14,592.3270874023438
2017-11-15,594.3199462890625
2017-11-16,616.2395629882812
2017-11-17,621.7195434570312
2017-11-20,616.2395629882812
2017-11-21,613.2504272460938
2017-11-22,615.2430419921875
2017-11-23,615.7413940429688
2017-11-24,616.2395629882812
2017-11-27,617.7339477539062
2017-11-28,618.7303466796875
2017-11-29,621.7195434570312
2017-11-30,626.7011108398438
2017-12-01,627.1993408203125
2017-12-04,633.17724609375
2017-12-05,635.6681518554688
2017-12-06,634.6719360351562
2017-12-07,640.15185546875
2017-12-08,652.6063232421875
2017-12-11,646.6280517578125
2017-12-12,651.6099243164062
2017-12-13,658.7705078125
2017-12-14,666.0567016601562
2017-12-15,668.547607421875
2017-12-18,674.5256958007812
2017-12-19,676.5183715820312
2017-12-20,672.5330200195312
2017-12-21,672.5330200195312
2017-12-22,671.5366821289062
2017-12-27,680.5038452148438
2017-12-28,682.994873046875
2017-12-29,688.9727172851562
2018-01-02,681.6994018554688
2018-01-03,683.4929809570312
2018-01-04,662.8414916992188
2018-01-05,672.4074096679688
2018-01-08,678.1868896484375
2018-01-09,683.1690673828125
2018-01-10,672.2081909179688
2018-01-11,664.037353515625
2018-01-12,670.6139526367188
2018-01-15,669.8165893554688
2018-01-16,678.784912109375
2018-01-17,682.969970703125
2018-01-18,676.7918090820312
2018-01-19,677.5890502929688
2018-01-22,674.001953125
2018-01-23,679.9806518554688
2018-01-24,676.3932495117188
2018-01-25,677.5890502929688
2018-01-26,683.9663696289062
2018-01-29,676.9910888671875
2018-01-30,669.4180908203125
2018-01-31,666.2296142578125
2018-02-01,657.8592529296875
2018-02-02,655.8663330078125
2018-02-05,645.9017333984375
2018-02-06,628.762939453125
2018-02-07,642.1153564453125
2018-02-08,629.95849609375
2018-02-09,631.1543579101562
2018-02-12,633.3463745117188
2018-02-13,635.5387573242188
2018-02-14,633.1472778320312
2018-02-15,633.7450561523438
2018-02-16,646.6990356445312
2018-02-19,642.1153564453125
2018-02-20,645.3038940429688
2018-02-21,636.7344360351562
2018-02-22,635.5387573242188
2018-02-23,648.0940551757812
2018-02-26,647.8948364257812
2018-02-27,634.9407348632812
2018-02-28,625.7734375
2018-03-01,624.77685546875
2018-03-02,625.3748779296875
2018-03-05,632.7486572265625
2018-03-06,627.16845703125
2018-03-07,631.951416015625
2018-03-08,640.3217163085938
2018-03-09,635.33935546875
2018-03-12,640.3217163085938
2018-03-13,634.5421752929688
2018-03-14,634.9407348632812
2018-03-15,635.14013671875
2018-03-16,629.7592163085938
2018-03-19,645.7025146484375
2018-03-20,650.2861938476562
2018-03-21,646.3004760742188
2018-03-22,639.7238159179688
2018-03-23,634.3430786132812
2018-03-26,632.7486572265625
2018-03-27,636.3357543945312
2018-03-28,642.3145141601562
2018-03-29,639.7984619140625
2018-04-03,639.001220703125
2018-04-04,642.5887451171875
2018-04-05,650.9600219726562
2018-04-06,647.5717163085938
2018-04-09,650.5613403320312
2018-04-10,651.3585205078125
2018-04-11,643.5853271484375
2018-04-12,650.7606201171875
2018-04-13,651.5578002929688
2018-04-16,648.7675170898438
2018-04-17,655.1456298828125
2018-04-18,658.7332763671875
2018-04-19,658.7332763671875
2018-04-20,663.7159423828125
2018-04-23,661.722900390625
2018-04-24,660.7263793945312
2018-04-25,658.533935546875
2018-04-26,664.3140869140625
2018-04-27,669.695556640625
2018-04-30,670.0940551757812
2018-05-01,670.6921997070312
2018-05-02,667.1043701171875
2018-05-03,669.4961547851562
2018-05-04,669.695556640625
2018-05-08,678.066650390625
2018-05-09,682.4515991210938
2018-05-10,687.0357666015625
2018-05-11,691.6200561523438
2018-05-14,688.0322875976562
2018-05-15,681.8536376953125
2018-05-16,679.2626342773438
2018-05-17,694.6098022460938
2018-05-18,690.62353515625
2018-05-21,690.4241333007812
2018-05-22,691.4207153320312
2018-05-23,682.2523193359375
2018-05-24,676.27294921875
2018-05-25,683.4482421875
2018-05-29,672.0872802734375
2018-05-30,672.0872802734375
2018-05-31,675.6749267578125
2018-06-01,678.8640747070312
2018-06-04,687.8331909179688
2018-06-05,688.8297729492188
2018-06-06,683.6473999023438
2018-06-07,679.8604736328125
2018-06-08,681.6543579101562
2018-06-11,681.255615234375
2018-06-12,682.4515991210938
2018-06-13,684.245361328125
2018-06-14,689.626953125
2018-06-15,688.6304931640625
2018-06-18,683.248779296875
2018-06-19,678.066650390625
2018-06-20,683.248779296875
2018-06-21,676.47216796875
2018-06-22,685.2420654296875
2018-06-25,675.4756469726562
2018-06-26,676.6715087890625
2018-06-27,674.08056640625
2018-06-28,667.7766723632812
2018-06-29,669.96923828125
2018-07-02,658.40771484375
2018-07-03,659.404541015625
2018-07-04,663.9893188476562
2018-07-05,662.39453125
2018-07-06,661.995849609375
2018-07-09,660.201904296875
2018-07-10,657.8099365234375
2018-07-11,652.6270141601562
2018-07-12,653.822998046875
2018-07-13,654.2218017578125
2018-07-16,648.328369140625
2018-07-17,644.0555419921875
2018-07-18,645.8496704101562
2018-07-19,635.2848510742188
2018-07-20,636.4807739257812
2018-07-23,628.1087646484375
2018-07-24,641.264892578125
2018-07-25,647.4442749023438
2018-07-26,643.0588989257812
2018-07-27,647.6436767578125
2018-07-30,650.8330078125
2018-07-31,658.0091552734375
2018-08-01,653.822998046875
2018-08-02,647.6436767578125
2018-08-03,653.822998046875
2018-08-06,643.4575805664062
2018-08-07,647.6436767578125
2018-08-08,645.0523681640625
2018-08-09,642.6602172851562
2018-08-10,641.065673828125
2018-08-13,631.8961181640625
2018-08-14,627.909423828125
2018-08-15,625.517333984375
2018-08-16,634.0887451171875
2018-08-17,637.078857421875
2018-08-20,637.6768188476562
2018-08-21,636.0822143554688
2018-08-22,632.6934814453125
2018-08-23,630.1019897460938
2018-08-24,630.1019897460938
2018-08-28,635.08544921875
2018-08-29,639.6702270507812
2018-08-30,632.0953369140625
2018-08-31,633.4906616210938
2018-09-03,626.9127807617188
2018-09-04,624.3212280273438
2018-09-05,620.7332153320312
2018-09-06,612.3611450195312
2018-09-07,611.364501953125
2018-09-10,616.1484985351562
2018-09-11,619.1384887695312
2018-09-12,615.550537109375
2018-09-13,613.3577880859375
2018-09-14,613.3577880859375
2018-09-17,613.756591796875
2018-09-18,612.5604858398438
2018-09-19,612.1618041992188
2018-09-20,613.3577880859375
2018-09-21,623.52392578125
2018-09-24,619.5372314453125
2018-09-25,614.9524536132812
2018-09-26,619.337890625
2018-09-27,618.3411865234375
2018-09-28,614.7533569335938
2018-10-01,615.7496948242188
2018-10-02,608.9724731445312
2018-10-03,606.181640625
2018-10-04,574.9590454101562
2018-10-05,583.3323974609375
2018-10-08,580.7405395507812
2018-10-09,586.3226928710938
2018-10-10,581.5380859375
2018-10-11,573.1649169921875
2018-10-12,567.5828247070312
2018-10-15,559.2095947265625
2018-10-16,567.9814453125
2018-10-17,570.1743774414062
2018-10-18,579.943115234375
2018-10-19,583.5317993164062
2018-10-22,582.5348510742188
2018-10-23,569.9752197265625
2018-10-24,575.756591796875
2018-10-25,583.5317993164062
2018-10-26,581.3387451171875
2018-10-29,590.9081420898438
2018-10-30,589.9112548828125
2018-10-31,590.1107177734375
2018-11-01,598.2843627929688
2018-11-02,601.673583984375
2018-11-05,600.876220703125
2018-11-06,604.06591796875
2018-11-07,606.4583129882812
2018-11-08,619.2174072265625
2018-11-09,622.8059692382812
2018-11-12,612.6384887695312
2018-11-13,618.021240234375
2018-11-14,620.8123779296875
2018-11-15,585.1265258789062
2018-11-16,592.7022705078125
2018-11-19,583.3323974609375
2018-11-20,575.1585083007812
2018-11-21,590.7086181640625
2018-11-22,586.7213745117188
2018-11-23,604.06591796875
2018-11-26,610.0469360351562
2018-11-27,605.8602294921875
2018-11-28,603.069091796875
2018-11-29,568.180908203125
2018-11-30,562.7980346679688
2018-12-03,555.4217529296875
2018-12-04,559.01025390625
2018-12-05,569.7756958007812
2018-12-06,549.6402587890625
2018-12-07,556.2191772460938
2018-12-10,541.4664306640625
2018-12-11,543.4600830078125
2018-12-12,558.8108520507812
2018-12-13,557.4153442382812
2018-12-14,556.4185180664062
2018-12-17,542.4632568359375
2018-12-18,544.0579833984375
2018-12-19,548.04541015625
2018-12-20,541.8650512695312
2018-12-21,538.276611328125
2018-12-24,533.29248046875
2018-12-27,523.922607421875
2018-12-28,530.700927734375
2018-12-31,531.4984741210938
2019-01-02,528.1091918945312
2019-01-03,521.4071655273438
2019-01-04,529.3828125
2019-01-07,530.9779052734375
2019-01-08,545.1347045898438
2019-01-09,541.3463134765625
2019-01-10,539.5516967773438
2019-01-11,542.94140625
2019-01-14,547.7267456054688
2019-01-15,553.1102294921875
2019-01-16,558.892578125
2019-01-17,561.68408203125
2019-01-18,569.4603881835938
2019-01-21,560.2882080078125
2019-01-22,555.3035888671875
2019-01-23,560.886474609375
2019-01-24,566.6688842773438
2019-01-25,570.4573364257812
2019-01-28,570.2577514648438
2019-01-29,578.4329223632812
2019-01-30,584.8132934570312
2019-01-31,571.6536865234375
2019-02-01,569.2611083984375
2019-02-04,569.0615844726562
2019-02-05,568.4632568359375
2019-02-06,572.251708984375
2019-02-07,574.2457885742188
2019-02-08,573.4481811523438
2019-02-11,581.2244262695312
2019-02-12,584.614013671875
2019-02-13,584.2152709960938
2019-02-14,582.2213745117188
2019-02-15,584.614013671875
2019-02-18,584.614013671875
2019-02-19,581.6232299804688
2019-02-20,572.0523681640625
2019-02-21,579.0310668945312
2019-02-22,579.2305297851562
2019-02-25,578.2335815429688
2019-02-26,590.197021484375
2019-02-27,591.9915161132812
2019-02-28,602.35986328125
2019-03-01,599.5684814453125
2019-03-04,599.1696166992188
2019-03-05,607.1452026367188
2019-03-06,597.7738037109375
2019-03-07,596.378173828125
2019-03-08,592.3903198242188
2019-03-11,589.598876953125
2019-03-12,593.7860717773438
2019-03-13,592.7890014648438
2019-03-14,598.5714111328125
2019-03-15,609.7372436523438
2019-03-18,611.731201171875
2019-03-19,612.3294067382812
2019-03-20,604.9517822265625
2019-03-21,601.3628540039062
2019-03-22,588.4024658203125
2019-03-25,588.601806640625
2019-03-26,591.9915161132812
2019-03-27,593.38720703125
2019-03-28,582.09765625
2019-03-29,587.28271484375
2019-04-01,593.6640014648438
2019-04-02,602.2388916015625
2019-04-03,604.2329711914062
2019-04-04,603.834228515625
2019-04-05,596.6552124023438
2019-04-08,594.0628662109375
2019-04-09,590.2738647460938
2019-04-10,597.4529418945312
2019-04-11,603.4353637695312
2019-04-12,605.4296264648438
2019-04-15,605.0307006835938
2019-04-16,607.224365234375
2019-04-17,595.8574829101562
2019-04-18,593.8633422851562
2019-04-23,590.8720092773438
2019-04-24,599.2476806640625
2019-04-25,600.6435546875
2019-04-26,602.0394897460938
2019-04-29,599.447021484375
2019-04-30,592.2679443359375
2019-05-01,595.8574829101562
2019-05-02,601.2417602539062
2019-05-03,593.464599609375
2019-05-07,596.4557495117188
2019-05-08,583.6929931640625
2019-05-09,582.2971801757812
2019-05-10,568.3380126953125
2019-05-13,561.9566650390625
2019-05-14,558.7659912109375
2019-05-15,558.5665893554688
2019-05-16,562.7543334960938
2019-05-17,556.9713134765625
2019-05-20,553.3817138671875
2019-05-21,553.5812377929688
2019-05-22,541.6161499023438
2019-05-23,530.0499877929688
2019-05-24,532.8418579101562
2019-05-28,528.4546508789062
2019-05-29,531.0469970703125
