Date,AIZ
2015-08-03,62.38822937011719
2015-08-04,62.16755676269531
2015-08-05,62.6661376953125
2015-08-06,62.68248748779297
2015-08-07,62.98490905761719
2015-08-10,63.76137924194336
2015-08-11,64.67683410644531
2015-08-12,64.44799041748047
2015-08-13,65.02826690673828
2015-08-14,65.06099700927734
2015-08-17,64.96287536621094
2015-08-18,64.88117218017578
2015-08-19,64.52153778076172
2015-08-20,63.02577209472656
2015-08-21,61.17857360839844
2015-08-24,58.51400375366211
2015-08-25,58.873626708984375
2015-08-26,60.76171112060547
2015-08-27,61.63161087036133
2015-08-28,61.37723922729492
2015-08-31,61.01611328125
2015-09-01,59.24350357055664
2015-09-02,59.98208999633789
2015-09-03,60.01491165161133
2015-09-04,59.44865417480469
2015-09-08,60.54833221435547
2015-09-09,60.17085266113281
2015-09-10,61.92705535888672
2015-09-11,63.04316711425781
2015-09-14,62.89544677734375
2015-09-15,63.84741973876953
2015-09-16,63.1252326965332
2015-09-17,62.90364456176758
2015-09-18,61.959842681884766
2015-09-21,62.632816314697266
2015-09-22,62.04193878173828
2015-09-23,62.698486328125
2015-09-24,63.174442291259766
2015-09-25,64.08539581298828
2015-09-28,62.878997802734375
2015-09-29,63.560157775878906
2015-09-30,64.84041595458984
2015-10-01,64.41365051269531
2015-10-02,64.21666717529297
2015-10-05,65.3902587890625
2015-10-06,65.77595520019531
2015-10-07,65.68568420410156
2015-10-08,67.06439971923828
2015-10-09,66.1124267578125
2015-10-12,65.99752807617188
2015-10-13,66.04676055908203
2015-10-14,65.38204193115234
2015-10-15,65.65286254882812
2015-10-16,65.71031188964844
2015-10-19,66.51456451416016
2015-10-20,67.45830535888672
2015-10-21,65.57899475097656
2015-10-22,66.30116271972656
2015-10-23,67.17107391357422
2015-10-26,67.32698822021484
2015-10-27,66.53917694091797
2015-10-28,66.80181121826172
2015-10-29,67.6552505493164
2015-10-30,66.9084701538086
2015-11-02,68.0573959350586
2015-11-03,68.53335571289062
2015-11-04,68.02455139160156
2015-11-05,68.7959976196289
2015-11-06,69.6740951538086
2015-11-09,68.99292755126953
2015-11-10,69.64945220947266
2015-11-11,69.25554656982422
2015-11-12,67.9178695678711
2015-11-13,67.41726684570312
2015-11-16,68.50054168701172
2015-11-17,68.91907501220703
2015-11-18,70.19110107421875
2015-11-19,70.3060073852539
2015-11-20,70.8148193359375
2015-11-23,70.48655700683594
2015-11-24,70.25677490234375
2015-11-25,70.00911712646484
2015-11-27,70.28976440429688
2015-11-30,70.59520721435547
2015-12-01,70.38057708740234
2015-12-02,69.8522720336914
2015-12-03,68.50675201416016
2015-12-04,71.45370483398438
2015-12-07,71.66007232666016
2015-12-08,70.85935974121094
2015-12-09,69.4147720336914
2015-12-10,69.43128204345703
2015-12-11,67.92890167236328
2015-12-14,67.21900939941406
2015-12-15,67.56568145751953
2015-12-16,68.14353942871094
2015-12-17,66.77323150634766
2015-12-18,65.28738403320312
2015-12-21,66.00553131103516
2015-12-22,66.43476867675781
2015-12-23,66.83100891113281
2015-12-24,66.7649917602539
2015-12-28,66.81452178955078
2015-12-29,67.6812744140625
2015-12-30,67.1694564819336
2015-12-31,66.48432922363281
2016-01-04,64.81681823730469
2016-01-05,65.89820861816406
2016-01-06,65.0314712524414
2016-01-07,63.57035446166992
2016-01-08,62.7944221496582
2016-01-11,63.892303466796875
2016-01-12,64.2142562866211
2016-01-13,64.7590560913086
2016-01-14,65.4854736328125
2016-01-15,64.61044311523438
2016-01-19,64.81681823730469
2016-01-20,63.26493453979492
2016-01-21,63.727176666259766
2016-01-22,65.60102844238281
2016-01-25,64.47840881347656
2016-01-26,65.38641357421875
2016-01-27,65.17179870605469
2016-01-28,65.58451080322266
2016-01-29,67.11995697021484
2016-02-01,66.8475112915039
2016-02-02,65.4854736328125
2016-02-03,65.58451080322266
2016-02-04,64.91590118408203
2016-02-05,64.78380584716797
2016-02-08,62.92649459838867
