Date,PSON.L
2016-08-11,887.5146484375
2016-08-12,892.5006713867188
2016-08-15,893.9965209960938
2016-08-16,886.0189208984375
2016-08-17,880.0355834960938
2016-08-18,860.765625
2016-08-19,864.2564086914062
2016-08-22,866.75
2016-08-23,867.7474975585938
2016-08-24,860.765625
2016-08-25,859.7682495117188
2016-08-26,863.2592163085938
2016-08-30,862.26171875
2016-08-31,863.2592163085938
2016-09-01,856.27734375
2016-09-02,875.2281494140625
2016-09-05,877.721435546875
2016-09-06,866.2514038085938
2016-09-07,861.264404296875
2016-09-08,794.9365844726562
2016-09-09,787.9546508789062
2016-09-12,773.9909057617188
2016-09-13,778.4791870117188
2016-09-14,779.975341796875
2016-09-15,777.98046875
2016-09-16,778.9778442382812
2016-09-19,798.9261474609375
2016-09-20,787.9546508789062
2016-09-21,779.975341796875
2016-09-22,771.99609375
2016-09-23,756.0372924804688
2016-09-26,724.1204223632812
2016-09-27,748.0581665039062
2016-09-28,753.0452880859375
2016-09-29,747.5595703125
2016-09-30,751.0504760742188
2016-10-03,761.0245971679688
2016-10-04,800.4222412109375
2016-10-05,795.4352416992188
2016-10-06,791.9442749023438
2016-10-07,805.4093017578125
2016-10-10,810.3964233398438
2016-10-11,814.8847045898438
2016-10-12,805.9080810546875
2016-10-13,811.892578125
2016-10-14,830.3446044921875
2016-10-17,760.52587890625
2016-10-18,743.0711059570312
2016-10-19,759.0296020507812
2016-10-20,763.5179443359375
2016-10-21,773.4921875
2016-10-24,759.528564453125
2016-10-25,744.5672607421875
2016-10-26,746.5620727539062
2016-10-27,741.0762939453125
2016-10-28,760.52587890625
2016-10-31,755.5388793945312
2016-11-01,747.060791015625
2016-11-02,749.55419921875
2016-11-03,734.0944213867188
2016-11-04,724.1204223632812
2016-11-07,730.1047973632812
2016-11-08,742.0736083984375
2016-11-09,742.5724487304688
2016-11-10,747.5595703125
2016-11-11,739.5802612304688
2016-11-14,740.0789184570312
2016-11-15,759.0296020507812
2016-11-16,758.5309448242188
2016-11-17,758.5309448242188
2016-11-18,764.0167846679688
2016-11-21,782.9676513671875
2016-11-22,774.4895629882812
2016-11-23,771.99609375
2016-11-24,781.4714965820312
2016-11-25,784.9623413085938
2016-11-28,772.4947509765625
2016-11-29,776.4844360351562
2016-11-30,793.4403686523438
2016-12-01,780.47412109375
2016-12-02,785.4610595703125
2016-12-05,782.9676513671875
2016-12-06,790.9468994140625
2016-12-07,782.4688720703125
2016-12-08,778.4791870117188
2016-12-09,798.9261474609375
2016-12-12,788.4532470703125
2016-12-13,800.4222412109375
2016-12-14,805.9080810546875
2016-12-15,812.889892578125
2016-12-16,819.373046875
2016-12-19,820.3705444335938
2016-12-20,825.3575439453125
2016-12-21,822.3652954101562
2016-12-22,816.8794555664062
2016-12-23,814.8847045898438
2016-12-28,812.3912353515625
2016-12-29,816.3807373046875
2016-12-30,816.3807373046875
2017-01-03,813.8873291015625
2017-01-04,801.9183349609375
2017-01-05,810.3964233398438
2017-01-06,811.393798828125
2017-01-09,816.3807373046875
2017-01-10,816.3807373046875
2017-01-11,814.3860473632812
2017-01-12,810.8948974609375
2017-01-13,814.8847045898438
2017-01-16,808.9002075195312
2017-01-17,805.9080810546875
2017-01-18,571.5164184570312
2017-01-19,586.9764404296875
2017-01-20,587.47509765625
2017-01-23,590.9659423828125
2017-01-24,609.9168090820312
2017-01-25,609.9168090820312
2017-01-26,620.3894653320312
2017-01-27,605.4284057617188
2017-01-30,613.40771484375
2017-01-31,617.3972778320312
2017-02-01,635.8494262695312
2017-02-02,641.335205078125
2017-02-03,641.833984375
2017-02-06,642.33251953125
2017-02-07,665.2730102539062
2017-02-08,655.2990112304688
2017-02-09,658.2911987304688
2017-02-10,653.802734375
2017-02-13,649.3145751953125
2017-02-14,655.797607421875
2017-02-15,656.29638671875
2017-02-16,658.2911987304688
2017-02-17,666.769287109375
2017-02-20,640.8365478515625
2017-02-21,642.8313598632812
2017-02-22,632.8571166992188
2017-02-23,644.3274536132812
2017-02-24,655.2990112304688
2017-02-27,657.7924194335938
2017-02-28,672.2550048828125
2017-03-01,680.2343139648438
2017-03-02,685.7201538085938
2017-03-03,676.743408203125
2017-03-06,677.2420043945312
2017-03-07,678.2394409179688
2017-03-08,678.2394409179688
2017-03-09,676.2445068359375
2017-03-10,674.7484741210938
2017-03-13,670.260009765625
2017-03-14,650.8107299804688
2017-03-15,650.8107299804688
2017-03-16,657.2938842773438
2017-03-17,648.317138671875
2017-03-20,649.8131103515625
2017-03-21,654.3016357421875
2017-03-22,643.82861328125
2017-03-23,633.3560180664062
2017-03-24,641.833984375
2017-03-27,631.3610229492188
2017-03-28,654.3016357421875
2017-03-29,659.2886962890625
2017-03-30,666.2704467773438
2017-03-31,680.7329711914062
2017-04-03,674.7484741210938
2017-04-04,685.2212524414062
2017-04-05,680.7329711914062
2017-04-06,635.6673583984375
2017-04-07,638.162109375
2017-04-10,634.1705932617188
2017-04-11,628.18310546875
2017-04-12,634.1705932617188
2017-04-13,631.1768798828125
2017-04-18,614.71142578125
2017-04-19,617.2061767578125
2017-04-20,626.1873168945312
2017-04-21,627.1851196289062
2017-04-24,638.6613159179688
2017-04-25,636.1663818359375
2017-04-26,639.6591186523438
2017-04-27,637.1642456054688
2017-04-28,637.6632080078125
2017-05-02,644.1495361328125
2017-05-03,655.1266479492188
2017-05-04,656.6234741210938
2017-05-05,737.9530639648438
2017-05-08,725.9779663085938
2017-05-09,732.4644165039062
2017-05-10,719.4918212890625
2017-05-11,707.5167846679688
2017-05-12,696.5398559570312
2017-05-15,693.5460205078125
2017-05-16,686.0618896484375
2017-05-17,694.0450439453125
2017-05-18,694.0450439453125
2017-05-19,696.5398559570312
2017-05-22,698.53564453125
2017-05-23,695.5419311523438
2017-05-24,692.5481567382812
2017-05-25,688.5565795898438
2017-05-26,697.5377807617188
2017-05-30,698.53564453125
2017-05-31,705.02197265625
2017-06-01,709.013671875
2017-06-02,713.00537109375
2017-06-05,709.013671875
2017-06-06,707.017822265625
2017-06-07,705.02197265625
2017-06-08,707.5167846679688
2017-06-09,715.9990234375
2017-06-12,722.4854125976562
2017-06-13,715.9990234375
2017-06-14,720.48974609375
2017-06-15,712.0075073242188
2017-06-16,711.5083618164062
2017-06-19,704.0241088867188
2017-06-20,710.5106201171875
2017-06-21,710.0115966796875
2017-06-22,705.02197265625
2017-06-23,708.5147705078125
2017-06-26,706.25341796875
2017-06-27,704.2885131835938
2017-06-28,701.5294189453125
2017-06-29,693.5460205078125
2017-06-30,690.053466796875
2017-07-03,686.0618896484375
2017-07-04,686.0618896484375
2017-07-05,690.053466796875
2017-07-06,689.5543823242188
2017-07-07,684.0660400390625
2017-07-10,689.0555419921875
2017-07-11,689.0555419921875
2017-07-12,622.6945190429688
2017-07-13,627.6842651367188
2017-07-14,634.1705932617188
2017-07-17,630.1788940429688
2017-07-18,628.6819458007812
2017-07-19,639.1600952148438
2017-07-20,640.656982421875
2017-07-21,642.1539306640625
2017-07-24,637.6632080078125
2017-07-25,637.1642456054688
2017-07-26,641.6548461914062
2017-07-27,655.1266479492188
2017-07-28,665.6046142578125
2017-07-31,656.1244506835938
2017-08-01,658.6192626953125
2017-08-02,657.1224975585938
2017-08-03,667.6005249023438
2017-08-04,654.128662109375
2017-08-07,629.1810302734375
2017-08-08,626.6863403320312
2017-08-09,625.1895141601562
2017-08-10,619.2019653320312
2017-08-11,614.2124633789062
2017-08-14,614.2124633789062
2017-08-15,619.2019653320312
2017-08-16,622.6945190429688
2017-08-17,613.7626342773438
2017-08-18,603.78271484375
2017-08-21,617.7545166015625
2017-08-22,620.2495727539062
2017-08-23,611.7666015625
2017-08-24,613.2634887695312
2017-08-25,620.2495727539062
2017-08-29,611.2677612304688
2017-08-30,603.2838134765625
2017-08-31,605.27978515625
2017-09-01,601.7868041992188
2017-09-04,602.2857055664062
2017-09-05,594.8009643554688
2017-09-06,597.7947387695312
2017-09-07,594.8009643554688
2017-09-08,584.8211059570312
2017-09-11,586.81689453125
2017-09-12,585.81884765625
2017-09-13,589.3118286132812
2017-09-14,585.3198852539062
2017-09-15,567.3562622070312
2017-09-18,571.34814453125
2017-09-19,569.3521728515625
2017-09-20,573.3441162109375
2017-09-21,565.3602294921875
2017-09-22,575.340087890625
2017-09-25,583.3240356445312
2017-09-26,582.3259887695312
2017-09-27,604.7807006835938
2017-09-28,604.7807006835938
2017-09-29,610.7686157226562
2017-10-02,613.2634887695312
2017-10-03,605.7786254882812
2017-10-04,612.2657470703125
2017-10-05,614.7606201171875
2017-10-06,628.2334594726562
2017-10-09,630.2294311523438
2017-10-10,618.2535400390625
2017-10-11,615.2596435546875
2017-10-12,620.7484130859375
2017-10-13,632.7244873046875
2017-10-16,620.2495727539062
2017-10-17,665.6578979492188
2017-10-18,685.6177368164062
2017-10-19,689.6096801757812
2017-10-20,693.1027221679688
2017-10-23,694.1007080078125
2017-10-24,703.08251953125
2017-10-25,703.58154296875
2017-10-26,718.0525512695312
2017-10-27,714.0603637695312
2017-10-30,714.5594482421875
2017-10-31,702.0845336914062
2017-11-01,702.5836791992188
2017-11-02,696.595703125
2017-11-03,692.1045532226562
2017-11-06,695.59765625
2017-11-07,695.59765625
2017-11-08,698.0926513671875
2017-11-09,694.1007080078125
2017-11-10,691.605712890625
2017-11-13,696.595703125
2017-11-14,698.591552734375
2017-11-15,692.1045532226562
2017-11-16,693.1027221679688
2017-11-17,696.0966186523438
2017-11-20,693.1027221679688
2017-11-21,698.0926513671875
2017-11-22,702.5836791992188
2017-11-23,708.0725708007812
2017-11-24,706.5755004882812
2017-11-27,692.1045532226562
2017-11-28,701.0864868164062
2017-11-29,706.5755004882812
2017-11-30,706.5755004882812
2017-12-01,712.064453125
2017-12-04,713.0625
2017-12-05,714.0603637695312
2017-12-06,719.5494384765625
2017-12-07,735.5172119140625
2017-12-08,739.0101318359375
2017-12-11,742.5029907226562
2017-12-12,746.4950561523438
2017-12-13,746.8961791992188
2017-12-14,736.5150756835938
2017-12-15,723.541259765625
2017-12-18,724.5393676757812
2017-12-19,718.5513916015625
2017-12-20,725.0382080078125
2017-12-21,729.0300903320312
2017-12-22,733.521240234375
2017-12-27,731.0262451171875
2017-12-28,731.525146484375
2017-12-29,734.5192260742188
2018-01-02,733.1218872070312
2018-01-03,734.71875
2018-01-04,732.3235473632812
2018-01-05,733.7206420898438
2018-01-08,726.3358154296875
2018-01-09,736.7147827148438
2018-01-10,725.73681640625
2018-01-11,721.744873046875
2018-01-12,721.5452270507812
2018-01-15,727.9325561523438
2018-01-16,716.9547119140625
2018-01-17,683.6218872070312
2018-01-18,677.8335571289062
2018-01-19,686.6157836914062
2018-01-22,690.2085571289062
2018-01-23,692.2044677734375
2018-01-24,689.809326171875
2018-01-25,684.02099609375
2018-01-26,692.6036987304688
2018-01-29,689.0109252929688
2018-01-30,687.6137084960938
2018-01-31,692.4041137695312
2018-02-01,695.3980712890625
2018-02-02,690.607666015625
2018-02-05,688.6117553710938
2018-02-06,677.03515625
2018-02-07,685.0189819335938
2018-02-08,679.6298217773438
2018-02-09,657.4744262695312
2018-02-12,663.8616333007812
2018-02-13,651.6860961914062
2018-02-14,666.2568359375
2018-02-15,680.4281005859375
2018-02-16,699.1903686523438
2018-02-19,695.3980712890625
2018-02-20,695.1983032226562
2018-02-21,699.9887084960938
2018-02-22,703.3819580078125
2018-02-23,698.591552734375
2018-02-26,712.5634155273438
2018-02-27,725.537353515625
2018-02-28,730.926513671875
2018-03-01,723.541259765625
2018-03-02,717.353759765625
2018-03-05,727.1340942382812
2018-03-06,740.7066650390625
2018-03-07,747.0938720703125
2018-03-08,752.083740234375
2018-03-09,749.88818359375
2018-03-12,765.456787109375
2018-03-13,759.8681640625
2018-03-14,764.4588623046875
2018-03-15,762.6624755859375
2018-03-16,774.239013671875
2018-03-19,763.6604614257812
2018-03-20,762.462890625
2018-03-21,760.8660278320312
2018-03-22,760.067626953125
2018-03-23,759.269287109375
2018-03-26,751.2852783203125
2018-03-27,755.4769897460938
2018-03-28,749.88818359375
2018-03-29,747.4930419921875
2018-04-03,743.9002075195312
2018-04-04,741.3056030273438
2018-04-05,731.6433715820312
2018-04-06,739.6287231445312
2018-04-09,744.0203857421875
2018-04-10,765.3809204101562
2018-04-11,763.384521484375
2018-04-12,767.7763671875
2018-04-13,761.9872436523438
2018-04-16,761.5878295898438
2018-04-17,771.5693359375
2018-04-18,772.9668579101562
2018-04-19,774.1646118164062
2018-04-20,782.549072265625
2018-04-23,795.7244262695312
2018-04-24,784.345703125
2018-04-25,794.926025390625
2018-04-26,808.3012084960938
2018-04-27,820.6783447265625
2018-04-30,832.2568969726562
2018-05-01,829.8612670898438
2018-05-02,832.2568969726562
2018-05-03,828.4638671875
2018-05-04,891.9462280273438
2018-05-08,909.3140258789062
2018-05-09,912.508056640625
2018-05-10,918.696533203125
2018-05-11,919.69482421875
2018-05-14,907.9164428710938
2018-05-15,906.71875
2018-05-16,908.3158569335938
2018-05-17,919.2954711914062
2018-05-18,908.3158569335938
2018-05-21,923.08837890625
2018-05-22,916.301025390625
2018-05-23,911.5099487304688
2018-05-24,899.5321044921875
2018-05-25,905.1217041015625
2018-05-29,896.7373657226562
2018-05-30,896.3380737304688
2018-05-31,899.931396484375
2018-06-01,893.5433349609375
2018-06-04,898.533935546875
2018-06-05,895.7391357421875
2018-06-06,895.1401977539062
2018-06-07,887.75390625
2018-06-08,881.1660766601562
2018-06-11,886.9554443359375
2018-06-12,890.5487670898438
2018-06-13,894.5413818359375
2018-06-14,881.5653686523438
2018-06-15,882.5634765625
2018-06-18,867.1920166015625
2018-06-19,854.2160034179688
2018-06-20,866.59326171875
2018-06-21,858.8076782226562
2018-06-22,864.3972778320312
2018-06-25,860.6041870117188
2018-06-26,857.8094482421875
2018-06-27,874.3788452148438
2018-06-28,874.9776611328125
2018-06-29,883.362060546875
2018-07-02,879.5690307617188
2018-07-03,891.9462280273438
2018-07-04,881.9647216796875
2018-07-05,890.1494750976562
2018-07-06,884.5598754882812
2018-07-09,890.7484130859375
2018-07-10,906.5191040039062
2018-07-11,897.7355346679688
2018-07-12,908.1162719726562
2018-07-13,907.1179809570312
2018-07-16,901.8717651367188
2018-07-17,910.5118408203125
2018-07-18,917.2991333007812
2018-07-19,912.9071655273438
2018-07-20,903.3250732421875
2018-07-23,901.7279663085938
2018-07-24,902.326904296875
2018-07-25,909.1142578125
2018-07-26,922.09033203125
2018-07-27,955.6281127929688
2018-07-30,928.2786865234375
2018-07-31,922.8887939453125
2018-08-01,900.9295043945312
2018-08-02,893.1439819335938
2018-08-03,906.3195190429688
2018-08-06,909.9127197265625
2018-08-07,916.1013793945312
2018-08-08,919.0957641601562
2018-08-09,915.3027954101562
2018-08-10,918.29736328125
2018-08-13,914.9035034179688
2018-08-14,924.8850708007812
2018-08-15,915.3027954101562
2018-08-16,914.359375
2018-08-17,915.7569580078125
2018-08-20,923.7428588867188
2018-08-21,923.9422607421875
2018-08-22,926.138427734375
2018-08-23,927.735595703125
2018-08-24,925.9385986328125
2018-08-28,934.5233764648438
2018-08-29,935.9207763671875
2018-08-30,930.7301635742188
2018-08-31,915.7569580078125
2018-09-03,926.7373046875
2018-09-04,915.3577270507812
2018-09-05,896.3917846679688
2018-09-06,894.3953247070312
2018-09-07,895.19384765625
2018-09-10,884.8125
2018-09-11,865.0479125976562
2018-09-12,860.0569458007812
2018-09-13,842.6880493164062
2018-09-14,835.9003295898438
2018-09-17,837.2977905273438
2018-09-18,839.8931274414062
2018-09-19,848.4777221679688
2018-09-20,863.85009765625
2018-09-21,881.6182250976562
2018-09-24,886.4097290039062
2018-09-25,870.4384155273438
2018-09-26,878.4239501953125
2018-09-27,903.179443359375
2018-09-28,888.4061889648438
2018-10-01,886.80908203125
2018-10-02,852.4705200195312
2018-10-03,852.4705200195312
2018-10-04,845.0836791992188
2018-10-05,831.50830078125
2018-10-08,815.3372192382812
2018-10-09,819.13037109375
2018-10-10,785.9898681640625
2018-10-11,778.6030883789062
2018-10-12,776.2073364257812
2018-10-15,790.9808959960938
2018-10-16,815.9361572265625
2018-10-17,833.9041137695312
2018-10-18,865.447265625
2018-10-19,873.2332153320312
2018-10-22,876.8269653320312
2018-10-23,886.2098999023438
2018-10-24,887.0084838867188
2018-10-25,903.179443359375
2018-10-26,893.79638671875
2018-10-29,903.5787353515625
2018-10-30,908.1707153320312
2018-10-31,896.9906616210938
2018-11-01,884.8125
2018-11-02,900.384521484375
2018-11-05,905.3756713867188
2018-11-06,888.4061889648438
2018-11-07,909.3684692382812
2018-11-08,916.3560180664062
2018-11-09,920.1492309570312
2018-11-12,919.3505859375
2018-11-13,908.3702392578125
2018-11-14,918.5521240234375
2018-11-15,927.336181640625
2018-11-16,928.7338256835938
2018-11-19,940.3130493164062
2018-11-20,935.9207763671875
2018-11-21,951.6925659179688
2018-11-22,950.6943359375
2018-11-23,947.5000610351562
2018-11-26,961.8742065429688
2018-11-27,961.2754516601562
2018-11-28,959.6783447265625
2018-11-29,959.27880859375
2018-11-30,961.6747436523438
2018-12-03,964.8689575195312
2018-12-04,959.079345703125
2018-12-05,924.9405517578125
2018-12-06,918.3524169921875
2018-12-07,910.5662841796875
2018-12-10,914.359375
2018-12-11,921.3469848632812
2018-12-12,930.1312255859375
2018-12-13,932.9262084960938
2018-12-14,944.1061401367188
2018-12-17,938.3164672851562
2018-12-18,924.3416137695312
2018-12-19,936.3201293945312
2018-12-20,931.12939453125
2018-12-21,924.9405517578125
2018-12-24,926.5377197265625
2018-12-27,913.7606811523438
2018-12-28,936.1205444335938
2018-12-31,936.7194213867188
2019-01-02,940.911865234375
2019-01-03,944.9047241210938
2019-01-04,961.2754516601562
2019-01-07,974.451904296875
2019-01-08,1003.2000732421875
2019-01-09,1018.67236328125
2019-01-10,1019.6705322265625
2019-01-11,1025.65966796875
2019-01-14,989.8240966796875
2019-01-15,974.8508911132812
2019-01-16,916.5556030273438
2019-01-17,905.3756713867188
2019-01-18,923.7428588867188
2019-01-21,932.5269165039062
2019-01-22,918.7516479492188
2019-01-23,918.3524169921875
2019-01-24,907.771484375
2019-01-25,899.7857055664062
2019-01-28,895.3935546875
2019-01-29,910.3666381835938
2019-01-30,925.14013671875
2019-01-31,904.37744140625
2019-02-01,918.7516479492188
2019-02-04,927.5358276367188
2019-02-05,942.1097412109375
2019-02-06,926.138427734375
2019-02-07,918.9512329101562
2019-02-08,924.7409057617188
2019-02-11,941.9100952148438
2019-02-12,940.3130493164062
2019-02-13,927.336181640625
2019-02-14,927.735595703125
2019-02-15,918.9512329101562
2019-02-18,909.3684692382812
2019-02-19,900.384521484375
2019-02-20,890.8018188476562
2019-02-21,881.8179321289062
2019-02-22,901.3829345703125
2019-02-25,852.6701049804688
2019-02-26,857.8609619140625
2019-02-27,839.8931274414062
2019-02-28,844.4849243164062
2019-03-01,839.8931274414062
2019-03-04,841.2905883789062
2019-03-05,830.5100708007812
2019-03-06,822.5242919921875
2019-03-07,821.1268310546875
2019-03-08,815.9361572265625
2019-03-11,819.5296020507812
2019-03-12,822.5242919921875
2019-03-13,826.3175048828125
2019-03-14,825.9181518554688
2019-03-15,826.9164428710938
2019-03-18,825.51904296875
2019-03-19,833.9041137695312
2019-03-20,818.531494140625
2019-03-21,833.7041625976562
2019-03-22,847.67919921875
2019-03-25,824.321044921875
2019-03-26,830.709716796875
2019-03-27,824.5206909179688
2019-03-28,828.5134887695312
2019-03-29,834.7025146484375
2019-04-01,847.0801391601562
2019-04-02,845.483154296875
2019-04-03,845.6826782226562
2019-04-04,835.6292114257812
2019-04-05,836.8272705078125
2019-04-08,836.0286254882812
2019-04-09,820.6537475585938
2019-04-10,820.6537475585938
2019-04-11,833.8320922851562
2019-04-12,836.627685546875
2019-04-15,834.4312133789062
2019-04-16,823.6488037109375
2019-04-17,837.2266235351562
2019-04-18,842.0187377929688
2019-04-23,865.7797241210938
2019-04-24,864.1822509765625
2019-04-25,863.5833740234375
2019-04-26,857.1939086914062
2019-04-29,841.0204467773438
2019-04-30,828.84033203125
2019-05-01,811.0695190429688
2019-05-02,805.8779907226562
2019-05-03,809.2725219726562
2019-05-07,805.8779907226562
2019-05-08,807.2756958007812
2019-05-09,803.48193359375
2019-05-10,801.0859375
2019-05-13,796.0941772460938
2019-05-14,795.69482421875
2019-05-15,801.8846435546875
2019-05-16,809.4721069335938
2019-05-17,801.4852294921875
2019-05-20,799.2886962890625
2019-05-21,783.9140625
2019-05-22,802.8829345703125
2019-05-23,805.6784057617188
