Date,MNG.L
2022-01-06,205.9142303466797
2022-01-07,206.51223754882812
2022-01-10,206.61190795898438
2022-01-11,209.40260314941406
2022-01-12,209.3029327392578
2022-01-13,212.3926544189453
2022-01-14,213.1899871826172
2022-01-17,213.1899871826172
2022-01-18,214.08702087402344
2022-01-19,215.08367919921875
2022-01-20,216.57872009277344
2022-01-21,213.2896728515625
2022-01-24,205.9142303466797
2022-01-25,211.9939727783203
2022-01-26,213.7880096435547
2022-01-27,213.1899871826172
2022-01-28,212.3926544189453
2022-01-31,214.88436889648438
2022-02-01,214.28634643554688
2022-02-02,215.7813720703125
2022-02-03,214.08702087402344
2022-02-04,212.99066162109375
2022-02-07,211.69497680664062
2022-02-08,214.5853729248047
2022-02-09,216.2797088623047
2022-02-10,216.67837524414062
2022-02-11,214.78469848632812
2022-02-14,211.4956512451172
2022-02-15,214.18666076660156
2022-02-16,215.6816864013672
2022-02-17,212.691650390625
2022-02-18,212.691650390625
2022-02-21,212.09365844726562
2022-02-22,214.38600158691406
2022-02-23,215.98069763183594
2022-02-24,200.63182067871094
2022-02-25,209.9009552001953
2022-02-28,205.1168670654297
2022-03-01,194.7513885498047
2022-03-02,196.24642944335938
2022-03-03,189.41917419433594
2022-03-04,180.79788208007812
2022-03-07,177.7081756591797
2022-03-08,204.41921997070312
2022-03-09,217.77471923828125
2022-03-10,218.77139282226562
2022-03-11,219.86776733398438
2022-03-14,226.54551696777344
2022-03-15,223.25648498535156
2022-03-16,224.95082092285156
2022-03-17,215.79833984375
2022-03-18,212.20835876464844
2022-03-21,212.5075225830078
2022-03-22,215.3994598388672
2022-03-23,215.59889221191406
2022-03-24,220.88417053222656
2022-03-25,223.377197265625
2022-03-28,221.0836181640625
2022-03-29,225.87025451660156
2022-03-30,220.98391723632812
2022-03-31,220.5850067138672
2022-04-01,221.9811248779297
2022-04-04,219.08917236328125
2022-04-05,216.3966827392578
2022-04-06,215.2997283935547
2022-04-07,211.0116729736328
2022-04-08,211.9091796875
2022-04-11,212.20835876464844
2022-04-12,213.00616455078125
2022-04-13,208.9175262451172
2022-04-14,209.2167205810547
2022-04-19,209.01724243164062
2022-04-20,214.80113220214844
2022-04-21,216.6958465576172
2022-04-22,213.80389404296875
2022-04-25,210.812255859375
2022-04-26,210.51309204101562
2022-04-27,211.51031494140625
2022-04-28,213.80389404296875
2022-04-29,213.60446166992188
2022-05-03,219.88694763183594
2022-05-04,214.0033721923828
2022-05-05,210.91197204589844
2022-05-06,208.61837768554688
2022-05-09,205.42727661132812
2022-05-10,206.1253204345703
2022-05-11,208.8177947998047
2022-05-12,207.4217071533203
2022-05-13,213.3052978515625
2022-05-16,213.00616455078125
2022-05-17,215.2997283935547
2022-05-18,215.2997283935547
2022-05-19,205.72642517089844
2022-05-20,206.22503662109375
2022-05-23,216.0975341796875
2022-05-24,214.2028045654297
2022-05-25,217.29415893554688
2022-05-26,218.88973999023438
2022-05-27,217.29415893554688
2022-05-30,220.98391723632812
2022-05-31,215.4991912841797
2022-06-01,215.79833984375
2022-06-06,217.8925323486328
2022-06-07,216.89529418945312
2022-06-08,216.59609985351562
2022-06-09,213.20559692382812
2022-06-10,206.4244842529297
2022-06-13,201.4384002685547
2022-06-14,201.2389373779297
2022-06-15,203.7320098876953
2022-06-16,194.10882568359375
2022-06-17,195.1060333251953
2022-06-20,199.144775390625
2022-06-21,199.44395446777344
2022-06-22,195.15589904785156
2022-06-23,192.96200561523438
2022-06-24,198.0478515625
2022-06-27,200.441162109375
2022-06-28,197.64894104003906
2022-06-29,195.55479431152344
2022-06-30,194.05897521972656
2022-07-01,191.66563415527344
2022-07-04,192.0146484375
2022-07-05,183.43856811523438
2022-07-06,186.9787139892578
2022-07-07,192.7625732421875
2022-07-08,193.75979614257812
2022-07-11,192.31382751464844
2022-07-12,196.8013153076172
2022-07-13,195.25564575195312
2022-07-14,191.16702270507812
2022-07-15,195.8040771484375
2022-07-18,204.4300537109375
2022-07-19,209.61558532714844
2022-07-20,212.0089111328125
2022-07-21,212.80667114257812
2022-07-22,214.70140075683594
2022-07-25,212.70697021484375
2022-07-26,209.91476440429688
2022-07-27,211.41058349609375
2022-07-28,208.41893005371094
2022-07-29,212.70697021484375
2022-08-01,214.10305786132812
2022-08-02,213.50473022460938
2022-08-03,217.09474182128906
2022-08-04,218.59056091308594
2022-08-05,217.09474182128906
2022-08-08,216.0975341796875
2022-08-09,213.60446166992188
2022-08-10,217.09474182128906
2022-08-11,221.5822296142578
2022-08-12,218.39111328125
2022-08-15,216.9950408935547
2022-08-16,216.59609985351562
2022-08-17,213.3052978515625
2022-08-18,208.3795928955078
2022-08-19,205.68634033203125
2022-08-22,202.19505310058594
2022-08-23,200.20001220703125
2022-08-24,198.2548828125
2022-08-25,197.5067596435547
2022-08-26,195.56161499023438
2022-08-30,194.56411743164062
2022-08-31,195.26235961914062
2022-09-01,192.9680938720703
2022-09-02,198.55413818359375
2022-09-05,198.0553741455078
2022-09-06,203.49180603027344
2022-09-07,201.79603576660156
2022-09-08,198.75363159179688
2022-09-09,203.59156799316406
2022-09-12,201.19754028320312
2022-09-13,199.3521728515625
2022-09-14,195.4119873046875
2022-09-15,196.7586212158203
2022-09-16,200.69879150390625
2022-09-20,195.66134643554688
2022-09-21,197.7062530517578
2022-09-22,194.5142364501953
2022-09-23,189.82594299316406
2022-09-26,186.1850128173828
2022-09-27,178.65383911132812
2022-09-28,167.58148193359375
2022-09-29,159.55154418945312
2022-09-30,166.13510131835938
2022-10-03,167.08273315429688
2022-10-04,172.61891174316406
2022-10-05,169.3769989013672
2022-10-06,168.03036499023438
2022-10-07,165.386962890625
2022-10-10,170.1251220703125
2022-10-11,166.3844757080078
2022-10-12,162.64382934570312
2022-10-13,169.27725219726562
2022-10-14,169.9256591796875
2022-10-17,174.2149200439453
2022-10-18,176.11021423339844
2022-10-19,175.66131591796875
2022-10-20,177.75608825683594
2022-10-21,177.45681762695312
2022-10-24,177.9057159423828
2022-10-25,180.69874572753906
2022-10-26,179.40196228027344
2022-10-27,179.40196228027344
2022-10-28,172.96804809570312
2022-10-31,174.7635498046875
2022-11-01,175.9605712890625
2022-11-02,174.31468200683594
2022-11-03,173.01792907714844
2022-11-04,176.4593048095703
2022-11-07,178.45431518554688
2022-11-08,178.95309448242188
2022-11-09,177.40695190429688
2022-11-10,184.83839416503906
2022-11-11,188.6787872314453
2022-11-14,189.52667236328125
2022-11-15,189.3770751953125
2022-11-16,189.3770751953125
2022-11-17,193.11773681640625
2022-11-18,197.85589599609375
2022-11-21,190.62396240234375
2022-11-22,191.0728302001953
2022-11-23,193.81597900390625
2022-11-24,194.16510009765625
2022-11-25,194.2149658203125
2022-11-28,192.219970703125
2022-11-29,191.7710723876953
2022-11-30,191.72120666503906
2022-12-01,190.72369384765625
2022-12-02,190.07533264160156
2022-12-05,186.3346710205078
2022-12-06,186.1850128173828
2022-12-07,183.791015625
2022-12-08,181.04786682128906
2022-12-09,183.49176025390625
2022-12-12,182.34463500976562
2022-12-13,185.23739624023438
2022-12-14,185.23739624023438
2022-12-15,184.38951110839844
2022-12-16,179.65135192871094
2022-12-19,182.24488830566406
2022-12-20,181.8458709716797
2022-12-21,186.23489379882812
2022-12-22,185.78602600097656
2022-12-23,186.68377685546875
2022-12-28,187.58154296875
2022-12-29,187.6812744140625
2022-12-30,187.38204956054688
2023-01-03,188.97805786132812
2023-01-04,192.56907653808594
2023-01-05,191.3222198486328
2023-01-06,191.9207000732422
2023-01-09,193.76609802246094
2023-01-10,196.0603790283203
2023-01-11,190.32470703125
2023-01-12,202.19505310058594
2023-01-13,201.6962890625
2023-01-16,204.58908081054688
2023-01-17,206.0853271484375
2023-01-18,204.38955688476562
2023-01-19,201.39703369140625
2023-01-20,205.18756103515625
2023-01-23,206.78359985351562
2023-01-24,206.2848358154297
2023-01-25,205.98558044433594
2023-01-26,207.48184204101562
2023-01-27,207.88084411621094
2023-01-30,206.4843292236328
2023-01-31,201.39703369140625
2023-02-01,201.0977783203125
2023-02-02,208.3795928955078
2023-02-03,207.58160400390625
2023-02-06,205.5865936279297
2023-02-07,202.5940704345703
2023-02-08,201.9955291748047
2023-02-09,203.1925506591797
2023-02-10,198.75363159179688
2023-02-13,199.00302124023438
2023-02-14,199.801025390625
2023-02-15,200.49928283691406
2023-02-16,199.5017852783203
2023-02-17,200.89828491210938
2023-02-20,202.19505310058594
2023-02-21,199.60153198242188
2023-02-22,197.5067596435547
2023-02-23,197.00799560546875
2023-02-24,210.77362060546875
2023-02-27,207.38209533691406
2023-02-28,213.7661590576172
2023-03-01,218.7537078857422
2023-03-02,216.75868225097656
2023-03-03,217.45692443847656
2023-03-06,217.35716247558594
2023-03-07,216.16018676757812
2023-03-08,215.8609161376953
2023-03-09,216.4594268798828
2023-03-10,214.06541442871094
2023-03-13,206.0853271484375
2023-03-14,207.88084411621094
2023-03-15,197.90576171875
2023-03-16,181.31996154785156
2023-03-17,177.4769287109375
2023-03-20,179.87258911132812
2023-03-21,185.2627716064453
2023-03-22,185.86167907714844
2023-03-23,181.61940002441406
2023-03-24,179.3235626220703
2023-03-27,179.8226776123047
2023-03-28,179.0241241455078
2023-03-29,185.61212158203125
2023-03-30,190.25369262695312
2023-03-31,197.64024353027344
2023-04-03,192.84893798828125
2023-04-04,191.30177307128906
2023-04-05,189.5050506591797
2023-04-06,189.7545928955078
2023-04-11,193.64752197265625
2023-04-12,195.1947021484375
2023-04-13,194.74551391601562
2023-04-14,199.63661193847656
2023-04-17,195.54405212402344
2023-04-18,199.4868927001953
2023-04-19,199.23733520507812
2023-04-20,199.13751220703125
2023-04-21,199.73643493652344
2023-04-24,201.9324188232422
2023-04-25,199.38705444335938
2023-04-26,201.23370361328125
2023-04-27,201.6329803466797
2023-04-28,204.7273406982422
2023-05-02,202.4315185546875
2023-05-03,203.8289794921875
2023-05-04,198.68832397460938
2023-05-05,202.5313262939453
2023-05-09,198.9378662109375
2023-05-10,199.2872314453125
2023-05-11,199.93606567382812
2023-05-12,198.7881317138672
2023-05-15,199.8362579345703
2023-05-16,196.4424285888672
2023-05-17,195.64385986328125
2023-05-18,198.98777770996094
2023-05-19,200.63478088378906
2023-05-22,200.734619140625
2023-05-23,199.73643493652344
2023-05-24,193.94696044921875
2023-05-25,191.7010498046875
2023-05-26,197.98960876464844
2023-05-30,197.939697265625
2023-05-31,197.83985900878906
2023-06-01,198.4387969970703
2023-06-02,203.62933349609375
2023-06-05,201.433349609375
2023-06-06,203.03041076660156
2023-06-07,203.62933349609375
2023-06-08,200.8344268798828
2023-06-09,201.33352661132812
2023-06-12,200.93423461914062
2023-06-13,201.9324188232422
2023-06-14,201.73280334472656
2023-06-15,200.33531188964844
2023-06-16,196.8916015625
2023-06-19,196.2926788330078
2023-06-20,194.74551391601562
2023-06-21,193.8970489501953
2023-06-22,191.3516845703125
2023-06-23,189.40521240234375
2023-06-26,189.2056121826172
2023-06-27,190.60305786132812
2023-06-28,192.7990264892578
2023-06-29,190.3035888671875
2023-06-30,191.05221557617188
2023-07-03,193.64752197265625
2023-07-04,193.19833374023438
2023-07-05,187.55859375
2023-07-06,182.7174072265625
2023-07-07,184.1148681640625
