Date,INDIANB.NS
2015-08-21,116.60221099853516
2015-08-24,104.08674621582031
2015-08-25,107.67451477050781
2015-08-26,110.42792510986328
2015-08-27,110.92852783203125
2015-08-28,111.345703125
2015-08-31,111.2205581665039
2015-09-01,107.92483520507812
2015-09-02,104.21190643310547
2015-09-03,107.17389678955078
2015-09-04,105.67205047607422
2015-09-07,104.0033187866211
2015-09-08,105.46344757080078
2015-09-09,106.2143783569336
2015-09-10,105.33830261230469
2015-09-11,104.33706665039062
2015-09-14,104.79595947265625
2015-09-15,105.00455474853516
2015-09-16,104.46221923828125
2015-09-18,109.30152130126953
2015-09-21,112.34693145751953
2015-09-22,114.09912109375
2015-09-23,112.76411437988281
2015-09-24,109.9690170288086
2015-09-28,111.01197052001953
2015-09-29,113.09786987304688
2015-09-30,113.09786987304688
2015-10-01,111.51258850097656
2015-10-05,114.80831146240234
2015-10-06,116.60221099853516
2015-10-07,116.72734069824219
2015-10-08,118.10404968261719
2015-10-09,117.47827911376953
2015-10-12,115.10034942626953
2015-10-13,115.60096740722656
2015-10-14,114.93348693847656
2015-10-15,116.31016540527344
2015-10-16,116.26847076416016
2015-10-19,116.68563842773438
2015-10-20,114.09912109375
2015-10-21,113.22303009033203
2015-10-23,111.5542984008789
2015-10-26,111.13712310791016
2015-10-27,110.67822265625
2015-10-28,108.46715545654297
2015-10-29,107.42420959472656
2015-10-30,104.1701889038086
2015-11-02,111.26228332519531
2015-11-03,107.42420959472656
2015-11-04,106.08922576904297
2015-11-05,106.3812484741211
2015-11-06,106.3812484741211
2015-11-09,106.08922576904297
2015-11-10,105.33830261230469
2015-11-13,104.7125244140625
2015-11-16,104.87939453125
2015-11-17,105.92234802246094
2015-11-18,104.96284484863281
2015-11-19,105.33830261230469
2015-11-20,104.96284484863281
2015-11-23,105.33830261230469
2015-11-24,104.5873794555664
2015-11-26,105.42173767089844
2015-11-27,109.34324645996094
2015-11-30,109.42666625976562
2015-12-01,109.1346435546875
2015-12-02,107.88310241699219
2015-12-03,105.75548553466797
2015-12-04,106.00580596923828
2015-12-07,106.46468353271484
2015-12-08,104.7542495727539
2015-12-09,103.2106704711914
2015-12-10,101.87567901611328
2015-12-11,97.7038803100586
2015-12-14,95.15908813476562
2015-12-15,95.45110321044922
2015-12-16,95.28421783447266
2015-12-17,95.40937805175781
2015-12-18,94.1578369140625
2015-12-21,95.5345458984375
2015-12-22,94.61673736572266
2015-12-23,94.03266906738281
2015-12-24,95.40937805175781
2015-12-28,96.07686614990234
2015-12-29,95.74313354492188
2015-12-30,95.15908813476562
2015-12-31,96.368896484375
2016-01-01,95.82656860351562
2016-01-04,94.44986724853516
2016-01-05,93.8658218383789
2016-01-06,92.36394500732422
2016-01-07,90.02774810791016
2016-01-08,89.7357177734375
2016-01-11,87.8166732788086
2016-01-12,83.1025390625
2016-01-13,82.35159301757812
2016-01-14,79.22274017333984
2016-01-15,78.30494689941406
2016-01-18,75.17607879638672
2016-01-19,75.71841430664062
2016-01-20,74.42516326904297
2016-01-21,74.04969024658203
2016-01-22,76.80309295654297
2016-01-25,77.42887115478516
2016-01-27,78.13806915283203
2016-01-28,75.46810913085938
2016-01-29,76.30247497558594
2016-02-01,76.59449768066406
2016-02-02,73.71595001220703
2016-02-03,70.6288070678711
2016-02-04,71.00426483154297
2016-02-05,71.75520324707031
2016-02-08,73.3822021484375
2016-02-09,72.33924102783203
2016-02-10,71.17115020751953
2016-02-11,67.33306884765625
2016-02-12,69.50242614746094
2016-02-15,71.63005065917969
2016-02-16,71.46317291259766
2016-02-17,72.75643157958984
2016-02-18,72.42268371582031
2016-02-19,71.79692077636719
2016-02-22,70.6288070678711
2016-02-23,69.12696075439453
2016-02-24,67.41651153564453
2016-02-25,65.33061218261719
2016-02-26,64.45452880859375
2016-02-29,63.45329284667969
2016-03-01,63.87046813964844
2016-03-02,70.29505920410156
2016-03-03,76.84481048583984
2016-03-04,83.68659210205078
2016-03-08,83.97859954833984
2016-03-09,85.8559341430664
2016-03-10,85.77249908447266
2016-03-11,83.43628692626953
2016-03-14,84.43751525878906
2016-03-15,83.01909637451172
2016-03-16,82.60191345214844
2016-03-17,85.23015594482422
2016-03-18,85.52218627929688
2016-03-21,89.65226745605469
2016-03-22,89.61056518554688
2016-03-23,88.56761169433594
2016-03-28,85.8559341430664
2016-03-29,84.22891235351562
2016-03-30,86.60685729980469
2016-03-31,86.69029235839844
2016-04-01,87.3577651977539
2016-04-04,87.8166732788086
2016-04-05,85.48048400878906
2016-04-06,85.06327819824219
2016-04-07,82.93565368652344
2016-04-08,82.81050109863281
2016-04-11,82.56019592285156
2016-04-12,82.60191345214844
2016-04-13,82.97737121582031
2016-04-18,81.68412017822266
2016-04-20,81.43380737304688
2016-04-21,83.64485931396484
2016-04-22,83.97859954833984
2016-04-25,83.35284423828125
2016-04-26,83.85346221923828
2016-04-27,83.51971435546875
2016-04-28,82.51847839355469
2016-04-29,81.3503646850586
2016-05-02,80.22398376464844
2016-05-03,79.9736557006836
2016-05-04,79.55648803710938
2016-05-05,76.4693603515625
2016-05-06,76.01044464111328
2016-05-09,77.42887115478516
2016-05-10,78.09635925292969
2016-05-11,75.13436889648438
2016-05-12,71.92206573486328
2016-05-13,75.92701721191406
2016-05-16,75.63497924804688
2016-05-17,75.96874237060547
2016-05-18,76.0938720703125
2016-05-19,75.13436889648438
2016-05-20,75.21780395507812
2016-05-23,75.42639923095703
2016-05-24,75.13436889648438
2016-05-25,74.75890350341797
2016-05-26,74.59203338623047
2016-05-27,77.09512329101562
2016-05-30,77.76260375976562
2016-05-31,75.80184936523438
2016-06-01,75.59326934814453
2016-06-02,76.55279541015625
2016-06-03,76.84481048583984
2016-06-06,79.38961791992188
2016-06-07,81.26692962646484
2016-06-08,86.60685729980469
2016-06-09,88.2338638305664
2016-06-10,87.56636810302734
2016-06-13,87.98355102539062
2016-06-14,89.19338989257812
2016-06-15,99.37259674072266
2016-06-16,101.24993133544922
2016-06-17,103.46098327636719
2016-06-20,118.22920989990234
2016-06-21,117.85374450683594
2016-06-22,113.05615234375
2016-06-23,116.0934829711914
2016-06-24,112.71868133544922
2016-06-27,118.4136734008789
2016-06-28,118.83551788330078
2016-06-29,118.11837768554688
2016-06-30,119.13081359863281
2016-07-01,119.42611694335938
2016-07-04,127.6522216796875
2016-07-05,126.3444595336914
2016-07-07,127.4412841796875
2016-07-08,126.97724914550781
2016-07-11,128.7490234375
2016-07-12,129.1287078857422
2016-07-13,130.43643188476562
2016-07-14,133.34719848632812
2016-07-15,132.8409881591797
2016-07-18,134.57057189941406
2016-07-19,130.56300354003906
2016-07-20,130.6051788330078
2016-07-21,125.58516693115234
2016-07-22,123.0540542602539
2016-07-25,128.83338928222656
2016-07-26,129.0021209716797
2016-07-27,129.1287078857422
2016-07-28,130.8582763671875
2016-07-29,133.26283264160156
2016-08-01,131.02700805664062
2016-08-02,157.2239990234375
2016-08-03,151.9508514404297
2016-08-04,166.88438415527344
2016-08-05,170.42794799804688
2016-08-08,166.54689025878906
2016-08-09,171.609130859375
2016-08-10,167.5171661376953
2016-08-11,162.75022888183594
2016-08-12,172.28408813476562
2016-08-16,172.79029846191406
2016-08-17,183.4209442138672
2016-08-18,192.49075317382812
2016-08-19,193.3766632080078
2016-08-22,188.82066345214844
2016-08-23,192.91259765625
2016-08-24,192.65951538085938
2016-08-25,188.82066345214844
2016-08-26,187.8082275390625
2016-08-29,189.87530517578125
2016-08-30,193.2922821044922
2016-08-31,189.79090881347656
2016-09-01,188.6519317626953
2016-09-02,185.1505584716797
2016-09-06,198.3544921875
2016-09-07,197.00454711914062
2016-09-08,198.0592041015625
2016-09-09,192.91259765625
2016-09-12,182.70379638671875
2016-09-14,184.39122009277344
2016-09-15,180.88986206054688
2016-09-16,183.0413055419922
2016-09-19,182.74600219726562
2016-09-20,182.66163635253906
2016-09-21,180.67892456054688
2016-09-22,182.74600219726562
2016-09-23,180.38363647460938
2016-09-26,176.50257873535156
2016-09-27,174.56207275390625
2016-09-28,192.11109924316406
2016-09-29,177.0931854248047
2016-09-30,178.10565185546875
2016-10-03,188.82066345214844
2016-10-04,188.8628387451172
2016-10-05,187.5550994873047
2016-10-06,182.95693969726562
2016-10-07,186.3317413330078
2016-10-10,181.94447326660156
2016-10-13,176.16513061523438
2016-10-14,177.34628295898438
2016-10-17,176.41822814941406
2016-10-18,178.65403747558594
2016-10-19,186.24734497070312
2016-10-20,190.04403686523438
2016-10-21,190.08621215820312
2016-10-24,193.92506408691406
2016-10-25,192.2798309326172
2016-10-26,189.62217712402344
2016-10-27,184.01156616210938
