Date,KPRMILL.NS
2015-08-21,74.37907409667969
2015-08-24,63.656593322753906
2015-08-25,66.88052368164062
2015-08-26,65.75812530517578
2015-08-27,68.63813781738281
2015-08-28,69.74143981933594
2015-08-31,71.41786193847656
2015-09-01,68.18438720703125
2015-09-02,69.95636749267578
2015-09-03,70.5438461303711
2015-09-04,68.51395416259766
2015-09-07,66.80887603759766
2015-09-08,66.66082763671875
2015-09-09,67.78321075439453
2015-09-10,67.171875
2015-09-11,67.53005981445312
2015-09-14,69.14441680908203
2015-09-15,67.95514678955078
2015-09-16,69.56950378417969
2015-09-18,69.24470520019531
2015-09-21,69.34500885009766
2015-09-22,68.98202514648438
2015-09-23,69.52172088623047
2015-09-24,74.135498046875
2015-09-28,75.20535278320312
2015-09-29,74.99520111083984
2015-09-30,77.62207794189453
2015-10-01,77.21134948730469
2015-10-05,77.50269317626953
2015-10-06,76.67639923095703
2015-10-07,76.45671081542969
2015-10-08,75.72595977783203
2015-10-09,73.40473937988281
2015-10-12,75.36774444580078
2015-10-13,74.34565734863281
2015-10-14,75.54923248291016
2015-10-15,73.81550598144531
2015-10-16,73.01789093017578
2015-10-19,71.96233367919922
2015-10-20,73.14205169677734
2015-10-21,78.48179626464844
2015-10-23,81.57197570800781
2015-10-26,78.83047485351562
2015-10-27,76.98209381103516
2015-10-28,76.56655883789062
2015-10-29,77.26388549804688
2015-10-30,76.6334228515625
2015-11-02,76.58566284179688
2015-11-03,76.45671081542969
2015-11-04,76.43759155273438
2015-11-05,76.23700714111328
2015-11-06,75.5062484741211
2015-11-09,75.42028045654297
2015-11-10,74.6656494140625
2015-11-13,74.8184814453125
2015-11-16,75.0525131225586
2015-11-17,75.90266418457031
2015-11-18,75.9456558227539
2015-11-19,77.05372619628906
2015-11-20,77.63642883300781
2015-11-23,79.06449127197266
2015-11-24,79.11702728271484
2015-11-26,79.470458984375
2015-11-27,78.81135559082031
2015-11-30,79.12657928466797
2015-12-01,78.7158432006836
2015-12-02,77.75105285644531
2015-12-03,78.29552459716797
2015-12-04,77.46924591064453
2015-12-07,78.39105987548828
2015-12-08,77.1492691040039
2015-12-09,74.37430572509766
2015-12-10,74.30267333984375
2015-12-11,72.88414001464844
2015-12-14,74.2119140625
2015-12-15,73.73907470703125
2015-12-16,75.90266418457031
2015-12-17,77.13491821289062
2015-12-18,78.21910095214844
2015-12-21,78.57731628417969
2015-12-22,78.48179626464844
2015-12-23,78.40058135986328
2015-12-24,78.87822723388672
2015-12-28,82.7994384765625
2015-12-29,84.48063659667969
2015-12-30,84.3803482055664
2015-12-31,83.12421417236328
2016-01-01,85.79887390136719
2016-01-04,83.57318115234375
2016-01-05,85.27349853515625
2016-01-06,87.26992797851562
2016-01-07,82.5367431640625
2016-01-08,82.3075180053711
2016-01-11,78.62029266357422
2016-01-12,80.8364486694336
2016-01-13,78.71104431152344
2016-01-14,78.5247802734375
2016-01-15,74.95221710205078
2016-01-18,73.6005630493164
2016-01-19,73.00831604003906
2016-01-20,69.22081756591797
2016-01-21,69.15396881103516
2016-01-22,74.20234680175781
2016-01-25,72.49250030517578
2016-01-27,70.49604797363281
2016-01-28,69.56471252441406
2016-01-29,70.02799987792969
2016-02-01,69.7461929321289
2016-02-02,68.90082550048828
2016-02-03,68.22261047363281
2016-02-04,67.95037841796875
2016-02-05,69.8178482055664
2016-02-08,68.80054473876953
2016-02-09,69.51713562011719
2016-02-10,68.39653778076172
2016-02-11,65.20299530029297
2016-02-12,62.9906005859375
2016-02-15,65.08756256103516
2016-02-16,61.865169525146484
2016-02-17,61.11968994140625
2016-02-18,62.047935485839844
2016-02-19,63.72645568847656
2016-02-22,62.84630584716797
2016-02-23,63.048316955566406
2016-02-24,60.98020553588867
2016-02-25,61.90846633911133
2016-02-26,61.85554504394531
2016-02-29,61.38902282714844
2016-03-01,62.83189010620117
2016-03-02,65.05389404296875
2016-03-03,67.55484771728516
2016-03-04,68.69471740722656
2016-03-08,71.27262878417969
2016-03-09,72.99444580078125
2016-03-10,73.63412475585938
2016-03-11,72.22972869873047
2016-03-14,72.59525299072266
2016-03-15,72.8886489868164
2016-03-16,73.3189468383789
2016-03-17,73.15941619873047
2016-03-18,74.49871826171875
2016-03-21,76.80021667480469
2016-03-22,76.78570556640625
2016-03-23,77.9267807006836
