Date,INPP.L
2015-08-24,135.9044952392578
2015-08-25,135.60598754882812
2015-08-26,135.40701293945312
2015-08-27,134.71054077148438
2015-08-28,135.10853576660156
2015-09-01,134.21311950683594
2015-09-02,134.01414489746094
2015-09-03,133.7156524658203
2015-09-04,132.82022094726562
2015-09-07,133.7156524658203
2015-09-08,133.7156524658203
2015-09-09,133.8151397705078
2015-09-10,133.5166778564453
2015-09-11,133.7156524658203
2015-09-14,133.7156524658203
2015-09-15,133.7156524658203
2015-09-16,133.21823120117188
2015-09-17,130.36439514160156
2015-09-18,130.36439514160156
2015-09-21,130.16539001464844
2015-09-22,130.16539001464844
2015-09-23,130.16539001464844
2015-09-24,129.6677703857422
2015-09-25,129.76724243164062
2015-09-28,129.96632385253906
2015-09-29,129.6677703857422
2015-09-30,130.2648468017578
2015-10-01,130.06582641601562
2015-10-02,129.76724243164062
2015-10-05,129.96632385253906
2015-10-06,129.86679077148438
2015-10-07,129.76724243164062
2015-10-08,129.96632385253906
2015-10-09,130.56341552734375
2015-10-12,131.16050720214844
2015-10-13,131.3594970703125
2015-10-14,131.45901489257812
2015-10-15,131.45901489257812
2015-10-16,130.96148681640625
2015-10-19,130.76242065429688
2015-10-20,130.96148681640625
2015-10-21,130.96148681640625
2015-10-22,130.96148681640625
2015-10-23,131.0609893798828
2015-10-26,130.96148681640625
2015-10-27,131.0609893798828
2015-10-28,131.0609893798828
2015-10-29,131.3594970703125
2015-10-30,131.16050720214844
2015-11-02,131.3594970703125
2015-11-03,131.5585174560547
2015-11-04,131.45901489257812
2015-11-05,131.45901489257812
2015-11-06,131.65805053710938
2015-11-09,131.75755310058594
2015-11-10,131.45901489257812
2015-11-11,132.35464477539062
2015-11-12,132.55368041992188
2015-11-13,132.35464477539062
2015-11-16,133.54884338378906
2015-11-17,134.94207763671875
2015-11-18,135.34010314941406
2015-11-19,137.4299774169922
2015-11-20,136.53428649902344
2015-11-23,135.43963623046875
2015-11-24,135.43963623046875
2015-11-25,135.638671875
2015-11-26,136.83282470703125
2015-11-27,137.33041381835938
2015-11-30,137.33041381835938
2015-12-01,137.8279571533203
2015-12-02,138.62408447265625
2015-12-03,138.0270233154297
2015-12-04,137.33041381835938
2015-12-07,137.2309112548828
2015-12-08,136.53428649902344
2015-12-09,136.83282470703125
2015-12-10,137.7284698486328
2015-12-11,140.31585693359375
2015-12-14,140.31585693359375
2015-12-15,140.8134002685547
2015-12-16,140.7139129638672
2015-12-17,140.8134002685547
2015-12-18,139.0221710205078
2015-12-21,139.5197296142578
2015-12-22,139.32069396972656
2015-12-23,139.32069396972656
2015-12-24,139.22113037109375
2015-12-29,139.5197296142578
2015-12-30,139.22113037109375
2015-12-31,138.62408447265625
2016-01-04,137.6289520263672
2016-01-05,138.22605895996094
2016-01-06,137.4299774169922
2016-01-07,137.2309112548828
2016-01-08,137.7284698486328
2016-01-11,138.72361755371094
2016-01-12,138.62408447265625
2016-01-13,138.82313537597656
2016-01-14,138.62408447265625
2016-01-15,138.52456665039062
2016-01-18,138.4250946044922
2016-01-19,138.52456665039062
2016-01-20,139.5197296142578
2016-01-21,138.32550048828125
2016-01-22,138.52456665039062
2016-01-25,139.0221710205078
2016-01-26,138.62408447265625
2016-01-27,139.0221710205078
2016-01-28,138.92263793945312
2016-01-29,139.8183135986328
2016-02-01,139.0221710205078
2016-02-02,139.61924743652344
2016-02-03,138.72361755371094
2016-02-04,139.32069396972656
2016-02-05,139.0221710205078
2016-02-08,139.42019653320312
2016-02-09,138.82313537597656
2016-02-10,139.32069396972656
2016-02-11,139.32069396972656
2016-02-12,138.82313537597656
2016-02-15,138.4250946044922
2016-02-16,139.61924743652344
2016-02-17,139.8183135986328
2016-02-18,139.71876525878906
2016-02-19,140.31585693359375
2016-02-22,139.8183135986328
2016-02-23,140.01730346679688
2016-02-24,140.11685180664062
2016-02-25,141.1120147705078
2016-02-26,141.51004028320312
2016-02-29,141.60952758789062
2016-03-01,141.51004028320312
2016-03-02,141.1120147705078
2016-03-03,141.012451171875
2016-03-04,141.31097412109375
2016-03-07,141.31097412109375
2016-03-08,141.41050720214844
2016-03-09,141.1120147705078
2016-03-10,140.6143798828125
2016-03-11,140.8134002685547
2016-03-14,141.012451171875
2016-03-15,140.9129638671875
2016-03-16,141.012451171875
2016-03-17,141.1120147705078
2016-03-18,140.8134002685547
2016-03-21,140.8134002685547
2016-03-22,140.8134002685547
2016-03-23,141.1120147705078
2016-03-24,140.8134002685547
2016-03-29,141.2114715576172
2016-03-30,142.0076141357422
2016-03-31,143.10226440429688
2016-04-01,142.40565490722656
2016-04-04,141.51004028320312
2016-04-05,140.51487731933594
2016-04-06,141.41050720214844
2016-04-07,141.1120147705078
2016-04-08,141.41050720214844
2016-04-11,141.2114715576172
2016-04-12,141.60952758789062
2016-04-13,141.51004028320312
2016-04-14,139.75048828125
2016-04-15,140.14862060546875
2016-04-18,139.94956970214844
2016-04-19,140.84536743164062
2016-04-20,140.74581909179688
2016-04-21,140.94488525390625
2016-04-22,142.23890686035156
2016-04-25,144.62779235839844
2016-04-26,144.82684326171875
2016-04-27,146.2203826904297
2016-04-28,144.82684326171875
2016-04-29,143.2342529296875
2016-05-03,142.63697814941406
2016-05-04,142.4379119873047
2016-05-05,142.23890686035156
2016-05-06,142.13934326171875
2016-05-09,143.73193359375
2016-05-10,143.1347198486328
2016-05-11,143.3338165283203
2016-05-12,142.83609008789062
2016-05-13,144.22962951660156
2016-05-16,143.8314971923828
2016-05-17,145.12548828125
2016-05-18,145.12548828125
2016-05-19,145.2250213623047
2016-05-20,144.62779235839844
2016-05-23,145.32455444335938
2016-05-24,146.51902770996094
2016-05-25,147.01670837402344
2016-05-26,145.9217987060547
2016-05-27,146.120849609375
2016-05-31,145.52362060546875
2016-06-01,145.62315368652344
2016-06-02,146.120849609375
2016-06-03,145.8222198486328
2016-06-06,145.52362060546875
2016-06-07,145.12548828125
2016-06-08,145.72271728515625
2016-06-09,146.7180633544922
2016-06-10,147.81298828125
2016-06-13,147.1162109375
2016-06-14,145.52362060546875
2016-06-15,144.92640686035156
2016-06-16,143.53286743164062
2016-06-17,145.9217987060547
2016-06-20,146.7180633544922
2016-06-21,147.61392211914062
2016-06-22,148.3106689453125
2016-06-23,148.808349609375
2016-06-24,147.91250610351562
2016-06-27,148.3106689453125
2016-06-28,149.3060302734375
2016-06-29,152.78985595703125
2016-06-30,150.79910278320312
2016-07-01,151.79446411132812
2016-07-04,151.79446411132812
2016-07-05,148.50975036621094
2016-07-06,148.90789794921875
2016-07-07,149.90325927734375
2016-07-08,150.1023406982422
2016-07-11,150.30140686035156
2016-07-12,150.69955444335938
2016-07-13,150.79910278320312
2016-07-14,151.59539794921875
2016-07-15,151.69496154785156
2016-07-18,152.2921600341797
2016-07-19,153.2875518798828
2016-07-20,154.58155822753906
2016-07-21,154.68104553222656
2016-07-22,154.48196411132812
2016-07-25,154.3824462890625
2016-07-26,154.68104553222656
2016-07-27,155.27828979492188
2016-07-28,159.0607147216797
2016-07-29,157.7667236328125
2016-08-01,156.0745849609375
2016-08-02,157.56768798828125
2016-08-03,157.46807861328125
2016-08-04,161.84776306152344
2016-08-05,159.55838012695312
2016-08-08,159.95651245117188
2016-08-09,157.66717529296875
2016-08-10,155.7759552001953
2016-08-11,158.4634552001953
2016-08-12,160.25515747070312
2016-08-15,160.05609130859375
2016-08-16,159.0607147216797
2016-08-17,159.55838012695312
2016-08-18,158.26437377929688
2016-08-19,158.26437377929688
2016-08-22,157.3686065673828
2016-08-23,156.97039794921875
2016-08-24,157.26904296875
2016-08-25,157.26904296875
2016-08-26,156.8709259033203
2016-08-30,156.0745849609375
2016-08-31,156.47271728515625
2016-09-01,156.77134704589844
2016-09-02,156.37319946289062
2016-09-05,156.67178344726562
2016-09-06,156.57228088378906
2016-09-07,156.77134704589844
2016-09-08,156.57228088378906
2016-09-09,156.0745849609375
2016-09-12,156.67178344726562
2016-09-13,156.77134704589844
2016-09-14,156.57228088378906
2016-09-15,156.77134704589844
2016-09-16,156.67178344726562
2016-09-19,156.57228088378906
2016-09-20,156.57228088378906
2016-09-21,156.67178344726562
2016-09-22,152.92169189453125
2016-09-23,153.021240234375
2016-09-26,152.025634765625
2016-09-27,150.8309783935547
2016-09-28,151.4282989501953
2016-09-29,152.42393493652344
2016-09-30,153.51904296875
2016-10-03,154.51461791992188
2016-10-04,158.3973846435547
2016-10-05,158.69607543945312
2016-10-06,157.30226135253906
2016-10-07,156.50579833984375
2016-10-10,156.30667114257812
2016-10-11,157.7004852294922
2016-10-12,157.8996124267578
2016-10-13,158.2978515625
2016-10-14,158.59649658203125
2016-10-17,157.99916076660156
2016-10-18,158.79562377929688
2016-10-19,159.39300537109375
2016-10-20,159.29342651367188
2016-10-21,158.3973846435547
2016-10-24,159.19384765625
2016-10-25,158.69607543945312
2016-10-26,158.2978515625
2016-10-27,158.2978515625
2016-10-28,159.99034118652344
2016-10-31,158.59649658203125
2016-11-01,159.791259765625
2016-11-02,158.69607543945312
2016-11-03,159.09432983398438
2016-11-04,157.20272827148438
2016-11-07,157.10308837890625
2016-11-08,156.80450439453125
2016-11-09,157.0036163330078
2016-11-10,156.7049102783203
2016-11-11,155.3111114501953
2016-11-14,153.2203826904297
2016-11-15,152.62301635742188
2016-11-16,153.021240234375
2016-11-17,155.41064453125
2016-11-18,154.71371459960938
2016-11-21,154.81333923339844
2016-11-22,155.60975646972656
2016-11-23,156.30667114257812
2016-11-24,156.30667114257812
2016-11-25,154.71371459960938
2016-11-28,153.021240234375
2016-11-29,153.12081909179688
2016-11-30,151.82655334472656
2016-12-01,151.4282989501953
2016-12-02,153.2203826904297
2016-12-05,154.41505432128906
2016-12-06,155.3111114501953
2016-12-07,158.09872436523438
2016-12-08,157.800048828125
2016-12-09,157.8996124267578
2016-12-12,158.3973846435547
2016-12-13,155.51019287109375
2016-12-14,154.21597290039062
2016-12-15,153.81771850585938
2016-12-16,153.31991577148438
2016-12-19,153.12081909179688
2016-12-20,153.2203826904297
2016-12-21,152.22474670410156
2016-12-22,152.32437133789062
2016-12-23,152.32437133789062
2016-12-28,153.31991577148438
2016-12-29,153.12081909179688
2016-12-30,153.31991577148438
2017-01-03,153.2203826904297
2017-01-04,153.31991577148438
2017-01-05,152.82212829589844
2017-01-06,152.82212829589844
2017-01-09,152.42393493652344
2017-01-10,152.5234375
2017-01-11,152.62301635742188
2017-01-12,152.12527465820312
2017-01-13,152.12527465820312
2017-01-16,151.62744140625
2017-01-17,151.4282989501953
2017-01-18,151.5278778076172
2017-01-19,151.4282989501953
2017-01-20,151.129638671875
2017-01-23,151.32876586914062
2017-01-24,151.82655334472656
2017-01-25,152.12527465820312
2017-01-26,151.62744140625
2017-01-27,151.7269744873047
2017-01-30,151.4282989501953
2017-01-31,153.021240234375
2017-02-01,153.41946411132812
2017-02-02,153.31991577148438
2017-02-03,153.31991577148438
2017-02-06,153.31991577148438
2017-02-07,153.41946411132812
2017-02-08,153.51904296875
2017-02-09,153.51904296875
2017-02-10,153.71815490722656
2017-02-13,154.41505432128906
2017-02-14,154.11634826660156
2017-02-15,153.81771850585938
2017-02-16,153.12081909179688
2017-02-17,154.31552124023438
2017-02-20,156.40621948242188
