Date,EDV.L
2019-01-21,2096.628173828125
2019-01-22,2096.628173828125
2019-01-23,2096.628173828125
2019-01-24,2096.628173828125
2019-01-25,2096.628173828125
2019-01-28,2096.628173828125
2019-01-29,2096.628173828125
2019-01-30,2096.628173828125
2019-01-31,2096.628173828125
2019-02-01,2096.628173828125
2019-02-04,2096.628173828125
2019-02-05,2096.628173828125
2019-02-06,2096.628173828125
2019-02-07,2096.628173828125
2019-02-08,2096.628173828125
2019-02-11,2096.628173828125
2019-02-12,2096.628173828125
2019-02-13,2096.628173828125
2019-02-14,2096.628173828125
2019-02-15,2096.628173828125
2019-02-18,2096.628173828125
2019-02-19,2096.628173828125
2019-02-20,2096.628173828125
2019-02-21,2096.628173828125
2019-02-22,2096.628173828125
2019-02-25,2096.628173828125
2019-02-26,2096.628173828125
2019-02-27,2096.628173828125
2019-02-28,2096.628173828125
2019-03-01,2096.628173828125
2019-03-04,2096.628173828125
2019-03-05,2096.628173828125
2019-03-06,2096.628173828125
2019-03-07,2096.628173828125
2019-03-08,2096.628173828125
2019-03-11,2096.628173828125
2019-03-12,2096.628173828125
2019-03-13,2037.7508544921875
2019-03-14,1970.89013671875
2019-03-15,1929.9754638671875
2019-03-18,1904.029541015625
2019-03-19,1913.0108642578125
2019-03-20,1913.0108642578125
2019-03-21,2006.815185546875
2019-03-22,2016.79443359375
2019-03-25,2016.79443359375
2019-03-26,2016.79443359375
2019-03-27,2016.79443359375
2019-03-28,2016.79443359375
2019-03-29,2016.79443359375
2019-04-01,1935.9630126953125
2019-04-02,1935.9630126953125
2019-04-03,1889.0606689453125
2019-04-04,1889.0606689453125
2019-04-05,1889.0606689453125
2019-04-08,1960.910888671875
2019-04-09,1960.910888671875
2019-04-10,1960.910888671875
2019-04-11,1960.910888671875
2019-04-12,1960.910888671875
2019-04-15,1960.910888671875
2019-04-16,1960.910888671875
2019-04-17,1960.910888671875
2019-04-18,1960.910888671875
2019-04-23,1960.910888671875
2019-04-24,1960.910888671875
2019-04-25,1960.910888671875
2019-04-26,1960.910888671875
2019-04-29,1960.910888671875
2019-04-30,1960.910888671875
2019-05-01,1960.910888671875
2019-05-02,1960.910888671875
2019-05-03,1960.910888671875
2019-05-07,1960.910888671875
2019-05-08,1960.910888671875
2019-05-09,1960.910888671875
2019-05-10,1960.910888671875
2019-05-13,1960.910888671875
2019-05-14,1960.910888671875
2019-05-15,1960.910888671875
2019-05-16,1960.910888671875
2019-05-17,1960.910888671875
2019-05-20,1960.910888671875
2019-05-21,1960.910888671875
2019-05-22,1960.910888671875
2019-05-23,1960.910888671875
2019-05-24,1960.910888671875
2019-05-28,1960.910888671875
2019-05-29,1960.910888671875
2019-05-30,1960.910888671875
2019-05-31,1960.910888671875
2019-06-03,1960.910888671875
2019-06-04,1960.910888671875
2019-06-05,1960.910888671875
2019-06-06,1960.910888671875
2019-06-07,1960.910888671875
2019-06-10,1960.910888671875
2019-06-11,1960.910888671875
2019-06-12,1960.910888671875
2019-06-13,1960.910888671875
2019-06-14,1960.910888671875
2019-06-17,1960.910888671875
2019-06-18,1960.910888671875
2019-06-19,1960.910888671875
2019-06-20,1960.910888671875
2019-06-21,1960.910888671875
2019-06-24,1960.910888671875
2019-06-25,1960.910888671875
2019-06-26,1960.910888671875
2019-06-27,1960.910888671875
2019-06-28,1960.910888671875
2019-07-01,1960.910888671875
2019-07-02,1960.910888671875
2019-07-03,1960.910888671875
2019-07-04,1960.910888671875
2019-07-05,1960.910888671875
2019-07-08,1960.910888671875
2019-07-09,1960.910888671875
2019-07-10,1960.910888671875
2019-07-11,1960.910888671875
2019-07-12,1960.910888671875
2019-07-15,1960.910888671875
2019-07-16,1960.910888671875
2019-07-17,1960.910888671875
2019-07-18,1960.910888671875
2019-07-19,1960.910888671875
2019-07-22,1960.910888671875
2019-07-23,1960.910888671875
2019-07-24,1960.910888671875
2019-07-25,1960.910888671875
2019-07-26,1960.910888671875
2019-07-29,1960.910888671875
2019-07-30,1960.910888671875
2019-07-31,1960.910888671875
2019-08-01,1960.910888671875
2019-08-02,1960.910888671875
2019-08-05,1960.910888671875
2019-08-06,1960.910888671875
2019-08-07,1960.910888671875
2019-08-08,1960.910888671875
2019-08-09,1960.910888671875
2019-08-12,2743.271728515625
2019-08-13,2743.271728515625
2019-08-14,2743.271728515625
2019-08-15,2629.627685546875
2019-08-16,2659.621826171875
2019-08-19,2642.590576171875
2019-08-20,2595.79736328125
2019-08-21,2595.79736328125
2019-08-22,2595.79736328125
2019-08-23,2585.251220703125
2019-08-27,2585.251220703125
2019-08-28,2585.251220703125
2019-08-29,2585.251220703125
2019-08-30,2583.546630859375
2019-09-02,2583.546630859375
2019-09-03,2671.360595703125
2019-09-04,2671.360595703125
2019-09-05,2671.360595703125
2019-09-06,2536.708251953125
2019-09-09,2536.708251953125
2019-09-10,2467.8466796875
2019-09-11,2467.8466796875
2019-09-12,2625.65771484375
2019-09-13,2625.65771484375
2019-09-16,2494.7158203125
2019-09-17,2596.585205078125
2019-09-18,2596.585205078125
2019-09-19,2597.58056640625
2019-09-20,2606.716552734375
2019-09-23,2840.239013671875
2019-09-24,2840.239013671875
2019-09-25,2840.239013671875
2019-09-26,2736.487548828125
2019-09-27,2736.487548828125
2019-09-30,2736.487548828125
2019-10-01,2536.79296875
2019-10-02,2534.71142578125
2019-10-03,2535.54931640625
2019-10-04,2535.54931640625
2019-10-07,2461.952392578125
2019-10-08,2461.952392578125
2019-10-09,2461.952392578125
2019-10-10,2443.923095703125
2019-10-11,2371.054931640625
2019-10-14,2371.054931640625
2019-10-15,2305.229248046875
2019-10-16,2281.344970703125
2019-10-17,2311.24462890625
2019-10-18,2315.1650390625
2019-10-21,2289.116455078125
2019-10-22,2289.116455078125
2019-10-23,2289.116455078125
2019-10-24,2341.117919921875
2019-10-25,2336.0234375
2019-10-28,2336.0234375
2019-10-29,2255.304443359375
2019-10-30,2255.304443359375
2019-10-31,2255.304443359375
2019-11-01,2405.955810546875
2019-11-04,2405.955810546875
2019-11-05,2326.343017578125
2019-11-06,2467.852783203125
2019-11-07,2348.162353515625
2019-11-08,2348.162353515625
2019-11-11,2337.11962890625
2019-11-12,2337.11962890625
2019-11-13,2337.11962890625
2019-11-14,2337.11962890625
2019-11-15,2337.11962890625
2019-11-18,2447.896484375
2019-11-19,2447.896484375
2019-11-20,2447.896484375
2019-11-21,2447.896484375
2019-11-22,2447.896484375
2019-11-25,2447.896484375
2019-11-26,2447.896484375
2019-11-27,2447.896484375
2019-11-28,2447.896484375
2019-11-29,2447.896484375
2019-12-02,2447.896484375
2019-12-03,2483.81884765625
2019-12-04,2483.81884765625
2019-12-05,2483.81884765625
2019-12-06,2483.81884765625
2019-12-09,2483.81884765625
2019-12-10,2483.81884765625
2019-12-11,2483.81884765625
2019-12-12,2476.22509765625
2019-12-13,2476.22509765625
2019-12-16,2468.94677734375
2019-12-17,2468.94677734375
2019-12-18,2468.94677734375
2019-12-19,2325.84521484375
2019-12-20,2325.84521484375
2019-12-23,2325.84521484375
2019-12-24,2325.84521484375
2019-12-27,2325.84521484375
2019-12-30,2325.84521484375
2019-12-31,2325.84521484375
2020-01-02,2325.84521484375
2020-01-03,2325.84521484375
2020-01-06,2325.84521484375
2020-01-07,2325.84521484375
2020-01-08,2325.84521484375
2020-01-09,2325.84521484375
2020-01-10,2325.84521484375
2020-01-13,2325.84521484375
2020-01-14,2433.35205078125
2020-01-15,2433.35205078125
2020-01-16,2480.723876953125
2020-01-17,2480.723876953125
2020-01-20,2480.723876953125
2020-01-21,2480.723876953125
2020-01-22,2480.723876953125
2020-01-23,2480.723876953125
2020-01-24,2480.723876953125
2020-01-27,2480.723876953125
2020-01-28,2480.723876953125
2020-01-29,2480.723876953125
2020-01-30,2480.723876953125
2020-01-31,2480.723876953125
2020-02-03,2480.723876953125
2020-02-04,2480.723876953125
2020-02-05,2480.723876953125
2020-02-06,2480.723876953125
2020-02-07,2480.723876953125
2020-02-10,2480.723876953125
2020-02-11,2480.723876953125
2020-02-12,2480.723876953125
2020-02-13,2521.659423828125
2020-02-14,2492.018798828125
2020-02-17,2492.018798828125
2020-02-18,2599.4345703125
2020-02-19,2599.4345703125
2020-02-20,2689.31640625
2020-02-21,2703.40673828125
2020-02-24,2789.18115234375
2020-02-25,2789.18115234375
2020-02-26,2691.343017578125
2020-02-27,2691.343017578125
2020-02-28,2354.119384765625
2020-03-02,2341.05810546875
2020-03-03,2341.05810546875
2020-03-04,2341.05810546875
2020-03-05,2341.05810546875
2020-03-06,2378.04833984375
2020-03-09,2209.209228515625
2020-03-10,2209.209228515625
2020-03-11,2209.209228515625
2020-03-12,1989.9893798828125
2020-03-13,1871.1292724609375
2020-03-16,2090.02587890625
2020-03-17,2282.17822265625
2020-03-18,2282.17822265625
2020-03-19,2282.17822265625
2020-03-20,2282.17822265625
2020-03-23,1859.1483154296875
2020-03-24,2304.154296875
2020-03-25,2328.160400390625
2020-03-26,2328.160400390625
2020-03-27,2328.160400390625
2020-03-30,2328.160400390625
2020-03-31,2328.160400390625
2020-04-01,2008.8731689453125
2020-04-02,2157.492919921875
2020-04-03,2157.492919921875
2020-04-06,2157.492919921875
2020-04-07,2157.492919921875
2020-04-08,2157.492919921875
2020-04-09,2157.492919921875
2020-04-14,2566.700927734375
2020-04-15,2566.700927734375
2020-04-16,2566.700927734375
2020-04-17,2416.9990234375
2020-04-20,2416.9990234375
2020-04-21,2416.9990234375
2020-04-22,2518.797607421875
2020-04-23,2779.0908203125
2020-04-24,2644.421630859375
2020-04-27,2704.282958984375
2020-04-28,2639.556640625
2020-04-29,2606.60546875
2020-04-30,2606.60546875
2020-05-01,2606.60546875
2020-05-04,2682.612060546875
2020-05-05,2601.50390625
2020-05-06,2601.50390625
2020-05-07,2601.50390625
2020-05-11,2751.28662109375
2020-05-12,2751.28662109375
2020-05-13,2864.84912109375
2020-05-14,2864.84912109375
2020-05-15,3133.71044921875
2020-05-18,3133.71044921875
2020-05-19,3188.387939453125
2020-05-20,3188.387939453125
2020-05-21,3191.348876953125
2020-05-22,3189.421142578125
2020-05-26,3072.3134765625
2020-05-27,2962.988525390625
2020-05-28,3201.77734375
2020-05-29,3209.263427734375
2020-06-01,3209.263427734375
2020-06-02,3209.263427734375
2020-06-03,2911.966064453125
2020-06-04,2911.966064453125
2020-06-05,2911.966064453125
2020-06-08,2996.007568359375
2020-06-09,2996.007568359375
2020-06-10,3078.45556640625
2020-06-11,3263.342041015625
2020-06-12,3263.342041015625
2020-06-15,3012.695556640625
2020-06-16,3012.695556640625
2020-06-17,3012.695556640625
2020-06-18,2948.974609375
2020-06-19,2948.974609375
2020-06-22,3132.476318359375
2020-06-23,3272.2041015625
2020-06-24,3198.145263671875
2020-06-25,3211.94189453125
2020-06-26,3211.94189453125
2020-06-29,3230.42919921875
2020-06-30,3230.42919921875
2020-07-01,3230.42919921875
2020-07-02,3265.18408203125
2020-07-03,3234.3369140625
2020-07-06,3234.3369140625
2020-07-07,3234.3369140625
2020-07-08,3462.950927734375
2020-07-09,3442.575927734375
2020-07-10,3403.79345703125
2020-07-13,3393.977783203125
2020-07-14,3393.977783203125
2020-07-15,3216.287109375
2020-07-16,3194.3095703125
2020-07-17,3194.3095703125
2020-07-20,3307.10791015625
2020-07-21,3478.85888671875
2020-07-22,3534.653564453125
2020-07-23,3464.5966796875
2020-07-24,3429.738037109375
2020-07-27,3693.108154296875
2020-07-28,3608.478515625
2020-07-29,3608.478515625
2020-07-30,3471.758544921875
2020-07-31,3534.567626953125
2020-08-03,3534.567626953125
2020-08-04,3534.567626953125
2020-08-05,3724.49169921875
2020-08-06,3592.351806640625
2020-08-07,3574.547119140625
2020-08-10,3569.7158203125
2020-08-11,3569.7158203125
2020-08-12,3321.140625
2020-08-13,3526.35498046875
2020-08-14,3523.598388671875
2020-08-17,3595.578125
2020-08-18,3701.372802734375
2020-08-19,3682.465087890625
2020-08-20,3682.465087890625
2020-08-21,3625.51416015625
2020-08-24,3567.556640625
2020-08-25,3535.69921875
2020-08-26,3535.69921875
2020-08-27,3606.64892578125
2020-08-28,3606.64892578125
2020-09-01,3606.64892578125
2020-09-02,3553.357177734375
2020-09-03,3553.357177734375
2020-09-04,3553.357177734375
2020-09-07,3553.357177734375
2020-09-08,3553.357177734375
2020-09-09,3553.357177734375
2020-09-10,3632.155029296875
2020-09-11,3632.155029296875
2020-09-14,3632.155029296875
2020-09-15,3855.827392578125
2020-09-16,3855.827392578125
2020-09-17,3855.827392578125
2020-09-18,3855.827392578125
2020-09-21,3528.600830078125
2020-09-22,3522.50146484375
2020-09-23,3522.50146484375
2020-09-24,3522.50146484375
2020-09-25,3522.50146484375
2020-09-28,3522.50146484375
2020-09-29,3522.50146484375
2020-09-30,3322.331787109375
2020-10-01,3322.331787109375
2020-10-02,3322.331787109375
2020-10-05,3322.331787109375
2020-10-06,3322.331787109375
2020-10-07,3271.219482421875
2020-10-08,3271.219482421875
2020-10-09,3271.219482421875
2020-10-12,3271.219482421875
2020-10-13,3324.894775390625
2020-10-14,3324.894775390625
2020-10-15,3324.894775390625
2020-10-16,3324.894775390625
2020-10-19,3324.894775390625
2020-10-20,3324.894775390625
2020-10-21,3324.894775390625
2020-10-22,3324.894775390625
2020-10-23,3324.894775390625
2020-10-26,3324.894775390625
2020-10-27,3324.894775390625
2020-10-28,3209.4990234375
2020-10-29,3209.4990234375
2020-10-30,3209.4990234375
2020-11-02,3303.2744140625
2020-11-03,3303.2744140625
2020-11-04,3303.2744140625
2020-11-05,3510.964599609375
2020-11-06,3510.964599609375
2020-11-09,3228.228271484375
2020-11-10,3022.51953125
2020-11-11,3022.51953125
2020-11-12,3022.51953125
2020-11-13,3080.842529296875
2020-11-16,3017.555908203125
2020-11-17,3017.555908203125
2020-11-18,3017.555908203125
2020-11-19,3073.326171875
2020-11-20,3073.326171875
2020-11-23,3073.326171875
2020-11-24,2882.892578125
2020-11-25,2882.892578125
2020-11-26,2882.892578125
2020-11-27,2882.892578125
2020-11-30,2882.892578125
2020-12-01,3082.360107421875
2020-12-02,3082.360107421875
2020-12-03,3020.795654296875
2020-12-04,3020.795654296875
2020-12-07,3052.58642578125
2020-12-08,3052.58642578125
2020-12-09,3012.96923828125
2020-12-10,3012.96923828125
2020-12-11,3012.96923828125
2020-12-14,2940.698486328125
2020-12-15,2940.698486328125
2020-12-16,2940.698486328125
2020-12-17,3053.632568359375
2020-12-18,3072.4365234375
2020-12-21,3072.4365234375
2020-12-22,3072.4365234375
2020-12-23,3072.4365234375
2020-12-24,3072.4365234375
2020-12-29,2975.794677734375
2020-12-30,2975.794677734375
2020-12-31,2975.794677734375
2021-01-04,3248.966064453125
2021-01-05,3248.966064453125
2021-01-06,3248.966064453125
2021-01-07,3248.966064453125
2021-01-08,3053.53076171875
2021-01-11,3026.68310546875
2021-01-12,3026.68310546875
2021-01-13,3026.68310546875
2021-01-14,2884.98388671875
2021-01-15,2884.98388671875
2021-01-18,2748.31298828125
2021-01-19,2734.298583984375
2021-01-20,2734.298583984375
2021-01-21,2682.7685546875
2021-01-22,2678.691650390625
2021-01-25,2743.650390625
2021-01-26,2657.621826171875
2021-01-27,2483.166015625
2021-01-28,2570.922119140625
2021-01-29,2754.628662109375
2021-02-01,2739.65771484375
2021-02-02,2739.65771484375
2021-02-03,2739.65771484375
2021-02-04,2739.65771484375
2021-02-05,2739.65771484375
2021-02-08,2739.65771484375
2021-02-09,2739.65771484375
2021-02-10,2724.68701171875
2021-02-11,2638.8544921875
2021-02-12,2623.883544921875
2021-02-15,2623.883544921875
2021-02-16,2652.8271484375
2021-02-17,2632.865966796875
2021-02-18,2632.865966796875
2021-02-19,2525.076171875
2021-02-22,2563.00244140625
2021-02-23,2563.00244140625
2021-02-24,2514.09765625
2021-02-25,2491.142333984375
2021-02-26,2454.21484375
2021-03-01,2361.395263671875
2021-03-02,2361.395263671875
2021-03-03,2361.395263671875
2021-03-04,2361.395263671875
2021-03-05,2396.027587890625
2021-03-08,2396.027587890625
2021-03-09,2430.260986328125
2021-03-10,2404.311767578125
2021-03-11,2392.3349609375
2021-03-12,2451.22021484375
2021-03-15,2442.237548828125
2021-03-16,2402.315673828125
2021-03-17,2550.02783203125
2021-03-18,2564.99853515625
2021-03-19,2616.896728515625
2021-03-22,2583.96142578125
2021-03-23,2469.185302734375
2021-03-24,2463.197265625
2021-03-25,2463.197265625
2021-03-26,2461.200927734375
2021-03-29,2461.200927734375
2021-03-30,2461.200927734375
2021-03-31,2534.058349609375
2021-04-01,2534.058349609375
2021-04-06,2534.058349609375
2021-04-07,2534.058349609375
2021-04-08,2774.58984375
2021-04-09,2772.593994140625
2021-04-12,2740.65625
2021-04-13,2765.607421875
2021-04-14,2765.607421875
2021-04-15,2810.51953125
2021-04-16,2869.40478515625
2021-04-19,2869.40478515625
2021-04-20,2869.40478515625
2021-04-21,2869.40478515625
2021-04-22,2869.40478515625
2021-04-23,2869.40478515625
2021-04-26,2869.40478515625
2021-04-27,2869.40478515625
2021-04-28,2869.40478515625
2021-04-29,2605.91845703125
2021-04-30,2561.00634765625
2021-05-04,2587.95361328125
2021-05-05,2587.95361328125
2021-05-06,2639.8525390625
2021-05-07,2639.8525390625
2021-05-10,2675.7822265625
2021-05-11,2603.922607421875
2021-05-12,2592.9443359375
2021-05-13,2673.786376953125
2021-05-14,2673.786376953125
2021-05-17,2879.3857421875
2021-05-18,2879.3857421875
2021-05-19,2879.3857421875
2021-05-20,2879.3857421875
2021-05-21,2879.3857421875
2021-05-24,2879.3857421875
2021-05-25,2879.3857421875
2021-05-26,2876.3916015625
2021-05-27,2876.3916015625
2021-05-28,2876.3916015625
2021-06-01,2876.3916015625
2021-06-02,2876.3916015625
2021-06-03,2876.3916015625
2021-06-04,2944.2587890625
2021-06-07,2942.2626953125
2021-06-08,2942.2626953125
2021-06-09,2942.2626953125
2021-06-10,2942.2626953125
2021-06-11,2942.2626953125
2021-06-14,1701.681884765625
2021-06-15,1661.759765625
2021-06-16,1681.820556640625
2021-06-17,1786.5164794921875
2021-06-18,1601.87646484375
2021-06-21,1686.96044921875
2021-06-22,1634.562744140625
2021-06-23,1617.8453369140625
2021-06-24,1576.9251708984375
2021-06-25,1591.895751953125
2021-06-28,1588.4027099609375
2021-06-29,1557.962158203125
2021-06-30,1546.9835205078125
2021-07-01,1581.915283203125
2021-07-02,1621.837646484375
2021-07-05,1620.340576171875
2021-07-06,1641.299560546875
2021-07-07,1624.332763671875
2021-07-08,1592.89404296875
2021-07-09,1621.837646484375
2021-07-12,1616.84716796875
2021-07-13,1655.771240234375
2021-07-14,1651.7791748046875
2021-07-15,1686.711181640625
2021-07-16,1674.7342529296875
2021-07-19,1643.794677734375
2021-07-20,1616.84716796875
2021-07-21,1616.84716796875
2021-07-22,1656.7694091796875
2021-07-23,1656.7694091796875
2021-07-26,1704.1771240234375
2021-07-27,1679.2257080078125
2021-07-28,1681.7205810546875
2021-07-29,1711.66259765625
2021-07-30,1711.66259765625
2021-08-02,1741.60400390625
2021-08-03,1716.65283203125
2021-08-04,1811.4678955078125
2021-08-05,1781.526123046875
2021-08-06,1696.691650390625
2021-08-09,1641.798583984375
2021-08-10,1681.7205810546875
2021-08-11,1676.730712890625
2021-08-12,1646.7889404296875
2021-08-13,1696.691650390625
2021-08-16,1716.65283203125
2021-08-17,1711.66259765625
2021-08-18,1666.7501220703125
2021-08-19,1646.7889404296875
2021-08-20,1616.84716796875
2021-08-23,1701.681884765625
2021-08-24,1711.66259765625
2021-08-25,1706.6719970703125
2021-08-26,1746.5941162109375
2021-08-27,1741.60400390625
2021-08-31,1761.565185546875
2021-09-01,1786.5164794921875
2021-09-02,1746.5941162109375
2021-09-03,1771.545654296875
2021-09-06,1831.4288330078125
2021-09-07,1766.555419921875
2021-09-08,1756.5748291015625
2021-09-09,1726.9078369140625
2021-09-10,1711.934814453125
2021-09-13,1741.8812255859375
2021-09-14,1686.9794921875
2021-09-15,1746.872314453125
2021-09-16,1706.9437255859375
2021-09-17,1736.89013671875
2021-09-20,1681.9884033203125
2021-09-21,1706.9437255859375
2021-09-22,1706.9437255859375
2021-09-23,1706.9437255859375
2021-09-24,1701.9525146484375
2021-09-27,1726.9078369140625
2021-09-28,1701.9525146484375
2021-09-29,1681.9884033203125
2021-09-30,1706.9437255859375
2021-10-01,1672.0062255859375
2021-10-04,1686.9794921875
2021-10-05,1627.086669921875
2021-10-06,1696.9615478515625
2021-10-07,1736.89013671875
2021-10-08,1761.845458984375
2021-10-11,1896.60400390625
2021-10-12,1786.80078125
