Date,SGE.L
2016-07-05,640.704833984375
2016-07-06,638.209716796875
2016-07-07,637.7108154296875
2016-07-08,638.7089233398438
2016-07-11,653.6785278320312
2016-07-12,643.6987915039062
2016-07-13,645.1956176757812
2016-07-14,654.177490234375
2016-07-15,651.18359375
2016-07-18,666.6524047851562
2016-07-19,675.1350708007812
2016-07-20,695.5939331054688
2016-07-21,685.1148681640625
2016-07-22,691.6018676757812
2016-07-25,695.5939331054688
2016-07-26,701.082763671875
2016-07-27,700.583740234375
2016-07-28,712.5595092773438
2016-07-29,711.0625
2016-08-01,711.5615234375
2016-08-02,707.0706787109375
2016-08-03,699.086669921875
2016-08-04,714.056396484375
2016-08-05,714.5555419921875
2016-08-08,714.056396484375
2016-08-09,726.5313110351562
2016-08-10,721.0422973632812
2016-08-11,732.5191040039062
2016-08-12,738.5071411132812
2016-08-15,739.0059204101562
2016-08-16,732.020263671875
2016-08-17,731.022216796875
2016-08-18,727.5291748046875
2016-08-19,734.5150756835938
2016-08-22,733.51708984375
2016-08-23,734.5150756835938
2016-08-24,724.535400390625
2016-08-25,720.0445556640625
2016-08-26,727.5291748046875
2016-08-30,728.0281982421875
2016-08-31,723.5372314453125
2016-09-01,727.0302734375
2016-09-02,740.0040893554688
2016-09-05,735.0142822265625
2016-09-06,731.022216796875
2016-09-07,737.509033203125
2016-09-08,737.509033203125
2016-09-09,723.0383911132812
2016-09-12,718.54736328125
2016-09-13,718.54736328125
2016-09-14,722.5392456054688
2016-09-15,728.0281982421875
2016-09-16,727.0302734375
2016-09-19,734.01611328125
2016-09-20,739.0059204101562
2016-09-21,737.509033203125
2016-09-22,745.492919921875
2016-09-23,737.509033203125
2016-09-26,730.5230712890625
2016-09-27,727.0302734375
2016-09-28,730.5230712890625
2016-09-29,732.5191040039062
2016-09-30,736.5110473632812
2016-10-03,750.4827880859375
2016-10-04,754.4747924804688
2016-10-05,742.9979248046875
2016-10-06,738.5071411132812
2016-10-07,740.0040893554688
2016-10-10,739.5050048828125
2016-10-11,735.51318359375
2016-10-12,729.0263061523438
2016-10-13,726.0322875976562
2016-10-14,728.5271606445312
2016-10-17,721.0422973632812
2016-10-18,727.0302734375
2016-10-19,724.535400390625
2016-10-20,716.0526123046875
2016-10-21,721.0422973632812
2016-10-24,720.0445556640625
2016-10-25,723.5372314453125
2016-10-26,711.5615234375
2016-10-27,713.0584716796875
2016-10-28,720.0445556640625
2016-10-31,720.0445556640625
2016-11-01,705.5736083984375
2016-11-02,695.5939331054688
2016-11-03,689.1069946289062
2016-11-04,682.120849609375
2016-11-07,682.120849609375
2016-11-08,682.120849609375
2016-11-09,679.6260986328125
2016-11-10,664.6563110351562
2016-11-11,649.6865844726562
2016-11-14,647.690673828125
2016-11-15,652.6804809570312
2016-11-16,659.167236328125
2016-11-17,673.6383056640625
2016-11-18,683.6179809570312
2016-11-21,685.1148681640625
2016-11-22,690.6038208007812
2016-11-23,685.614013671875
2016-11-24,688.60791015625
2016-11-25,689.1069946289062
2016-11-28,678.6281127929688
2016-11-29,674.1371459960938
2016-11-30,656.1734619140625
2016-12-01,647.1917114257812
2016-12-02,638.209716796875
2016-12-05,631.7230224609375
2016-12-06,618.250244140625
2016-12-07,627.23193359375
2016-12-08,626.2340698242188
2016-12-09,623.7390747070312
2016-12-12,623.2400512695312
2016-12-13,635.2159423828125
2016-12-14,636.7128295898438
2016-12-15,646.1935424804688
2016-12-16,647.690673828125
2016-12-19,652.1815795898438
2016-12-20,650.6846923828125
2016-12-21,652.6804809570312
2016-12-22,654.177490234375
2016-12-23,652.6804809570312
2016-12-28,654.177490234375
2016-12-29,657.1714477539062
2016-12-30,653.6785278320312
2017-01-03,649.6865844726562
2017-01-04,651.6826171875
2017-01-05,652.1815795898438
2017-01-06,656.1734619140625
2017-01-09,669.6463012695312
2017-01-10,660.1654052734375
2017-01-11,668.6482543945312
2017-01-12,663.6583862304688
2017-01-13,673.1392822265625
2017-01-16,672.14111328125
2017-01-17,658.1695556640625
2017-01-18,647.690673828125
2017-01-19,641.7028198242188
2017-01-20,642.2017211914062
2017-01-23,629.7269897460938
2017-01-24,630.2259521484375
2017-01-25,632.221923828125
2017-01-26,597.7913818359375
2017-01-27,608.7693481445312
2017-01-30,605.2764892578125
2017-01-31,611.7633666992188
2017-02-01,611.2643432617188
2017-02-02,620.7453002929688
2017-02-03,628.7288818359375
2017-02-06,630.2259521484375
2017-02-07,632.221923828125
2017-02-08,638.209716796875
2017-02-09,635.8077392578125
2017-02-10,645.7892456054688
2017-02-13,643.79296875
2017-02-14,636.3068237304688
2017-02-15,636.8060302734375
2017-02-16,634.310546875
2017-02-17,632.314453125
2017-02-20,633.3124389648438
2017-02-21,646.7871704101562
2017-02-22,641.7966918945312
2017-02-23,642.794677734375
2017-02-24,641.2974853515625
2017-02-27,645.7892456054688
2017-02-28,644.791015625
2017-03-01,654.2732543945312
2017-03-02,655.7703247070312
2017-03-03,644.2918701171875
2017-03-06,644.2918701171875
2017-03-07,646.7871704101562
2017-03-08,646.2880249023438
2017-03-09,652.2769775390625
2017-03-10,644.791015625
2017-03-13,649.2825317382812
2017-03-14,644.791015625
2017-03-15,638.302978515625
2017-03-16,640.7985229492188
2017-03-17,637.8040771484375
2017-03-20,639.3013305664062
2017-03-21,628.3218383789062
2017-03-22,614.34814453125
2017-03-23,628.3218383789062
2017-03-24,629.819091796875
2017-03-27,633.3124389648438
2017-03-28,634.310546875
2017-03-29,630.8172607421875
2017-03-30,633.3124389648438
2017-03-31,629.3198852539062
2017-04-03,626.8247680664062
2017-04-04,631.3161010742188
2017-04-05,632.314453125
2017-04-06,623.3311157226562
2017-04-07,631.3161010742188
2017-04-10,632.314453125
2017-04-11,637.8040771484375
2017-04-12,648.7835083007812
2017-04-13,662.2582397460938
2017-04-18,649.2825317382812
2017-04-19,652.2769775390625
2017-04-20,653.7739868164062
2017-04-21,653.7739868164062
2017-04-24,654.2732543945312
2017-04-25,664.7534790039062
2017-04-26,663.2564086914062
2017-04-27,668.7459716796875
2017-04-28,668.7459716796875
2017-05-02,682.2206420898438
2017-05-03,705.6767578125
2017-05-04,696.194580078125
2017-05-05,698.6898193359375
2017-05-08,696.194580078125
2017-05-09,697.1927490234375
2017-05-10,689.7067260742188
2017-05-11,686.26513671875
2017-05-12,688.2615966796875
2017-05-15,687.2632446289062
2017-05-16,690.7570190429688
2017-05-17,696.746337890625
2017-05-18,693.7515869140625
2017-05-19,695.2489013671875
2017-05-22,698.7426147460938
2017-05-23,699.7410278320312
2017-05-24,706.2291870117188
2017-05-25,712.7175903320312
2017-05-26,712.218505859375
2017-05-30,715.7120361328125
2017-05-31,719.2059936523438
2017-06-01,727.1915283203125
2017-06-02,727.6905517578125
2017-06-05,708.2255249023438
2017-06-06,706.728271484375
2017-06-07,695.2489013671875
2017-06-08,694.7498779296875
2017-06-09,696.2471313476562
2017-06-12,683.76953125
2017-06-13,685.2669067382812
2017-06-14,696.746337890625
2017-06-15,696.746337890625
2017-06-16,713.2166137695312
2017-06-19,711.2201538085938
2017-06-20,718.7066650390625
2017-06-21,710.7212524414062
2017-06-22,712.9669799804688
2017-06-23,713.7156982421875
2017-06-26,716.1124267578125
2017-06-27,706.927001953125
2017-06-28,701.23828125
2017-06-29,681.2739868164062
2017-06-30,686.7642822265625
2017-07-03,679.2777099609375
2017-07-04,675.783935546875
2017-07-05,678.778564453125
2017-07-06,669.7948608398438
2017-07-07,670.2938842773438
2017-07-10,674.7857666015625
2017-07-11,670.7930297851562
2017-07-12,680.7750854492188
2017-07-13,675.783935546875
2017-07-14,681.7732543945312
2017-07-17,674.2865600585938
2017-07-18,670.7930297851562
2017-07-19,688.7606811523438
2017-07-20,690.7570190429688
2017-07-21,690.2579956054688
2017-07-24,686.7642822265625
2017-07-25,699.2416381835938
2017-07-26,690.7570190429688
2017-07-27,683.2705688476562
2017-07-28,675.783935546875
2017-07-31,672.789306640625
2017-08-01,681.2739868164062
2017-08-02,675.783935546875
2017-08-03,678.778564453125
2017-08-04,687.7623291015625
2017-08-07,684.7678833007812
2017-08-08,685.2669067382812
2017-08-09,687.2632446289062
2017-08-10,676.7822875976562
2017-08-11,672.2901611328125
2017-08-14,678.778564453125
2017-08-15,681.7732543945312
2017-08-16,702.7354125976562
2017-08-17,698.7426147460938
2017-08-18,692.7534790039062
2017-08-21,693.7515869140625
2017-08-22,699.2416381835938
2017-08-23,696.746337890625
2017-08-24,694.7498779296875
2017-08-25,692.25439453125
2017-08-29,686.26513671875
2017-08-30,686.7642822265625
2017-08-31,691.2562255859375
2017-09-01,692.7534790039062
2017-09-04,689.2597045898438
2017-09-05,693.2525634765625
2017-09-06,680.7750854492188
2017-09-07,695.2489013671875
2017-09-08,693.7515869140625
2017-09-11,695.2489013671875
2017-09-12,696.746337890625
2017-09-13,700.739013671875
2017-09-14,715.213134765625
2017-09-15,701.7373046875
2017-09-18,703.7337646484375
2017-09-19,701.23828125
2017-09-20,712.218505859375
2017-09-21,702.7354125976562
2017-09-22,710.2219848632812
2017-09-25,702.2364501953125
2017-09-26,691.7551879882812
2017-09-27,688.7606811523438
2017-09-28,693.7515869140625
2017-09-29,697.2454223632812
2017-10-02,708.724609375
2017-10-03,721.7013549804688
2017-10-04,719.2059936523438
2017-10-05,726.6923828125
2017-10-06,728.688720703125
2017-10-09,730.1862182617188
2017-10-10,718.2077026367188
2017-10-11,719.2059936523438
2017-10-12,728.688720703125
2017-10-13,724.696044921875
2017-10-16,725.6943359375
2017-10-17,720.7031860351562
2017-10-18,723.6976928710938
2017-10-19,727.1915283203125
2017-10-20,728.688720703125
2017-10-23,732.6815185546875
2017-10-24,727.6905517578125
2017-10-25,734.6779174804688
2017-10-26,736.6742553710938
2017-10-27,736.6742553710938
2017-10-30,735.17724609375
2017-10-31,744.160888671875
2017-11-01,744.160888671875
2017-11-02,743.6617431640625
2017-11-03,759.6331176757812
2017-11-06,762.627685546875
2017-11-07,759.1339111328125
2017-11-08,761.1304321289062
2017-11-09,748.6527709960938
2017-11-10,747.6546630859375
2017-11-13,743.6617431640625
2017-11-14,752.1466064453125
2017-11-15,753.144775390625
2017-11-16,762.128662109375
2017-11-17,757.6366577148438
2017-11-20,766.620361328125
2017-11-21,773.6078491210938
2017-11-22,780.595458984375
2017-11-23,804.55224609375
2017-11-24,803.0550537109375
2017-11-27,808.0458984375
2017-11-28,809.0442504882812
2017-11-29,777.6008911132812
2017-11-30,773.10888671875
2017-12-01,766.620361328125
2017-12-04,764.1249389648438
2017-12-05,764.1249389648438
2017-12-06,759.1339111328125
2017-12-07,757.1375122070312
2017-12-08,766.620361328125
2017-12-11,771.1124877929688
2017-12-12,779.59716796875
2017-12-13,783.5899047851562
2017-12-14,782.092529296875
2017-12-15,780.0963134765625
2017-12-18,785.08740234375
2017-12-19,787.0838012695312
2017-12-20,787.582763671875
2017-12-21,787.0838012695312
2017-12-22,794.0711669921875
2017-12-27,793.0728149414062
2017-12-28,788.5809326171875
2017-12-29,796.5667724609375
2018-01-02,786.185302734375
2018-01-03,793.5722045898438
2018-01-04,798.1637573242188
2018-01-05,805.5504760742188
2018-01-08,800.7590942382812
2018-01-09,803.753662109375
2018-01-10,797.7644653320312
2018-01-11,806.3490600585938
2018-01-12,809.9425659179688
2018-01-15,808.9444580078125
2018-01-16,803.9535522460938
2018-01-17,800.1600952148438
2018-01-18,808.1458129882812
2018-01-19,817.1295776367188
2018-01-22,811.7393798828125
2018-01-23,819.9244995117188
2018-01-24,766.8202514648438
2018-01-25,749.2515869140625
2018-01-26,757.2374267578125
2018-01-29,753.6438598632812
2018-01-30,747.8543090820312
2018-01-31,747.8543090820312
2018-02-01,751.6474609375
2018-02-02,736.8742065429688
2018-02-05,723.498046875
2018-02-06,696.5465698242188
2018-02-07,712.7175903320312
2018-02-08,680.8723754882812
2018-02-09,671.0885620117188
2018-02-12,685.464599609375
2018-02-13,680.2733764648438
2018-02-14,688.459716796875
2018-02-15,698.4430541992188
2018-02-16,699.042236328125
2018-02-19,690.0570068359375
2018-02-20,701.6378173828125
2018-02-21,704.83251953125
2018-02-22,697.0454711914062
2018-02-23,696.8458862304688
2018-02-26,694.44970703125
2018-02-27,691.0555419921875
2018-02-28,691.4547119140625
2018-03-01,674.8822021484375
2018-03-02,660.9053344726562
2018-03-05,672.2865600585938
2018-03-06,678.8755493164062
2018-03-07,681.8706665039062
2018-03-08,695.0487670898438
2018-03-09,694.6494140625
2018-03-12,698.8424682617188
2018-03-13,688.8590698242188
2018-03-14,687.860595703125
2018-03-15,688.459716796875
2018-03-16,685.8640747070312
2018-03-19,669.0919799804688
2018-03-20,668.093505859375
2018-03-21,661.50439453125
2018-03-22,648.5258178710938
2018-03-23,644.931884765625
2018-03-26,638.5423583984375
2018-03-27,648.1265258789062
2018-03-28,642.7355346679688
2018-03-29,638.1431884765625
2018-04-03,643.7338256835938
2018-04-04,638.9418334960938
2018-04-05,653.517578125
2018-04-06,654.515869140625
2018-04-09,661.9036865234375
2018-04-10,668.89208984375
2018-04-11,668.89208984375
2018-04-12,670.8888549804688
2018-04-13,615.979736328125
2018-04-16,597.4105834960938
2018-04-17,608.5919799804688
2018-04-18,627.76025390625
2018-04-19,628.9581909179688
2018-04-20,629.7569580078125
2018-04-23,629.9566650390625
2018-04-24,631.3543701171875
2018-04-25,626.5623168945312
2018-04-26,633.9500122070312
2018-04-27,639.9400024414062
2018-04-30,634.149658203125
2018-05-01,635.34765625
2018-05-02,636.3460083007812
2018-05-03,632.5523681640625
2018-05-04,646.928466796875
2018-05-08,652.1199340820312
2018-05-09,661.10498046875
2018-05-10,671.7448120117188
2018-05-11,677.9351196289062
2018-05-14,667.3516845703125
2018-05-15,661.361083984375
2018-05-16,663.75732421875
2018-05-17,667.9507446289062
2018-05-18,669.3486328125
2018-05-21,672.5435180664062
2018-05-22,677.7352905273438
2018-05-23,670.3470458984375
2018-05-24,669.1489868164062
2018-05-25,679.5325317382812
2018-05-29,662.3595581054688
2018-05-30,663.5576171875
2018-05-31,661.361083984375
2018-06-01,662.9585571289062
2018-06-04,664.55615234375
2018-06-05,666.952392578125
2018-06-06,669.9476318359375
2018-06-07,675.9381713867188
2018-06-08,669.9476318359375
2018-06-11,675.5387573242188
2018-06-12,673.5418090820312
2018-06-13,684.3251953125
2018-06-14,679.3329467773438
2018-06-15,660.1629638671875
2018-06-18,654.7714233398438
2018-06-19,640.9931640625
2018-06-20,643.189697265625
2018-06-21,633.6046142578125
2018-06-22,631.0088500976562
2018-06-25,622.2225952148438
2018-06-26,620.8248291015625
2018-06-27,629.4111938476562
2018-06-28,619.626708984375
2018-06-29,627.6140747070312
2018-07-02,612.0386352539062
2018-07-03,614.2351684570312
2018-07-04,607.2461547851562
2018-07-05,610.8403930664062
2018-07-06,612.6376342773438
2018-07-09,614.4348754882812
2018-07-10,624.8184814453125
2018-07-11,614.6344604492188
2018-07-12,624.4193115234375
2018-07-13,618.4285888671875
2018-07-16,620.9995727539062
2018-07-17,632.2068481445312
2018-07-18,632.805908203125
2018-07-19,632.4066162109375
2018-07-20,630.2098999023438
2018-07-23,629.6109008789062
2018-07-24,636.2006225585938
2018-07-25,638.7965698242188
2018-07-26,644.3877563476562
2018-07-27,644.9868774414062
2018-07-30,611.8389282226562
2018-07-31,621.0245361328125
2018-08-01,624.4193115234375
2018-08-02,645.7855834960938
2018-08-03,658.96484375
2018-08-06,665.9539794921875
2018-08-07,662.9585571289062
2018-08-08,666.3533935546875
2018-08-09,672.1441650390625
2018-08-10,670.9461059570312
2018-08-13,663.1583862304688
2018-08-14,669.3486328125
2018-08-15,664.9553833007812
2018-08-16,663.3579711914062
2018-08-17,664.7557983398438
2018-08-20,618.2288818359375
2018-08-21,628.213134765625
2018-08-22,634.2037963867188
2018-08-23,640.5936279296875
2018-08-24,642.590576171875
2018-08-28,650.1787719726562
2018-08-29,644.3877563476562
2018-08-30,644.5874633789062
2018-08-31,594.4662475585938
2018-09-03,602.45361328125
2018-09-04,589.8734130859375
2018-09-05,578.8907470703125
2018-09-06,569.3057861328125
2018-09-07,580.6878051757812
2018-09-10,582.4849853515625
2018-09-11,579.09033203125
2018-09-12,578.6909790039062
2018-09-13,577.093505859375
2018-09-14,584.8812255859375
2018-09-17,580.288330078125
2018-09-18,576.494384765625
2018-09-19,579.2899169921875
2018-09-20,576.494384765625
2018-09-21,581.8859252929688
2018-09-24,574.09814453125
2018-09-25,588.4755859375
2018-09-26,583.8828735351562
2018-09-27,585.2806396484375
2018-09-28,585.4803466796875
2018-10-01,579.2899169921875
2018-10-02,577.093505859375
2018-10-03,577.892333984375
2018-10-04,562.5164794921875
2018-10-05,551.3338623046875
2018-10-08,553.929931640625
2018-10-09,545.7427978515625
2018-10-10,555.32763671875
2018-10-11,555.1280517578125
2018-10-12,563.1154174804688
2018-10-15,563.3151245117188
2018-10-16,573.0997924804688
2018-10-17,570.9031372070312
2018-10-18,555.7271118164062
2018-10-19,547.140625
2018-10-22,547.140625
2018-10-23,534.3606567382812
2018-10-24,524.775634765625
2018-10-25,531.3652954101562
2018-10-26,525.5744018554688
2018-10-29,527.171875
2018-10-30,535.9581298828125
2018-10-31,543.5462036132812
2018-11-01,549.137451171875
2018-11-02,563.714599609375
2018-11-05,554.12939453125
2018-11-06,552.9314575195312
2018-11-07,561.917236328125
2018-11-08,550.5353393554688
2018-11-09,550.5353393554688
2018-11-12,544.3448486328125
2018-11-13,547.9392700195312
2018-11-14,548.3386840820312
2018-11-15,565.1123657226562
2018-11-16,554.7286987304688
2018-11-19,549.9361572265625
2018-11-20,535.3590698242188
2018-11-21,547.3402709960938
2018-11-22,559.3214111328125
2018-11-23,575.49609375
2018-11-26,581.8859252929688
2018-11-27,589.0745849609375
2018-11-28,595.2649536132812
2018-11-29,605.0496215820312
2018-11-30,580.4882202148438
2018-12-03,578.0918579101562
2018-12-04,584.8812255859375
2018-12-05,583.4834594726562
2018-12-06,571.1028442382812
2018-12-07,579.09033203125
2018-12-10,577.093505859375
2018-12-11,588.4755859375
2018-12-12,600.8562622070312
2018-12-13,601.2555541992188
2018-12-14,595.2649536132812
2018-12-17,588.67529296875
2018-12-18,586.279052734375
2018-12-19,596.4630737304688
2018-12-20,588.67529296875
2018-12-21,587.2775268554688
2018-12-24,566.1107788085938
2018-12-27,586.079345703125
2018-12-28,604.2508544921875
2018-12-31,600.456787109375
2019-01-02,598.4599609375
2019-01-03,571.3026123046875
2019-01-04,592.4693603515625
2019-01-07,597.6611328125
2019-01-08,599.0588989257812
2019-01-09,607.84521484375
2019-01-10,620.0260620117188
2019-01-11,607.0463256835938
2019-01-14,591.071533203125
2019-01-15,603.0526123046875
2019-01-16,592.06982421875
2019-01-17,624.0198364257812
2019-01-18,631.6078491210938
2019-01-21,627.0150756835938
2019-01-22,622.6218872070312
2019-01-23,623.2210693359375
2019-01-24,624.61865234375
2019-01-25,629.2118530273438
2019-01-28,627.21484375
2019-01-29,627.8137817382812
2019-01-30,630.0104370117188
2019-01-31,625.0181884765625
2019-02-01,625.81689453125
2019-02-04,641.791748046875
2019-02-05,651.3768310546875
2019-02-06,654.3722534179688
2019-02-07,633.7095336914062
2019-02-08,640.6997680664062
2019-02-11,646.69140625
2019-02-12,639.10205078125
2019-02-13,654.0809936523438
2019-02-14,661.8699340820312
2019-02-15,658.0755004882812
2019-02-18,659.073974609375
2019-02-19,659.073974609375
2019-02-20,661.6702880859375
2019-02-21,657.0767822265625
2019-02-22,662.8685913085938
2019-02-25,664.0669555664062
2019-02-26,663.4677734375
2019-02-27,658.8742065429688
2019-02-28,660.0725708007812
2019-03-01,664.4663696289062
2019-03-04,664.8657836914062
2019-03-05,666.463623046875
2019-03-06,663.2681884765625
2019-03-07,662.06982421875
2019-03-08,659.073974609375
2019-03-11,667.462158203125
2019-03-12,672.2554931640625
2019-03-13,675.8502807617188
2019-03-14,673.4537963867188
2019-03-15,684.2386474609375
2019-03-18,680.0446166992188
2019-03-19,683.839111328125
2019-03-20,680.4439086914062
2019-03-21,692.8265991210938
2019-03-22,684.6380004882812
2019-03-25,680.244384765625
2019-03-26,687.8334350585938
2019-03-27,681.242919921875
2019-03-28,697.8194580078125
2019-03-29,700.2161254882812
2019-04-01,706.008056640625
2019-04-02,704.4103393554688
2019-04-03,715.7941284179688
2019-04-04,703.8110961914062
2019-04-05,709.00390625
2019-04-08,710.6014404296875
2019-04-09,705.408935546875
2019-04-10,702.6128540039062
2019-04-11,701.0150146484375
2019-04-12,704.6099853515625
2019-04-15,707.4061279296875
2019-04-16,710.6014404296875
2019-04-17,707.0066528320312
2019-04-18,708.0051879882812
2019-04-23,720.787353515625
2019-04-24,729.9742431640625
2019-04-25,724.5818481445312
2019-04-26,721.7858276367188
2019-04-29,723.3836669921875
2019-04-30,724.3821411132812
2019-05-01,724.9813842773438
2019-05-02,710.0023803710938
2019-05-03,711.4005126953125
2019-05-07,706.407470703125
2019-05-08,718.7900390625
2019-05-09,719.78857421875
2019-05-10,713.9967651367188
2019-05-13,703.2119140625
2019-05-14,717.9912109375
2019-05-15,715.3948364257812
2019-05-16,736.9645385742188
2019-05-17,745.752197265625
2019-05-20,737.5636596679688
2019-05-21,752.1431884765625
2019-05-22,770.9168090820312
2019-05-23,752.3428955078125
2019-05-24,753.3414916992188
2019-05-28,755.3386840820312
2019-05-29,741.5579833984375
