Date,EA
2015-08-03,69.14454650878906
2015-08-04,69.95320892333984
2015-08-05,73.2267837524414
2015-08-06,72.10636138916016
2015-08-07,71.47308349609375
2015-08-10,72.0673828125
2015-08-11,71.92125701904297
2015-08-12,71.82379913330078
2015-08-13,71.49253845214844
2015-08-14,70.94696807861328
2015-08-17,71.80431365966797
2015-08-18,71.95045471191406
2015-08-19,69.76808166503906
2015-08-20,65.96839141845703
2015-08-21,63.844486236572266
2015-08-24,62.06153869628906
2015-08-25,61.90564727783203
2015-08-26,64.63362884521484
2015-08-27,65.43254852294922
2015-08-28,66.16326904296875
2015-08-31,64.44852447509766
2015-09-01,61.79848098754883
2015-09-02,63.006595611572266
2015-09-03,64.09779357910156
2015-09-04,64.66285705566406
2015-09-08,66.7380599975586
2015-09-09,66.03659057617188
2015-09-10,66.9719009399414
2015-09-11,67.13753509521484
2015-09-14,66.59191131591797
2015-09-15,67.59544372558594
2015-09-16,68.47227478027344
2015-09-17,69.23223114013672
2015-09-18,68.26769256591797
2015-09-21,68.76457977294922
2015-09-22,66.92318725585938
2015-09-23,67.67338562011719
2015-09-24,67.04010009765625
2015-09-25,67.70259857177734
2015-09-28,64.75052642822266
2015-09-29,64.30237579345703
2015-09-30,66.00736236572266
2015-10-01,65.47151184082031
2015-10-02,64.7797622680664
2015-10-05,65.85147857666016
2015-10-06,64.83821868896484
2015-10-07,64.40953826904297
2015-10-08,64.1075439453125
2015-10-09,63.367069244384766
2015-10-12,66.35810089111328
2015-10-13,66.6601333618164
2015-10-14,68.75482177734375
2015-10-15,69.14454650878906
2015-10-16,69.86550903320312
2015-10-19,70.43058776855469
2015-10-20,70.44033813476562
2015-10-21,70.91773223876953
2015-10-22,72.62271881103516
2015-10-23,72.99292755126953
2015-10-26,72.17455291748047
2015-10-27,73.33393859863281
2015-10-28,74.79536437988281
2015-10-29,74.1036148071289
2015-10-30,70.21625518798828
2015-11-02,70.14805603027344
2015-11-03,70.05062103271484
2015-11-04,72.37915802001953
2015-11-05,72.15506744384766
2015-11-06,70.51828002929688
2015-11-09,69.11531066894531
2015-11-10,69.00814819335938
2015-11-11,69.46607208251953
2015-11-12,69.81680297851562
2015-11-13,68.09231567382812
2015-11-16,66.24119567871094
2015-11-17,66.34838104248047
2015-11-18,66.6601333618164
2015-11-19,69.25171661376953
2015-11-20,70.55723571777344
2015-11-23,67.20574188232422
2015-11-24,65.33511352539062
2015-11-25,67.72209930419922
2015-11-27,67.10831451416016
2015-11-30,66.04632568359375
2015-12-01,66.86474609375
2015-12-02,67.55647277832031
2015-12-03,65.49101257324219
2015-12-04,68.56973266601562
2015-12-07,68.96916198730469
2015-12-08,69.16403198242188
2015-12-09,65.36434173583984
2015-12-10,64.66285705566406
2015-12-11,65.4422836303711
2015-12-14,67.86824035644531
2015-12-15,70.46955108642578
2015-12-16,70.18702697753906
2015-12-17,69.2906723022461
2015-12-18,67.20574188232422
2015-12-21,66.94268035888672
2015-12-22,67.29341125488281
2015-12-23,66.8744888305664
2015-12-24,67.1764907836914
2015-12-28,67.41031646728516
2015-12-29,68.05335235595703
2015-12-30,67.85848236083984
2015-12-31,66.95242309570312
2016-01-04,64.3998031616211
2016-01-05,63.269649505615234
2016-01-06,62.042057037353516
2016-01-07,60.85343551635742
2016-01-08,61.506202697753906
2016-01-11,62.558406829833984
2016-01-12,63.932167053222656
2016-01-13,61.7497673034668
2016-01-14,62.82146453857422
2016-01-15,64.36083221435547
2016-01-19,65.63714599609375
2016-01-20,65.1305160522461
2016-01-21,65.30587005615234
2016-01-22,67.57594299316406
2016-01-25,68.12154388427734
2016-01-26,69.00814819335938
2016-01-27,67.70259857177734
2016-01-28,67.99490356445312
2016-01-29,62.889678955078125
2016-02-01,62.54867172241211
2016-02-02,59.099727630615234
2016-02-03,58.07674026489258
2016-02-04,57.21936798095703
2016-02-05,54.07244873046875
2016-02-08,54.871360778808594
2016-02-09,56.7517204284668
2016-02-10,57.46294021606445
2016-02-11,56.693260192871094
2016-02-12,57.72600555419922
2016-02-16,57.833168029785156
2016-02-17,58.30082321166992
2016-02-18,56.84914016723633
2016-02-19,58.03776550292969
2016-02-22,61.64259338378906
2016-02-23,59.93761444091797
2016-02-24,61.57440948486328
2016-02-25,63.016334533691406
2016-02-26,62.79225158691406
2016-02-29,62.587642669677734
2016-03-01,63.79575729370117
2016-03-02,64.3900375366211
2016-03-03,63.13325500488281
2016-03-04,62.77275466918945
2016-03-07,61.954368591308594
2016-03-08,61.34056854248047
2016-03-09,62.275875091552734
2016-03-10,61.86668014526367
2016-03-11,62.81173324584961
2016-03-14,63.12348556518555
2016-03-15,64.02958679199219
2016-03-16,64.30237579345703
2016-03-17,63.006595611572266
2016-03-18,62.665584564208984
2016-03-21,62.29536056518555
2016-03-22,62.2271614074707
2016-03-23,63.376800537109375
2016-03-24,62.587642669677734
2016-03-28,62.977359771728516
2016-03-29,64.33161163330078
2016-03-30,64.70183563232422
2016-03-31,64.40953826904297
2016-04-01,64.22444152832031
2016-04-04,64.04906463623047
2016-04-05,63.76652908325195
2016-04-06,64.13674926757812
2016-04-07,62.285621643066406
2016-04-08,62.587642669677734
2016-04-11,61.53542709350586
2016-04-12,61.34056854248047
2016-04-13,63.10401153564453
2016-04-14,63.269649505615234
2016-04-15,65.12077331542969
2016-04-18,64.80899810791016
2016-04-19,64.48748779296875
2016-04-20,64.1075439453125
2016-04-21,64.4777603149414
2016-04-22,64.17574310302734
2016-04-25,64.23417663574219
2016-04-26,63.64961242675781
2016-04-27,61.72053909301758
2016-04-28,60.71702575683594
2016-04-29,60.25912094116211
2016-05-02,61.27238082885742
2016-05-03,60.483219146728516
2016-05-04,60.28834915161133
2016-05-05,60.63908004760742
2016-05-06,62.29536056518555
2016-05-09,62.86043167114258
2016-05-10,62.87992477416992
2016-05-11,71.49253845214844
2016-05-12,73.08062744140625
2016-05-13,73.26573181152344
2016-05-16,74.64921569824219
2016-05-17,73.20729064941406
2016-05-18,72.57398223876953
2016-05-19,71.60946655273438
