Date,CPLE6.SA
2015-08-24,1.5348995923995972
2015-08-25,1.5185167789459229
2015-08-26,1.6024805307388306
2015-08-27,1.6163036823272705
2015-08-28,1.6101597547531128
2015-08-31,1.5871211290359497
2015-09-01,1.5000855922698975
2015-09-02,1.5231244564056396
2015-09-03,1.553842544555664
2015-09-04,1.5231244564056396
2015-09-08,1.5507705211639404
2015-09-09,1.561522364616394
2015-09-10,1.6372952461242676
2015-09-11,1.649069905281067
2015-09-14,1.7248421907424927
2015-09-15,1.7227939367294312
2015-09-16,1.7663122415542603
2015-09-17,1.7611924409866333
2015-09-18,1.6951478719711304
2015-09-21,1.6762044429779053
2015-09-22,1.6429259777069092
2015-09-23,1.6280790567398071
2015-09-24,1.6291029453277588
2015-09-25,1.615280032157898
2015-09-28,1.6127198934555054
2015-09-29,1.62859046459198
2015-09-30,1.6710847616195679
2015-10-01,1.6265429258346558
2015-10-02,1.65982186794281
2015-10-05,1.6818363666534424
2015-10-06,1.6424144506454468
2015-10-07,1.622959017753601
2015-10-08,1.6040163040161133
2015-10-09,1.622959017753601
2015-10-13,1.6526538133621216
2015-10-14,1.6326866149902344
2015-10-15,1.6639174222946167
2015-10-16,1.674156665802002
2015-10-19,1.7171626091003418
2015-10-20,1.704874873161316
2015-10-21,1.709995150566101
2015-10-22,1.7381535768508911
2015-10-23,1.7274017333984375
2015-10-26,1.6255191564559937
2015-10-27,1.6485579013824463
2015-10-28,1.6398545503616333
2015-10-29,1.5963363647460938
2015-10-30,1.6639174222946167
2015-11-03,1.7202343940734863
2015-11-04,1.7396893501281738
2015-11-05,1.7765514850616455
2015-11-06,1.6997551918029785
2015-11-09,1.6562377214431763
2015-11-10,1.656749963760376
2015-11-11,1.7043637037277222
2015-11-12,1.5569151639938354
2015-11-13,1.553842544555664
2015-11-16,1.5543544292449951
2015-11-17,1.5492349863052368
2015-11-18,1.5564028024673462
2015-11-19,1.5564028024673462
2015-11-23,1.5743216276168823
2015-11-24,1.5507705211639404
2015-11-25,1.5512830018997192
2015-11-26,1.5553786754608154
2015-11-27,1.494965672492981
2015-11-30,1.4693667888641357
2015-12-01,1.4330171346664429
2015-12-02,1.3982025384902954
2015-12-03,1.4028102159500122
2015-12-04,1.3823310136795044
2015-12-07,1.3669719696044922
2015-12-08,1.3423972129821777
2015-12-09,1.3777236938476562
2015-12-10,1.3485407829284668
2015-12-11,1.3203822374343872
2015-12-14,1.248706340789795
2015-12-15,1.267136812210083
2015-12-16,1.31577467918396
2015-12-17,1.3408610820770264
2015-12-18,1.2737927436828613
2015-12-21,1.236930251121521
2015-12-22,1.2287390232086182
2015-12-23,1.2543379068374634
2015-12-28,1.21491539478302
2015-12-29,1.2082602977752686
2015-12-30,1.2440979480743408
2016-01-04,1.1775416135787964
2016-01-05,1.1514308452606201
2016-01-06,1.1468231678009033
2016-01-07,1.0915298461914062
2016-01-08,1.0413559675216675
2016-01-11,1.052107334136963
2016-01-12,1.0515955686569214
2016-01-13,1.0213887691497803
2016-01-14,0.9973265528678894
2016-01-15,0.9778711795806885
2016-01-18,0.9292336702346802
2016-01-19,0.9138742685317993
2016-01-20,0.9087545871734619
2016-01-21,0.9164344668388367
2016-01-22,0.9727514386177063
2016-01-26,0.9573922157287598
2016-01-27,1.0280449390411377
2016-01-28,1.057227373123169
2016-01-29,1.1289036273956299
2016-02-01,1.1289036273956299
2016-02-02,1.0725864171981812
2016-02-03,1.1196879148483276
2016-02-04,1.1621819734573364
2016-02-05,1.2031402587890625
2016-02-10,1.2261788845062256
2016-02-11,1.143750786781311
2016-02-12,1.1457988023757935
2016-02-15,1.1468231678009033
2016-02-16,1.1877808570861816
2016-02-17,1.2287390232086182
2016-02-18,1.1949483156204224
2016-02-19,1.1673017740249634
2016-02-22,1.2440979480743408
2016-02-23,1.1760057210922241
2016-02-24,1.1775416135787964
2016-02-25,1.1877808570861816
2016-02-26,1.1386312246322632
2016-02-29,1.184196949005127
2016-03-01,1.2159398794174194
2016-03-02,1.211843729019165
2016-03-03,1.2958074808120728
2016-03-04,1.38591468334198
2016-03-07,1.3966665267944336
2016-03-08,1.4401845932006836
2016-03-09,1.374139666557312
2016-03-10,1.343421459197998
2016-03-11,1.4632234573364258
2016-03-14,1.4335286617279053
2016-03-15,1.302975058555603
2016-03-16,1.31577467918396
2016-03-17,1.409977674484253
2016-03-18,1.431992769241333
2016-03-21,1.5558909177780151
2016-03-22,1.5180047750473022
2016-03-23,1.4340404272079468
2016-03-24,1.4447919130325317
2016-03-28,1.4806302785873413
2016-03-29,1.507765531539917
2016-03-30,1.5123730897903442
2016-03-31,1.4647589921951294
2016-04-01,1.5180047750473022
2016-04-04,1.4043457508087158
2016-04-05,1.3935946226119995
2016-04-06,1.3649240732192993
2016-04-07,1.362876057624817
2016-04-08,1.426360845565796
2016-04-11,1.384891152381897
2016-04-12,1.4238011837005615
2016-04-13,1.4888218641281128
2016-04-14,1.4171451330184937
2016-04-15,1.458615779876709
2016-04-18,1.4284087419509888
2016-04-19,1.448887825012207
2016-04-20,1.4534955024719238
2016-04-22,1.4678306579589844
2016-04-25,1.4770461320877075
2016-04-26,1.4826781749725342
2016-04-27,1.5226120948791504
2016-04-28,1.5210760831832886
2016-04-29,1.5133113861083984
2016-05-02,1.5101035833358765
2016-05-03,1.4833760261535645
2016-05-04,1.4780306816101074
2016-05-05,1.448630690574646
2016-05-06,1.4716166257858276
2016-05-09,1.4309903383255005
2016-05-10,1.484445571899414
2016-05-11,1.4700124263763428
2016-05-12,1.5288127660751343
2016-05-13,1.4213685989379883
2016-05-16,1.3770008087158203
2016-05-17,1.3518770933151245
2016-05-18,1.3101818561553955
2016-05-19,1.3149932622909546
2016-05-20,1.309647798538208
2016-05-23,1.2877310514450073
2016-05-24,1.2492434978485107
2016-05-25,1.2786437273025513
2016-05-27,1.2754364013671875
2016-05-30,1.2556579113006592
2016-05-31,1.2658146619796753
2016-06-01,1.2545890808105469
2016-06-02,1.2936110496520996
2016-06-03,1.292007327079773
2016-06-06,1.295749306678772
2016-06-07,1.3053712844848633
2016-06-08,1.3898297548294067
2016-06-09,1.3791390657424927
2016-06-10,1.3556185960769653
2016-06-13,1.3663100004196167
2016-06-14,1.3411859273910522
