Date,FEDERALBNK.NS
2015-08-21,61.68858337402344
2015-08-24,56.11819839477539
2015-08-25,57.54532241821289
2015-08-26,55.934051513671875
2015-08-27,56.80874252319336
2015-08-28,57.49928665161133
2015-08-31,56.53252410888672
2015-09-01,54.55296325683594
2015-09-02,54.50693130493164
2015-09-03,54.64503479003906
2015-09-04,53.1258430480957
2015-09-07,52.66547393798828
2015-09-08,53.586204528808594
2015-09-09,54.967288970947266
2015-09-10,54.921260833740234
2015-09-11,55.61180114746094
2015-09-14,56.21027374267578
2015-09-15,55.243507385253906
2015-09-16,55.61180114746094
2015-09-18,58.1898307800293
2015-09-21,60.215423583984375
2015-09-22,58.558109283447266
2015-09-23,58.92640686035156
2015-09-24,59.34073257446289
2015-09-28,59.06452178955078
2015-09-29,59.43280792236328
2015-09-30,58.880374908447266
2015-10-01,60.16938781738281
2015-10-05,59.8931770324707
2015-10-06,59.98524856567383
2015-10-07,59.8931770324707
2015-10-08,59.38677215576172
2015-10-09,59.20262908935547
2015-10-12,61.04408645629883
2015-10-13,59.524879455566406
2015-10-14,59.29469680786133
2015-10-15,59.2486686706543
2015-10-16,59.43280792236328
2015-10-19,59.755062103271484
2015-10-20,60.26145935058594
2015-10-21,52.895660400390625
2015-10-23,52.52737045288086
2015-10-26,52.573402404785156
2015-10-27,52.06700897216797
2015-10-28,51.79079055786133
2015-10-29,50.777992248535156
2015-10-30,49.949337005615234
2015-11-02,50.409698486328125
2015-11-03,50.824031829833984
2015-11-04,50.824031829833984
2015-11-05,50.36366653442383
2015-11-06,50.27159118652344
2015-11-09,49.857269287109375
2015-11-10,49.39690399169922
2015-11-13,49.44294357299805
2015-11-16,52.251155853271484
2015-11-17,52.29719161987305
2015-11-18,51.14628219604492
2015-11-19,52.43529510498047
2015-11-20,51.92890167236328
2015-11-23,52.43529510498047
2015-11-24,52.38926315307617
2015-11-26,52.251155853271484
2015-11-27,54.09260559082031
2015-11-30,54.046566009521484
2015-12-01,54.230712890625
2015-12-02,52.803585052490234
2015-12-03,52.4813346862793
2015-12-04,52.29719161987305
2015-12-07,52.98773193359375
2015-12-08,52.94169616699219
2015-12-09,50.63987731933594
2015-12-10,51.05421447753906
2015-12-11,50.08745193481445
2015-12-14,49.12068176269531
2015-12-15,49.48897171020508
2015-12-16,49.99536895751953
2015-12-17,50.777992248535156
2015-12-18,50.73194885253906
2015-12-21,51.83682632446289
2015-12-22,51.65268325805664
2015-12-23,51.974937438964844
2015-12-24,51.744754791259766
2015-12-28,52.251155853271484
2015-12-29,52.34321975708008
2015-12-30,51.92890167236328
2015-12-31,51.56060791015625
2016-01-01,52.43529510498047
2016-01-04,51.376461029052734
2016-01-05,51.3304328918457
2016-01-06,50.501773834228516
2016-01-07,48.338069915771484
2016-01-08,48.430145263671875
2016-01-11,48.153926849365234
2016-01-12,44.42498779296875
2016-01-13,45.80607604980469
2016-01-14,44.240840911865234
2016-01-15,44.148773193359375
2016-01-18,44.19480895996094
