Date,LOGN.SW
2015-08-24,10.04317569732666
2015-08-25,10.291153907775879
2015-08-26,10.415144920349121
2015-08-27,10.621795654296875
2015-08-28,10.580465316772461
2015-08-31,10.621795654296875
2015-09-01,10.497804641723633
2015-09-02,10.539134979248047
2015-09-03,10.828444480895996
2015-09-04,10.7457857131958
2015-09-07,10.828444480895996
2015-09-08,10.993762969970703
2015-09-09,11.117753028869629
2015-09-10,11.283073425292969
2015-09-11,11.3244047164917
2015-09-14,11.407062530517578
2015-09-15,11.36573314666748
2015-09-16,11.531051635742188
2015-09-17,11.48972225189209
2015-09-18,11.457026481628418
2015-09-21,11.499935150146484
2015-09-22,11.199563980102539
2015-09-23,11.242474555969238
2015-09-24,10.813372611999512
2015-09-25,10.856281280517578
2015-09-28,10.684640884399414
2015-09-29,10.55591106414795
2015-09-30,10.899192810058594
2015-10-01,10.899192810058594
2015-10-02,10.813372611999512
2015-10-05,11.027924537658691
2015-10-06,11.199563980102539
2015-10-07,11.027924537658691
2015-10-08,11.242474555969238
2015-10-09,11.457026481628418
2015-10-12,11.371204376220703
2015-10-13,11.499935150146484
2015-10-14,11.542844772338867
2015-10-15,11.542844772338867
2015-10-16,11.585756301879883
2015-10-19,11.585756301879883
2015-10-20,11.628666877746582
2015-10-21,11.585756301879883
2015-10-22,12.701421737670898
2015-10-23,12.915972709655762
2015-10-26,12.915972709655762
2015-10-27,12.5726900100708
2015-10-28,12.5726900100708
2015-10-29,12.486869812011719
2015-10-30,12.486869812011719
2015-11-02,12.658510208129883
2015-11-03,12.78724193572998
2015-11-04,12.83015251159668
2015-11-05,12.873063087463379
2015-11-06,13.04470443725586
2015-11-09,13.04470443725586
2015-11-10,12.78724193572998
2015-11-11,13.08761215209961
2015-11-12,12.915972709655762
2015-11-13,13.173433303833008
2015-11-16,12.958883285522461
2015-11-17,13.259255409240723
2015-11-18,13.173433303833008
2015-11-19,13.259255409240723
2015-11-20,13.04470443725586
2015-11-23,12.958883285522461
2015-11-24,12.83015251159668
2015-11-25,12.873063087463379
2015-11-26,12.83015251159668
2015-11-27,12.873063087463379
2015-11-30,13.259255409240723
2015-12-01,13.302165031433105
2015-12-02,13.259255409240723
2015-12-03,13.259255409240723
2015-12-04,13.302165031433105
2015-12-07,13.473804473876953
2015-12-08,13.130523681640625
2015-12-09,12.958883285522461
2015-12-10,12.78724193572998
2015-12-11,12.529781341552734
2015-12-14,12.401050567626953
2015-12-15,12.5726900100708
2015-12-16,12.5726900100708
2015-12-17,12.83015251159668
2015-12-18,12.6156005859375
2015-12-21,12.658510208129883
2015-12-22,12.658510208129883
2015-12-23,12.744332313537598
2015-12-28,12.873063087463379
2015-12-29,13.173433303833008
2015-12-30,13.216344833374023
2016-01-04,12.701421737670898
2016-01-05,12.915972709655762
2016-01-06,12.83015251159668
2016-01-07,12.358139991760254
2016-01-08,11.97194766998291
2016-01-11,12.014859199523926
2016-01-12,12.057766914367676
2016-01-13,12.14358901977539
2016-01-14,11.80030632019043
2016-01-15,11.499935150146484
2016-01-18,11.628666877746582
2016-01-19,11.97194766998291
2016-01-20,11.585756301879883
2016-01-21,12.701421737670898
2016-01-22,13.001792907714844
2016-01-25,13.259255409240723
2016-01-26,13.387985229492188
2016-01-27,13.645445823669434
