Date,META
2015-08-03,93.62635803222656
2015-08-04,93.54679107666016
2015-08-05,95.913818359375
2015-08-06,94.60100555419922
2015-08-07,93.78549194335938
2015-08-10,93.63631439208984
2015-08-11,93.10920715332031
2015-08-12,93.67609405517578
2015-08-13,92.92023468017578
2015-08-14,93.90482330322266
2015-08-17,93.41751098632812
2015-08-18,94.65072631835938
2015-08-19,94.78997802734375
2015-08-20,90.06588745117188
2015-08-21,85.59044647216797
2015-08-24,81.64209747314453
2015-08-25,82.54712677001953
2015-08-26,86.71428680419922
2015-08-27,89.24042510986328
2015-08-28,90.51344299316406
2015-08-31,88.94205474853516
2015-09-01,86.75406646728516
2015-09-02,89.39955139160156
2015-09-03,87.6690444946289
2015-09-04,87.77843475341797
2015-09-08,89.04150390625
2015-09-09,89.9465560913086
2015-09-10,91.4781494140625
2015-09-11,91.54776000976562
2015-09-14,91.80632781982422
2015-09-15,92.39312744140625
2015-09-16,92.94012451171875
2015-09-17,93.82527160644531
2015-09-18,93.88494873046875
2015-09-21,95.02867126464844
2015-09-22,92.45278930664062
2015-09-23,93.45729064941406
2015-09-24,93.89488983154297
2015-09-25,92.26383209228516
2015-09-28,88.7232666015625
2015-09-29,86.1971206665039
2015-09-30,89.40950012207031
2015-10-01,90.4537582397461
2015-10-02,91.5676498413086
2015-10-05,93.4970703125
2015-10-06,92.29367065429688
2015-10-07,91.8958511352539
2015-10-08,91.96546936035156
2015-10-09,92.73126220703125
2015-10-12,93.74571228027344
2015-10-13,93.6064682006836
2015-10-14,93.5567398071289
2015-10-15,95.4364242553711
2015-10-16,97.0078125
2015-10-19,97.93273162841797
2015-10-20,96.47075653076172
2015-10-21,96.58016204833984
2015-10-22,99.12618255615234
2015-10-23,101.63243865966797
2015-10-26,103.20381927490234
2015-10-27,103.13420104980469
2015-10-28,103.63146209716797
2015-10-29,104.30775451660156
2015-10-30,101.41363525390625
2015-11-02,102.74632263183594
2015-11-03,102.02030944824219
2015-11-04,103.37289428710938
2015-11-05,108.16658782958984
2015-11-06,106.51565551757812
2015-11-09,105.90897369384766
2015-11-10,107.32123565673828
2015-11-11,108.41522216796875
2015-11-12,107.43063354492188
2015-11-13,103.3828353881836
2015-11-16,103.47234344482422
2015-11-17,104.55638885498047
2015-11-18,107.18199157714844
2015-11-19,105.68023681640625
2015-11-20,106.73444366455078
2015-11-23,106.36646270751953
2015-11-24,105.1630630493164
2015-11-25,104.83486938476562
2015-11-27,104.87464904785156
2015-11-30,103.67124938964844
2015-12-01,106.5355453491211
2015-12-02,105.49127197265625
2015-12-03,103.81048583984375
2015-12-04,105.60066986083984
2015-12-07,105.03377532958984
2015-12-08,105.90897369384766
2015-12-09,104.029296875
2015-12-10,104.84481048583984
2015-12-11,101.56282806396484
2015-12-14,104.08897399902344
2015-12-15,103.97956085205078
2015-12-16,106.20734405517578
2015-12-17,105.64044952392578
2015-12-18,103.47234344482422
2015-12-21,104.19835662841797
2015-12-22,104.93431854248047
2015-12-23,104.05912017822266
2015-12-24,104.44699096679688
2015-12-28,105.3520278930664
2015-12-29,106.6747817993164
2015-12-30,105.64044952392578
2015-12-31,104.08897399902344
2016-01-04,101.66226959228516
2016-01-05,102.16949462890625
2016-01-06,102.40818786621094
2016-01-07,97.3857421875
2016-01-08,96.79895782470703
2016-01-11,96.97798156738281
2016-01-12,98.82782745361328
2016-01-13,94.91926574707031
2016-01-14,97.83326721191406
2016-01-15,94.45182037353516
2016-01-19,94.74024963378906
2016-01-20,93.83521270751953
2016-01-21,93.6462631225586
2016-01-22,97.40562438964844
2016-01-25,96.48069763183594
2016-01-26,96.80889892578125
2016-01-27,93.93466186523438
2016-01-28,108.51468658447266
2016-01-29,111.59776306152344
2016-02-01,114.46205139160156
2016-02-02,113.98468017578125
2016-02-03,112.07515716552734
2016-02-04,109.88714599609375
2016-02-05,103.5021743774414
2016-02-08,99.20575714111328
2016-02-09,98.99689483642578
2016-02-10,100.44893646240234
2016-02-11,101.35396575927734
2016-02-12,101.45342254638672
2016-02-16,101.05560302734375
2016-02-17,104.62600708007812
2016-02-18,102.90544891357422
2016-02-19,103.99945068359375
2016-02-22,106.5753173828125
2016-02-23,104.88459777832031
2016-02-24,106.29684448242188
2016-02-25,107.48035430908203
2016-02-26,107.3311767578125
2016-02-29,106.33663177490234
2016-03-01,109.2208023071289
2016-03-02,109.35009765625
2016-03-03,108.98210906982422
2016-03-04,107.79861450195312
2016-03-07,105.15312194824219
2016-03-08,105.3520278930664
2016-03-09,106.92342376708984
2016-03-10,106.73444366455078
2016-03-11,108.81304931640625
2016-03-14,109.29042053222656
2016-03-15,110.066162109375
2016-03-16,111.56793212890625
2016-03-17,110.41426086425781
2016-03-18,110.84190368652344
2016-03-21,111.23971557617188
2016-03-22,111.63755798339844
2016-03-23,111.92596435546875
2016-03-24,112.43318939208984
2016-03-28,113.0697021484375
2016-03-29,115.50633239746094
2016-03-30,114.07417297363281
2016-03-31,113.47745513916016
2016-04-01,115.4267578125
2016-04-04,111.9359130859375
2016-04-05,111.60771179199219
2016-04-06,113.08958435058594
2016-04-07,113.01996612548828
2016-04-08,110.02638244628906
2016-04-11,108.39533233642578
2016-04-12,110.0064926147461
2016-04-13,109.90704345703125
2016-04-14,110.23524475097656
2016-04-15,109.04179382324219
2016-04-18,109.84736633300781
2016-04-19,111.67732238769531
2016-04-20,111.8066177368164
2016-04-21,112.8210678100586
2016-04-22,109.95677185058594
2016-04-25,109.49927520751953
2016-04-26,108.16658782958984
2016-04-27,108.2958755493164
2016-04-28,116.09310150146484
2016-04-29,116.9384765625
2016-05-02,117.92306518554688
