Date,ETER3.SA
2015-08-24,9.002965927124023
2015-08-25,8.876163482666016
2015-08-26,9.045232772827148
2015-08-27,8.960699081420898
2015-08-28,8.918431282043457
2015-08-31,8.791630744934082
2015-09-01,8.580291748046875
2015-09-02,8.368955612182617
2015-09-03,8.453490257263184
2015-09-04,8.28442096710205
2015-09-08,8.24215316772461
2015-09-09,8.199885368347168
2015-09-10,7.988549709320068
2015-09-11,8.073083877563477
2015-09-14,8.030816078186035
2015-09-15,8.073083877563477
2015-09-16,8.073083877563477
2015-09-17,7.988549709320068
2015-09-18,7.734942436218262
2015-09-21,7.523606777191162
2015-09-22,7.439071178436279
2015-09-23,7.523606777191162
2015-09-24,7.60814094543457
2015-09-25,7.60814094543457
2015-09-28,7.354536056518555
2015-09-29,7.396803379058838
2015-09-30,7.354536056518555
2015-10-01,7.396803379058838
2015-10-02,7.270000457763672
2015-10-05,7.439071178436279
2015-10-06,7.439071178436279
2015-10-07,7.946280002593994
2015-10-08,8.28442096710205
2015-10-09,8.24215316772461
2015-10-13,7.65040922164917
2015-10-14,7.65040922164917
2015-10-15,7.777212619781494
2015-10-16,8.030816078186035
2015-10-19,8.030816078186035
2015-10-20,8.157618522644043
2015-10-21,8.326687812805176
2015-10-22,8.28442096710205
2015-10-23,8.749361991882324
2015-10-26,9.29883861541748
2015-10-27,9.214303970336914
2015-10-28,9.214303970336914
2015-10-29,9.08750057220459
2015-10-30,9.46790885925293
2015-11-03,10.482327461242676
2015-11-04,10.270989418029785
2015-11-05,9.642505645751953
2015-11-06,9.771646499633789
2015-11-09,10.029928207397461
2015-11-10,9.857738494873047
2015-11-11,9.556413650512695
2015-11-12,10.029928207397461
2015-11-13,9.857738494873047
2015-11-16,9.599459648132324
2015-11-17,9.900785446166992
2015-11-18,9.857738494873047
2015-11-19,9.857738494873047
2015-11-23,9.943832397460938
2015-11-24,9.943832397460938
2015-11-25,9.685552597045898
2015-11-26,9.599459648132324
2015-11-27,9.5133638381958
2015-11-30,9.556413650512695
2015-12-01,9.384223937988281
2015-12-02,9.599459648132324
2015-12-03,9.470316886901855
2015-12-04,9.599459648132324
2015-12-07,9.427270889282227
2015-12-08,9.470316886901855
2015-12-09,9.384223937988281
2015-12-10,9.168989181518555
2015-12-11,9.039847373962402
2015-12-14,8.99680233001709
2015-12-15,8.824613571166992
2015-12-16,8.609380722045898
2015-12-17,8.847061157226562
2015-12-18,8.803047180175781
2015-12-21,8.891075134277344
2015-12-22,9.111153602600098
2015-12-23,9.331229209899902
2015-12-28,9.155169486999512
2015-12-29,9.243197441101074
2015-12-30,9.19918441772461
2016-01-04,8.671000480651855
2016-01-05,8.715017318725586
2016-01-06,8.58297061920166
2016-01-07,8.450922966003418
2016-01-08,8.58297061920166
2016-01-11,8.450922966003418
2016-01-12,8.274864196777344
2016-01-13,8.054786682128906
2016-01-14,7.966757774353027
2016-01-15,7.9227423667907715
2016-01-18,7.9227423667907715
2016-01-19,7.9227423667907715
2016-01-20,7.9227423667907715
2016-01-21,8.274864196777344
2016-01-22,8.142818450927734
2016-01-26,7.658649921417236
2016-01-27,7.834712505340576
2016-01-28,7.9227423667907715
2016-01-29,8.054786682128906
2016-02-01,8.142818450927734
2016-02-02,8.142818450927734
2016-02-03,7.966757774353027
2016-02-04,8.318880081176758
2016-02-05,8.274864196777344
2016-02-10,8.362895011901855
2016-02-11,8.098804473876953
2016-02-12,7.966757774353027
2016-02-15,8.142818450927734
2016-02-16,8.142818450927734
2016-02-17,8.098804473876953
2016-02-18,8.23084831237793
2016-02-19,8.098804473876953
2016-02-22,8.142818450927734
2016-02-23,8.142818450927734
2016-02-24,8.054786682128906
2016-02-25,8.098804473876953
2016-02-26,8.23084831237793
2016-02-29,7.9227423667907715
2016-03-01,7.4825897216796875
2016-03-02,6.866377353668213
2016-03-03,6.998422622680664
2016-03-04,7.2184977531433105
2016-03-07,7.262513160705566
2016-03-08,7.350543975830078
2016-03-09,7.4825897216796875
2016-03-10,7.70266580581665
2016-03-11,7.614634990692139
2016-03-14,7.52660608291626
2016-03-15,7.4825897216796875
2016-03-16,7.658649921417236
2016-03-17,7.614634990692139
2016-03-18,7.746681213378906
2016-03-21,7.658649921417236
2016-03-22,7.79069709777832
2016-03-23,7.70266580581665
2016-03-24,7.658649921417236
2016-03-28,7.438573837280273
2016-03-29,7.4825897216796875
2016-03-30,7.350543975830078
2016-03-31,7.306528091430664
2016-04-01,7.394558429718018
2016-04-04,7.086453437805176
2016-04-05,7.042437553405762
2016-04-06,6.954407691955566
2016-04-07,6.998422622680664
2016-04-08,7.130467414855957
2016-04-11,7.262513160705566
2016-04-12,7.438573837280273
2016-04-13,7.4825897216796875
2016-04-14,7.394558429718018
2016-04-15,7.350543975830078
2016-04-18,7.174482822418213
2016-04-19,7.262513160705566
2016-04-20,7.306528091430664
2016-04-22,7.262513160705566
2016-04-25,7.086453437805176
2016-04-26,7.394558429718018
2016-04-27,7.350543975830078
2016-04-28,7.2184977531433105
2016-04-29,7.306528091430664
2016-05-02,7.306528091430664
2016-05-03,7.2184977531433105
2016-05-04,7.262513160705566
2016-05-05,7.306528091430664
2016-05-06,7.394558429718018
2016-05-09,7.2184977531433105
2016-05-10,7.2184977531433105
2016-05-11,7.306528091430664
2016-05-12,7.262513160705566
2016-05-13,7.350543975830078
2016-05-16,7.350543975830078
2016-05-17,7.174482822418213
2016-05-18,7.262513160705566
2016-05-19,7.262513160705566
2016-05-20,7.174482822418213
2016-05-23,7.2184977531433105
2016-05-24,7.086453437805176
2016-05-25,7.086453437805176
2016-05-27,7.042437553405762
2016-05-30,7.130467414855957
2016-05-31,6.998422622680664
2016-06-01,7.086453437805176
2016-06-02,7.130467414855957
2016-06-03,7.174482822418213
2016-06-06,7.130467414855957
2016-06-07,7.086453437805176
2016-06-08,7.2184977531433105
2016-06-09,7.086453437805176
2016-06-10,7.174482822418213
2016-06-13,7.174482822418213
2016-06-14,7.130467414855957
2016-06-15,7.042437553405762
2016-06-16,7.042437553405762
2016-06-17,6.998422622680664
2016-06-20,6.866377353668213
2016-06-21,6.910391807556152
2016-06-22,6.910391807556152
2016-06-23,6.910391807556152
2016-06-24,6.778345584869385
2016-06-27,6.602284908294678
2016-06-28,6.558269500732422
2016-06-29,6.602284908294678
2016-06-30,6.646300315856934
2016-07-01,6.558269500732422
2016-07-04,6.646300315856934
2016-07-05,6.6903157234191895
2016-07-06,6.734329700469971
2016-07-07,6.822360992431641
2016-07-08,6.778345584869385
2016-07-11,6.910391807556152
2016-07-12,6.998422622680664
2016-07-13,6.954407691955566
2016-07-14,7.042437553405762
2016-07-15,7.042437553405762
2016-07-18,7.174482822418213
2016-07-19,7.262513160705566
2016-07-20,7.394558429718018
2016-07-21,7.262513160705566
2016-07-22,7.262513160705566
2016-07-25,7.52660608291626
2016-07-26,7.350543975830078
2016-07-27,7.394558429718018
2016-07-28,7.394558429718018
2016-07-29,7.394558429718018
2016-08-01,7.306528091430664
2016-08-02,7.262513160705566
2016-08-03,7.2184977531433105
2016-08-04,8.186832427978516
2016-08-05,8.803047180175781
2016-08-08,8.186832427978516
2016-08-09,8.054786682128906
2016-08-10,8.098804473876953
2016-08-11,7.746681213378906
2016-08-12,8.142818450927734
2016-08-15,7.9227423667907715
2016-08-16,7.834712505340576
2016-08-17,7.834712505340576
2016-08-18,7.614634990692139
2016-08-19,7.614634990692139
2016-08-22,7.306528091430664
2016-08-23,7.350543975830078
2016-08-24,7.174482822418213
2016-08-25,7.306528091430664
2016-08-26,7.438573837280273
2016-08-29,7.350543975830078
2016-08-30,7.394558429718018
2016-08-31,7.306528091430664
2016-09-01,7.174482822418213
2016-09-02,7.262513160705566
2016-09-05,7.262513160705566
2016-09-06,7.394558429718018
2016-09-08,7.394558429718018
2016-09-09,7.2184977531433105
2016-09-12,7.2184977531433105
2016-09-13,7.086453437805176
2016-09-14,7.042437553405762
2016-09-15,7.042437553405762
2016-09-16,6.910391807556152
2016-09-19,6.954407691955566
2016-09-20,6.910391807556152
2016-09-21,6.866377353668213
2016-09-22,6.822360992431641
2016-09-23,6.910391807556152
2016-09-26,6.822360992431641
2016-09-27,6.866377353668213
2016-09-28,6.822360992431641
2016-09-29,6.646300315856934
2016-09-30,6.734329700469971
2016-10-03,6.646300315856934
2016-10-04,6.866377353668213
2016-10-05,6.778345584869385
2016-10-06,6.734329700469971
2016-10-07,6.910391807556152
2016-10-10,6.778345584869385
2016-10-11,6.6903157234191895
2016-10-13,6.6903157234191895
2016-10-14,6.6903157234191895
2016-10-17,6.778345584869385
2016-10-18,7.4825897216796875
2016-10-19,7.174482822418213
2016-10-20,7.174482822418213
2016-10-21,7.2184977531433105
2016-10-24,7.130467414855957
2016-10-25,6.910391807556152
2016-10-26,6.734329700469971
2016-10-27,6.866377353668213
2016-10-28,6.866377353668213
2016-10-31,6.822360992431641
2016-11-01,6.734329700469971
2016-11-03,6.734329700469971
2016-11-04,6.6903157234191895
2016-11-07,6.778345584869385
2016-11-08,6.734329700469971
2016-11-09,6.734329700469971
2016-11-10,6.646300315856934
2016-11-11,6.294178009033203
2016-11-14,6.294178009033203
2016-11-16,6.470239639282227
2016-11-17,6.294178009033203
2016-11-18,6.338193416595459
2016-11-21,6.2501630783081055
2016-11-22,6.20614767074585
2016-11-23,6.162132740020752
2016-11-24,6.20614767074585
2016-11-25,6.118117809295654
2016-11-28,6.118117809295654
2016-11-29,6.118117809295654
2016-11-30,6.074102401733398
2016-12-01,6.030087471008301
2016-12-02,5.986072063446045
2016-12-05,5.942055702209473
2016-12-06,5.986072063446045
2016-12-07,5.942055702209473
2016-12-08,5.942055702209473
2016-12-09,5.898041248321533
2016-12-12,5.765995025634766
2016-12-13,5.8540263175964355
2016-12-14,5.67796516418457
2016-12-15,5.721980094909668
2016-12-16,5.67796516418457
2016-12-19,5.545919418334961
2016-12-20,5.413873672485352
2016-12-21,5.3698577880859375
2016-12-22,5.457888603210449
2016-12-23,5.457888603210449
2016-12-26,5.67796516418457
2016-12-27,5.721980094909668
2016-12-28,5.67796516418457
2016-12-29,5.81001091003418
2017-01-02,6.162132740020752
2017-01-03,6.162132740020752
2017-01-04,6.382208347320557
2017-01-05,6.2501630783081055
2017-01-06,6.162132740020752
2017-01-09,6.118117809295654
2017-01-10,6.162132740020752
2017-01-11,6.20614767074585
2017-01-12,6.2501630783081055
2017-01-13,6.2501630783081055
2017-01-16,6.734329700469971
2017-01-17,6.954407691955566
2017-01-18,6.6903157234191895
2017-01-19,6.734329700469971
2017-01-20,6.646300315856934
2017-01-23,6.778345584869385
2017-01-24,6.6903157234191895
2017-01-26,6.6903157234191895
2017-01-27,6.6903157234191895
2017-01-30,6.514255046844482
2017-01-31,6.602284908294678
2017-02-01,6.514255046844482
2017-02-02,6.470239639282227
2017-02-03,6.6903157234191895
2017-02-06,6.514255046844482
2017-02-07,6.558269500732422
2017-02-08,6.4262237548828125
2017-02-09,6.470239639282227
2017-02-10,6.470239639282227
2017-02-13,6.998422622680664
2017-02-14,6.6903157234191895
2017-02-15,6.734329700469971
2017-02-16,6.602284908294678
2017-02-17,6.558269500732422
2017-02-20,6.558269500732422
2017-02-21,6.646300315856934
2017-02-22,6.646300315856934
2017-02-23,6.514255046844482
2017-02-24,6.470239639282227
2017-03-01,6.514255046844482
2017-03-02,6.514255046844482
2017-03-03,6.514255046844482
2017-03-06,6.514255046844482
2017-03-07,6.514255046844482
2017-03-08,6.338193416595459
2017-03-09,6.294178009033203
2017-03-10,6.2501630783081055
2017-03-13,6.2501630783081055
2017-03-14,5.942055702209473
2017-03-15,6.030087471008301
2017-03-16,5.942055702209473
2017-03-17,5.8540263175964355
2017-03-20,5.81001091003418
2017-03-21,5.67796516418457
2017-03-22,5.67796516418457
2017-03-23,5.721980094909668
2017-03-24,5.721980094909668
2017-03-27,5.765995025634766
2017-03-28,5.721980094909668
2017-03-29,5.81001091003418
2017-03-30,5.81001091003418
2017-03-31,5.765995025634766
2017-04-03,5.721980094909668
2017-04-04,5.81001091003418
2017-04-05,5.67796516418457
2017-04-06,5.67796516418457
2017-04-07,5.721980094909668
2017-04-10,5.721980094909668
2017-04-11,5.633949279785156
2017-04-12,5.898041248321533
2017-04-13,6.338193416595459
2017-04-17,5.986072063446045
2017-04-18,5.986072063446045
2017-04-19,5.942055702209473
2017-04-20,6.118117809295654
2017-04-24,5.942055702209473
2017-04-25,5.942055702209473
2017-04-26,5.67796516418457
2017-04-27,5.721980094909668
2017-04-28,5.67796516418457
2017-05-02,5.721980094909668
2017-05-03,5.765995025634766
2017-05-04,5.67796516418457
2017-05-05,5.67796516418457
2017-05-08,5.67796516418457
2017-05-09,5.67796516418457
2017-05-10,5.765995025634766
2017-05-11,5.765995025634766
2017-05-12,5.765995025634766
2017-05-15,5.721980094909668
2017-05-16,5.67796516418457
2017-05-17,5.67796516418457
2017-05-18,5.237813472747803
2017-05-19,5.413873672485352
2017-05-22,5.237813472747803
2017-05-23,5.237813472747803
2017-05-24,5.237813472747803
2017-05-25,5.325842380523682
2017-05-26,5.325842380523682
2017-05-29,5.325842380523682
2017-05-30,5.325842380523682
2017-05-31,5.193798065185547
2017-06-01,5.149781703948975
2017-06-02,5.105766296386719
2017-06-05,5.061750888824463
2017-06-06,5.105766296386719
2017-06-07,5.105766296386719
2017-06-08,5.105766296386719
2017-06-09,5.061750888824463
2017-06-12,4.973721027374268
2017-06-13,5.017736434936523
2017-06-14,4.973721027374268
2017-06-15,4.973721027374268
2017-06-16,4.973721027374268
2017-06-19,4.885691165924072
2017-06-20,4.753643989562988
2017-06-21,4.665614604949951
2017-06-22,4.753643989562988
2017-06-23,4.753643989562988
2017-06-26,5.105766296386719
2017-06-27,4.841675281524658
2017-06-28,4.841675281524658
2017-06-29,4.753643989562988
2017-06-30,4.929705619812012
2017-07-03,5.061750888824463
2017-07-04,5.193798065185547
2017-07-05,5.237813472747803
2017-07-06,5.149781703948975
2017-07-07,4.973721027374268
2017-07-10,5.105766296386719
2017-07-11,5.193798065185547
2017-07-12,5.105766296386719
2017-07-13,5.061750888824463
2017-07-14,5.017736434936523
2017-07-17,5.105766296386719
2017-07-18,5.105766296386719
2017-07-19,5.237813472747803
2017-07-20,5.237813472747803
2017-07-21,5.457888603210449
2017-07-24,5.325842380523682
2017-07-25,5.457888603210449
2017-07-26,5.765995025634766
2017-07-27,5.721980094909668
2017-07-28,5.721980094909668
2017-07-31,5.67796516418457
2017-08-01,5.67796516418457
2017-08-02,5.67796516418457
2017-08-03,5.67796516418457
2017-08-04,5.633949279785156
2017-08-07,5.5899338722229
2017-08-08,5.5899338722229
2017-08-09,5.501904487609863
2017-08-10,5.281827449798584
2017-08-11,5.149781703948975
2017-08-14,5.237813472747803
2017-08-15,5.193798065185547
2017-08-16,5.105766296386719
2017-08-17,5.149781703948975
2017-08-18,5.149781703948975
2017-08-21,5.149781703948975
2017-08-22,5.105766296386719
2017-08-23,5.017736434936523
2017-08-24,5.3698577880859375
2017-08-25,5.105766296386719
2017-08-28,5.149781703948975
2017-08-29,5.061750888824463
2017-08-30,5.061750888824463
2017-08-31,4.973721027374268
2017-09-01,4.929705619812012
2017-09-04,4.885691165924072
2017-09-05,4.7976603507995605
2017-09-06,4.841675281524658
2017-09-07,4.841675281524658
2017-09-08,4.841675281524658
2017-09-11,4.929705619812012
2017-09-12,4.929705619812012
2017-09-13,4.885691165924072
2017-09-14,4.885691165924072
2017-09-15,5.061750888824463
2017-09-18,5.237813472747803
2017-09-19,5.457888603210449
2017-09-20,5.281827449798584
2017-09-21,5.193798065185547
2017-09-22,5.193798065185547
2017-09-25,5.017736434936523
2017-09-26,5.105766296386719
2017-09-27,4.973721027374268
2017-09-28,5.061750888824463
2017-09-29,5.017736434936523
2017-10-02,5.017736434936523
2017-10-03,5.105766296386719
2017-10-04,5.105766296386719
2017-10-05,5.017736434936523
2017-10-06,5.017736434936523
2017-10-09,5.017736434936523
2017-10-10,5.017736434936523
2017-10-11,4.929705619812012
2017-10-12,4.929705619812012
2017-10-13,4.885691165924072
2017-10-16,4.929705619812012
2017-10-17,4.885691165924072
2017-10-18,4.973721027374268
2017-10-19,4.973721027374268
2017-10-20,4.929705619812012
2017-10-23,4.885691165924072
2017-10-24,4.929705619812012
2017-10-25,4.841675281524658
2017-10-26,4.841675281524658
2017-10-27,4.929705619812012
2017-10-30,4.7976603507995605
2017-10-31,4.753643989562988
2017-11-01,4.841675281524658
2017-11-02,4.841675281524658
2017-11-03,4.841675281524658
2017-11-06,4.753643989562988
2017-11-07,4.709629058837891
2017-11-08,4.7976603507995605
2017-11-09,4.753643989562988
2017-11-10,4.665614604949951
2017-11-13,4.401523590087891
2017-11-14,4.401523590087891
2017-11-15,4.401523590087891
2017-11-16,4.313493251800537
2017-11-17,4.225461483001709
2017-11-20,4.225461483001709
2017-11-21,4.357507705688477
2017-11-22,4.313493251800537
2017-11-23,4.269476890563965
2017-11-24,4.313493251800537
2017-11-27,4.269476890563965
2017-11-28,4.929705619812012
2017-11-29,4.621598720550537
2017-11-30,4.269476890563965
2017-12-01,4.313493251800537
2017-12-04,4.269476890563965
2017-12-05,4.181447505950928
2017-12-06,4.049401760101318
2017-12-07,4.049401760101318
2017-12-08,4.0934157371521
2017-12-11,4.049401760101318
2017-12-12,4.005386829376221
2017-12-13,4.049401760101318
2017-12-14,3.9613711833953857
2017-12-15,3.9613711833953857
2017-12-18,3.9613711833953857
2017-12-19,3.91735577583313
2017-12-20,3.91735577583313
