Date,SPM.MI
2015-08-24,20.210487365722656
2015-08-25,21.126502990722656
2015-08-26,22.173376083374023
2015-08-27,23.394731521606445
2015-08-28,24.36890411376953
2015-08-31,24.965042114257812
2015-09-01,24.49976348876953
2015-09-02,23.278409957885742
2015-09-03,23.641908645629883
2015-09-04,22.725893020629883
2015-09-07,22.784053802490234
2015-09-08,23.176631927490234
2015-09-09,23.511049270629883
2015-09-10,23.249330520629883
2015-09-11,22.856752395629883
2015-09-14,22.246074676513672
2015-09-15,23.205711364746094
2015-09-16,23.90362548828125
2015-09-17,24.00540542602539
2015-09-18,23.496511459350586
2015-09-21,23.496511459350586
2015-09-22,22.464176177978516
2015-09-23,21.577239990234375
2015-09-24,21.533620834350586
2015-09-25,21.460922241210938
2015-09-28,20.486745834350586
2015-09-29,20.690305709838867
2015-09-30,20.835702896118164
2015-10-01,20.617605209350586
2015-10-02,21.926198959350586
2015-10-05,24.2235050201416
2015-10-06,23.467430114746094
2015-10-07,25.29945945739746
2015-10-08,25.2849178314209
2015-10-09,26.02645492553711
2015-10-12,25.255840301513672
2015-10-13,25.02320098876953
2015-10-14,25.095901489257812
2015-10-15,25.0086612701416
2015-10-16,24.179887771606445
2015-10-19,23.554668426513672
2015-10-20,23.060314178466797
2015-10-21,23.26386833190918
2015-10-22,23.278409957885742
2015-10-23,23.772768020629883
2015-10-26,24.049026489257812
2015-10-27,23.234790802001953
2015-10-28,25.76473617553711
2015-10-29,24.732402801513672
2015-10-30,24.848722457885742
2015-11-02,24.31074333190918
2015-11-03,25.212221145629883
2015-11-04,25.34307861328125
2015-11-05,24.528844833374023
2015-11-06,24.325284957885742
2015-11-09,24.543384552001953
2015-11-10,24.58700180053711
2015-11-11,24.25258445739746
2015-11-12,23.162092208862305
2015-11-13,23.060314178466797
2015-11-16,23.147552490234375
2015-11-17,23.511049270629883
2015-11-18,23.670988082885742
2015-11-19,23.5692081451416
2015-11-20,23.133012771606445
2015-11-23,23.423809051513672
2015-11-24,23.292949676513672
2015-11-25,23.307491302490234
2015-11-26,23.830928802490234
2015-11-27,23.641908645629883
2015-11-30,23.787307739257812
2015-12-01,23.61282730102539
2015-12-02,23.525590896606445
2015-12-03,22.943992614746094
2015-12-04,22.551414489746094
2015-12-07,22.027978897094727
2015-12-08,21.460922241210938
2015-12-09,21.838956832885742
2015-12-10,22.173376083374023
2015-12-11,21.722639083862305
2015-12-14,21.300979614257812
2015-12-15,22.057058334350586
2015-12-16,22.216997146606445
2015-12-17,21.635400772094727
2015-12-18,21.853496551513672
2015-12-21,21.606319427490234
2015-12-22,21.766260147094727
2015-12-23,22.565956115722656
2015-12-28,22.275156021118164
2015-12-29,22.318777084350586
2015-12-30,21.780799865722656
2015-12-31,21.780799865722656
2016-01-04,21.053802490234375
2016-01-05,21.359140396118164
2016-01-06,20.544906616210938
2016-01-07,20.181406021118164
2016-01-08,19.67251205444336
2016-01-11,19.788827896118164
2016-01-12,20.632144927978516
2016-01-13,20.399507522583008
2016-01-14,20.414047241210938
2016-01-15,19.250852584838867
2016-01-18,18.26213836669922
2016-01-19,18.24759864807129
2016-01-20,16.342866897583008
2016-01-21,15.383234024047852
2016-01-22,12.219347953796387
2016-01-25,14.484235763549805
2016-01-26,14.33407974243164
2016-01-27,12.705469131469727
2016-01-28,13.086633682250977
2016-01-29,13.179038047790527
2016-02-01,13.213689804077148
2016-02-02,12.774771690368652
2016-02-03,12.42825984954834
2016-02-04,12.231902122497559
2016-02-05,12.012444496154785
2016-02-08,8.974681854248047
2016-02-09,8.475703239440918
2016-02-10,8.362508773803711
2016-02-11,7.357622146606445
2016-02-12,6.962597370147705
2016-02-15,6.999558448791504
2016-02-16,7.1381635665893555
2016-02-17,7.796538829803467
2016-02-18,7.995205402374268
2016-02-19,7.63945198059082
2016-02-22,8.085298538208008
2016-02-23,8.212353706359863
2016-02-24,8.085298538208008
2016-02-25,7.969794273376465
2016-02-26,8.316307067871094
2016-02-29,8.778324127197266
2016-03-01,8.778324127197266
2016-03-02,8.967751502990723
2016-03-03,8.905379295349121
2016-03-04,9.171038627624512
2016-03-07,9.836343765258789
2016-03-08,8.383299827575684
2016-03-09,8.628169059753418
2016-03-10,8.290895462036133
2016-03-11,8.8868989944458
2016-03-14,8.912309646606445
2016-03-15,8.609688758850098
2016-03-16,8.524215698242188
2016-03-17,8.632789611816406
2016-03-18,8.764464378356934
2016-03-21,8.466463088989258
2016-03-22,8.542695999145508
2016-03-23,8.517285346984863
2016-03-24,8.046028137207031
2016-03-29,7.623281002044678
2016-03-30,8.223904609680176
2016-03-31,8.133810997009277
2016-04-01,7.949004173278809
2016-04-04,7.600182056427002
2016-04-05,7.161264896392822
2016-04-06,7.299869537353516
2016-04-07,7.006488800048828
2016-04-08,7.549359321594238
2016-04-11,7.969794273376465
2016-04-12,7.854290008544922
2016-04-13,8.161531448364258
2016-04-14,8.406401634216309
2016-04-15,8.16384220123291
2016-04-18,8.588897705078125
2016-04-19,8.607378959655762
2016-04-20,8.776015281677246
2016-04-21,8.653579711914062
2016-04-22,8.512665748596191
2016-04-25,8.64896011352539
2016-04-26,8.789875030517578
2016-04-27,8.95620059967041
2016-04-28,10.048871994018555
2016-04-29,9.656156539916992
2016-05-02,9.157177925109863
2016-05-03,8.863797187805176
2016-05-04,9.009333610534668
2016-05-05,9.030123710632324
2016-05-06,9.030123710632324
2016-05-09,8.62123966217041
2016-05-10,8.47108268737793
2016-05-11,8.457221984863281
2016-05-12,8.778324127197266
2016-05-13,8.581966400146484
2016-05-16,8.713642120361328
2016-05-17,8.635099411010742
2016-05-18,8.593518257141113
2016-05-19,8.288585662841797
2016-05-20,8.300137519836426
2016-05-23,8.216974258422852
2016-05-24,8.413331031799316
2016-05-25,8.778324127197266
2016-05-26,8.71595287322998
2016-05-27,8.542695999145508
2016-05-30,8.586586952209473
2016-05-31,8.498805046081543
2016-06-01,8.316307067871094
2016-06-02,8.327857971191406
2016-06-03,8.073747634887695
2016-06-06,8.300137519836426
2016-06-07,8.76677417755127
2016-06-08,9.194141387939453
2016-06-09,9.002403259277344
2016-06-10,8.540386199951172
2016-06-13,8.015996932983398
2016-06-14,8.02985668182373
2016-06-15,8.270105361938477
2016-06-16,8.076058387756348
2016-06-17,8.517285346984863
2016-06-20,9.020883560180664
2016-06-21,9.321194648742676
2016-06-22,9.097115516662598
2016-06-23,9.348915100097656
2016-06-24,8.364818572998047
2016-06-27,7.879701614379883
2016-06-28,8.080678939819336
2016-06-29,8.156911849975586
2016-06-30,8.281655311584473
2016-07-01,8.551936149597168
2016-07-04,8.840697288513184
2016-07-05,8.466463088989258
2016-07-06,8.119950294494629
2016-07-07,8.320927619934082
2016-07-08,8.688231468200684
2016-07-11,9.041674613952637
2016-07-12,9.376636505126953
2016-07-13,9.605335235595703
2016-07-14,9.679258346557617
2016-07-15,9.549893379211426
2016-07-18,9.725460052490234
2016-07-19,9.9218168258667
2016-07-20,10.10200309753418
2016-07-21,9.993429183959961
2016-07-22,10.055801391601562
2016-07-25,9.533722877502441
2016-07-26,9.840963363647461
2016-07-27,10.155136108398438
2016-07-28,9.161799430847168
2016-07-29,9.030123710632324
2016-08-01,8.815285682678223
2016-08-02,8.588897705078125
2016-08-03,8.639719009399414
2016-08-04,8.630478858947754
2016-08-05,8.845316886901855
2016-08-08,9.110977172851562
2016-08-09,9.208001136779785
2016-08-10,9.10866641998291
2016-08-11,9.353535652160645
2016-08-12,9.503691673278809
2016-08-16,9.57530403137207
2016-08-17,9.522172927856445
2016-08-18,9.607645034790039
2016-08-19,9.378947257995605
2016-08-22,9.187210083007812
2016-08-23,9.612265586853027
2016-08-24,9.56606388092041
2016-08-25,9.441319465637207
2016-08-26,9.609954833984375
2016-08-29,9.425148963928223
2016-08-30,9.517553329467773
2016-08-31,9.492140769958496
2016-09-01,9.436698913574219
2016-09-02,9.494451522827148
2016-09-05,9.623815536499023
2016-09-06,9.517553329467773
2016-09-07,9.55682373046875
2016-09-08,9.584545135498047
2016-09-09,9.494451522827148
2016-09-12,9.136387825012207
2016-09-13,8.695161819458008
2016-09-14,8.706711769104004
2016-09-15,8.593518257141113
2016-09-16,8.244693756103516
2016-09-19,8.355579376220703
2016-09-20,8.087608337402344
2016-09-21,8.193872451782227
2016-09-22,8.61430835723877
2016-09-23,8.547316551208496
2016-09-26,8.207733154296875
2016-09-27,8.062198638916016
2016-09-28,8.032167434692383
2016-09-29,8.466463088989258
2016-09-30,8.702092170715332
2016-10-03,8.748292922973633
2016-10-04,8.916930198669434
2016-10-05,9.055535316467285
2016-10-06,9.136387825012207
2016-10-07,8.993163108825684
2016-10-10,9.281923294067383
2016-10-11,9.26113224029541
2016-10-12,9.515241622924805
2016-10-13,9.35584545135498
2016-10-14,9.57530403137207
2016-10-17,9.542963027954102
2016-10-18,9.563752174377441
2016-10-19,9.951848030090332
2016-10-20,10.055801391601562
2016-10-21,10.078903198242188
2016-10-24,10.048871994018555
2016-10-25,9.667707443237305
2016-10-26,9.378947257995605
2016-10-27,9.136387825012207
2016-10-28,8.916930198669434
2016-10-31,8.662819862365723
2016-11-01,8.551936149597168
2016-11-02,8.48725414276123
2016-11-03,8.533454895019531
2016-11-04,8.545005798339844
2016-11-07,8.702092170715332
2016-11-08,8.57272720336914
2016-11-09,9.064774513244629
2016-11-10,9.307334899902344
2016-11-11,9.344295501708984
2016-11-14,9.009333610534668
2016-11-15,9.408978462219238
2016-11-16,9.279613494873047
2016-11-17,9.24265193939209
2016-11-18,9.002403259277344
2016-11-21,9.3119535446167
2016-11-22,9.284233093261719
2016-11-23,9.406667709350586
2016-11-24,9.510622024536133
2016-11-25,9.263442039489746
2016-11-28,9.030123710632324
2016-11-29,8.93772029876709
2016-11-30,9.797073364257812
2016-12-01,10.095073699951172
2016-12-02,9.801692962646484
2016-12-05,10.182856559753418
2016-12-06,10.56864070892334
2016-12-07,10.707245826721191
2016-12-08,10.499338150024414
2016-12-09,10.05118179321289
2016-12-12,10.344561576843262
2016-12-13,10.880501747131348
2016-12-14,10.972906112670898
2016-12-15,10.979836463928223
2016-12-16,11.296318054199219
2016-12-19,11.816086769104004
2016-12-20,11.781435012817383
2016-12-21,11.404891967773438
2016-12-22,11.712133407592773
2016-12-23,11.850738525390625
2016-12-27,12.047097206115723
2016-12-28,12.174150466918945
2016-12-29,12.231902122497559
2016-12-30,12.35895824432373
2017-01-02,12.91337776184082
2017-01-03,13.179038047790527
2017-01-04,12.867176055908203
2017-01-05,12.890276908874512
2017-01-06,12.64771842956543
2017-01-09,12.255003929138184
2017-01-10,11.735234260559082
2017-01-11,12.058645248413086
2017-01-12,11.723684310913086
2017-01-13,11.839187622070312
2017-01-16,11.319418907165527
2017-01-17,11.56197738647461
2017-01-18,11.712133407592773
2017-01-19,11.585079193115234
2017-01-20,11.59662914276123
2017-01-23,11.45340347290039
2017-01-24,11.504225730895996
2017-01-25,12.243453025817871
2017-01-26,12.081747055053711
2017-01-27,12.03554630279541
2017-01-30,11.227015495300293
2017-01-31,10.915153503417969
2017-02-01,10.926703453063965
2017-02-02,10.62639331817627
2017-02-03,10.808889389038086
2017-02-06,10.640253067016602
2017-02-07,10.607912063598633
2017-02-08,10.46468734741211
2017-02-09,10.792719841003418
2017-02-10,10.774238586425781
2017-02-13,11.06299877166748
2017-02-14,10.758068084716797
2017-02-15,10.471617698669434
2017-02-16,10.901293754577637
2017-02-17,10.6841459274292
2017-02-20,10.709555625915527
2017-02-21,10.755758285522461
2017-02-22,10.383833885192871
2017-02-23,10.427724838256836
2017-02-24,9.718528747558594
2017-02-27,9.732389450073242
2017-02-28,9.95877742767334
2017-03-01,9.891786575317383
2017-03-02,9.81324291229248
2017-03-03,9.84558391571045
2017-03-06,9.70235824584961
2017-03-07,9.633055686950684
2017-03-08,9.605335235595703
2017-03-09,9.348915100097656
2017-03-10,9.330434799194336
2017-03-13,9.43207836151123
